x  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  
5.000000E-08  1.371599E+05  1.367499E+05  1.376641E+05  1.370384E+05  1.372710E+05  1.260446E+05  1.454446E+05  1.416996E+05  1.293419E+05  1.600260E+05  1.098680E+05  1.098217E+05  1.909871E+05  1.230005E+05  1.564980E+05  1.157624E+05  1.509176E+05  1.628223E+05  1.111762E+05  2.071255E+05  9.844010E+04  1.245136E+05  1.486758E+05  1.444502E+05  1.248394E+05  2.670624E+05  3.854003E+04  1.463121E+05  1.292623E+05  1.271125E+05  1.473887E+05  1.264630E+05  1.444509E+05  1.266294E+05  1.515740E+05  1.311117E+05  1.513401E+05  1.330700E+05  1.402115E+05  1.657339E+05  1.111381E+05  1.418673E+05  9.253705E+04  1.132009E+05  1.608733E+05  1.062035E+05  2.262285E+05  1.343583E+05  1.300752E+05  1.311496E+05  1.399398E+05  
5.780698E-08  1.019991E+05  1.016978E+05  1.023698E+05  1.019101E+05  1.020806E+05  9.382138E+04  1.080836E+05  1.053015E+05  9.628055E+04  1.189711E+05  8.173311E+04  8.166435E+04  1.420438E+05  9.146157E+04  1.163932E+05  8.605121E+04  1.122621E+05  1.209651E+05  8.276367E+04  1.536197E+05  7.331393E+04  9.255103E+04  1.106207E+05  1.071922E+05  9.302449E+04  1.967347E+05  2.868288E+04  1.087811E+05  9.614701E+04  9.449360E+04  1.096519E+05  9.412812E+04  1.073555E+05  9.418284E+04  1.126945E+05  9.754054E+04  1.124399E+05  9.900063E+04  1.042335E+05  1.231966E+05  8.268053E+04  1.058194E+05  6.852844E+04  8.418706E+04  1.195987E+05  7.901192E+04  1.680361E+05  9.994746E+04  9.677750E+04  9.755087E+04  1.040580E+05  
6.683295E-08  7.535341E+04  7.513292E+04  7.562475E+04  7.528842E+04  7.541292E+04  6.936264E+04  7.980296E+04  7.774937E+04  7.118344E+04  8.787261E+04  6.039894E+04  6.032805E+04  1.049463E+05  6.756403E+04  8.599511E+04  6.355057E+04  8.295420E+04  8.929425E+04  6.119295E+04  1.132382E+05  5.422328E+04  6.834763E+04  8.175654E+04  7.905099E+04  6.882714E+04  1.441417E+05  2.108954E+04  8.034960E+04  7.104236E+04  6.978866E+04  8.103386E+04  6.958678E+04  7.927154E+04  6.958766E+04  8.324087E+04  7.208240E+04  8.300435E+04  7.316326E+04  7.698348E+04  9.098282E+04  6.110048E+04  7.834229E+04  5.044809E+04  6.219778E+04  8.833440E+04  5.839162E+04  1.240173E+05  7.385622E+04  7.152336E+04  7.207975E+04  7.686948E+04  
7.726822E-08  5.523543E+04  5.507484E+04  5.543312E+04  5.518815E+04  5.527874E+04  5.086744E+04  5.847398E+04  5.696958E+04  5.220389E+04  6.440270E+04  4.428189E+04  4.422021E+04  7.693190E+04  4.952342E+04  6.303975E+04  4.657319E+04  6.081607E+04  6.541800E+04  4.487837E+04  8.287011E+04  3.977367E+04  5.008710E+04  5.994529E+04  5.787181E+04  5.049448E+04  1.049415E+05  1.527057E+04  5.889080E+04  5.208128E+04  5.114642E+04  5.941217E+04  5.103065E+04  5.808783E+04  5.101322E+04  6.101017E+04  5.284863E+04  6.081185E+04  5.364196E+04  5.642001E+04  6.667682E+04  4.479684E+04  5.748144E+04  3.687970E+04  4.559406E+04  6.473986E+04  4.281275E+04  9.084091E+04  5.414675E+04  5.244124E+04  5.284192E+04  5.634425E+04  
8.933285E-08  4.010972E+04  3.999336E+04  4.025300E+04  4.007543E+04  4.014111E+04  3.694155E+04  4.245453E+04  4.136243E+04  3.791215E+04  4.676400E+04  3.215759E+04  3.211056E+04  5.586564E+04  3.596135E+04  4.577776E+04  3.381661E+04  4.416430E+04  4.749228E+04  3.259208E+04  6.012425E+04  2.888421E+04  3.636755E+04  4.353345E+04  4.199686E+04  3.666607E+04  7.583272E+04  1.083835E+04  4.276236E+04  3.782067E+04  3.713771E+04  4.314549E+04  3.705999E+04  4.217527E+04  3.704470E+04  4.430126E+04  3.837884E+04  4.414919E+04  3.895514E+04  4.096709E+04  4.841374E+04  3.253158E+04  4.171556E+04  2.673742E+04  3.310953E+04  4.700788E+04  3.109248E+04  6.593938E+04  3.932098E+04  3.808378E+04  3.837317E+04  4.091419E+04  
1.032813E-07  2.879201E+04  2.870819E+04  2.889524E+04  2.876722E+04  2.881467E+04  2.650745E+04  3.047982E+04  2.969580E+04  2.720313E+04  3.357097E+04  2.308099E+04  2.305032E+04  4.010041E+04  2.581484E+04  3.285948E+04  2.427708E+04  3.169968E+04  3.409747E+04  2.338486E+04  4.316554E+04  2.071844E+04  2.610872E+04  3.124426E+04  3.015268E+04  2.628775E+04  5.430907E+04  7.486406E+03  3.069810E+04  2.714696E+04  2.666101E+04  3.096678E+04  2.659311E+04  3.027890E+04  2.659053E+04  3.180260E+04  2.754572E+04  3.169743E+04  2.795903E+04  2.940996E+04  3.475651E+04  2.334904E+04  2.986239E+04  1.919015E+04  2.376733E+04  3.374537E+04  2.231772E+04  4.733669E+04  2.822266E+04  2.733352E+04  2.754369E+04  2.937004E+04  
1.194076E-07  2.037049E+04  2.031051E+04  2.044439E+04  2.035263E+04  2.038679E+04  1.873386E+04  2.157745E+04  2.102237E+04  1.922417E+04  2.375746E+04  1.632391E+04  1.630909E+04  2.836779E+04  1.826566E+04  2.324556E+04  1.718248E+04  2.242131E+04  2.414268E+04  1.652424E+04  3.058822E+04  1.463029E+04  1.847973E+04  2.209367E+04  2.136284E+04  1.854419E+04  3.847111E+04  4.972965E+03  2.172363E+04  1.920241E+04  1.886886E+04  2.189965E+04  1.879560E+04  2.143370E+04  1.881002E+04  2.250486E+04  1.948059E+04  2.244298E+04  1.977221E+04  2.081399E+04  2.459960E+04  1.651282E+04  2.100486E+04  1.360287E+04  1.681529E+04  2.388040E+04  1.578488E+04  3.351492E+04  1.996099E+04  1.932921E+04  1.948320E+04  2.078093E+04  
1.380518E-07  1.414455E+04  1.410194E+04  1.419707E+04  1.413172E+04  1.415622E+04  1.298072E+04  1.500126E+04  1.461525E+04  1.331870E+04  1.650466E+04  1.132640E+04  1.132569E+04  1.969287E+04  1.268518E+04  1.613716E+04  1.193996E+04  1.555968E+04  1.679128E+04  1.144610E+04  2.131751E+04  1.012166E+04  1.284271E+04  1.532470E+04  1.488004E+04  1.280600E+04  2.688214E+04  3.107681E+03  1.509056E+04  1.332763E+04  1.311053E+04  1.519320E+04  1.302510E+04  1.489904E+04  1.305693E+04  1.563276E+04  1.351539E+04  1.560841E+04  1.371678E+04  1.446148E+04  1.709426E+04  1.145660E+04  1.443303E+04  9.491319E+03  1.167535E+04  1.658973E+04  1.095288E+04  2.331025E+04  1.385100E+04  1.340843E+04  1.352268E+04  1.443167E+04  
1.596072E-07  9.576955E+03  9.546943E+03  9.613961E+03  9.567761E+03  9.585285E+03  8.756296E+03  1.017993E+04  9.917829E+03  8.982221E+03  1.118509E+04  7.658785E+03  7.669874E+03  1.332795E+04  8.591445E+03  1.092160E+04  8.095349E+03  1.052436E+04  1.140298E+04  7.716919E+03  1.453340E+04  6.809389E+03  8.708999E+03  1.035627E+04  1.013363E+04  8.588414E+03  1.845769E+04  1.741068E+03  1.022529E+04  9.016777E+03  8.887417E+03  1.027115E+04  8.788122E+03  1.010772E+04  8.835627E+03  1.059212E+04  9.137434E+03  1.059869E+04  9.272474E+03  9.802502E+03  1.159023E+04  7.745796E+03  9.598494E+03  6.486985E+03  7.904265E+03  1.124251E+04  7.406462E+03  1.583228E+04  9.367145E+03  9.062732E+03  9.148903E+03  9.773956E+03  
1.845282E-07  6.256747E+03  6.235813E+03  6.282573E+03  6.250168E+03  6.262673E+03  5.683663E+03  6.677015E+03  6.504916E+03  5.827985E+03  7.318999E+03  4.992123E+03  5.012546E+03  8.700918E+03  5.615863E+03  7.130091E+03  5.301480E+03  6.863454E+03  7.488903E+03  5.004308E+03  9.611705E+03  4.399439E+03  5.705169E+03  6.743416E+03  6.688805E+03  5.518899E+03  1.238104E+04  7.560420E+02  6.689225E+03  5.882737E+03  5.818368E+03  6.692278E+03  5.706455E+03  6.626375E+03  5.766815E+03  6.928583E+03  5.954225E+03  6.959483E+03  6.040949E+03  6.416651E+03  7.590472E+03  5.047683E+03  6.078650E+03  4.310075E+03  5.162896E+03  7.356416E+03  4.827737E+03  1.040139E+04  6.107120E+03  5.902779E+03  5.969110E+03  6.388432E+03  
