x  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  
5.000000E-08  1.351829E+05  1.345944E+05  1.358573E+05  1.348671E+05  1.354607E+05  1.248295E+05  1.428564E+05  1.396431E+05  1.275222E+05  1.582743E+05  1.077081E+05  1.085176E+05  1.870796E+05  1.214227E+05  1.539492E+05  1.143631E+05  1.484983E+05  1.612947E+05  1.088974E+05  2.148897E+05  9.417755E+04  1.224500E+05  1.468771E+05  1.419463E+05  1.233257E+05  2.607709E+05  3.724239E+04  1.446034E+05  1.269964E+05  1.250597E+05  1.454129E+05  1.242272E+05  1.427095E+05  1.244097E+05  1.500805E+05  1.289075E+05  1.498834E+05  1.304061E+05  1.387252E+05  1.638548E+05  1.091813E+05  1.326706E+05  9.663334E+04  1.174933E+05  1.544062E+05  1.035599E+05  2.297545E+05  1.333046E+05  1.265482E+05  1.297785E+05  1.375668E+05  
5.780698E-08  1.005283E+05  1.000957E+05  1.010239E+05  1.002966E+05  1.007321E+05  9.291185E+04  1.061638E+05  1.037723E+05  9.492539E+04  1.176624E+05  8.013053E+04  8.069163E+04  1.391471E+05  9.028587E+04  1.144995E+05  8.500786E+04  1.104645E+05  1.198212E+05  8.107241E+04  1.592553E+05  7.015952E+04  9.101881E+04  1.092779E+05  1.053368E+05  9.189456E+04  1.921255E+05  2.771200E+04  1.075060E+05  9.446463E+04  9.296879E+04  1.081794E+05  9.246707E+04  1.060571E+05  9.253472E+04  1.115769E+05  9.590296E+04  1.113494E+05  9.702448E+04  1.031229E+05  1.217938E+05  8.122735E+04  9.899588E+04  7.149457E+04  8.732359E+04  1.148272E+05  7.705332E+04  1.705885E+05  9.915549E+04  9.416629E+04  9.652598E+04  1.022961E+05  
6.683295E-08  7.426724E+04  7.395058E+04  7.462983E+04  7.409783E+04  7.441607E+04  6.868813E+04  7.838822E+04  7.662027E+04  7.018191E+04  8.690287E+04  5.921758E+04  5.960826E+04  1.028127E+05  6.669465E+04  8.459779E+04  6.277867E+04  8.162789E+04  8.844505E+04  5.994598E+04  1.173148E+05  5.190153E+04  6.721767E+04  8.076204E+04  7.768488E+04  6.799090E+04  1.407823E+05  2.036927E+04  7.940554E+04  6.980170E+04  6.866381E+04  7.994477E+04  6.836129E+04  7.831091E+04  6.837225E+04  8.241178E+04  7.087422E+04  8.219500E+04  7.170684E+04  7.616047E+04  8.994393E+04  6.002868E+04  7.330577E+04  5.258802E+04  6.448247E+04  8.483255E+04  5.694924E+04  1.258614E+05  7.326691E+04  6.960160E+04  7.132023E+04  7.557023E+04  
7.726822E-08  5.444026E+04  5.420955E+04  5.470428E+04  5.431694E+04  5.454847E+04  5.037278E+04  5.743951E+04  5.614294E+04  5.147048E+04  6.369115E+04  4.341775E+04  4.369265E+04  7.537227E+04  4.888641E+04  6.201725E+04  4.600742E+04  5.984574E+04  6.479413E+04  4.396614E+04  8.580882E+04  3.807543E+04  4.926049E+04  5.921580E+04  5.687353E+04  4.988201E+04  1.025076E+05  1.474167E+04  5.819849E+04  5.117372E+04  5.032338E+04  5.861398E+04  5.013395E+04  5.738366E+04  5.012409E+04  6.040152E+04  5.196459E+04  6.021730E+04  5.257682E+04  5.581621E+04  6.591479E+04  4.401272E+04  5.378602E+04  3.841771E+04  4.725300E+04  6.218556E+04  4.175805E+04  9.217168E+04  5.371358E+04  5.103666E+04  5.228484E+04  5.539389E+04  
8.933285E-08  3.953373E+04  3.936651E+04  3.972498E+04  3.944437E+04  3.961204E+04  3.658380E+04  4.170516E+04  4.076342E+04  3.738109E+04  4.624816E+04  3.153133E+04  3.172839E+04  5.473590E+04  3.549980E+04  4.503701E+04  3.340662E+04  4.346162E+04  4.703978E+04  3.193098E+04  6.223540E+04  2.765103E+04  3.576871E+04  4.300462E+04  4.127393E+04  3.622325E+04  7.408166E+04  1.045484E+04  4.226056E+04  3.716323E+04  3.654144E+04  4.256698E+04  3.641038E+04  4.166490E+04  3.640057E+04  4.386016E+04  3.773844E+04  4.371790E+04  3.818335E+04  4.052952E+04  4.786134E+04  3.196353E+04  3.902270E+04  2.783855E+04  3.431041E+04  4.515801E+04  3.032773E+04  6.689936E+04  3.900737E+04  3.706560E+04  3.796975E+04  4.022581E+04  
1.032813E-07  2.838025E+04  2.825975E+04  2.851798E+04  2.831582E+04  2.843662E+04  2.625326E+04  2.994317E+04  2.926722E+04  2.682395E+04  3.320264E+04  2.263227E+04  2.277752E+04  3.929112E+04  2.548508E+04  3.232947E+04  2.398420E+04  3.119723E+04  3.377452E+04  2.291124E+04  4.467714E+04  1.983066E+04  2.568008E+04  3.086653E+04  2.963491E+04  2.597279E+04  5.305966E+04  7.212739E+03  3.033968E+04  2.667640E+04  2.623428E+04  3.055328E+04  2.612828E+04  2.991420E+04  2.612944E+04  3.148809E+04  2.708751E+04  3.138952E+04  2.740610E+04  2.909773E+04  3.436194E+04  2.294245E+04  2.791581E+04  1.997542E+04  2.463413E+04  3.241694E+04  2.176884E+04  4.802984E+04  2.800000E+04  2.660272E+04  2.725621E+04  2.887742E+04  
1.194076E-07  2.008107E+04  1.999480E+04  2.017960E+04  2.003485E+04  2.012142E+04  1.855744E+04  2.119864E+04  2.072066E+04  1.895830E+04  2.349959E+04  1.600695E+04  1.611802E+04  2.779607E+04  1.803426E+04  2.287226E+04  1.697706E+04  2.206778E+04  2.391700E+04  1.618982E+04  3.166726E+04  1.399776E+04  1.817753E+04  2.182900E+04  2.099709E+04  1.832495E+04  3.758855E+04  4.781721E+03  2.147243E+04  1.887068E+04  1.856814E+04  2.160934E+04  1.846815E+04  2.117779E+04  1.848491E+04  2.228533E+04  1.915785E+04  2.222765E+04  1.938167E+04  2.059563E+04  2.432311E+04  1.622621E+04  1.961110E+04  1.416075E+04  1.743937E+04  2.293605E+04  1.539588E+04  3.401671E+04  1.980697E+04  1.881104E+04  1.928261E+04  2.043373E+04  
1.380518E-07  1.394560E+04  1.388428E+04  1.401558E+04  1.391264E+04  1.397430E+04  1.286223E+04  1.473880E+04  1.440731E+04  1.313673E+04  1.632886E+04  1.110660E+04  1.119525E+04  1.929614E+04  1.252666E+04  1.587960E+04  1.179939E+04  1.531613E+04  1.663803E+04  1.121434E+04  2.208581E+04  9.676686E+03  1.263380E+04  1.514396E+04  1.462623E+04  1.265786E+04  2.626638E+04  2.977798E+03  1.491892E+04  1.309835E+04  1.290285E+04  1.499419E+04  1.279910E+04  1.472379E+04  1.283217E+04  1.548393E+04  1.329268E+04  1.546201E+04  1.344595E+04  1.431289E+04  1.690542E+04  1.125855E+04  1.344654E+04  9.886240E+03  1.212382E+04  1.592673E+04  1.068156E+04  2.367524E+04  1.374832E+04  1.304663E+04  1.338669E+04  1.419179E+04  
1.596072E-07  9.444350E+03  9.401139E+03  9.493630E+03  9.420987E+03  9.464636E+03  8.680496E+03  1.000258E+04  9.778638E+03  8.861841E+03  1.106971E+04  7.510077E+03  7.583989E+03  1.305914E+04  8.486451E+03  1.074883E+04  8.002432E+03  1.036137E+04  1.130315E+04  7.560293E+03  1.507946E+04  6.501346E+03  8.568408E+03  1.023731E+04  9.961620E+03  8.492554E+03  1.803475E+04  1.656433E+03  1.011216E+04  8.862503E+03  8.747876E+03  1.013921E+04  8.636424E+03  9.991742E+03  8.684328E+03  1.049540E+04  8.988010E+03  1.050311E+04  9.089213E+03  9.705275E+03  1.146587E+04  7.612582E+03  8.910147E+03  6.765674E+03  8.226192E+03  1.078427E+04  7.221148E+03  1.609975E+04  9.302429E+03  8.815114E+03  9.060483E+03  9.612639E+03  
1.845282E-07  6.172305E+03  6.142142E+03  6.206673E+03  6.155849E+03  6.186536E+03  5.638937E+03  6.561342E+03  6.415626E+03  5.752337E+03  7.247595E+03  4.894960E+03  4.959055E+03  8.524774E+03  5.549765E+03  7.018830E+03  5.243202E+03  6.758900E+03  7.428006E+03  4.902163E+03  9.999581E+03  4.190595E+03  5.614113E+03  6.669408E+03  6.576028E+03  5.461042E+03  1.209642E+04  7.043884E+02  6.618668E+03  5.782848E+03  5.728253E+03  6.609101E+03  5.608658E+03  6.553479E+03  5.668788E+03  6.869811E+03  5.857955E+03  6.900942E+03  5.921163E+03  6.356803E+03  7.513034E+03  4.961492E+03  5.606966E+03  4.506284E+03  5.394036E+03  7.046054E+03  4.704742E+03  1.059948E+04  6.070111E+03  5.737846E+03  5.915303E+03  6.284080E+03  
