x  0  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  66  67  68  69  70  71  72  73  74  75  76  77  78  79  80  81  82  83  84  85  86  87  88  89  90  91  92  93  94  95  96  97  98  99  100  
1.000000E-07  4.645429E+07  2.242649E+07  1.734429E+07  2.143045E+07  1.448321E+08  5.924462E+07  2.603203E+07  1.882413E+07  3.291614E+07  1.212857E+07  1.672074E+07  3.911962E+08  1.111737E+08  2.648615E+07  2.268305E+08  2.021734E+07  1.711118E+07  1.266016E+07  1.986187E+07  1.853268E+07  1.863941E+07  2.122968E+07  3.582269E+08  6.547072E+07  3.467079E+07  6.303872E+07  1.181459E+07  1.890031E+07  3.339617E+07  2.051753E+07  1.184883E+07  7.747649E+06  2.189190E+07  6.767319E+06  3.602092E+07  2.142345E+07  1.037895E+08  1.725894E+08  6.503136E+07  1.362136E+07  3.127256E+07  1.339096E+07  2.187866E+07  5.111528E+07  2.481130E+07  1.312197E+07  2.160924E+07  2.097670E+07  3.528026E+06  1.409607E+07  2.051774E+07  3.109383E+07  1.719709E+07  1.048126E+08  2.874410E+07  1.246603E+07  2.166451E+07  2.736831E+07  2.544424E+07  1.116648E+07  2.130212E+07  3.378951E+07  2.170015E+07  2.646624E+08  1.940312E+07  3.925558E+07  2.729275E+07  5.203374E+07  1.316952E+07  2.356319E+07  1.928535E+07  3.465811E+07  2.425369E+07  1.371507E+07  2.230833E+07  1.910893E+07  1.280569E+08  1.858484E+07  2.275277E+07  1.706804E+07  1.304715E+07  1.852693E+07  1.317010E+07  1.485774E+07  1.170011E+07  2.188111E+07  2.151124E+08  1.027885E+08  1.538081E+07  2.892593E+08  1.721868E+07  1.790202E+07  1.931803E+07  2.590028E+07  2.535623E+07  1.296604E+07  1.327201E+07  1.557917E+07  9.227178E+07  7.386964E+06  7.687598E+06  
1.148154E-07  3.878915E+07  1.909535E+07  1.476132E+07  1.791921E+07  1.227547E+08  5.062858E+07  2.211109E+07  1.606879E+07  2.788549E+07  1.052365E+07  1.421868E+07  3.181773E+08  9.318911E+07  2.225411E+07  1.825334E+08  1.725593E+07  1.465543E+07  1.101731E+07  1.695862E+07  1.580524E+07  1.588018E+07  1.807466E+07  2.955301E+08  5.454677E+07  2.922267E+07  5.268132E+07  1.020085E+07  1.624039E+07  2.820887E+07  1.748135E+07  1.027528E+07  6.693257E+06  1.893051E+07  5.894384E+06  3.055103E+07  1.825706E+07  8.692604E+07  1.431350E+08  5.463064E+07  1.173098E+07  2.648154E+07  1.165523E+07  1.856536E+07  4.260004E+07  2.109300E+07  1.119948E+07  1.839938E+07  1.787352E+07  3.356725E+06  1.207850E+07  1.744948E+07  2.620783E+07  1.471278E+07  8.666539E+07  2.285614E+07  1.081151E+07  1.847121E+07  2.315987E+07  2.163507E+07  9.492011E+06  1.816301E+07  2.884145E+07  1.847222E+07  2.172216E+08  1.659166E+07  3.341440E+07  2.312404E+07  4.381560E+07  1.127654E+07  2.007171E+07  1.649828E+07  2.931820E+07  2.080457E+07  1.182557E+07  1.900397E+07  1.633424E+07  1.081684E+08  1.593690E+07  1.931620E+07  1.476443E+07  1.126922E+07  1.587141E+07  1.120828E+07  1.296017E+07  1.024433E+07  1.859095E+07  1.792678E+08  8.372342E+07  1.326973E+07  2.385720E+08  1.463334E+07  1.536396E+07  1.659230E+07  2.118085E+07  2.096225E+07  1.118098E+07  1.142131E+07  1.327578E+07  7.569987E+07  6.407583E+06  6.588189E+06  
1.318257E-07  3.238550E+07  1.625810E+07  1.256252E+07  1.499465E+07  1.040393E+08  4.325686E+07  1.875613E+07  1.371739E+07  2.361652E+07  9.126668E+06  1.209037E+07  2.584135E+08  7.810668E+07  1.869643E+07  1.467602E+08  1.472783E+07  1.255148E+07  9.580428E+06  1.447913E+07  1.347828E+07  1.352853E+07  1.538714E+07  2.434654E+08  4.537665E+07  2.462849E+07  4.401580E+07  8.804328E+06  1.395153E+07  2.382646E+07  1.489384E+07  8.907899E+06  5.779891E+06  1.636328E+07  5.125812E+06  2.590242E+07  1.555772E+07  7.277252E+07  1.186505E+08  4.589502E+07  1.010066E+07  2.242335E+07  1.013421E+07  1.575291E+07  3.549902E+07  1.793127E+07  9.558986E+06  1.566500E+07  1.522915E+07  3.151701E+06  1.034751E+07  1.483937E+07  2.208867E+07  1.258708E+07  7.163250E+07  1.820954E+07  9.370605E+06  1.574776E+07  1.959746E+07  1.839500E+07  8.068270E+06  1.548537E+07  2.457783E+07  1.572343E+07  1.782091E+08  1.418648E+07  2.844162E+07  1.959008E+07  3.688929E+07  9.654383E+06  1.709647E+07  1.411236E+07  2.479779E+07  1.784412E+07  1.019562E+07  1.618789E+07  1.396156E+07  9.135663E+07  1.366557E+07  1.639976E+07  1.276361E+07  9.729733E+06  1.359437E+07  9.538293E+06  1.129075E+07  8.957030E+06  1.579561E+07  1.493092E+08  6.813087E+07  1.144413E+07  1.966487E+08  1.243583E+07  1.318243E+07  1.424600E+07  1.735279E+07  1.732800E+07  9.636209E+06  9.827877E+06  1.131150E+07  6.207483E+07  5.555491E+06  5.645374E+06  
1.513561E-07  2.703962E+07  1.384186E+07  1.069100E+07  1.256086E+07  8.817742E+07  3.695042E+07  1.588711E+07  1.171086E+07  1.999519E+07  7.911079E+06  1.028031E+07  2.095976E+08  6.546262E+07  1.570699E+07  1.179770E+08  1.256987E+07  1.074904E+07  8.324387E+06  1.236175E+07  1.149325E+07  1.152453E+07  1.309823E+07  2.002835E+08  3.768727E+07  2.075580E+07  3.677078E+07  7.596028E+06  1.198233E+07  2.012525E+07  1.268901E+07  7.719971E+06  4.988889E+06  1.413817E+07  4.449840E+06  2.195317E+07  1.325686E+07  6.090066E+07  9.831878E+07  3.856145E+07  8.694815E+06  1.898669E+07  8.802227E+06  1.336608E+07  2.958113E+07  1.524322E+07  8.159322E+06  1.333604E+07  1.297604E+07  2.926175E+06  8.862586E+06  1.261936E+07  1.861729E+07  1.076838E+07  5.919510E+07  1.457275E+07  8.116219E+06  1.342533E+07  1.658269E+07  1.563947E+07  6.857920E+06  1.320167E+07  2.090821E+07  1.338299E+07  1.461859E+08  1.212906E+07  2.420870E+07  1.659491E+07  3.105409E+07  8.264467E+06  1.456151E+07  1.207008E+07  2.097221E+07  1.530331E+07  8.789652E+06  1.378829E+07  1.193284E+07  7.714993E+07  1.171742E+07  1.392506E+07  1.102631E+07  8.396985E+06  1.164208E+07  8.116965E+06  9.823281E+06  7.819987E+06  1.342106E+07  1.242900E+08  5.540633E+07  9.865840E+06  1.620225E+08  1.056829E+07  1.130759E+07  1.222656E+07  1.425550E+07  1.431753E+07  8.299717E+06  8.456063E+06  9.636693E+06  5.089325E+07  4.814380E+06  4.836929E+06  
1.737801E-07  2.257586E+07  1.178420E+07  9.098120E+06  1.053235E+07  7.473359E+07  3.155726E+07  1.343720E+07  9.998500E+06  1.692380E+07  6.854119E+06  8.740863E+06  1.697660E+08  5.486504E+07  1.319518E+07  9.480469E+07  1.072784E+07  9.205081E+06  7.227719E+06  1.055369E+07  9.799977E+06  9.816927E+06  1.114888E+07  1.644977E+08  3.124555E+07  1.749120E+07  3.071327E+07  6.551132E+06  1.028863E+07  1.699899E+07  1.081024E+07  6.688349E+06  4.304279E+06  1.221094E+07  3.857089E+06  1.859883E+07  1.129569E+07  5.094511E+07  8.143720E+07  3.240343E+07  7.482905E+06  1.607640E+07  7.637882E+06  1.134047E+07  2.465041E+07  1.295787E+07  6.964760E+06  1.135244E+07  1.105622E+07  2.692451E+06  7.589094E+06  1.073112E+07  1.569146E+07  9.212310E+06  4.890388E+07  1.171192E+07  7.025344E+06  1.144491E+07  1.403138E+07  1.329605E+07  5.828946E+06  1.125404E+07  1.775478E+07  1.139036E+07  1.198904E+08  1.036928E+07  2.060551E+07  1.405661E+07  2.613845E+07  7.073696E+06  1.240172E+07  1.032219E+07  1.773488E+07  1.312297E+07  7.577011E+06  1.174363E+07  1.019836E+07  6.514636E+07  1.004655E+07  1.182511E+07  9.519559E+06  7.243954E+06  9.968575E+06  6.907140E+06  8.536389E+06  6.818306E+06  1.140385E+07  1.034029E+08  4.502465E+07  8.501903E+06  1.334240E+08  8.981108E+06  9.696894E+06  1.048968E+07  1.174485E+07  1.182709E+07  7.144581E+06  7.275133E+06  8.208815E+06  4.171399E+07  4.170226E+06  4.143795E+06  
1.995262E-07  1.884726E+07  1.003191E+07  7.742411E+06  8.838312E+06  6.333857E+07  2.694685E+07  1.134779E+07  8.537050E+06  1.431918E+07  5.935781E+06  7.431539E+06  1.372937E+08  4.598560E+07  1.108464E+07  7.612175E+07  9.155463E+06  7.882675E+06  6.271335E+06  9.009822E+06  8.355604E+06  8.361982E+06  9.488766E+06  1.348549E+08  2.585107E+07  1.473903E+07  2.564806E+07  5.648046E+06  8.832250E+06  1.435789E+07  9.209280E+06  5.792824E+06  3.712130E+06  1.054295E+07  3.338860E+06  1.575037E+07  9.624060E+06  4.259836E+07  6.742006E+07  2.723072E+07  6.438514E+06  1.361176E+07  6.621930E+06  9.621351E+06  2.054307E+07  1.101484E+07  5.944920E+06  9.663024E+06  9.420290E+06  2.459608E+06  6.497227E+06  9.125010E+06  1.322502E+07  7.880922E+06  4.038578E+07  9.439449E+06  6.077680E+06  9.756154E+06  1.187218E+07  1.130311E+07  4.954132E+06  9.593095E+06  1.504742E+07  9.693931E+06  9.828230E+07  8.864194E+06  1.753824E+07  1.190558E+07  2.199760E+07  6.053671E+06  1.056156E+07  8.826438E+06  1.499551E+07  1.125226E+07  6.531230E+06  1.000143E+07  8.715551E+06  5.500541E+07  8.613581E+06  1.004299E+07  8.214298E+06  6.247061E+06  8.534357E+06  5.877231E+06  7.410540E+06  5.938162E+06  9.690077E+06  8.597096E+07  3.655361E+07  7.323699E+06  1.097995E+08  7.632106E+06  8.313650E+06  8.996897E+06  9.704219E+06  9.779101E+06  6.147216E+06  6.258601E+06  6.991544E+06  3.417332E+07  3.610726E+06  3.549605E+06  
2.290868E-07  1.573515E+07  8.539894E+06  6.588730E+06  7.424928E+06  5.368230E+07  2.300592E+07  9.566594E+06  7.289839E+06  1.211127E+07  5.138087E+06  6.318139E+06  1.108834E+08  3.854827E+07  9.312122E+06  6.112322E+07  7.813413E+06  6.750093E+06  5.437639E+06  7.691672E+06  7.123720E+06  7.122480E+06  8.075214E+06  1.103308E+08  2.133865E+07  1.241974E+07  2.141580E+07  4.867646E+06  7.580189E+06  1.212745E+07  7.845253E+06  5.015627E+06  3.200060E+06  9.099489E+06  2.886047E+06  1.333243E+07  8.199443E+06  3.560509E+07  5.579501E+07  2.288794E+07  5.538595E+06  1.152507E+07  5.735821E+06  8.162684E+06  1.712389E+07  9.363135E+06  5.074404E+06  8.224409E+06  8.026468E+06  2.232110E+06  5.561207E+06  7.759115E+06  1.114667E+07  6.741871E+06  3.334522E+07  7.650719E+06  5.254646E+06  8.316301E+06  1.004534E+07  9.608526E+06  4.210514E+06  8.176830E+06  1.272553E+07  8.249887E+06  8.056252E+07  7.577072E+06  1.492757E+07  1.008320E+07  1.851090E+07  5.180015E+06  8.993990E+06  7.546601E+06  1.267817E+07  9.647312E+06  5.629389E+06  8.517198E+06  7.448016E+06  4.644107E+07  7.384717E+06  8.530797E+06  7.083786E+06  5.385300E+06  7.305340E+06  5.000644E+06  6.426042E+06  5.165331E+06  8.234338E+06  7.143554E+07  2.965899E+07  6.306185E+06  9.031480E+07  6.485750E+06  7.125879E+06  7.714000E+06  8.049843E+06  8.091166E+06  5.286213E+06  5.383652E+06  5.954012E+06  2.799164E+07  3.124880E+06  3.040285E+06  
2.630268E-07  1.313716E+07  7.269385E+06  5.606738E+06  6.242829E+06  4.549749E+07  1.963781E+07  8.055526E+06  6.225125E+06  1.023991E+07  4.445722E+06  5.371272E+06  8.942050E+07  3.231762E+07  7.822472E+06  4.905234E+07  6.667862E+06  5.779933E+06  4.711798E+06  6.566095E+06  6.073008E+06  6.066299E+06  6.871615E+06  9.014556E+07  1.758170E+07  1.046477E+07  1.787824E+07  4.193743E+06  6.503801E+06  1.024319E+07  6.682980E+06  4.341326E+06  2.757555E+06  7.851120E+06  2.491545E+06  1.128076E+07  6.985263E+06  2.974639E+07  4.615117E+07  1.923924E+07  4.763419E+06  9.757868E+06  4.964349E+06  6.924690E+06  1.427503E+07  7.958860E+06  4.331412E+06  6.999333E+06  6.838774E+06  2.015018E+06  4.759025E+06  6.597409E+06  9.394794E+06  5.767298E+06  2.752219E+07  6.224975E+06  4.540666E+06  7.088567E+06  8.499222E+06  8.167497E+06  3.578397E+06  6.969145E+06  1.074228E+07  7.020528E+06  6.601371E+07  6.476361E+06  1.270526E+07  8.538944E+06  1.557451E+07  4.431836E+06  7.658595E+06  6.451599E+06  1.071758E+07  8.270459E+06  4.851736E+06  7.252693E+06  6.364377E+06  3.920313E+07  6.330870E+06  7.246967E+06  6.105685E+06  4.640786E+06  6.252340E+06  4.254636E+06  5.567138E+06  4.488436E+06  6.997395E+06  5.931786E+07  2.404458E+07  5.428076E+06  7.423866E+07  5.511455E+06  6.106347E+06  6.611961E+06  6.698706E+06  6.713259E+06  4.543547E+06  4.630602E+06  5.069707E+06  2.291833E+07  2.703307E+06  2.603732E+06  
3.019952E-07  1.096897E+07  6.187544E+06  4.770852E+06  5.253370E+06  3.855995E+07  1.675965E+07  6.776715E+06  5.316103E+06  8.654225E+06  3.845060E+06  4.566081E+06  7.200586E+07  2.709843E+07  6.570424E+06  3.934558E+07  5.690067E+06  4.948863E+06  4.080339E+06  5.604948E+06  5.176870E+06  5.166300E+06  5.846885E+06  7.358671E+07  1.446256E+07  8.817035E+06  1.492201E+07  3.612042E+06  5.578521E+06  8.651427E+06  5.692655E+06  3.756459E+06  2.375329E+06  6.771850E+06  2.148376E+06  9.540585E+06  5.950492E+06  2.484023E+07  3.815485E+07  1.617338E+07  4.095843E+06  8.261249E+06  4.293351E+06  5.873996E+06  1.190107E+07  6.764968E+06  3.697357E+06  5.956188E+06  5.826742E+06  1.810734E+06  4.071692E+06  5.609421E+06  7.918205E+06  4.933463E+06  2.270816E+07  5.084028E+06  3.921689E+06  6.041739E+06  7.190681E+06  6.942147E+06  3.041108E+06  5.939376E+06  9.052059E+06  5.973956E+06  5.407348E+07  5.535119E+06  1.081357E+07  7.230399E+06  1.310192E+07  3.791200E+06  6.521079E+06  5.514831E+06  9.058954E+06  7.089357E+06  4.181211E+06  6.175473E+06  5.437951E+06  3.308528E+07  5.427137E+06  6.156796E+06  5.259937E+06  3.997790E+06  5.350272E+06  3.619857E+06  4.818734E+06  3.896403E+06  5.946295E+06  4.922188E+07  1.947740E+07  4.670615E+06  6.098364E+07  4.683418E+06  5.231441E+06  5.665510E+06  5.592027E+06  5.593870E+06  3.903250E+06  3.982510E+06  4.316092E+06  1.875671E+07  2.337675E+06  2.229579E+06  
3.467369E-07  9.160099E+06  5.266469E+06  4.059461E+06  4.425217E+06  3.268059E+07  1.430068E+07  5.694233E+06  4.540073E+06  7.311121E+06  3.324142E+06  3.881448E+06  5.790911E+07  2.272780E+07  5.518607E+06  3.156246E+07  4.855532E+06  4.237052E+06  3.531281E+06  4.784314E+06  4.412662E+06  4.399539E+06  4.974557E+06  6.000462E+07  1.187371E+07  7.428618E+06  1.245292E+07  3.110027E+06  4.783423E+06  7.307045E+06  4.848929E+06  3.249322E+06  2.045269E+06  5.839038E+06  1.850155E+06  8.065105E+06  5.068724E+06  2.073414E+07  3.153056E+07  1.359809E+07  3.521031E+06  6.994057E+06  3.710119E+06  4.982441E+06  9.924218E+06  5.750077E+06  3.156213E+06  5.068079E+06  4.964463E+06  1.620270E+06  3.482865E+06  4.769267E+06  6.673926E+06  4.220090E+06  1.873209E+07  4.174444E+06  3.385291E+06  5.149266E+06  6.083477E+06  5.900345E+06  2.584461E+06  5.061426E+06  7.612385E+06  5.083136E+06  4.428730E+07  4.730330E+06  9.203485E+06  6.121874E+06  1.102060E+07  3.242717E+06  5.552221E+06  4.713535E+06  7.656172E+06  6.076304E+06  3.603097E+06  5.257908E+06  4.646050E+06  2.791685E+07  4.652198E+06  5.231233E+06  4.528946E+06  3.442642E+06  4.577619E+06  3.079729E+06  4.167109E+06  3.379059E+06  5.053250E+06  4.081696E+07  1.576940E+07  4.017362E+06  5.006726E+07  3.979767E+06  4.480785E+06  4.852948E+06  4.686427E+06  4.681805E+06  3.351456E+06  3.424801E+06  3.673962E+06  1.534764E+07  2.020666E+06  1.908951E+06  
