NNPDF30_nlo_as_0118	 10.0
x	 x*uv	 dx*uv	 x*dv	 dx*dv	 x*(uv-dv)	 dx*(uv-dv)
1.015E-01	5.212E-01	8.498E-03	2.595E-01	1.034E-02	2.617E-01	1.053E-02
1.025E-01	5.226E-01	8.471E-03	2.598E-01	1.033E-02	2.628E-01	1.056E-02
1.035E-01	5.239E-01	8.444E-03	2.601E-01	1.033E-02	2.639E-01	1.061E-02
1.045E-01	5.253E-01	8.419E-03	2.604E-01	1.032E-02	2.649E-01	1.065E-02
1.055E-01	5.266E-01	8.395E-03	2.606E-01	1.032E-02	2.659E-01	1.070E-02
1.065E-01	5.279E-01	8.373E-03	2.609E-01	1.033E-02	2.670E-01	1.075E-02
1.075E-01	5.291E-01	8.353E-03	2.611E-01	1.034E-02	2.680E-01	1.080E-02
1.085E-01	5.303E-01	8.334E-03	2.613E-01	1.035E-02	2.690E-01	1.086E-02
1.095E-01	5.315E-01	8.318E-03	2.615E-01	1.036E-02	2.700E-01	1.091E-02
1.105E-01	5.327E-01	8.303E-03	2.617E-01	1.038E-02	2.710E-01	1.097E-02
1.115E-01	5.339E-01	8.290E-03	2.619E-01	1.040E-02	2.720E-01	1.103E-02
1.125E-01	5.350E-01	8.279E-03	2.621E-01	1.042E-02	2.730E-01	1.109E-02
1.135E-01	5.361E-01	8.269E-03	2.622E-01	1.044E-02	2.739E-01	1.115E-02
1.145E-01	5.372E-01	8.260E-03	2.623E-01	1.047E-02	2.748E-01	1.121E-02
1.155E-01	5.382E-01	8.253E-03	2.624E-01	1.049E-02	2.758E-01	1.127E-02
1.165E-01	5.392E-01	8.246E-03	2.625E-01	1.052E-02	2.767E-01	1.132E-02
1.175E-01	5.402E-01	8.240E-03	2.626E-01	1.055E-02	2.775E-01	1.138E-02
1.185E-01	5.411E-01	8.235E-03	2.627E-01	1.057E-02	2.784E-01	1.143E-02
1.195E-01	5.420E-01	8.229E-03	2.627E-01	1.060E-02	2.793E-01	1.147E-02
1.205E-01	5.429E-01	8.225E-03	2.628E-01	1.062E-02	2.801E-01	1.152E-02
1.215E-01	5.438E-01	8.221E-03	2.628E-01	1.065E-02	2.810E-01	1.157E-02
1.225E-01	5.446E-01	8.218E-03	2.628E-01	1.068E-02	2.818E-01	1.162E-02
1.235E-01	5.454E-01	8.216E-03	2.628E-01	1.071E-02	2.826E-01	1.166E-02
1.245E-01	5.462E-01	8.214E-03	2.628E-01	1.074E-02	2.834E-01	1.171E-02
1.255E-01	5.470E-01	8.212E-03	2.628E-01	1.076E-02	2.842E-01	1.175E-02
1.265E-01	5.477E-01	8.212E-03	2.628E-01	1.079E-02	2.850E-01	1.179E-02
1.275E-01	5.484E-01	8.212E-03	2.627E-01	1.082E-02	2.857E-01	1.183E-02
1.285E-01	5.491E-01	8.213E-03	2.626E-01	1.085E-02	2.865E-01	1.187E-02
1.295E-01	5.498E-01	8.214E-03	2.626E-01	1.088E-02	2.872E-01	1.191E-02
1.305E-01	5.505E-01	8.216E-03	2.625E-01	1.090E-02	2.880E-01	1.195E-02
1.315E-01	5.511E-01	8.218E-03	2.624E-01	1.093E-02	2.887E-01	1.198E-02
1.325E-01	5.517E-01	8.221E-03	2.623E-01	1.096E-02	2.894E-01	1.202E-02
1.335E-01	5.522E-01	8.224E-03	2.622E-01	1.098E-02	2.901E-01	1.205E-02
1.345E-01	5.528E-01	8.228E-03	2.620E-01	1.100E-02	2.907E-01	1.208E-02
1.355E-01	5.533E-01	8.233E-03	2.619E-01	1.102E-02	2.914E-01	1.211E-02
1.365E-01	5.538E-01	8.238E-03	2.618E-01	1.104E-02	2.920E-01	1.213E-02
1.375E-01	5.543E-01	8.243E-03	2.616E-01	1.106E-02	2.927E-01	1.215E-02
1.385E-01	5.547E-01	8.249E-03	2.614E-01	1.108E-02	2.933E-01	1.218E-02
1.395E-01	5.552E-01	8.257E-03	2.613E-01	1.109E-02	2.939E-01	1.220E-02
1.405E-01	5.556E-01	8.265E-03	2.611E-01	1.111E-02	2.945E-01	1.222E-02
1.415E-01	5.560E-01	8.275E-03	2.609E-01	1.112E-02	2.951E-01	1.224E-02
1.425E-01	5.563E-01	8.287E-03	2.606E-01	1.113E-02	2.957E-01	1.226E-02
1.435E-01	5.567E-01	8.299E-03	2.604E-01	1.115E-02	2.963E-01	1.228E-02
1.445E-01	5.570E-01	8.314E-03	2.602E-01	1.116E-02	2.968E-01	1.231E-02
1.455E-01	5.573E-01	8.329E-03	2.600E-01	1.117E-02	2.974E-01	1.233E-02
1.465E-01	5.576E-01	8.346E-03	2.597E-01	1.118E-02	2.979E-01	1.235E-02
1.475E-01	5.579E-01	8.364E-03	2.594E-01	1.119E-02	2.984E-01	1.237E-02
1.485E-01	5.581E-01	8.383E-03	2.592E-01	1.119E-02	2.989E-01	1.239E-02
1.495E-01	5.583E-01	8.403E-03	2.589E-01	1.120E-02	2.994E-01	1.240E-02
1.505E-01	5.585E-01	8.423E-03	2.586E-01	1.121E-02	2.999E-01	1.242E-02
1.515E-01	5.587E-01	8.443E-03	2.583E-01	1.121E-02	3.003E-01	1.244E-02
1.525E-01	5.588E-01	8.462E-03	2.581E-01	1.121E-02	3.008E-01	1.245E-02
1.535E-01	5.590E-01	8.482E-03	2.578E-01	1.121E-02	3.012E-01	1.246E-02
1.545E-01	5.591E-01	8.500E-03	2.575E-01	1.121E-02	3.016E-01	1.246E-02
1.555E-01	5.592E-01	8.518E-03	2.572E-01	1.121E-02	3.020E-01	1.246E-02
1.565E-01	5.593E-01	8.535E-03	2.568E-01	1.120E-02	3.024E-01	1.246E-02
1.575E-01	5.593E-01	8.552E-03	2.565E-01	1.119E-02	3.028E-01	1.246E-02
1.585E-01	5.594E-01	8.570E-03	2.562E-01	1.119E-02	3.032E-01	1.246E-02
1.595E-01	5.594E-01	8.587E-03	2.559E-01	1.118E-02	3.035E-01	1.245E-02
1.605E-01	5.594E-01	8.604E-03	2.555E-01	1.116E-02	3.039E-01	1.244E-02
1.615E-01	5.594E-01	8.620E-03	2.552E-01	1.115E-02	3.042E-01	1.243E-02
1.625E-01	5.593E-01	8.637E-03	2.548E-01	1.114E-02	3.045E-01	1.242E-02
1.635E-01	5.593E-01	8.652E-03	2.545E-01	1.112E-02	3.048E-01	1.241E-02
1.645E-01	5.592E-01	8.668E-03	2.541E-01	1.110E-02	3.051E-01	1.239E-02
1.655E-01	5.591E-01	8.682E-03	2.537E-01	1.109E-02	3.054E-01	1.237E-02
1.665E-01	5.590E-01	8.696E-03	2.533E-01	1.107E-02	3.056E-01	1.235E-02
1.675E-01	5.589E-01	8.710E-03	2.530E-01	1.104E-02	3.059E-01	1.233E-02
1.685E-01	5.587E-01	8.722E-03	2.526E-01	1.102E-02	3.061E-01	1.230E-02
1.695E-01	5.585E-01	8.734E-03	2.522E-01	1.100E-02	3.064E-01	1.228E-02
1.705E-01	5.584E-01	8.744E-03	2.518E-01	1.097E-02	3.066E-01	1.225E-02
1.715E-01	5.582E-01	8.754E-03	2.514E-01	1.095E-02	3.068E-01	1.222E-02
1.725E-01	5.579E-01	8.762E-03	2.510E-01	1.092E-02	3.070E-01	1.219E-02
1.735E-01	5.577E-01	8.770E-03	2.506E-01	1.089E-02	3.071E-01	1.215E-02
1.745E-01	5.575E-01	8.776E-03	2.501E-01	1.086E-02	3.073E-01	1.212E-02
1.755E-01	5.572E-01	8.782E-03	2.497E-01	1.083E-02	3.075E-01	1.208E-02
1.765E-01	5.569E-01	8.787E-03	2.493E-01	1.080E-02	3.076E-01	1.204E-02
1.775E-01	5.566E-01	8.791E-03	2.489E-01	1.077E-02	3.077E-01	1.200E-02
1.785E-01	5.563E-01	8.796E-03	2.484E-01	1.073E-02	3.078E-01	1.196E-02
1.795E-01	5.559E-01	8.799E-03	2.480E-01	1.070E-02	3.079E-01	1.191E-02
1.805E-01	5.556E-01	8.803E-03	2.476E-01	1.066E-02	3.080E-01	1.187E-02
1.815E-01	5.552E-01	8.806E-03	2.471E-01	1.063E-02	3.081E-01	1.183E-02
1.825E-01	5.548E-01	8.809E-03	2.467E-01	1.059E-02	3.082E-01	1.179E-02
1.835E-01	5.544E-01	8.811E-03	2.462E-01	1.056E-02	3.083E-01	1.175E-02
1.845E-01	5.540E-01	8.814E-03	2.457E-01	1.052E-02	3.083E-01	1.171E-02
1.855E-01	5.536E-01	8.815E-03	2.453E-01	1.049E-02	3.084E-01	1.167E-02
1.865E-01	5.532E-01	8.817E-03	2.448E-01	1.046E-02	3.084E-01	1.164E-02
1.875E-01	5.527E-01	8.818E-03	2.443E-01	1.042E-02	3.084E-01	1.160E-02
1.885E-01	5.522E-01	8.818E-03	2.438E-01	1.039E-02	3.084E-01	1.156E-02
1.895E-01	5.518E-01	8.818E-03	2.433E-01	1.035E-02	3.084E-01	1.153E-02
1.905E-01	5.513E-01	8.816E-03	2.428E-01	1.032E-02	3.085E-01	1.149E-02
1.915E-01	5.508E-01	8.814E-03	2.423E-01	1.029E-02	3.085E-01	1.146E-02
1.925E-01	5.503E-01	8.811E-03	2.418E-01	1.025E-02	3.084E-01	1.142E-02
1.935E-01	5.497E-01	8.807E-03	2.413E-01	1.022E-02	3.084E-01	1.138E-02
1.945E-01	5.492E-01	8.803E-03	2.408E-01	1.018E-02	3.084E-01	1.135E-02
1.955E-01	5.486E-01	8.798E-03	2.402E-01	1.015E-02	3.084E-01	1.131E-02
1.965E-01	5.481E-01	8.792E-03	2.397E-01	1.011E-02	3.083E-01	1.128E-02
1.975E-01	5.475E-01	8.786E-03	2.392E-01	1.008E-02	3.083E-01	1.124E-02
1.985E-01	5.469E-01	8.780E-03	2.386E-01	1.004E-02	3.082E-01	1.121E-02
1.995E-01	5.463E-01	8.773E-03	2.381E-01	1.001E-02	3.082E-01	1.118E-02
2.005E-01	5.457E-01	8.765E-03	2.375E-01	9.971E-03	3.081E-01	1.114E-02
2.015E-01	5.450E-01	8.757E-03	2.370E-01	9.935E-03	3.080E-01	1.111E-02
2.025E-01	5.444E-01	8.749E-03	2.364E-01	9.900E-03	3.079E-01	1.107E-02
2.035E-01	5.437E-01	8.740E-03	2.359E-01	9.864E-03	3.079E-01	1.104E-02
2.045E-01	5.431E-01	8.730E-03	2.353E-01	9.828E-03	3.078E-01	1.101E-02
2.055E-01	5.424E-01	8.720E-03	2.347E-01	9.791E-03	3.077E-01	1.098E-02
2.065E-01	5.417E-01	8.710E-03	2.341E-01	9.755E-03	3.075E-01	1.095E-02
2.075E-01	5.410E-01	8.699E-03	2.336E-01	9.719E-03	3.074E-01	1.091E-02
2.085E-01	5.403E-01	8.687E-03	2.330E-01	9.682E-03	3.073E-01	1.088E-02
2.095E-01	5.396E-01	8.675E-03	2.324E-01	9.645E-03	3.072E-01	1.085E-02
2.105E-01	5.388E-01	8.662E-03	2.318E-01	9.608E-03	3.070E-01	1.082E-02
2.115E-01	5.381E-01	8.647E-03	2.312E-01	9.570E-03	3.069E-01	1.079E-02
2.125E-01	5.373E-01	8.632E-03	2.306E-01	9.532E-03	3.068E-01	1.075E-02
2.135E-01	5.366E-01	8.616E-03	2.300E-01	9.494E-03	3.066E-01	1.072E-02
2.145E-01	5.358E-01	8.600E-03	2.294E-01	9.456E-03	3.064E-01	1.069E-02
2.155E-01	5.350E-01	8.583E-03	2.287E-01	9.418E-03	3.063E-01	1.066E-02
2.165E-01	5.342E-01	8.566E-03	2.281E-01	9.381E-03	3.061E-01	1.063E-02
2.175E-01	5.334E-01	8.548E-03	2.275E-01	9.343E-03	3.059E-01	1.060E-02
2.185E-01	5.326E-01	8.531E-03	2.269E-01	9.306E-03	3.057E-01	1.057E-02
2.195E-01	5.318E-01	8.514E-03	2.262E-01	9.269E-03	3.056E-01	1.054E-02
2.205E-01	5.309E-01	8.496E-03	2.256E-01	9.233E-03	3.054E-01	1.052E-02
2.215E-01	5.301E-01	8.479E-03	2.249E-01	9.197E-03	3.052E-01	1.050E-02
2.225E-01	5.292E-01	8.462E-03	2.243E-01	9.161E-03	3.049E-01	1.047E-02
2.235E-01	5.284E-01	8.446E-03	2.236E-01	9.126E-03	3.047E-01	1.045E-02
2.245E-01	5.275E-01	8.429E-03	2.230E-01	9.091E-03	3.045E-01	1.043E-02
2.255E-01	5.266E-01	8.413E-03	2.223E-01	9.056E-03	3.043E-01	1.041E-02
2.265E-01	5.257E-01	8.397E-03	2.217E-01	9.021E-03	3.041E-01	1.039E-02
2.275E-01	5.248E-01	8.382E-03	2.210E-01	8.986E-03	3.038E-01	1.037E-02
2.285E-01	5.239E-01	8.366E-03	2.203E-01	8.952E-03	3.036E-01	1.035E-02
2.295E-01	5.230E-01	8.351E-03	2.197E-01	8.917E-03	3.033E-01	1.034E-02
2.305E-01	5.221E-01	8.336E-03	2.190E-01	8.882E-03	3.031E-01	1.032E-02
2.315E-01	5.211E-01	8.320E-03	2.183E-01	8.847E-03	3.028E-01	1.030E-02
2.325E-01	5.202E-01	8.304E-03	2.176E-01	8.812E-03	3.025E-01	1.029E-02
2.335E-01	5.192E-01	8.289E-03	2.170E-01	8.777E-03	3.023E-01	1.027E-02
2.345E-01	5.183E-01	8.273E-03	2.163E-01	8.743E-03	3.020E-01	1.026E-02
2.355E-01	5.173E-01	8.257E-03	2.156E-01	8.709E-03	3.017E-01	1.024E-02
2.365E-01	5.163E-01	8.242E-03	2.149E-01	8.675E-03	3.014E-01	1.023E-02
2.375E-01	5.153E-01	8.226E-03	2.142E-01	8.642E-03	3.011E-01	1.022E-02
2.385E-01	5.143E-01	8.210E-03	2.135E-01	8.609E-03	3.008E-01	1.021E-02
2.395E-01	5.133E-01	8.195E-03	2.128E-01	8.576E-03	3.005E-01	1.020E-02
2.405E-01	5.123E-01	8.179E-03	2.121E-01	8.543E-03	3.002E-01	1.019E-02
2.415E-01	5.113E-01	8.163E-03	2.114E-01	8.511E-03	2.999E-01	1.018E-02
2.425E-01	5.102E-01	8.147E-03	2.107E-01	8.479E-03	2.996E-01	1.017E-02
2.435E-01	5.092E-01	8.132E-03	2.100E-01	8.448E-03	2.992E-01	1.017E-02
2.445E-01	5.082E-01	8.116E-03	2.093E-01	8.416E-03	2.989E-01	1.016E-02
2.455E-01	5.071E-01	8.100E-03	2.085E-01	8.385E-03	2.986E-01	1.016E-02
2.465E-01	5.060E-01	8.084E-03	2.078E-01	8.355E-03	2.982E-01	1.015E-02
2.475E-01	5.050E-01	8.068E-03	2.071E-01	8.324E-03	2.979E-01	1.014E-02
2.485E-01	5.039E-01	8.052E-03	2.064E-01	8.294E-03	2.975E-01	1.014E-02
2.495E-01	5.028E-01	8.037E-03	2.057E-01	8.265E-03	2.972E-01	1.014E-02
2.505E-01	5.017E-01	8.022E-03	2.049E-01	8.236E-03	2.968E-01	1.014E-02
2.515E-01	5.006E-01	8.008E-03	2.042E-01	8.208E-03	2.964E-01	1.014E-02
2.525E-01	4.995E-01	7.994E-03	2.035E-01	8.181E-03	2.961E-01	1.014E-02
2.535E-01	4.984E-01	7.980E-03	2.027E-01	8.155E-03	2.957E-01	1.015E-02
2.545E-01	4.973E-01	7.966E-03	2.020E-01	8.130E-03	2.953E-01	1.016E-02
2.555E-01	4.962E-01	7.953E-03	2.012E-01	8.106E-03	2.949E-01	1.017E-02
2.565E-01	4.950E-01	7.940E-03	2.005E-01	8.084E-03	2.945E-01	1.018E-02
2.575E-01	4.939E-01	7.927E-03	1.997E-01	8.062E-03	2.941E-01	1.019E-02
2.585E-01	4.927E-01	7.914E-03	1.990E-01	8.042E-03	2.937E-01	1.021E-02
2.595E-01	4.916E-01	7.901E-03	1.983E-01	8.022E-03	2.933E-01	1.022E-02
2.605E-01	4.904E-01	7.887E-03	1.975E-01	8.003E-03	2.929E-01	1.024E-02
2.615E-01	4.892E-01	7.873E-03	1.968E-01	7.985E-03	2.925E-01	1.025E-02
2.625E-01	4.881E-01	7.858E-03	1.960E-01	7.966E-03	2.921E-01	1.026E-02
2.635E-01	4.869E-01	7.843E-03	1.953E-01	7.948E-03	2.916E-01	1.027E-02
2.645E-01	4.857E-01	7.826E-03	1.945E-01	7.930E-03	2.912E-01	1.028E-02
2.655E-01	4.845E-01	7.808E-03	1.937E-01	7.912E-03	2.908E-01	1.029E-02
2.665E-01	4.833E-01	7.789E-03	1.930E-01	7.893E-03	2.903E-01	1.030E-02
2.675E-01	4.821E-01	7.770E-03	1.922E-01	7.875E-03	2.899E-01	1.030E-02
2.685E-01	4.809E-01	7.750E-03	1.915E-01	7.857E-03	2.894E-01	1.030E-02
2.695E-01	4.797E-01	7.729E-03	1.907E-01	7.839E-03	2.890E-01	1.031E-02
2.705E-01	4.785E-01	7.709E-03	1.900E-01	7.822E-03	2.885E-01	1.031E-02
2.715E-01	4.772E-01	7.687E-03	1.892E-01	7.805E-03	2.881E-01	1.031E-02
2.725E-01	4.760E-01	7.665E-03	1.884E-01	7.788E-03	2.876E-01	1.031E-02
2.735E-01	4.748E-01	7.643E-03	1.877E-01	7.771E-03	2.871E-01	1.031E-02
2.745E-01	4.735E-01	7.620E-03	1.869E-01	7.754E-03	2.866E-01	1.030E-02
2.755E-01	4.723E-01	7.596E-03	1.861E-01	7.737E-03	2.861E-01	1.030E-02
2.765E-01	4.710E-01	7.571E-03	1.854E-01	7.720E-03	2.856E-01	1.029E-02
2.775E-01	4.697E-01	7.546E-03	1.846E-01	7.703E-03	2.852E-01	1.028E-02
2.785E-01	4.685E-01	7.521E-03	1.838E-01	7.685E-03	2.847E-01	1.027E-02
2.795E-01	4.672E-01	7.495E-03	1.830E-01	7.668E-03	2.842E-01	1.026E-02
2.805E-01	4.659E-01	7.467E-03	1.823E-01	7.650E-03	2.836E-01	1.024E-02
2.815E-01	4.646E-01	7.440E-03	1.815E-01	7.632E-03	2.831E-01	1.022E-02
