NNPDF30_nlo_as_0118	 10.0
x	 x*uv	 dx*uv	 x*dv	 dx*dv	 x*(uv-dv)	 dx*(uv-dv)
2.825E-01	4.634E-01	7.411E-03	1.807E-01	7.614E-03	2.826E-01	1.020E-02
2.835E-01	4.621E-01	7.382E-03	1.800E-01	7.595E-03	2.821E-01	1.018E-02
2.845E-01	4.608E-01	7.352E-03	1.792E-01	7.575E-03	2.816E-01	1.015E-02
2.855E-01	4.595E-01	7.320E-03	1.784E-01	7.554E-03	2.811E-01	1.012E-02
2.865E-01	4.582E-01	7.288E-03	1.776E-01	7.533E-03	2.805E-01	1.008E-02
2.875E-01	4.568E-01	7.254E-03	1.769E-01	7.511E-03	2.800E-01	1.005E-02
2.885E-01	4.555E-01	7.221E-03	1.761E-01	7.489E-03	2.794E-01	1.001E-02
2.895E-01	4.542E-01	7.187E-03	1.753E-01	7.466E-03	2.789E-01	9.966E-03
2.905E-01	4.529E-01	7.153E-03	1.745E-01	7.445E-03	2.783E-01	9.924E-03
2.915E-01	4.515E-01	7.119E-03	1.738E-01	7.423E-03	2.778E-01	9.881E-03
2.925E-01	4.502E-01	7.086E-03	1.730E-01	7.402E-03	2.772E-01	9.839E-03
2.935E-01	4.489E-01	7.053E-03	1.722E-01	7.382E-03	2.767E-01	9.796E-03
2.945E-01	4.475E-01	7.021E-03	1.714E-01	7.363E-03	2.761E-01	9.755E-03
2.955E-01	4.462E-01	6.990E-03	1.706E-01	7.345E-03	2.755E-01	9.714E-03
2.965E-01	4.448E-01	6.960E-03	1.699E-01	7.329E-03	2.749E-01	9.674E-03
2.975E-01	4.435E-01	6.931E-03	1.691E-01	7.313E-03	2.744E-01	9.635E-03
2.985E-01	4.421E-01	6.902E-03	1.683E-01	7.298E-03	2.738E-01	9.598E-03
2.995E-01	4.408E-01	6.874E-03	1.675E-01	7.285E-03	2.732E-01	9.563E-03
3.005E-01	4.394E-01	6.848E-03	1.668E-01	7.272E-03	2.726E-01	9.528E-03
3.015E-01	4.380E-01	6.821E-03	1.660E-01	7.261E-03	2.720E-01	9.496E-03
3.025E-01	4.367E-01	6.796E-03	1.652E-01	7.250E-03	2.715E-01	9.464E-03
3.035E-01	4.353E-01	6.770E-03	1.644E-01	7.241E-03	2.709E-01	9.433E-03
3.045E-01	4.339E-01	6.745E-03	1.636E-01	7.232E-03	2.703E-01	9.403E-03
3.055E-01	4.326E-01	6.721E-03	1.629E-01	7.223E-03	2.697E-01	9.373E-03
3.065E-01	4.312E-01	6.697E-03	1.621E-01	7.216E-03	2.691E-01	9.344E-03
3.075E-01	4.298E-01	6.673E-03	1.613E-01	7.209E-03	2.685E-01	9.316E-03
3.085E-01	4.284E-01	6.649E-03	1.605E-01	7.203E-03	2.679E-01	9.289E-03
3.095E-01	4.270E-01	6.626E-03	1.598E-01	7.198E-03	2.673E-01	9.263E-03
3.105E-01	4.257E-01	6.604E-03	1.590E-01	7.194E-03	2.667E-01	9.239E-03
3.115E-01	4.243E-01	6.582E-03	1.582E-01	7.192E-03	2.661E-01	9.217E-03
3.125E-01	4.229E-01	6.561E-03	1.574E-01	7.190E-03	2.655E-01	9.197E-03
3.135E-01	4.215E-01	6.540E-03	1.566E-01	7.189E-03	2.648E-01	9.178E-03
3.145E-01	4.201E-01	6.520E-03	1.559E-01	7.189E-03	2.642E-01	9.161E-03
3.155E-01	4.187E-01	6.500E-03	1.551E-01	7.190E-03	2.636E-01	9.146E-03
3.165E-01	4.173E-01	6.481E-03	1.543E-01	7.193E-03	2.630E-01	9.133E-03
3.175E-01	4.159E-01	6.462E-03	1.535E-01	7.196E-03	2.624E-01	9.122E-03
3.185E-01	4.145E-01	6.444E-03	1.528E-01	7.200E-03	2.617E-01	9.113E-03
3.195E-01	4.131E-01	6.426E-03	1.520E-01	7.205E-03	2.611E-01	9.106E-03
3.205E-01	4.117E-01	6.409E-03	1.512E-01	7.211E-03	2.605E-01	9.102E-03
3.215E-01	4.103E-01	6.392E-03	1.504E-01	7.218E-03	2.598E-01	9.099E-03
3.225E-01	4.089E-01	6.375E-03	1.497E-01	7.226E-03	2.592E-01	9.099E-03
3.235E-01	4.075E-01	6.359E-03	1.489E-01	7.235E-03	2.586E-01	9.102E-03
3.245E-01	4.061E-01	6.344E-03	1.481E-01	7.245E-03	2.580E-01	9.107E-03
3.255E-01	4.047E-01	6.330E-03	1.473E-01	7.258E-03	2.573E-01	9.117E-03
3.265E-01	4.033E-01	6.317E-03	1.466E-01	7.271E-03	2.567E-01	9.130E-03
3.275E-01	4.018E-01	6.306E-03	1.458E-01	7.287E-03	2.560E-01	9.147E-03
3.285E-01	4.004E-01	6.295E-03	1.450E-01	7.304E-03	2.554E-01	9.168E-03
3.295E-01	3.990E-01	6.287E-03	1.443E-01	7.323E-03	2.548E-01	9.194E-03
3.305E-01	3.976E-01	6.280E-03	1.435E-01	7.343E-03	2.541E-01	9.223E-03
3.315E-01	3.962E-01	6.274E-03	1.427E-01	7.365E-03	2.535E-01	9.255E-03
3.325E-01	3.948E-01	6.270E-03	1.420E-01	7.388E-03	2.528E-01	9.291E-03
3.335E-01	3.933E-01	6.267E-03	1.412E-01	7.413E-03	2.522E-01	9.329E-03
3.345E-01	3.919E-01	6.265E-03	1.404E-01	7.438E-03	2.515E-01	9.369E-03
3.355E-01	3.905E-01	6.264E-03	1.397E-01	7.464E-03	2.508E-01	9.410E-03
3.365E-01	3.891E-01	6.264E-03	1.389E-01	7.490E-03	2.502E-01	9.453E-03
3.375E-01	3.876E-01	6.265E-03	1.381E-01	7.515E-03	2.495E-01	9.495E-03
3.385E-01	3.862E-01	6.265E-03	1.374E-01	7.541E-03	2.488E-01	9.536E-03
3.395E-01	3.848E-01	6.266E-03	1.366E-01	7.566E-03	2.481E-01	9.577E-03
3.405E-01	3.833E-01	6.267E-03	1.359E-01	7.591E-03	2.475E-01	9.618E-03
3.415E-01	3.819E-01	6.269E-03	1.351E-01	7.617E-03	2.468E-01	9.660E-03
3.425E-01	3.805E-01	6.272E-03	1.344E-01	7.643E-03	2.461E-01	9.703E-03
3.435E-01	3.790E-01	6.275E-03	1.336E-01	7.669E-03	2.454E-01	9.747E-03
3.445E-01	3.776E-01	6.278E-03	1.329E-01	7.695E-03	2.447E-01	9.790E-03
3.455E-01	3.761E-01	6.282E-03	1.321E-01	7.720E-03	2.440E-01	9.833E-03
3.465E-01	3.747E-01	6.285E-03	1.314E-01	7.746E-03	2.433E-01	9.876E-03
3.475E-01	3.732E-01	6.289E-03	1.307E-01	7.771E-03	2.426E-01	9.917E-03
3.485E-01	3.718E-01	6.293E-03	1.299E-01	7.795E-03	2.419E-01	9.958E-03
3.495E-01	3.703E-01	6.296E-03	1.292E-01	7.818E-03	2.412E-01	9.997E-03
3.505E-01	3.689E-01	6.300E-03	1.284E-01	7.841E-03	2.405E-01	1.003E-02
3.515E-01	3.674E-01	6.302E-03	1.277E-01	7.862E-03	2.397E-01	1.007E-02
3.525E-01	3.660E-01	6.304E-03	1.270E-01	7.882E-03	2.390E-01	1.010E-02
3.535E-01	3.645E-01	6.306E-03	1.262E-01	7.900E-03	2.383E-01	1.013E-02
3.545E-01	3.631E-01	6.306E-03	1.255E-01	7.917E-03	2.376E-01	1.015E-02
3.555E-01	3.616E-01	6.306E-03	1.248E-01	7.932E-03	2.368E-01	1.018E-02
3.565E-01	3.602E-01	6.304E-03	1.241E-01	7.944E-03	2.361E-01	1.020E-02
3.575E-01	3.587E-01	6.301E-03	1.233E-01	7.955E-03	2.354E-01	1.021E-02
3.585E-01	3.572E-01	6.296E-03	1.226E-01	7.964E-03	2.346E-01	1.022E-02
3.595E-01	3.558E-01	6.290E-03	1.219E-01	7.971E-03	2.339E-01	1.022E-02
3.605E-01	3.543E-01	6.283E-03	1.212E-01	7.976E-03	2.331E-01	1.023E-02
3.615E-01	3.528E-01	6.275E-03	1.205E-01	7.979E-03	2.324E-01	1.023E-02
3.625E-01	3.514E-01	6.266E-03	1.197E-01	7.981E-03	2.316E-01	1.022E-02
3.635E-01	3.499E-01	6.257E-03	1.190E-01	7.982E-03	2.309E-01	1.021E-02
3.645E-01	3.484E-01	6.246E-03	1.183E-01	7.981E-03	2.301E-01	1.021E-02
3.655E-01	3.470E-01	6.235E-03	1.176E-01	7.979E-03	2.293E-01	1.019E-02
3.665E-01	3.455E-01	6.224E-03	1.169E-01	7.976E-03	2.286E-01	1.018E-02
3.675E-01	3.440E-01	6.213E-03	1.162E-01	7.973E-03	2.278E-01	1.017E-02
3.685E-01	3.425E-01	6.201E-03	1.155E-01	7.968E-03	2.270E-01	1.015E-02
3.695E-01	3.411E-01	6.188E-03	1.148E-01	7.963E-03	2.262E-01	1.014E-02
3.705E-01	3.396E-01	6.176E-03	1.141E-01	7.956E-03	2.255E-01	1.012E-02
3.715E-01	3.381E-01	6.163E-03	1.134E-01	7.949E-03	2.247E-01	1.010E-02
3.725E-01	3.366E-01	6.150E-03	1.127E-01	7.942E-03	2.239E-01	1.008E-02
3.735E-01	3.352E-01	6.137E-03	1.121E-01	7.933E-03	2.231E-01	1.006E-02
3.745E-01	3.337E-01	6.124E-03	1.114E-01	7.924E-03	2.223E-01	1.004E-02
3.755E-01	3.322E-01	6.110E-03	1.107E-01	7.914E-03	2.215E-01	1.002E-02
3.765E-01	3.308E-01	6.096E-03	1.100E-01	7.903E-03	2.207E-01	9.992E-03
3.775E-01	3.293E-01	6.081E-03	1.093E-01	7.891E-03	2.199E-01	9.965E-03
3.785E-01	3.278E-01	6.065E-03	1.087E-01	7.879E-03	2.191E-01	9.937E-03
3.795E-01	3.263E-01	6.049E-03	1.080E-01	7.865E-03	2.183E-01	9.907E-03
3.805E-01	3.249E-01	6.033E-03	1.073E-01	7.850E-03	2.175E-01	9.876E-03
3.815E-01	3.234E-01	6.016E-03	1.067E-01	7.835E-03	2.167E-01	9.843E-03
3.825E-01	3.219E-01	5.998E-03	1.060E-01	7.818E-03	2.159E-01	9.808E-03
3.835E-01	3.204E-01	5.980E-03	1.053E-01	7.801E-03	2.151E-01	9.772E-03
3.845E-01	3.190E-01	5.961E-03	1.047E-01	7.784E-03	2.143E-01	9.735E-03
3.855E-01	3.175E-01	5.942E-03	1.040E-01	7.765E-03	2.135E-01	9.697E-03
3.865E-01	3.160E-01	5.923E-03	1.034E-01	7.746E-03	2.127E-01	9.657E-03
3.875E-01	3.146E-01	5.903E-03	1.027E-01	7.727E-03	2.119E-01	9.616E-03
3.885E-01	3.131E-01	5.882E-03	1.021E-01	7.706E-03	2.110E-01	9.573E-03
3.895E-01	3.116E-01	5.861E-03	1.014E-01	7.686E-03	2.102E-01	9.529E-03
3.905E-01	3.102E-01	5.839E-03	1.008E-01	7.664E-03	2.094E-01	9.484E-03
3.915E-01	3.087E-01	5.817E-03	1.001E-01	7.642E-03	2.086E-01	9.438E-03
3.925E-01	3.072E-01	5.794E-03	9.949E-02	7.620E-03	2.077E-01	9.391E-03
3.935E-01	3.058E-01	5.771E-03	9.886E-02	7.596E-03	2.069E-01	9.342E-03
3.945E-01	3.043E-01	5.747E-03	9.823E-02	7.572E-03	2.061E-01	9.291E-03
3.955E-01	3.029E-01	5.722E-03	9.760E-02	7.547E-03	2.053E-01	9.237E-03
3.965E-01	3.014E-01	5.696E-03	9.697E-02	7.521E-03	2.044E-01	9.181E-03
3.975E-01	2.999E-01	5.669E-03	9.635E-02	7.493E-03	2.036E-01	9.122E-03
3.985E-01	2.985E-01	5.641E-03	9.573E-02	7.466E-03	2.028E-01	9.062E-03
3.995E-01	2.970E-01	5.612E-03	9.511E-02	7.437E-03	2.019E-01	9.000E-03
4.005E-01	2.956E-01	5.584E-03	9.450E-02	7.409E-03	2.011E-01	8.938E-03
4.015E-01	2.941E-01	5.555E-03	9.388E-02	7.381E-03	2.002E-01	8.877E-03
4.025E-01	2.927E-01	5.527E-03	9.327E-02	7.353E-03	1.994E-01	8.816E-03
4.035E-01	2.912E-01	5.499E-03	9.267E-02	7.326E-03	1.986E-01	8.757E-03
4.045E-01	2.898E-01	5.471E-03	9.206E-02	7.299E-03	1.977E-01	8.699E-03
4.055E-01	2.883E-01	5.444E-03	9.146E-02	7.274E-03	1.969E-01	8.643E-03
4.065E-01	2.869E-01	5.418E-03	9.086E-02	7.249E-03	1.960E-01	8.589E-03
4.075E-01	2.854E-01	5.392E-03	9.027E-02	7.226E-03	1.952E-01	8.539E-03
4.085E-01	2.840E-01	5.367E-03	8.967E-02	7.205E-03	1.943E-01	8.491E-03
4.095E-01	2.826E-01	5.343E-03	8.908E-02	7.184E-03	1.935E-01	8.446E-03
4.105E-01	2.811E-01	5.320E-03	8.849E-02	7.166E-03	1.926E-01	8.405E-03
4.115E-01	2.797E-01	5.298E-03	8.791E-02	7.148E-03	1.918E-01	8.368E-03
4.125E-01	2.783E-01	5.277E-03	8.732E-02	7.133E-03	1.909E-01	8.333E-03
4.135E-01	2.768E-01	5.256E-03	8.674E-02	7.118E-03	1.901E-01	8.301E-03
4.145E-01	2.754E-01	5.236E-03	8.616E-02	7.104E-03	1.893E-01	8.271E-03
4.155E-01	2.740E-01	5.216E-03	8.559E-02	7.091E-03	1.884E-01	8.242E-03
4.165E-01	2.726E-01	5.197E-03	8.502E-02	7.080E-03	1.876E-01	8.216E-03
4.175E-01	2.712E-01	5.178E-03	8.444E-02	7.069E-03	1.867E-01	8.191E-03
4.185E-01	2.697E-01	5.160E-03	8.388E-02	7.059E-03	1.859E-01	8.170E-03
4.195E-01	2.683E-01	5.142E-03	8.331E-02	7.051E-03	1.850E-01	8.151E-03
4.205E-01	2.669E-01	5.125E-03	8.275E-02	7.044E-03	1.842E-01	8.134E-03
4.215E-01	2.655E-01	5.109E-03	8.219E-02	7.038E-03	1.833E-01	8.121E-03
4.225E-01	2.641E-01	5.094E-03	8.163E-02	7.034E-03	1.825E-01	8.110E-03
4.235E-01	2.627E-01	5.079E-03	8.107E-02	7.031E-03	1.816E-01	8.102E-03
4.245E-01	2.613E-01	5.065E-03	8.052E-02	7.029E-03	1.808E-01	8.096E-03
4.255E-01	2.599E-01	5.051E-03	7.997E-02	7.029E-03	1.799E-01	8.093E-03
4.265E-01	2.585E-01	5.038E-03	7.942E-02	7.030E-03	1.791E-01	8.093E-03
4.275E-01	2.571E-01	5.026E-03	7.888E-02	7.032E-03	1.782E-01	8.095E-03
4.285E-01	2.557E-01	5.014E-03	7.833E-02	7.035E-03	1.774E-01	8.100E-03
4.295E-01	2.543E-01	5.003E-03	7.779E-02	7.040E-03	1.765E-01	8.106E-03
4.305E-01	2.530E-01	4.992E-03	7.725E-02	7.045E-03	1.757E-01	8.115E-03
4.315E-01	2.516E-01	4.982E-03	7.672E-02	7.052E-03	1.749E-01	8.125E-03
4.325E-01	2.502E-01	4.972E-03	7.619E-02	7.060E-03	1.740E-01	8.137E-03
4.335E-01	2.488E-01	4.962E-03	7.566E-02	7.068E-03	1.732E-01	8.151E-03
4.345E-01	2.475E-01	4.953E-03	7.513E-02	7.078E-03	1.723E-01	8.167E-03
4.355E-01	2.461E-01	4.944E-03	7.461E-02	7.089E-03	1.715E-01	8.185E-03
4.365E-01	2.447E-01	4.936E-03	7.408E-02	7.100E-03	1.706E-01	8.204E-03
4.375E-01	2.434E-01	4.928E-03	7.356E-02	7.113E-03	1.698E-01	8.225E-03
4.385E-01	2.420E-01	4.921E-03	7.305E-02	7.126E-03	1.690E-01	8.247E-03
4.395E-01	2.407E-01	4.914E-03	7.253E-02	7.140E-03	1.681E-01	8.271E-03
4.405E-01	2.393E-01	4.907E-03	7.202E-02	7.155E-03	1.673E-01	8.296E-03
4.415E-01	2.380E-01	4.901E-03	7.151E-02	7.171E-03	1.665E-01	8.322E-03
4.425E-01	2.366E-01	4.895E-03	7.100E-02	7.188E-03	1.656E-01	8.349E-03
4.435E-01	2.353E-01	4.889E-03	7.050E-02	7.205E-03	1.648E-01	8.377E-03
4.445E-01	2.339E-01	4.883E-03	6.999E-02	7.222E-03	1.640E-01	8.406E-03
4.455E-01	2.326E-01	4.878E-03	6.949E-02	7.241E-03	1.631E-01	8.436E-03
4.465E-01	2.313E-01	4.872E-03	6.899E-02	7.259E-03	1.623E-01	8.466E-03
4.475E-01	2.300E-01	4.866E-03	6.849E-02	7.278E-03	1.615E-01	8.496E-03
4.485E-01	2.287E-01	4.860E-03	6.800E-02	7.297E-03	1.607E-01	8.526E-03
4.495E-01	2.273E-01	4.854E-03	6.750E-02	7.317E-03	1.598E-01	8.556E-03
4.505E-01	2.260E-01	4.848E-03	6.701E-02	7.337E-03	1.590E-01	8.587E-03
4.515E-01	2.247E-01	4.842E-03	6.652E-02	7.357E-03	1.582E-01	8.618E-03
4.525E-01	2.234E-01	4.836E-03	6.603E-02	7.378E-03	1.574E-01	8.650E-03
4.535E-01	2.221E-01	4.831E-03	6.555E-02	7.399E-03	1.566E-01	8.682E-03
4.545E-01	2.208E-01	4.825E-03	6.506E-02	7.420E-03	1.558E-01	8.715E-03
4.555E-01	2.195E-01	4.819E-03	6.458E-02	7.442E-03	1.550E-01	8.748E-03
4.565E-01	2.183E-01	4.813E-03	6.410E-02	7.464E-03	1.542E-01	8.781E-03
4.575E-01	2.170E-01	4.807E-03	6.363E-02	7.486E-03	1.534E-01	8.815E-03
4.585E-01	2.157E-01	4.801E-03	6.315E-02	7.509E-03	1.526E-01	8.848E-03
4.595E-01	2.144E-01	4.795E-03	6.268E-02	7.531E-03	1.518E-01	8.881E-03
4.605E-01	2.132E-01	4.789E-03	6.220E-02	7.554E-03	1.510E-01	8.915E-03
4.615E-01	2.119E-01	4.782E-03	6.174E-02	7.576E-03	1.502E-01	8.948E-03
4.625E-01	2.106E-01	4.775E-03	6.127E-02	7.599E-03	1.494E-01	8.980E-03
4.635E-01	2.094E-01	4.768E-03	6.080E-02	7.622E-03	1.486E-01	9.013E-03
4.645E-01	2.081E-01	4.761E-03	6.034E-02	7.644E-03	1.478E-01	9.045E-03
4.655E-01	2.069E-01	4.753E-03	5.988E-02	7.666E-03	1.470E-01	9.077E-03
4.665E-01	2.056E-01	4.745E-03	5.941E-02	7.688E-03	1.462E-01	9.108E-03
4.675E-01	2.044E-01	4.737E-03	5.896E-02	7.710E-03	1.455E-01	9.139E-03
4.685E-01	2.032E-01	4.728E-03	5.850E-02	7.732E-03	1.447E-01	9.170E-03
4.695E-01	2.020E-01	4.719E-03	5.804E-02	7.753E-03	1.439E-01	9.200E-03
4.705E-01	2.007E-01	4.710E-03	5.759E-02	7.775E-03	1.431E-01	9.231E-03
4.715E-01	1.995E-01	4.701E-03	5.714E-02	7.796E-03	1.424E-01	9.262E-03
4.725E-01	1.983E-01	4.692E-03	5.668E-02	7.818E-03	1.416E-01	9.293E-03
4.735E-01	1.971E-01	4.683E-03	5.623E-02	7.840E-03	1.409E-01	9.326E-03
4.745E-01	1.959E-01	4.675E-03	5.579E-02	7.862E-03	1.401E-01	9.359E-03
4.755E-01	1.947E-01	4.668E-03	5.534E-02	7.884E-03	1.394E-01	9.394E-03
4.765E-01	1.935E-01	4.661E-03	5.490E-02	7.907E-03	1.386E-01	9.429E-03
4.775E-01	1.923E-01	4.655E-03	5.446E-02	7.930E-03	1.379E-01	9.466E-03
4.785E-01	1.911E-01	4.649E-03	5.402E-02	7.954E-03	1.371E-01	9.504E-03
4.795E-01	1.900E-01	4.644E-03	5.358E-02	7.978E-03	1.364E-01	9.543E-03
4.805E-01	1.888E-01	4.640E-03	5.314E-02	8.003E-03	1.356E-01	9.583E-03
4.815E-01	1.876E-01	4.636E-03	5.271E-02	8.028E-03	1.349E-01	9.624E-03
4.825E-01	1.865E-01	4.632E-03	5.228E-02	8.053E-03	1.342E-01	9.666E-03
4.835E-01	1.853E-01	4.629E-03	5.185E-02	8.078E-03	1.334E-01	9.708E-03
4.845E-01	1.841E-01	4.627E-03	5.143E-02	8.104E-03	1.327E-01	9.751E-03
4.855E-01	1.830E-01	4.624E-03	5.101E-02	8.131E-03	1.320E-01	9.793E-03
4.865E-01	1.818E-01	4.622E-03	5.059E-02	8.157E-03	1.312E-01	9.836E-03
4.875E-01	1.807E-01	4.620E-03	5.017E-02	8.183E-03	1.305E-01	9.880E-03
4.885E-01	1.795E-01	4.618E-03	4.976E-02	8.210E-03	1.298E-01	9.924E-03
4.895E-01	1.784E-01	4.618E-03	4.935E-02	8.238E-03	1.291E-01	9.970E-03
4.905E-01	1.773E-01	4.617E-03	4.894E-02	8.265E-03	1.283E-01	1.002E-02
4.915E-01	1.761E-01	4.617E-03	4.853E-02	8.293E-03	1.276E-01	1.006E-02
4.925E-01	1.750E-01	4.618E-03	4.812E-02	8.321E-03	1.269E-01	1.011E-02
4.935E-01	1.739E-01	4.618E-03	4.772E-02	8.349E-03	1.262E-01	1.016E-02
4.945E-01	1.728E-01	4.619E-03	4.732E-02	8.378E-03	1.254E-01	1.021E-02
4.955E-01	1.717E-01	4.620E-03	4.692E-02	8.406E-03	1.247E-01	1.025E-02
4.965E-01	1.705E-01	4.621E-03	4.652E-02	8.435E-03	1.240E-01	1.030E-02
4.975E-01	1.694E-01	4.622E-03	4.613E-02	8.463E-03	1.233E-01	1.035E-02
4.985E-01	1.683E-01	4.623E-03	4.574E-02	8.491E-03	1.226E-01	1.039E-02
4.995E-01	1.672E-01	4.623E-03	4.535E-02	8.520E-03	1.219E-01	1.044E-02
5.005E-01	1.661E-01	4.622E-03	4.497E-02	8.548E-03	1.212E-01	1.048E-02
5.015E-01	1.651E-01	4.621E-03	4.458E-02	8.575E-03	1.205E-01	1.053E-02
5.025E-01	1.640E-01	4.619E-03	4.420E-02	8.603E-03	1.198E-01	1.057E-02
5.035E-01	1.629E-01	4.616E-03	4.383E-02	8.629E-03	1.191E-01	1.061E-02
5.045E-01	1.618E-01	4.612E-03	4.345E-02	8.656E-03	1.183E-01	1.064E-02
5.055E-01	1.607E-01	4.606E-03	4.308E-02	8.682E-03	1.176E-01	1.068E-02
5.065E-01	1.597E-01	4.599E-03	4.272E-02	8.708E-03	1.169E-01	1.071E-02
5.075E-01	1.586E-01	4.591E-03	4.235E-02	8.733E-03	1.162E-01	1.074E-02
5.085E-01	1.575E-01	4.582E-03	4.199E-02	8.758E-03	1.155E-01	1.078E-02
5.095E-01	1.565E-01	4.572E-03	4.163E-02	8.783E-03	1.148E-01	1.080E-02
5.105E-01	1.554E-01	4.561E-03	4.127E-02	8.808E-03	1.141E-01	1.083E-02
5.115E-01	1.544E-01	4.549E-03	4.092E-02	8.832E-03	1.134E-01	1.086E-02
5.125E-01	1.533E-01	4.537E-03	4.056E-02	8.856E-03	1.127E-01	1.088E-02
5.135E-01	1.523E-01	4.524E-03	4.022E-02	8.880E-03	1.120E-01	1.091E-02
5.145E-01	1.512E-01	4.511E-03	3.987E-02	8.904E-03	1.114E-01	1.093E-02
5.155E-01	1.502E-01	4.497E-03	3.952E-02	8.927E-03	1.107E-01	1.096E-02
5.165E-01	1.492E-01	4.483E-03	3.918E-02	8.951E-03	1.100E-01	1.098E-02
5.175E-01	1.481E-01	4.469E-03	3.884E-02	8.974E-03	1.093E-01	1.100E-02
5.185E-01	1.471E-01	4.455E-03	3.851E-02	8.997E-03	1.086E-01	1.102E-02
5.195E-01	1.461E-01	4.441E-03	3.817E-02	9.020E-03	1.079E-01	1.105E-02
5.205E-01	1.451E-01	4.427E-03	3.784E-02	9.042E-03	1.072E-01	1.107E-02
5.215E-01	1.441E-01	4.413E-03	3.751E-02	9.064E-03	1.065E-01	1.109E-02
5.225E-01	1.430E-01	4.400E-03	3.718E-02	9.086E-03	1.059E-01	1.111E-02
5.235E-01	1.420E-01	4.386E-03	3.686E-02	9.108E-03	1.052E-01	1.113E-02
5.245E-01	1.410E-01	4.372E-03	3.653E-02	9.130E-03	1.045E-01	1.115E-02
5.255E-01	1.400E-01	4.358E-03	3.621E-02	9.151E-03	1.038E-01	1.117E-02
5.265E-01	1.391E-01	4.343E-03	3.589E-02	9.173E-03	1.032E-01	1.119E-02
5.275E-01	1.381E-01	4.327E-03	3.558E-02	9.194E-03	1.025E-01	1.121E-02
5.285E-01	1.371E-01	4.312E-03	3.527E-02	9.215E-03	1.018E-01	1.123E-02
5.295E-01	1.361E-01	4.296E-03	3.495E-02	9.236E-03	1.011E-01	1.125E-02
5.305E-01	1.351E-01	4.280E-03	3.465E-02	9.257E-03	1.005E-01	1.127E-02
5.315E-01	1.341E-01	4.264E-03	3.434E-02	9.277E-03	9.981E-02	1.129E-02
5.325E-01	1.332E-01	4.249E-03	3.404E-02	9.298E-03	9.914E-02	1.130E-02
5.335E-01	1.322E-01	4.233E-03	3.373E-02	9.318E-03	9.848E-02	1.132E-02
5.345E-01	1.313E-01	4.217E-03	3.344E-02	9.338E-03	9.782E-02	1.134E-02
5.355E-01	1.303E-01	4.201E-03	3.314E-02	9.357E-03	9.716E-02	1.135E-02
5.365E-01	1.293E-01	4.186E-03	3.284E-02	9.377E-03	9.650E-02	1.137E-02
5.375E-01	1.284E-01	4.171E-03	3.255E-02	9.396E-03	9.584E-02	1.139E-02
5.385E-01	1.274E-01	4.156E-03	3.226E-02	9.414E-03	9.519E-02	1.140E-02
5.395E-01	1.265E-01	4.141E-03	3.197E-02	9.433E-03	9.454E-02	1.142E-02
5.405E-01	1.256E-01	4.127E-03	3.169E-02	9.450E-03	9.389E-02	1.144E-02
5.415E-01	1.246E-01	4.113E-03	3.141E-02	9.468E-03	9.324E-02	1.145E-02
5.425E-01	1.237E-01	4.099E-03	3.112E-02	9.485E-03	9.259E-02	1.147E-02
5.435E-01	1.228E-01	4.086E-03	3.085E-02	9.501E-03	9.194E-02	1.148E-02
5.445E-01	1.219E-01	4.072E-03	3.057E-02	9.518E-03	9.130E-02	1.150E-02
5.455E-01	1.210E-01	4.058E-03	3.030E-02	9.533E-03	9.066E-02	1.152E-02
5.465E-01	1.200E-01	4.045E-03	3.002E-02	9.549E-03	9.002E-02	1.153E-02
5.475E-01	1.191E-01	4.032E-03	2.975E-02	9.565E-03	8.938E-02	1.154E-02
5.485E-01	1.182E-01	4.019E-03	2.949E-02	9.580E-03	8.874E-02	1.156E-02
5.495E-01	1.173E-01	4.006E-03	2.922E-02	9.595E-03	8.811E-02	1.157E-02
5.505E-01	1.164E-01	3.994E-03	2.896E-02	9.610E-03	8.747E-02	1.159E-02
5.515E-01	1.155E-01	3.982E-03	2.870E-02	9.624E-03	8.684E-02	1.160E-02
5.525E-01	1.146E-01	3.970E-03	2.844E-02	9.639E-03	8.621E-02	1.162E-02
5.535E-01	1.138E-01	3.959E-03	2.818E-02	9.653E-03	8.558E-02	1.163E-02
5.545E-01	1.129E-01	3.947E-03	2.793E-02	9.667E-03	8.496E-02	1.165E-02
5.555E-01	1.120E-01	3.936E-03	2.767E-02	9.682E-03	8.434E-02	1.166E-02
5.565E-01	1.111E-01	3.925E-03	2.742E-02	9.696E-03	8.371E-02	1.168E-02
5.575E-01	1.103E-01	3.915E-03	2.717E-02	9.710E-03	8.310E-02	1.169E-02
5.585E-01	1.094E-01	3.905E-03	2.693E-02	9.724E-03	8.248E-02	1.170E-02
5.595E-01	1.085E-01	3.894E-03	2.668E-02	9.738E-03	8.186E-02	1.172E-02
5.605E-01	1.077E-01	3.885E-03	2.644E-02	9.751E-03	8.125E-02	1.173E-02
5.615E-01	1.068E-01	3.875E-03	2.620E-02	9.765E-03	8.064E-02	1.175E-02
5.625E-01	1.060E-01	3.866E-03	2.596E-02	9.778E-03	8.003E-02	1.176E-02
5.635E-01	1.052E-01	3.857E-03	2.573E-02	9.792E-03	7.943E-02	1.178E-02
5.645E-01	1.043E-01	3.848E-03	2.549E-02	9.805E-03	7.882E-02	1.179E-02
5.655E-01	1.035E-01	3.840E-03	2.526E-02	9.818E-03	7.822E-02	1.181E-02
