MMHT2014nlo68cl	1.00 GeV^2
x  xs-  delta_xs-
1.151503E-01  1.389170E-02  1.148981E-02
1.171343E-01  1.403230E-02  1.150567E-02
1.191182E-01  1.416561E-02  1.152105E-02
1.211022E-01  1.429151E-02  1.153585E-02
1.230862E-01  1.440993E-02  1.154994E-02
1.250701E-01  1.452079E-02  1.156318E-02
1.270541E-01  1.462500E-02  1.157541E-02
1.290381E-01  1.472336E-02  1.158685E-02
1.310220E-01  1.481592E-02  1.159781E-02
1.330060E-01  1.490268E-02  1.160855E-02
1.349900E-01  1.498370E-02  1.161922E-02
1.369739E-01  1.505900E-02  1.162992E-02
1.389579E-01  1.512863E-02  1.164068E-02
1.409419E-01  1.519264E-02  1.165150E-02
1.429259E-01  1.525109E-02  1.166230E-02
1.449098E-01  1.530402E-02  1.167300E-02
1.468938E-01  1.535149E-02  1.168345E-02
1.488778E-01  1.539357E-02  1.169351E-02
1.508617E-01  1.543031E-02  1.170297E-02
1.528457E-01  1.546187E-02  1.171168E-02
1.548297E-01  1.548839E-02  1.171973E-02
1.568136E-01  1.551002E-02  1.172721E-02
1.587976E-01  1.552692E-02  1.173418E-02
1.607816E-01  1.553922E-02  1.174066E-02
1.627655E-01  1.554705E-02  1.174664E-02
1.647495E-01  1.555054E-02  1.175208E-02
1.667335E-01  1.554982E-02  1.175692E-02
1.687174E-01  1.554500E-02  1.176108E-02
1.707014E-01  1.553620E-02  1.176446E-02
1.726854E-01  1.552353E-02  1.176696E-02
1.746693E-01  1.550710E-02  1.176845E-02
1.766533E-01  1.548675E-02  1.176872E-02
1.786373E-01  1.546219E-02  1.176766E-02
1.806212E-01  1.543362E-02  1.176532E-02
1.826052E-01  1.540124E-02  1.176178E-02
1.845892E-01  1.536526E-02  1.175708E-02
1.865731E-01  1.532586E-02  1.175123E-02
1.885571E-01  1.528321E-02  1.174427E-02
1.905411E-01  1.523749E-02  1.173618E-02
1.925251E-01  1.518885E-02  1.172697E-02
1.945090E-01  1.513745E-02  1.171660E-02
1.964930E-01  1.508344E-02  1.170505E-02
1.984770E-01  1.502696E-02  1.169228E-02
2.004609E-01  1.496810E-02  1.167824E-02
2.024449E-01  1.490628E-02  1.166256E-02
2.044289E-01  1.484138E-02  1.164518E-02
2.064128E-01  1.477360E-02  1.162618E-02
2.083968E-01  1.470313E-02  1.160568E-02
2.103808E-01  1.463015E-02  1.158374E-02
2.123647E-01  1.455485E-02  1.156043E-02
2.143487E-01  1.447740E-02  1.153582E-02
2.163327E-01  1.439794E-02  1.150997E-02
2.183166E-01  1.431663E-02  1.148291E-02
2.203006E-01  1.423362E-02  1.145470E-02
2.222846E-01  1.414905E-02  1.142535E-02
2.242685E-01  1.406304E-02  1.139490E-02
2.262525E-01  1.397550E-02  1.136322E-02
2.282365E-01  1.388569E-02  1.132978E-02
2.302204E-01  1.379374E-02  1.129469E-02
2.322044E-01  1.369985E-02  1.125806E-02
2.341884E-01  1.360421E-02  1.122003E-02
2.361723E-01  1.350699E-02  1.118073E-02
2.381563E-01  1.340837E-02  1.114024E-02
2.401403E-01  1.330851E-02  1.109869E-02
2.421242E-01  1.320757E-02  1.105615E-02
2.441082E-01  1.310569E-02  1.101271E-02
2.460922E-01  1.300302E-02  1.096846E-02
2.480762E-01  1.289970E-02  1.092346E-02
2.500601E-01  1.279585E-02  1.087777E-02
2.520441E-01  1.269099E-02  1.083098E-02
2.540281E-01  1.258474E-02  1.078277E-02
2.560120E-01  1.247726E-02  1.073328E-02
2.579960E-01  1.236870E-02  1.068264E-02
2.599800E-01  1.225921E-02  1.063097E-02
2.619639E-01  1.214895E-02  1.057841E-02
2.639479E-01  1.203803E-02  1.052504E-02
2.659319E-01  1.192659E-02  1.047100E-02
2.679158E-01  1.181476E-02  1.041636E-02
2.698998E-01  1.170265E-02  1.036122E-02
2.718838E-01  1.159039E-02  1.030566E-02
2.738677E-01  1.147808E-02  1.024978E-02
2.758517E-01  1.136573E-02  1.019354E-02
2.778357E-01  1.125268E-02  1.013633E-02
2.798196E-01  1.113891E-02  1.007815E-02
2.818036E-01  1.102457E-02  1.001912E-02
2.837876E-01  1.090978E-02  9.959383E-03
2.857715E-01  1.079468E-02  9.899066E-03
2.877555E-01  1.067940E-02  9.838285E-03
2.897395E-01  1.056405E-02  9.777152E-03
2.917234E-01  1.044875E-02  9.715773E-03
2.937074E-01  1.033362E-02  9.654244E-03
2.956914E-01  1.021875E-02  9.592659E-03
2.976754E-01  1.010425E-02  9.531100E-03
2.996593E-01  9.990226E-03  9.469649E-03
3.016433E-01  9.876462E-03  9.408082E-03
3.036273E-01  9.762497E-03  9.345940E-03
3.056112E-01  9.648424E-03  9.283323E-03
3.075952E-01  9.534342E-03  9.220335E-03
3.095792E-01  9.420348E-03  9.157077E-03
3.115631E-01  9.306535E-03  9.093644E-03
3.135471E-01  9.192993E-03  9.030125E-03
3.155311E-01  9.079807E-03  8.966605E-03
3.175150E-01  8.967061E-03  8.903162E-03
3.194990E-01  8.854834E-03  8.839871E-03
3.214830E-01  8.743202E-03  8.776800E-03
3.234669E-01  8.632240E-03  8.714015E-03
3.254509E-01  8.522000E-03  8.651556E-03
3.274349E-01  8.412084E-03  8.589001E-03
3.294188E-01  8.302366E-03  8.526222E-03
3.314028E-01  8.192929E-03  8.463308E-03
3.333868E-01  8.083849E-03  8.400342E-03
3.353707E-01  7.975203E-03  8.337402E-03
3.373547E-01  7.867064E-03  8.274562E-03
3.393387E-01  7.759501E-03  8.211892E-03
3.413226E-01  7.652583E-03  8.149456E-03
3.433066E-01  7.546374E-03  8.087315E-03
3.452906E-01  7.440937E-03  8.025525E-03
3.472745E-01  7.336334E-03  7.964140E-03
3.492585E-01  7.232621E-03  7.903206E-03
3.512425E-01  7.129748E-03  7.842653E-03
3.532265E-01  7.027368E-03  7.782104E-03
3.552104E-01  6.925502E-03  7.721582E-03
3.571944E-01  6.824206E-03  7.661151E-03
3.591784E-01  6.723535E-03  7.600870E-03
3.611623E-01  6.623542E-03  7.540794E-03
3.631463E-01  6.524278E-03  7.480976E-03
3.651303E-01  6.425792E-03  7.421464E-03
3.671142E-01  6.328132E-03  7.362305E-03
3.690982E-01  6.231343E-03  7.303540E-03
3.710822E-01  6.135470E-03  7.245208E-03
3.730661E-01  6.040556E-03  7.187345E-03
3.750501E-01  5.946641E-03  7.129985E-03
3.770341E-01  5.853560E-03  7.072913E-03
3.790180E-01  5.761166E-03  7.015950E-03
3.810020E-01  5.669493E-03  6.959140E-03
3.829860E-01  5.578575E-03  6.902526E-03
3.849699E-01  5.488445E-03  6.846148E-03
3.869539E-01  5.399133E-03  6.790044E-03
3.889379E-01  5.310671E-03  6.734250E-03
3.909218E-01  5.223087E-03  6.678799E-03
3.929058E-01  5.136410E-03  6.623725E-03
3.948898E-01  5.050668E-03  6.569055E-03
3.968737E-01  4.965886E-03  6.514818E-03
3.988577E-01  4.882090E-03  6.461040E-03
4.008417E-01  4.799281E-03  6.407713E-03
4.028257E-01  4.717299E-03  6.354592E-03
4.048096E-01  4.636120E-03  6.301646E-03
4.067936E-01  4.555763E-03  6.248902E-03
4.087776E-01  4.476245E-03  6.196384E-03
4.107615E-01  4.397582E-03  6.144116E-03
4.127455E-01  4.319791E-03  6.092121E-03
4.147295E-01  4.242886E-03  6.040420E-03
4.167134E-01  4.166884E-03  5.989033E-03
4.186974E-01  4.091798E-03  5.937978E-03
4.206814E-01  4.017642E-03  5.887273E-03
4.226653E-01  3.944429E-03  5.836934E-03
4.246493E-01  3.872172E-03  5.786976E-03
4.266333E-01  3.800833E-03  5.737312E-03
4.286172E-01  3.730325E-03  5.687772E-03
4.306012E-01  3.660654E-03  5.638374E-03
4.325852E-01  3.591829E-03  5.589144E-03
4.345691E-01  3.523857E-03  5.540105E-03
4.365531E-01  3.456746E-03  5.491279E-03
4.385371E-01  3.390504E-03  5.442687E-03
4.405210E-01  3.325136E-03  5.394350E-03
4.425050E-01  3.260650E-03  5.346288E-03
4.444890E-01  3.197052E-03  5.298521E-03
4.464729E-01  3.134349E-03  5.251065E-03
4.484569E-01  3.072544E-03  5.203939E-03
4.504409E-01  3.011644E-03  5.157152E-03
4.524248E-01  2.951608E-03  5.110541E-03
4.544088E-01  2.892414E-03  5.064043E-03
4.563928E-01  2.834060E-03  5.017676E-03
4.583768E-01  2.776541E-03  4.971460E-03
4.603607E-01  2.719853E-03  4.925411E-03
4.623447E-01  2.663992E-03  4.879546E-03
4.643287E-01  2.608956E-03  4.833884E-03
4.663126E-01  2.554739E-03  4.788441E-03
4.682966E-01  2.501339E-03  4.743233E-03
4.702806E-01  2.448752E-03  4.698276E-03
4.722645E-01  2.396973E-03  4.653585E-03
4.742485E-01  2.345999E-03  4.609177E-03
4.762325E-01  2.295828E-03  4.565020E-03
4.782164E-01  2.246462E-03  4.520961E-03
4.802004E-01  2.197890E-03  4.476999E-03
4.821844E-01  2.150104E-03  4.433152E-03
4.841683E-01  2.103092E-03  4.389435E-03
4.861523E-01  2.056846E-03  4.345865E-03
4.881363E-01  2.011357E-03  4.302458E-03
4.901202E-01  1.966613E-03  4.259232E-03
4.921042E-01  1.922607E-03  4.216201E-03
4.940882E-01  1.879329E-03  4.173382E-03
4.960721E-01  1.836770E-03  4.130790E-03
4.980561E-01  1.794922E-03  4.088440E-03
5.000401E-01  1.753776E-03  4.046348E-03
5.020240E-01  1.713352E-03  4.004418E-03
5.040080E-01  1.673664E-03  3.962564E-03
5.059920E-01  1.634699E-03  3.920804E-03
5.079760E-01  1.596442E-03  3.879153E-03
5.099599E-01  1.558879E-03  3.837630E-03
5.119439E-01  1.521996E-03  3.796251E-03
5.139279E-01  1.485780E-03  3.755033E-03
5.159118E-01  1.450216E-03  3.713992E-03
5.178958E-01  1.415294E-03  3.673145E-03
5.198798E-01  1.380998E-03  3.632509E-03
5.218637E-01  1.347318E-03  3.592100E-03
5.238477E-01  1.314240E-03  3.551934E-03
5.258317E-01  1.281760E-03  3.512010E-03
5.278156E-01  1.249929E-03  3.472201E-03
5.297996E-01  1.218746E-03  3.432489E-03
5.317836E-01  1.188194E-03  3.392889E-03
5.337675E-01  1.158258E-03  3.353418E-03
5.357515E-01  1.128923E-03  3.314089E-03
5.377355E-01  1.100172E-03  3.274919E-03
5.397194E-01  1.071992E-03  3.235923E-03
5.417034E-01  1.044367E-03  3.197116E-03
5.436874E-01  1.017284E-03  3.158514E-03
5.456713E-01  9.907274E-04  3.120130E-03
5.476553E-01  9.646846E-04  3.081980E-03
5.496393E-01  9.391415E-04  3.044079E-03
5.516232E-01  9.141204E-04  3.006382E-03
5.536072E-01  8.896735E-04  2.968787E-03
5.555912E-01  8.657846E-04  2.931310E-03
5.575752E-01  8.424357E-04  2.893965E-03
5.595591E-01  8.196093E-04  2.856772E-03
5.615431E-01  7.972881E-04  2.819745E-03
5.635271E-01  7.754552E-04  2.782904E-03
5.655110E-01  7.540941E-04  2.746263E-03
5.674950E-01  7.331883E-04  2.709840E-03
5.694790E-01  7.127220E-04  2.673651E-03
5.714629E-01  6.926794E-04  2.637713E-03
5.734469E-01  6.730451E-04  2.602042E-03
5.754309E-01  6.538068E-04  2.566650E-03
5.774148E-01  6.350269E-04  2.531444E-03
5.793988E-01  6.167239E-04  2.496386E-03
5.813828E-01  5.988804E-04  2.461491E-03
5.833667E-01  5.814794E-04  2.426773E-03
5.853507E-01  5.645042E-04  2.392247E-03
5.873347E-01  5.479384E-04  2.357925E-03
5.893186E-01  5.317660E-04  2.323824E-03
5.913026E-01  5.159710E-04  2.289955E-03
5.932866E-01  5.005381E-04  2.256333E-03
5.952705E-01  4.854519E-04  2.222972E-03
5.972545E-01  4.706976E-04  2.189886E-03
5.992385E-01  4.562604E-04  2.157087E-03
6.012224E-01  4.421474E-04  2.124564E-03
6.032064E-01  4.284268E-04  2.092232E-03
6.051904E-01  4.150908E-04  2.060091E-03
6.071743E-01  4.021235E-04  2.028152E-03
6.091583E-01  3.895090E-04  1.996428E-03
6.111423E-01  3.772321E-04  1.964930E-03
6.131263E-01  3.652775E-04  1.933668E-03
6.151102E-01  3.536304E-04  1.902654E-03
6.170942E-01  3.422762E-04  1.871899E-03
6.190782E-01  3.312006E-04  1.841414E-03
6.210621E-01  3.203894E-04  1.811210E-03
6.230461E-01  3.098288E-04  1.781298E-03
6.250301E-01  2.995053E-04  1.751689E-03
6.270140E-01  2.894597E-04  1.722338E-03
6.289980E-01  2.797290E-04  1.693202E-03
6.309820E-01  2.702988E-04  1.664291E-03
6.329659E-01  2.611553E-04  1.635614E-03
6.349499E-01  2.522844E-04  1.607180E-03
6.369339E-01  2.436728E-04  1.578997E-03
6.389178E-01  2.353069E-04  1.551075E-03
6.409018E-01  2.271737E-04  1.523423E-03
6.428858E-01  2.192604E-04  1.496050E-03
6.448697E-01  2.115542E-04  1.468965E-03
6.468537E-01  2.040428E-04  1.442176E-03
6.488377E-01  1.967138E-04  1.415693E-03
6.508216E-01  1.895633E-04  1.389516E-03
6.528056E-01  1.826483E-04  1.363596E-03
6.547896E-01  1.759729E-04  1.337923E-03
6.567735E-01  1.695249E-04  1.312503E-03
6.587575E-01  1.632926E-04  1.287342E-03
6.607415E-01  1.572645E-04  1.262445E-03
6.627255E-01  1.514292E-04  1.237818E-03
6.647094E-01  1.457755E-04  1.213465E-03
6.666934E-01  1.402925E-04  1.189393E-03
6.686774E-01  1.349693E-04  1.165607E-03
6.706613E-01  1.297953E-04  1.142111E-03
6.726453E-01  1.247601E-04  1.118912E-03
6.746293E-01  1.198535E-04  1.096015E-03
6.766132E-01  1.150922E-04  1.073407E-03
6.785972E-01  1.105190E-04  1.051056E-03
6.805812E-01  1.061246E-04  1.028966E-03
6.825651E-01  1.018986E-04  1.007141E-03
6.845491E-01  9.783054E-05  9.855832E-04
6.865331E-01  9.391033E-05  9.642973E-04
6.885170E-01  9.012795E-05  9.432867E-04
6.905010E-01  8.647358E-05  9.225551E-04
6.924850E-01  8.293755E-05  9.021061E-04
6.944689E-01  7.951034E-05  8.819435E-04
6.964529E-01  7.618259E-05  8.620709E-04
6.984369E-01  7.294510E-05  8.424919E-04
7.004208E-01  6.979037E-05  8.232095E-04
7.024048E-01  6.675524E-05  8.042072E-04
7.043888E-01  6.385269E-05  7.854764E-04
7.063727E-01  6.107462E-05  7.670168E-04
7.083567E-01  5.841308E-05  7.488283E-04
7.103407E-01  5.586024E-05  7.309107E-04
7.123246E-01  5.340840E-05  7.132640E-04
7.143086E-01  5.104998E-05  6.958881E-04
7.162926E-01  4.877752E-05  6.787832E-04
7.182766E-01  4.658367E-05  6.619491E-04
7.202605E-01  4.446121E-05  6.453860E-04
7.222445E-01  4.240303E-05  6.290941E-04
7.242285E-01  4.040214E-05  6.130733E-04
7.262124E-01  3.846142E-05  5.973235E-04
7.281964E-01  3.661296E-05  5.818417E-04
7.301804E-01  3.485459E-05  5.666253E-04
7.321643E-01  3.318027E-05  5.516718E-04
7.341483E-01  3.158407E-05  5.369790E-04
7.361323E-01  3.006015E-05  5.225444E-04
7.381162E-01  2.860275E-05  5.083660E-04
7.401002E-01  2.720621E-05  4.944414E-04
7.420842E-01  2.586496E-05  4.807687E-04
7.440681E-01  2.457351E-05  4.673457E-04
7.460521E-01  2.332645E-05  4.541704E-04
7.480361E-01  2.211845E-05  4.412409E-04
7.500200E-01  2.094429E-05  4.285553E-04
7.520040E-01  1.981887E-05  4.161198E-04
7.539880E-01  1.875674E-05  4.039387E-04
7.559719E-01  1.775345E-05  3.920074E-04
7.579559E-01  1.680462E-05  3.803216E-04
7.599399E-01  1.590592E-05  3.688770E-04
7.619238E-01  1.505311E-05  3.576692E-04
7.639078E-01  1.424198E-05  3.466941E-04
7.658918E-01  1.346842E-05  3.359478E-04
7.678758E-01  1.272835E-05  3.254261E-04
7.698597E-01  1.201778E-05  3.151251E-04
7.718437E-01  1.133274E-05  3.050410E-04
7.738277E-01  1.066937E-05  2.951700E-04
7.758116E-01  1.002626E-05  2.855113E-04
7.777956E-01  9.421378E-06  2.760851E-04
7.797796E-01  8.856452E-06  2.668913E-04
7.817635E-01  8.328214E-06  2.579234E-04
7.837475E-01  7.833443E-06  2.491753E-04
7.857315E-01  7.368961E-06  2.406410E-04
7.877154E-01  6.931640E-06  2.323143E-04
7.896994E-01  6.518397E-06  2.241894E-04
7.916834E-01  6.126193E-06  2.162605E-04
7.936673E-01  5.752034E-06  2.085220E-04
7.956513E-01  5.392972E-06  2.009680E-04
7.976353E-01  5.046099E-06  1.935932E-04
7.996192E-01  4.708552E-06  1.863922E-04
8.016032E-01  4.384008E-06  1.793742E-04
8.035872E-01  4.083168E-06  1.725624E-04
8.055711E-01  3.804447E-06  1.659507E-04
8.075551E-01  3.545927E-06  1.595323E-04
8.095391E-01  3.305719E-06  1.533004E-04
8.115230E-01  3.081958E-06  1.472484E-04
8.135070E-01  2.872808E-06  1.413696E-04
8.154910E-01  2.676457E-06  1.356577E-04
8.174749E-01  2.491122E-06  1.301063E-04
8.194589E-01  2.315042E-06  1.247091E-04
8.214429E-01  2.146482E-06  1.194599E-04
8.234269E-01  1.983734E-06  1.143526E-04
8.254108E-01  1.825373E-06  1.093825E-04
8.273948E-01  1.677948E-06  1.045785E-04
8.293788E-01  1.543979E-06  9.994939E-05
8.313627E-01  1.422194E-06  9.548740E-05
8.333467E-01  1.311338E-06  9.118471E-05
8.353307E-01  1.210174E-06  8.703364E-05
8.373146E-01  1.117483E-06  8.302661E-05
8.392986E-01  1.032062E-06  7.915616E-05
8.412826E-01  9.527241E-07  7.541494E-05
8.432665E-01  8.783008E-07  7.179570E-05
8.452505E-01  8.076383E-07  6.829128E-05
8.472345E-01  7.395993E-07  6.489465E-05
8.492184E-01  6.730621E-07  6.159885E-05
8.512024E-01  6.082815E-07  5.840731E-05
8.531864E-01  5.498239E-07  5.535426E-05
8.551703E-01  4.976010E-07  5.243670E-05
8.571543E-01  4.509699E-07  4.964741E-05
8.591383E-01  4.092960E-07  4.697925E-05
8.611222E-01  3.719535E-07  4.442518E-05
8.631062E-01  3.383249E-07  4.197825E-05
8.650902E-01  3.078013E-07  3.963163E-05
8.670741E-01  2.797817E-07  3.737855E-05
8.690581E-01  2.536735E-07  3.521237E-05
8.710421E-01  2.288919E-07  3.312649E-05
8.730261E-01  2.048601E-07  3.111445E-05
8.750100E-01  1.810091E-07  2.916986E-05
8.769940E-01  1.587121E-07  2.731361E-05
8.789780E-01  1.394552E-07  2.556547E-05
8.809619E-01  1.229052E-07  2.391831E-05
8.829459E-01  1.087332E-07  2.236510E-05
8.849299E-01  9.661433E-08  2.089890E-05
8.869138E-01  8.622844E-08  1.951286E-05
8.888978E-01  7.725933E-08  1.820021E-05
8.908818E-01  6.939505E-08  1.695430E-05
8.928657E-01  6.232775E-08  1.576855E-05
8.948497E-01  5.575362E-08  1.463645E-05
8.968337E-01  4.937289E-08  1.355161E-05
8.988176E-01  4.288972E-08  1.250770E-05
9.008016E-01  3.615709E-08  1.150251E-05
9.027856E-01  3.025461E-08  1.056656E-05
9.047695E-01  2.536258E-08  9.702700E-06
9.067535E-01  2.135712E-08  8.905123E-06
9.087375E-01  1.811599E-08  8.168078E-06
9.107214E-01  1.551848E-08  7.485896E-06
9.127054E-01  1.344544E-08  6.852978E-06
9.146894E-01  1.177927E-08  6.263797E-06
9.166733E-01  1.040386E-08  5.712899E-06
9.186573E-01  9.204583E-09  5.194899E-06
9.206413E-01  8.068311E-09  4.704481E-06
9.226253E-01  6.883354E-09  4.236396E-06
9.246092E-01  5.539462E-09  3.785465E-06
9.265932E-01  4.134187E-09  3.359309E-06
9.285772E-01  3.018804E-09  2.979200E-06
9.305611E-01  2.167696E-09  2.641499E-06
9.325451E-01  1.543748E-09  2.341864E-06
9.345291E-01  1.110311E-09  2.076006E-06
9.365130E-01  8.311934E-10  1.839688E-06
9.384970E-01  6.706580E-10  1.628730E-06
9.404810E-01  5.934149E-10  1.439001E-06
9.424649E-01  5.646164E-10  1.266423E-06
9.444489E-01  5.498514E-10  1.106970E-06
9.464329E-01  5.151405E-10  9.566641E-07
9.484168E-01  4.269306E-10  8.115783E-07
9.504008E-01  2.555913E-10  6.683942E-07
9.523848E-01  8.802804E-11  5.416645E-07
9.543687E-01  -3.074617E-11  4.372911E-07
9.563527E-01  -1.075504E-10  3.525978E-07
9.583367E-01  -1.491204E-10  2.849408E-07
9.603206E-01  -1.621097E-10  2.317086E-07
9.623046E-01  -1.530905E-10  1.903219E-07
9.642886E-01  -1.285549E-10  1.582331E-07
9.662725E-01  -9.491533E-11  1.329257E-07
9.682565E-01  -5.850603E-11  1.119144E-07
9.702405E-01  -2.558369E-11  9.274403E-08
9.722244E-01  -2.328462E-12  7.298915E-08
9.742084E-01  5.155145E-12  5.025359E-08
9.761924E-01  -3.928323E-12  2.476658E-08
9.781764E-01  -1.176089E-11  5.401664E-09
9.801603E-01  -1.663987E-11  7.713185E-09
9.821443E-01  -1.901818E-11  1.552257E-08
9.841283E-01  -1.934331E-11  1.898108E-08
9.861122E-01  -1.805746E-11  1.902402E-08
9.880962E-01  -1.559751E-11  1.657616E-08
9.900802E-01  -1.239518E-11  1.255131E-08
9.920641E-01  -8.877009E-12  7.852408E-09
9.940481E-01  -5.464455E-12  3.371675E-09
9.960321E-01  -2.573950E-12  3.560205E-11
9.980160E-01  -6.169499E-13  1.420667E-09
1.000000E+00  7.270142E-27  9.364350E-24
