NNPDF30_nnlo_as_0118	 3.2
x	 x*uv	 dx*uv	 x*dv	 dx*dv	 x*(uv-dv)	 dx*(uv-dv)
2.795E-01	5.650E-01	9.075E-03	2.251E-01	1.152E-02	3.399E-01	1.232E-02
2.805E-01	5.639E-01	9.068E-03	2.243E-01	1.149E-02	3.395E-01	1.232E-02
2.815E-01	5.628E-01	9.060E-03	2.235E-01	1.146E-02	3.392E-01	1.232E-02
2.825E-01	5.616E-01	9.050E-03	2.227E-01	1.142E-02	3.389E-01	1.232E-02
2.835E-01	5.605E-01	9.037E-03	2.219E-01	1.139E-02	3.386E-01	1.231E-02
2.845E-01	5.594E-01	9.022E-03	2.211E-01	1.135E-02	3.382E-01	1.230E-02
2.855E-01	5.582E-01	9.004E-03	2.203E-01	1.131E-02	3.379E-01	1.229E-02
2.865E-01	5.571E-01	8.983E-03	2.195E-01	1.126E-02	3.375E-01	1.227E-02
2.875E-01	5.559E-01	8.960E-03	2.187E-01	1.122E-02	3.372E-01	1.224E-02
2.885E-01	5.548E-01	8.934E-03	2.179E-01	1.117E-02	3.368E-01	1.222E-02
2.895E-01	5.536E-01	8.907E-03	2.171E-01	1.112E-02	3.364E-01	1.219E-02
2.905E-01	5.524E-01	8.878E-03	2.163E-01	1.107E-02	3.361E-01	1.216E-02
2.915E-01	5.512E-01	8.848E-03	2.155E-01	1.103E-02	3.357E-01	1.212E-02
2.925E-01	5.500E-01	8.816E-03	2.147E-01	1.098E-02	3.353E-01	1.209E-02
2.935E-01	5.488E-01	8.785E-03	2.139E-01	1.093E-02	3.349E-01	1.206E-02
2.945E-01	5.476E-01	8.753E-03	2.131E-01	1.088E-02	3.345E-01	1.202E-02
2.955E-01	5.464E-01	8.721E-03	2.123E-01	1.083E-02	3.341E-01	1.198E-02
2.965E-01	5.451E-01	8.689E-03	2.115E-01	1.078E-02	3.337E-01	1.195E-02
2.975E-01	5.439E-01	8.657E-03	2.107E-01	1.073E-02	3.332E-01	1.192E-02
2.985E-01	5.427E-01	8.626E-03	2.099E-01	1.069E-02	3.328E-01	1.188E-02
2.995E-01	5.414E-01	8.596E-03	2.090E-01	1.064E-02	3.324E-01	1.185E-02
3.005E-01	5.402E-01	8.566E-03	2.082E-01	1.060E-02	3.319E-01	1.182E-02
3.015E-01	5.389E-01	8.538E-03	2.074E-01	1.055E-02	3.315E-01	1.179E-02
3.025E-01	5.376E-01	8.511E-03	2.066E-01	1.051E-02	3.310E-01	1.176E-02
3.035E-01	5.364E-01	8.483E-03	2.058E-01	1.047E-02	3.306E-01	1.173E-02
3.045E-01	5.351E-01	8.455E-03	2.050E-01	1.043E-02	3.301E-01	1.170E-02
3.055E-01	5.338E-01	8.426E-03	2.042E-01	1.039E-02	3.296E-01	1.168E-02
3.065E-01	5.325E-01	8.398E-03	2.033E-01	1.034E-02	3.292E-01	1.165E-02
3.075E-01	5.312E-01	8.369E-03	2.025E-01	1.030E-02	3.287E-01	1.162E-02
3.085E-01	5.299E-01	8.341E-03	2.017E-01	1.026E-02	3.282E-01	1.159E-02
3.095E-01	5.286E-01	8.313E-03	2.009E-01	1.022E-02	3.277E-01	1.156E-02
3.105E-01	5.272E-01	8.285E-03	2.000E-01	1.018E-02	3.272E-01	1.153E-02
3.115E-01	5.259E-01	8.258E-03	1.992E-01	1.014E-02	3.267E-01	1.151E-02
3.125E-01	5.246E-01	8.231E-03	1.984E-01	1.011E-02	3.262E-01	1.148E-02
3.135E-01	5.232E-01	8.206E-03	1.976E-01	1.007E-02	3.257E-01	1.146E-02
3.145E-01	5.219E-01	8.181E-03	1.967E-01	1.003E-02	3.251E-01	1.143E-02
3.155E-01	5.205E-01	8.157E-03	1.959E-01	9.998E-03	3.246E-01	1.141E-02
3.165E-01	5.192E-01	8.133E-03	1.951E-01	9.963E-03	3.241E-01	1.139E-02
3.175E-01	5.178E-01	8.111E-03	1.943E-01	9.929E-03	3.235E-01	1.136E-02
3.185E-01	5.164E-01	8.090E-03	1.934E-01	9.895E-03	3.230E-01	1.134E-02
3.195E-01	5.150E-01	8.070E-03	1.926E-01	9.862E-03	3.224E-01	1.132E-02
3.205E-01	5.137E-01	8.051E-03	1.918E-01	9.830E-03	3.219E-01	1.130E-02
3.215E-01	5.123E-01	8.034E-03	1.910E-01	9.798E-03	3.213E-01	1.128E-02
3.225E-01	5.109E-01	8.017E-03	1.901E-01	9.766E-03	3.207E-01	1.126E-02
3.235E-01	5.095E-01	8.001E-03	1.893E-01	9.734E-03	3.202E-01	1.124E-02
3.245E-01	5.081E-01	7.987E-03	1.885E-01	9.703E-03	3.196E-01	1.123E-02
3.255E-01	5.066E-01	7.973E-03	1.876E-01	9.672E-03	3.190E-01	1.121E-02
3.265E-01	5.052E-01	7.960E-03	1.868E-01	9.641E-03	3.184E-01	1.119E-02
3.275E-01	5.038E-01	7.948E-03	1.860E-01	9.612E-03	3.178E-01	1.118E-02
3.285E-01	5.024E-01	7.937E-03	1.852E-01	9.583E-03	3.172E-01	1.116E-02
3.295E-01	5.009E-01	7.927E-03	1.843E-01	9.555E-03	3.166E-01	1.115E-02
3.305E-01	4.995E-01	7.917E-03	1.835E-01	9.527E-03	3.160E-01	1.114E-02
3.315E-01	4.980E-01	7.909E-03	1.827E-01	9.501E-03	3.154E-01	1.113E-02
3.325E-01	4.966E-01	7.900E-03	1.818E-01	9.476E-03	3.147E-01	1.112E-02
3.335E-01	4.951E-01	7.892E-03	1.810E-01	9.451E-03	3.141E-01	1.111E-02
3.345E-01	4.936E-01	7.885E-03	1.802E-01	9.428E-03	3.135E-01	1.110E-02
3.355E-01	4.922E-01	7.877E-03	1.793E-01	9.406E-03	3.128E-01	1.110E-02
3.365E-01	4.907E-01	7.870E-03	1.785E-01	9.384E-03	3.122E-01	1.109E-02
3.375E-01	4.892E-01	7.863E-03	1.777E-01	9.364E-03	3.115E-01	1.109E-02
3.385E-01	4.878E-01	7.856E-03	1.769E-01	9.345E-03	3.109E-01	1.108E-02
3.395E-01	4.863E-01	7.849E-03	1.760E-01	9.327E-03	3.102E-01	1.108E-02
3.405E-01	4.848E-01	7.842E-03	1.752E-01	9.310E-03	3.096E-01	1.108E-02
3.415E-01	4.833E-01	7.836E-03	1.744E-01	9.293E-03	3.089E-01	1.108E-02
3.425E-01	4.818E-01	7.831E-03	1.736E-01	9.278E-03	3.082E-01	1.108E-02
3.435E-01	4.803E-01	7.827E-03	1.727E-01	9.264E-03	3.076E-01	1.109E-02
3.445E-01	4.788E-01	7.823E-03	1.719E-01	9.251E-03	3.069E-01	1.109E-02
3.455E-01	4.773E-01	7.819E-03	1.711E-01	9.238E-03	3.062E-01	1.110E-02
3.465E-01	4.758E-01	7.816E-03	1.703E-01	9.227E-03	3.055E-01	1.111E-02
3.475E-01	4.742E-01	7.813E-03	1.694E-01	9.217E-03	3.048E-01	1.112E-02
3.485E-01	4.727E-01	7.811E-03	1.686E-01	9.209E-03	3.041E-01	1.113E-02
3.495E-01	4.712E-01	7.808E-03	1.678E-01	9.201E-03	3.034E-01	1.114E-02
3.505E-01	4.697E-01	7.806E-03	1.670E-01	9.194E-03	3.027E-01	1.115E-02
3.515E-01	4.681E-01	7.804E-03	1.662E-01	9.189E-03	3.020E-01	1.116E-02
3.525E-01	4.666E-01	7.801E-03	1.653E-01	9.184E-03	3.013E-01	1.118E-02
3.535E-01	4.651E-01	7.799E-03	1.645E-01	9.180E-03	3.005E-01	1.119E-02
3.545E-01	4.635E-01	7.796E-03	1.637E-01	9.178E-03	2.998E-01	1.121E-02
3.555E-01	4.620E-01	7.793E-03	1.629E-01	9.176E-03	2.991E-01	1.122E-02
3.565E-01	4.604E-01	7.790E-03	1.621E-01	9.176E-03	2.984E-01	1.124E-02
3.575E-01	4.589E-01	7.786E-03	1.613E-01	9.176E-03	2.976E-01	1.126E-02
3.585E-01	4.573E-01	7.782E-03	1.604E-01	9.178E-03	2.969E-01	1.128E-02
3.595E-01	4.558E-01	7.779E-03	1.596E-01	9.181E-03	2.961E-01	1.130E-02
3.605E-01	4.542E-01	7.777E-03	1.588E-01	9.185E-03	2.954E-01	1.132E-02
3.615E-01	4.526E-01	7.775E-03	1.580E-01	9.191E-03	2.946E-01	1.135E-02
3.625E-01	4.511E-01	7.773E-03	1.572E-01	9.198E-03	2.939E-01	1.137E-02
3.635E-01	4.495E-01	7.773E-03	1.564E-01	9.208E-03	2.931E-01	1.140E-02
3.645E-01	4.479E-01	7.773E-03	1.556E-01	9.218E-03	2.924E-01	1.144E-02
3.655E-01	4.464E-01	7.774E-03	1.548E-01	9.231E-03	2.916E-01	1.147E-02
3.665E-01	4.448E-01	7.775E-03	1.540E-01	9.245E-03	2.908E-01	1.151E-02
3.675E-01	4.432E-01	7.777E-03	1.532E-01	9.261E-03	2.901E-01	1.155E-02
3.685E-01	4.416E-01	7.779E-03	1.523E-01	9.278E-03	2.893E-01	1.160E-02
3.695E-01	4.401E-01	7.782E-03	1.515E-01	9.296E-03	2.885E-01	1.164E-02
3.705E-01	4.385E-01	7.785E-03	1.508E-01	9.315E-03	2.877E-01	1.169E-02
3.715E-01	4.369E-01	7.788E-03	1.500E-01	9.335E-03	2.869E-01	1.174E-02
3.725E-01	4.353E-01	7.790E-03	1.492E-01	9.356E-03	2.861E-01	1.179E-02
3.735E-01	4.337E-01	7.792E-03	1.484E-01	9.377E-03	2.853E-01	1.184E-02
3.745E-01	4.321E-01	7.793E-03	1.476E-01	9.398E-03	2.845E-01	1.189E-02
3.755E-01	4.305E-01	7.794E-03	1.468E-01	9.419E-03	2.837E-01	1.194E-02
3.765E-01	4.289E-01	7.793E-03	1.460E-01	9.440E-03	2.829E-01	1.198E-02
3.775E-01	4.273E-01	7.794E-03	1.453E-01	9.463E-03	2.820E-01	1.204E-02
3.785E-01	4.257E-01	7.795E-03	1.445E-01	9.487E-03	2.812E-01	1.209E-02
3.795E-01	4.241E-01	7.797E-03	1.437E-01	9.512E-03	2.804E-01	1.214E-02
3.805E-01	4.225E-01	7.798E-03	1.429E-01	9.538E-03	2.795E-01	1.220E-02
3.815E-01	4.209E-01	7.800E-03	1.422E-01	9.564E-03	2.787E-01	1.225E-02
3.825E-01	4.192E-01	7.801E-03	1.414E-01	9.591E-03	2.778E-01	1.231E-02
3.835E-01	4.176E-01	7.802E-03	1.406E-01	9.617E-03	2.770E-01	1.237E-02
3.845E-01	4.160E-01	7.802E-03	1.399E-01	9.644E-03	2.761E-01	1.242E-02
3.855E-01	4.144E-01	7.801E-03	1.391E-01	9.671E-03	2.753E-01	1.247E-02
3.865E-01	4.127E-01	7.799E-03	1.384E-01	9.696E-03	2.744E-01	1.253E-02
3.875E-01	4.111E-01	7.796E-03	1.376E-01	9.721E-03	2.735E-01	1.257E-02
3.885E-01	4.095E-01	7.790E-03	1.369E-01	9.745E-03	2.726E-01	1.262E-02
3.895E-01	4.079E-01	7.782E-03	1.361E-01	9.768E-03	2.717E-01	1.266E-02
3.905E-01	4.062E-01	7.773E-03	1.354E-01	9.788E-03	2.708E-01	1.270E-02
3.915E-01	4.046E-01	7.760E-03	1.346E-01	9.807E-03	2.699E-01	1.273E-02
3.925E-01	4.030E-01	7.745E-03	1.339E-01	9.824E-03	2.690E-01	1.276E-02
3.935E-01	4.013E-01	7.726E-03	1.332E-01	9.838E-03	2.681E-01	1.279E-02
3.945E-01	3.997E-01	7.705E-03	1.325E-01	9.849E-03	2.672E-01	1.280E-02
3.955E-01	3.981E-01	7.680E-03	1.318E-01	9.859E-03	2.663E-01	1.281E-02
3.965E-01	3.964E-01	7.652E-03	1.311E-01	9.866E-03	2.653E-01	1.282E-02
3.975E-01	3.948E-01	7.621E-03	1.304E-01	9.872E-03	2.644E-01	1.282E-02
3.985E-01	3.931E-01	7.588E-03	1.297E-01	9.877E-03	2.635E-01	1.282E-02
3.995E-01	3.915E-01	7.554E-03	1.290E-01	9.880E-03	2.625E-01	1.282E-02
4.005E-01	3.898E-01	7.519E-03	1.283E-01	9.882E-03	2.615E-01	1.281E-02
4.015E-01	3.882E-01	7.483E-03	1.276E-01	9.884E-03	2.606E-01	1.280E-02
4.025E-01	3.865E-01	7.447E-03	1.269E-01	9.885E-03	2.596E-01	1.279E-02
4.035E-01	3.849E-01	7.411E-03	1.262E-01	9.885E-03	2.586E-01	1.279E-02
4.045E-01	3.832E-01	7.376E-03	1.256E-01	9.886E-03	2.576E-01	1.278E-02
4.055E-01	3.816E-01	7.342E-03	1.249E-01	9.886E-03	2.567E-01	1.277E-02
4.065E-01	3.799E-01	7.309E-03	1.242E-01	9.886E-03	2.557E-01	1.277E-02
4.075E-01	3.782E-01	7.277E-03	1.236E-01	9.887E-03	2.547E-01	1.276E-02
4.085E-01	3.766E-01	7.247E-03	1.229E-01	9.887E-03	2.537E-01	1.276E-02
4.095E-01	3.749E-01	7.219E-03	1.222E-01	9.887E-03	2.527E-01	1.276E-02
4.105E-01	3.733E-01	7.193E-03	1.216E-01	9.887E-03	2.517E-01	1.276E-02
4.115E-01	3.716E-01	7.168E-03	1.209E-01	9.888E-03	2.507E-01	1.276E-02
4.125E-01	3.700E-01	7.145E-03	1.203E-01	9.888E-03	2.497E-01	1.276E-02
4.135E-01	3.683E-01	7.123E-03	1.196E-01	9.888E-03	2.487E-01	1.276E-02
4.145E-01	3.667E-01	7.102E-03	1.190E-01	9.888E-03	2.477E-01	1.276E-02
4.155E-01	3.650E-01	7.081E-03	1.183E-01	9.888E-03	2.467E-01	1.277E-02
4.165E-01	3.634E-01	7.062E-03	1.177E-01	9.888E-03	2.457E-01	1.277E-02
4.175E-01	3.617E-01	7.044E-03	1.170E-01	9.888E-03	2.447E-01	1.278E-02
4.185E-01	3.601E-01	7.027E-03	1.164E-01	9.888E-03	2.437E-01	1.278E-02
4.195E-01	3.584E-01	7.012E-03	1.158E-01	9.889E-03	2.426E-01	1.279E-02
4.205E-01	3.568E-01	6.998E-03	1.151E-01	9.889E-03	2.416E-01	1.280E-02
4.215E-01	3.551E-01	6.986E-03	1.145E-01	9.889E-03	2.406E-01	1.281E-02
4.225E-01	3.534E-01	6.976E-03	1.139E-01	9.889E-03	2.396E-01	1.282E-02
4.235E-01	3.518E-01	6.966E-03	1.133E-01	9.889E-03	2.385E-01	1.284E-02
4.245E-01	3.501E-01	6.958E-03	1.126E-01	9.888E-03	2.375E-01	1.285E-02
4.255E-01	3.485E-01	6.951E-03	1.120E-01	9.886E-03	2.365E-01	1.286E-02
4.265E-01	3.469E-01	6.945E-03	1.114E-01	9.883E-03	2.355E-01	1.287E-02
4.275E-01	3.452E-01	6.940E-03	1.108E-01	9.880E-03	2.344E-01	1.288E-02
4.285E-01	3.436E-01	6.935E-03	1.102E-01	9.875E-03	2.334E-01	1.288E-02
4.295E-01	3.419E-01	6.930E-03	1.096E-01	9.869E-03	2.324E-01	1.289E-02
4.305E-01	3.403E-01	6.925E-03	1.089E-01	9.862E-03	2.314E-01	1.289E-02
4.315E-01	3.387E-01	6.920E-03	1.083E-01	9.853E-03	2.303E-01	1.288E-02
4.325E-01	3.370E-01	6.915E-03	1.077E-01	9.842E-03	2.293E-01	1.288E-02
4.335E-01	3.354E-01	6.910E-03	1.071E-01	9.830E-03	2.283E-01	1.287E-02
4.345E-01	3.338E-01	6.905E-03	1.065E-01	9.817E-03	2.273E-01	1.286E-02
4.355E-01	3.321E-01	6.900E-03	1.059E-01	9.803E-03	2.262E-01	1.285E-02
4.365E-01	3.305E-01	6.895E-03	1.053E-01	9.789E-03	2.252E-01	1.284E-02
4.375E-01	3.289E-01	6.891E-03	1.047E-01	9.774E-03	2.242E-01	1.283E-02
4.385E-01	3.273E-01	6.887E-03	1.041E-01	9.759E-03	2.232E-01	1.282E-02
4.395E-01	3.256E-01	6.884E-03	1.035E-01	9.744E-03	2.221E-01	1.280E-02
4.405E-01	3.240E-01	6.881E-03	1.029E-01	9.729E-03	2.211E-01	1.279E-02
4.415E-01	3.224E-01	6.879E-03	1.023E-01	9.714E-03	2.201E-01	1.278E-02
4.425E-01	3.208E-01	6.877E-03	1.017E-01	9.700E-03	2.191E-01	1.277E-02
4.435E-01	3.192E-01	6.876E-03	1.011E-01	9.686E-03	2.180E-01	1.276E-02
4.445E-01	3.176E-01	6.876E-03	1.006E-01	9.673E-03	2.170E-01	1.275E-02
4.455E-01	3.160E-01	6.876E-03	9.998E-02	9.661E-03	2.160E-01	1.275E-02
4.465E-01	3.144E-01	6.876E-03	9.940E-02	9.649E-03	2.150E-01	1.274E-02
4.475E-01	3.128E-01	6.876E-03	9.882E-02	9.638E-03	2.140E-01	1.274E-02
4.485E-01	3.112E-01	6.877E-03	9.824E-02	9.629E-03	2.129E-01	1.274E-02
4.495E-01	3.096E-01	6.878E-03	9.766E-02	9.620E-03	2.119E-01	1.273E-02
4.505E-01	3.080E-01	6.879E-03	9.709E-02	9.611E-03	2.109E-01	1.273E-02
4.515E-01	3.064E-01	6.882E-03	9.652E-02	9.603E-03	2.099E-01	1.273E-02
4.525E-01	3.048E-01	6.885E-03	9.595E-02	9.597E-03	2.089E-01	1.274E-02
4.535E-01	3.032E-01	6.889E-03	9.538E-02	9.591E-03	2.079E-01	1.274E-02
4.545E-01	3.017E-01	6.893E-03	9.482E-02	9.586E-03	2.068E-01	1.275E-02
4.555E-01	3.001E-01	6.899E-03	9.425E-02	9.583E-03	2.058E-01	1.275E-02
4.565E-01	2.985E-01	6.904E-03	9.369E-02	9.580E-03	2.048E-01	1.276E-02
4.575E-01	2.969E-01	6.910E-03	9.313E-02	9.579E-03	2.038E-01	1.277E-02
4.585E-01	2.954E-01	6.916E-03	9.257E-02	9.579E-03	2.028E-01	1.279E-02
4.595E-01	2.938E-01	6.923E-03	9.202E-02	9.580E-03	2.018E-01	1.280E-02
4.605E-01	2.922E-01	6.929E-03	9.147E-02	9.582E-03	2.008E-01	1.282E-02
4.615E-01	2.907E-01	6.934E-03	9.091E-02	9.585E-03	1.997E-01	1.283E-02
4.625E-01	2.891E-01	6.939E-03	9.036E-02	9.589E-03	1.987E-01	1.285E-02
4.635E-01	2.876E-01	6.943E-03	8.981E-02	9.594E-03	1.977E-01	1.286E-02
4.645E-01	2.860E-01	6.946E-03	8.927E-02	9.600E-03	1.967E-01	1.288E-02
4.655E-01	2.845E-01	6.947E-03	8.872E-02	9.606E-03	1.957E-01	1.289E-02
4.665E-01	2.829E-01	6.947E-03	8.818E-02	9.613E-03	1.947E-01	1.291E-02
4.675E-01	2.814E-01	6.945E-03	8.764E-02	9.621E-03	1.938E-01	1.292E-02
4.685E-01	2.799E-01	6.941E-03	8.710E-02	9.629E-03	1.928E-01	1.293E-02
4.695E-01	2.784E-01	6.935E-03	8.656E-02	9.638E-03	1.918E-01	1.295E-02
4.705E-01	2.768E-01	6.929E-03	8.603E-02	9.648E-03	1.908E-01	1.296E-02
4.715E-01	2.753E-01	6.921E-03	8.549E-02	9.659E-03	1.898E-01	1.297E-02
4.725E-01	2.738E-01	6.912E-03	8.496E-02	9.672E-03	1.889E-01	1.298E-02
4.735E-01	2.723E-01	6.903E-03	8.443E-02	9.686E-03	1.879E-01	1.300E-02
4.745E-01	2.708E-01	6.893E-03	8.390E-02	9.701E-03	1.869E-01	1.301E-02
4.755E-01	2.693E-01	6.883E-03	8.337E-02	9.718E-03	1.859E-01	1.303E-02
4.765E-01	2.678E-01	6.873E-03	8.285E-02	9.737E-03	1.850E-01	1.305E-02
4.775E-01	2.663E-01	6.863E-03	8.233E-02	9.757E-03	1.840E-01	1.307E-02
4.785E-01	2.648E-01	6.853E-03	8.180E-02	9.779E-03	1.830E-01	1.309E-02
4.795E-01	2.634E-01	6.843E-03	8.129E-02	9.803E-03	1.821E-01	1.311E-02
4.805E-01	2.619E-01	6.833E-03	8.077E-02	9.828E-03	1.811E-01	1.314E-02
4.815E-01	2.604E-01	6.823E-03	8.025E-02	9.855E-03	1.802E-01	1.317E-02
4.825E-01	2.589E-01	6.814E-03	7.974E-02	9.883E-03	1.792E-01	1.320E-02
4.835E-01	2.575E-01	6.804E-03	7.923E-02	9.912E-03	1.782E-01	1.323E-02
4.845E-01	2.560E-01	6.795E-03	7.873E-02	9.943E-03	1.773E-01	1.326E-02
4.855E-01	2.545E-01	6.786E-03	7.822E-02	9.974E-03	1.763E-01	1.330E-02
4.865E-01	2.531E-01	6.777E-03	7.772E-02	1.001E-02	1.754E-01	1.333E-02
4.875E-01	2.516E-01	6.768E-03	7.722E-02	1.004E-02	1.744E-01	1.337E-02
4.885E-01	2.502E-01	6.760E-03	7.672E-02	1.008E-02	1.735E-01	1.341E-02
4.895E-01	2.487E-01	6.751E-03	7.622E-02	1.012E-02	1.725E-01	1.346E-02
4.905E-01	2.473E-01	6.743E-03	7.573E-02	1.016E-02	1.716E-01	1.350E-02
4.915E-01	2.459E-01	6.735E-03	7.523E-02	1.020E-02	1.706E-01	1.355E-02
4.925E-01	2.444E-01	6.728E-03	7.474E-02	1.024E-02	1.697E-01	1.360E-02
4.935E-01	2.430E-01	6.720E-03	7.425E-02	1.029E-02	1.688E-01	1.365E-02
4.945E-01	2.416E-01	6.713E-03	7.377E-02	1.034E-02	1.678E-01	1.370E-02
4.955E-01	2.402E-01	6.705E-03	7.328E-02	1.038E-02	1.669E-01	1.376E-02
4.965E-01	2.387E-01	6.697E-03	7.280E-02	1.043E-02	1.659E-01	1.381E-02
4.975E-01	2.373E-01	6.689E-03	7.232E-02	1.048E-02	1.650E-01	1.386E-02
4.985E-01	2.359E-01	6.680E-03	7.185E-02	1.053E-02	1.641E-01	1.392E-02
4.995E-01	2.345E-01	6.670E-03	7.137E-02	1.058E-02	1.631E-01	1.397E-02
5.005E-01	2.331E-01	6.659E-03	7.090E-02	1.063E-02	1.622E-01	1.401E-02
5.015E-01	2.317E-01	6.646E-03	7.043E-02	1.067E-02	1.613E-01	1.406E-02
5.025E-01	2.303E-01	6.632E-03	6.996E-02	1.072E-02	1.603E-01	1.410E-02
5.035E-01	2.289E-01	6.615E-03	6.950E-02	1.076E-02	1.594E-01	1.413E-02
5.045E-01	2.275E-01	6.597E-03	6.904E-02	1.081E-02	1.585E-01	1.417E-02
5.055E-01	2.261E-01	6.576E-03	6.858E-02	1.085E-02	1.576E-01	1.419E-02
5.065E-01	2.248E-01	6.553E-03	6.813E-02	1.089E-02	1.566E-01	1.421E-02
5.075E-01	2.234E-01	6.528E-03	6.767E-02	1.093E-02	1.557E-01	1.423E-02
5.085E-01	2.220E-01	6.501E-03	6.722E-02	1.096E-02	1.548E-01	1.425E-02
5.095E-01	2.206E-01	6.473E-03	6.677E-02	1.100E-02	1.539E-01	1.426E-02
5.105E-01	2.193E-01	6.443E-03	6.632E-02	1.104E-02	1.529E-01	1.427E-02
5.115E-01	2.179E-01	6.413E-03	6.588E-02	1.107E-02	1.520E-01	1.428E-02
5.125E-01	2.165E-01	6.381E-03	6.544E-02	1.111E-02	1.511E-01	1.428E-02
5.135E-01	2.152E-01	6.350E-03	6.500E-02	1.114E-02	1.502E-01	1.429E-02
5.145E-01	2.138E-01	6.317E-03	6.456E-02	1.118E-02	1.493E-01	1.430E-02
5.155E-01	2.125E-01	6.285E-03	6.413E-02	1.122E-02	1.484E-01	1.430E-02
5.165E-01	2.111E-01	6.252E-03	6.370E-02	1.125E-02	1.474E-01	1.431E-02
5.175E-01	2.098E-01	6.220E-03	6.327E-02	1.129E-02	1.465E-01	1.431E-02
5.185E-01	2.085E-01	6.188E-03	6.284E-02	1.133E-02	1.456E-01	1.432E-02
5.195E-01	2.071E-01	6.157E-03	6.242E-02	1.137E-02	1.447E-01	1.433E-02
5.205E-01	2.058E-01	6.126E-03	6.200E-02	1.141E-02	1.438E-01	1.434E-02
5.215E-01	2.045E-01	6.095E-03	6.158E-02	1.145E-02	1.429E-01	1.435E-02
5.225E-01	2.031E-01	6.066E-03	6.117E-02	1.149E-02	1.420E-01	1.437E-02
5.235E-01	2.018E-01	6.036E-03	6.076E-02	1.153E-02	1.411E-01	1.438E-02
5.245E-01	2.005E-01	6.006E-03	6.035E-02	1.157E-02	1.402E-01	1.440E-02
5.255E-01	1.992E-01	5.977E-03	5.994E-02	1.161E-02	1.392E-01	1.441E-02
5.265E-01	1.979E-01	5.947E-03	5.954E-02	1.165E-02	1.383E-01	1.443E-02
5.275E-01	1.966E-01	5.918E-03	5.914E-02	1.170E-02	1.374E-01	1.444E-02
5.285E-01	1.953E-01	5.890E-03	5.874E-02	1.174E-02	1.365E-01	1.446E-02
5.295E-01	1.940E-01	5.862E-03	5.834E-02	1.179E-02	1.356E-01	1.448E-02
5.305E-01	1.927E-01	5.835E-03	5.795E-02	1.183E-02	1.347E-01	1.450E-02
5.315E-01	1.914E-01	5.809E-03	5.756E-02	1.188E-02	1.338E-01	1.453E-02
5.325E-01	1.901E-01	5.784E-03	5.717E-02	1.192E-02	1.329E-01	1.455E-02
5.335E-01	1.888E-01	5.760E-03	5.678E-02	1.197E-02	1.320E-01	1.458E-02
5.345E-01	1.875E-01	5.737E-03	5.640E-02	1.202E-02	1.311E-01	1.461E-02
5.355E-01	1.862E-01	5.714E-03	5.603E-02	1.207E-02	1.302E-01	1.464E-02
5.365E-01	1.850E-01	5.693E-03	5.565E-02	1.212E-02	1.293E-01	1.467E-02
5.375E-01	1.837E-01	5.672E-03	5.528E-02	1.217E-02	1.284E-01	1.471E-02
5.385E-01	1.824E-01	5.651E-03	5.491E-02	1.222E-02	1.275E-01	1.475E-02
5.395E-01	1.812E-01	5.630E-03	5.455E-02	1.227E-02	1.266E-01	1.478E-02
5.405E-01	1.799E-01	5.610E-03	5.419E-02	1.233E-02	1.257E-01	1.482E-02
5.415E-01	1.786E-01	5.590E-03	5.384E-02	1.238E-02	1.248E-01	1.487E-02
5.425E-01	1.774E-01	5.569E-03	5.348E-02	1.243E-02	1.239E-01	1.491E-02
5.435E-01	1.761E-01	5.548E-03	5.314E-02	1.249E-02	1.230E-01	1.495E-02
5.445E-01	1.749E-01	5.527E-03	5.279E-02	1.255E-02	1.221E-01	1.500E-02
5.455E-01	1.736E-01	5.507E-03	5.245E-02	1.260E-02	1.212E-01	1.505E-02
5.465E-01	1.724E-01	5.486E-03	5.212E-02	1.266E-02	1.203E-01	1.510E-02
5.475E-01	1.711E-01	5.466E-03	5.178E-02	1.272E-02	1.194E-01	1.515E-02
5.485E-01	1.699E-01	5.447E-03	5.145E-02	1.278E-02	1.184E-01	1.520E-02
5.495E-01	1.687E-01	5.428E-03	5.112E-02	1.284E-02	1.175E-01	1.525E-02
5.505E-01	1.674E-01	5.410E-03	5.080E-02	1.290E-02	1.166E-01	1.531E-02
5.515E-01	1.662E-01	5.394E-03	5.048E-02	1.296E-02	1.157E-01	1.537E-02
5.525E-01	1.650E-01	5.378E-03	5.016E-02	1.302E-02	1.148E-01	1.543E-02
5.535E-01	1.638E-01	5.363E-03	4.984E-02	1.308E-02	1.139E-01	1.549E-02
5.545E-01	1.625E-01	5.350E-03	4.953E-02	1.315E-02	1.130E-01	1.556E-02
5.555E-01	1.613E-01	5.337E-03	4.922E-02	1.321E-02	1.121E-01	1.562E-02
5.565E-01	1.601E-01	5.326E-03	4.891E-02	1.328E-02	1.112E-01	1.569E-02
5.575E-01	1.589E-01	5.317E-03	4.860E-02	1.334E-02	1.103E-01	1.576E-02
5.585E-01	1.577E-01	5.308E-03	4.829E-02	1.341E-02	1.094E-01	1.584E-02
5.595E-01	1.565E-01	5.301E-03	4.799E-02	1.347E-02	1.085E-01	1.591E-02
5.605E-01	1.553E-01	5.294E-03	4.769E-02	1.354E-02	1.076E-01	1.598E-02
5.615E-01	1.542E-01	5.289E-03	4.739E-02	1.360E-02	1.068E-01	1.606E-02
5.625E-01	1.530E-01	5.284E-03	4.710E-02	1.367E-02	1.059E-01	1.614E-02
