NNPDF30_nlo_as_0118	1.00 GeV^2
x  xs-  delta_xs-
1.111824E-01  2.046025E-02  1.023427E-02
1.131663E-01  2.063536E-02  1.018531E-02
1.151503E-01  2.077975E-02  1.015655E-02
1.171343E-01  2.089583E-02  1.012529E-02
1.191182E-01  2.098434E-02  1.006788E-02
1.211022E-01  2.103371E-02  9.965451E-03
1.230862E-01  2.104632E-02  9.835937E-03
1.250701E-01  2.102831E-02  9.702236E-03
1.270541E-01  2.098532E-02  9.582369E-03
1.290381E-01  2.092251E-02  9.487078E-03
1.310220E-01  2.084461E-02  9.418875E-03
1.330060E-01  2.075596E-02  9.372537E-03
1.349900E-01  2.066054E-02  9.336801E-03
1.369739E-01  2.056189E-02  9.296832E-03
1.389579E-01  2.045345E-02  9.239483E-03
1.409419E-01  2.033107E-02  9.169110E-03
1.429259E-01  2.019644E-02  9.093873E-03
1.449098E-01  2.005113E-02  9.019895E-03
1.468938E-01  1.989662E-02  8.950813E-03
1.488778E-01  1.973424E-02  8.887692E-03
1.508617E-01  1.956527E-02  8.829253E-03
1.528457E-01  1.939088E-02  8.772368E-03
1.548297E-01  1.921216E-02  8.712746E-03
1.568136E-01  1.902891E-02  8.639513E-03
1.587976E-01  1.883952E-02  8.546853E-03
1.607816E-01  1.864401E-02  8.445473E-03
1.627655E-01  1.844241E-02  8.345347E-03
1.647495E-01  1.823476E-02  8.254842E-03
1.667335E-01  1.802109E-02  8.180296E-03
1.687174E-01  1.780147E-02  8.125829E-03
1.707014E-01  1.757593E-02  8.093399E-03
1.726854E-01  1.734453E-02  8.083113E-03
1.746693E-01  1.710756E-02  8.093180E-03
1.766533E-01  1.686582E-02  8.121113E-03
1.786373E-01  1.661908E-02  8.167779E-03
1.806212E-01  1.636699E-02  8.232859E-03
1.826052E-01  1.610926E-02  8.314319E-03
1.845892E-01  1.584561E-02  8.408534E-03
1.865731E-01  1.557578E-02  8.510610E-03
1.885571E-01  1.529952E-02  8.614854E-03
1.905411E-01  1.501664E-02  8.715286E-03
1.925251E-01  1.472686E-02  8.807103E-03
1.945090E-01  1.442963E-02  8.897973E-03
1.964930E-01  1.412544E-02  8.990818E-03
1.984770E-01  1.381504E-02  9.085203E-03
2.004609E-01  1.349910E-02  9.180172E-03
2.024449E-01  1.317830E-02  9.274252E-03
2.044289E-01  1.285325E-02  9.365529E-03
2.064128E-01  1.252455E-02  9.451778E-03
2.083968E-01  1.219275E-02  9.530634E-03
2.103808E-01  1.185835E-02  9.599789E-03
2.123647E-01  1.151804E-02  9.659597E-03
2.143487E-01  1.117062E-02  9.716392E-03
2.163327E-01  1.081802E-02  9.775974E-03
2.183166E-01  1.046205E-02  9.842005E-03
2.203006E-01  1.010440E-02  9.915762E-03
2.222846E-01  9.746718E-03  9.996225E-03
2.242685E-01  9.390529E-03  1.008042E-02
2.262525E-01  9.037295E-03  1.016394E-02
2.282365E-01  8.688395E-03  1.024163E-02
2.302204E-01  8.343141E-03  1.031147E-02
2.322044E-01  7.998568E-03  1.037786E-02
2.341884E-01  7.654906E-03  1.044215E-02
2.361723E-01  7.312447E-03  1.050513E-02
2.381563E-01  6.971470E-03  1.056696E-02
2.401403E-01  6.632239E-03  1.062704E-02
2.421242E-01  6.295004E-03  1.068411E-02
2.441082E-01  5.960002E-03  1.073634E-02
2.460922E-01  5.627460E-03  1.078163E-02
2.480762E-01  5.295306E-03  1.081816E-02
2.500601E-01  4.955326E-03  1.085044E-02
2.520441E-01  4.610865E-03  1.088723E-02
2.540281E-01  4.266459E-03  1.093352E-02
2.560120E-01  3.926436E-03  1.098892E-02
2.579960E-01  3.594922E-03  1.104767E-02
2.599800E-01  3.275854E-03  1.109973E-02
2.619639E-01  2.972986E-03  1.113266E-02
2.639479E-01  2.689899E-03  1.113413E-02
2.659319E-01  2.430097E-03  1.109381E-02
2.679158E-01  2.195756E-03  1.100164E-02
2.698998E-01  1.982842E-03  1.088159E-02
2.718838E-01  1.786429E-03  1.076491E-02
2.738677E-01  1.601797E-03  1.067556E-02
2.758517E-01  1.424425E-03  1.062523E-02
2.778357E-01  1.249981E-03  1.061149E-02
2.798196E-01  1.074314E-03  1.061928E-02
2.818036E-01  8.934486E-04  1.062534E-02
2.837876E-01  7.035816E-04  1.060468E-02
2.857715E-01  5.037362E-04  1.054747E-02
2.877555E-01  2.973832E-04  1.046400E-02
2.897395E-01  8.782190E-05  1.036680E-02
2.917234E-01  -1.217808E-04  1.026841E-02
2.937074E-01  -3.283857E-04  1.017843E-02
2.956914E-01  -5.290756E-04  1.010174E-02
2.976754E-01  -7.210513E-04  1.003784E-02
2.996593E-01  -9.016266E-04  9.981309E-03
3.016433E-01  -1.068224E-03  9.923412E-03
3.036273E-01  -1.224858E-03  9.859324E-03
3.056112E-01  -1.381565E-03  9.799400E-03
3.075952E-01  -1.534706E-03  9.751519E-03
3.095792E-01  -1.680374E-03  9.720596E-03
3.115631E-01  -1.814814E-03  9.707034E-03
3.135471E-01  -1.934417E-03  9.706052E-03
3.155311E-01  -2.035712E-03  9.708032E-03
3.175150E-01  -2.115363E-03  9.699676E-03
3.194990E-01  -2.170163E-03  9.665728E-03
3.214830E-01  -2.198217E-03  9.592775E-03
3.234669E-01  -2.204287E-03  9.483422E-03
3.254509E-01  -2.190360E-03  9.344867E-03
3.274349E-01  -2.157682E-03  9.184635E-03
3.294188E-01  -2.107458E-03  9.010377E-03
3.314028E-01  -2.040856E-03  8.829258E-03
3.333868E-01  -1.959006E-03  8.647505E-03
3.353707E-01  -1.863001E-03  8.470115E-03
3.373547E-01  -1.753901E-03  8.300733E-03
3.393387E-01  -1.632391E-03  8.140713E-03
3.413226E-01  -1.493845E-03  7.977160E-03
3.433066E-01  -1.338049E-03  7.815013E-03
3.452906E-01  -1.166980E-03  7.664963E-03
3.472745E-01  -9.825471E-04  7.535020E-03
3.492585E-01  -7.866010E-04  7.429768E-03
3.512425E-01  -5.809313E-04  7.350044E-03
3.532265E-01  -3.672702E-04  7.293138E-03
3.552104E-01  -1.472936E-04  7.253527E-03
3.571944E-01  7.738106E-05  7.224061E-03
3.591784E-01  3.121477E-04  7.199096E-03
3.611623E-01  5.607034E-04  7.179685E-03
3.631463E-01  8.200465E-04  7.168826E-03
3.651303E-01  1.087270E-03  7.169176E-03
3.671142E-01  1.359559E-03  7.182246E-03
3.690982E-01  1.634188E-03  7.207962E-03
3.710822E-01  1.908519E-03  7.244592E-03
3.730661E-01  2.179995E-03  7.288987E-03
3.750501E-01  2.446143E-03  7.337096E-03
3.770341E-01  2.707600E-03  7.385167E-03
3.790180E-01  2.969851E-03  7.434052E-03
3.810020E-01  3.232480E-03  7.486731E-03
3.829860E-01  3.494830E-03  7.545668E-03
3.849699E-01  3.756265E-03  7.612543E-03
3.869539E-01  4.016168E-03  7.688126E-03
3.889379E-01  4.273941E-03  7.772284E-03
3.909218E-01  4.529004E-03  7.864090E-03
3.929058E-01  4.780795E-03  7.962024E-03
3.948898E-01  5.028447E-03  8.064146E-03
3.968737E-01  5.270374E-03  8.169700E-03
3.988577E-01  5.507784E-03  8.280775E-03
4.008417E-01  5.742225E-03  8.398980E-03
4.028257E-01  5.975199E-03  8.524869E-03
4.048096E-01  6.208166E-03  8.657847E-03
4.067936E-01  6.442542E-03  8.796254E-03
4.087776E-01  6.679701E-03  8.937573E-03
4.107615E-01  6.920980E-03  9.078761E-03
4.127455E-01  7.167117E-03  9.218725E-03
4.147295E-01  7.408233E-03  9.395874E-03
4.167134E-01  7.643709E-03  9.612224E-03
4.186974E-01  7.877997E-03  9.848687E-03
4.206814E-01  8.115423E-03  1.008337E-02
4.226653E-01  8.360192E-03  1.029184E-02
4.246493E-01  8.616391E-03  1.044878E-02
4.266333E-01  8.887992E-03  1.053033E-02
4.286172E-01  9.178853E-03  1.051745E-02
4.306012E-01  9.492725E-03  1.040040E-02
4.325852E-01  9.841703E-03  1.016496E-02
4.345691E-01  1.022788E-02  9.875046E-03
4.365531E-01  1.063977E-02  9.651035E-03
4.385371E-01  1.106623E-02  9.592298E-03
4.405210E-01  1.149637E-02  9.748104E-03
4.425050E-01  1.191963E-02  1.010182E-02
4.444890E-01  1.232570E-02  1.058042E-02
4.464729E-01  1.270457E-02  1.108098E-02
4.484569E-01  1.304649E-02  1.149664E-02
4.504409E-01  1.334847E-02  1.175565E-02
4.524248E-01  1.362431E-02  1.188074E-02
4.544088E-01  1.387817E-02  1.189499E-02
4.563928E-01  1.411347E-02  1.182646E-02
4.583768E-01  1.433352E-02  1.170505E-02
4.603607E-01  1.454156E-02  1.155907E-02
4.623447E-01  1.474075E-02  1.141292E-02
4.643287E-01  1.493415E-02  1.128583E-02
4.663126E-01  1.512477E-02  1.119176E-02
4.682966E-01  1.531425E-02  1.113491E-02
4.702806E-01  1.549624E-02  1.108269E-02
4.722645E-01  1.566992E-02  1.102916E-02
4.742485E-01  1.583590E-02  1.097475E-02
4.762325E-01  1.599476E-02  1.091957E-02
4.782164E-01  1.614706E-02  1.086335E-02
4.802004E-01  1.629335E-02  1.080556E-02
4.821844E-01  1.643418E-02  1.074540E-02
4.841683E-01  1.657008E-02  1.068196E-02
4.861523E-01  1.670136E-02  1.061415E-02
4.881363E-01  1.682368E-02  1.053728E-02
4.901202E-01  1.693667E-02  1.045381E-02
4.921042E-01  1.704251E-02  1.036886E-02
4.940882E-01  1.714329E-02  1.028652E-02
4.960721E-01  1.724110E-02  1.020963E-02
4.980561E-01  1.733795E-02  1.013980E-02
5.000401E-01  1.743580E-02  1.007763E-02
5.020240E-01  1.753657E-02  1.002324E-02
5.040080E-01  1.764214E-02  9.977034E-03
5.059920E-01  1.775428E-02  9.937486E-03
5.079760E-01  1.787200E-02  9.907337E-03
5.099599E-01  1.799296E-02  9.894276E-03
5.119439E-01  1.811486E-02  9.903729E-03
5.139279E-01  1.823544E-02  9.937766E-03
5.159118E-01  1.835252E-02  9.994625E-03
5.178958E-01  1.846394E-02  1.006885E-02
5.198798E-01  1.856762E-02  1.015195E-02
5.218637E-01  1.866150E-02  1.023344E-02
5.238477E-01  1.874629E-02  1.030748E-02
5.258317E-01  1.882802E-02  1.038326E-02
5.278156E-01  1.890578E-02  1.046147E-02
5.297996E-01  1.897820E-02  1.054193E-02
5.317836E-01  1.904396E-02  1.062392E-02
5.337675E-01  1.910178E-02  1.070595E-02
5.357515E-01  1.915040E-02  1.078562E-02
5.377355E-01  1.918857E-02  1.085966E-02
5.397194E-01  1.921509E-02  1.092412E-02
5.417034E-01  1.922897E-02  1.097489E-02
5.436874E-01  1.923111E-02  1.101216E-02
5.456713E-01  1.922254E-02  1.103844E-02
5.476553E-01  1.920408E-02  1.105602E-02
5.496393E-01  1.917656E-02  1.106695E-02
5.516232E-01  1.914078E-02  1.107285E-02
5.536072E-01  1.909751E-02  1.107494E-02
5.555912E-01  1.904752E-02  1.107402E-02
5.575752E-01  1.899156E-02  1.107053E-02
5.595591E-01  1.893030E-02  1.106456E-02
5.615431E-01  1.886166E-02  1.105312E-02
5.635271E-01  1.878498E-02  1.103583E-02
5.655110E-01  1.870097E-02  1.101407E-02
5.674950E-01  1.861032E-02  1.098901E-02
5.694790E-01  1.851371E-02  1.096161E-02
5.714629E-01  1.841182E-02  1.093254E-02
5.734469E-01  1.830530E-02  1.090219E-02
5.754309E-01  1.819479E-02  1.087075E-02
5.774148E-01  1.808092E-02  1.083819E-02
5.793988E-01  1.796258E-02  1.080361E-02
5.813828E-01  1.783820E-02  1.076702E-02
5.833667E-01  1.770849E-02  1.073003E-02
5.853507E-01  1.757418E-02  1.069396E-02
5.873347E-01  1.743597E-02  1.065979E-02
5.893186E-01  1.729453E-02  1.062817E-02
5.913026E-01  1.715055E-02  1.059941E-02
5.932866E-01  1.700468E-02  1.057357E-02
5.952705E-01  1.685757E-02  1.055052E-02
5.972545E-01  1.670950E-02  1.052916E-02
5.992385E-01  1.655960E-02  1.050880E-02
6.012224E-01  1.640760E-02  1.049358E-02
6.032064E-01  1.625332E-02  1.048696E-02
6.051904E-01  1.609658E-02  1.049092E-02
6.071743E-01  1.593719E-02  1.050582E-02
6.091583E-01  1.577498E-02  1.053037E-02
6.111423E-01  1.560976E-02  1.056183E-02
6.131263E-01  1.544138E-02  1.059640E-02
6.151102E-01  1.526927E-02  1.063024E-02
6.170942E-01  1.509045E-02  1.066432E-02
6.190782E-01  1.490587E-02  1.069876E-02
6.210621E-01  1.471735E-02  1.073296E-02
6.230461E-01  1.452667E-02  1.076626E-02
6.250301E-01  1.433557E-02  1.079775E-02
6.270140E-01  1.414578E-02  1.082623E-02
6.289980E-01  1.395897E-02  1.085020E-02
6.309820E-01  1.377680E-02  1.086800E-02
6.329659E-01  1.360078E-02  1.087788E-02
6.349499E-01  1.342677E-02  1.088017E-02
6.369339E-01  1.325291E-02  1.087592E-02
6.389178E-01  1.308041E-02  1.086555E-02
6.409018E-01  1.291047E-02  1.084945E-02
6.428858E-01  1.274428E-02  1.082788E-02
6.448697E-01  1.258298E-02  1.080093E-02
6.468537E-01  1.242771E-02  1.076851E-02
6.488377E-01  1.227959E-02  1.073042E-02
6.508216E-01  1.213970E-02  1.068638E-02
6.528056E-01  1.200712E-02  1.063719E-02
6.547896E-01  1.187959E-02  1.058489E-02
6.567735E-01  1.175747E-02  1.053029E-02
6.587575E-01  1.164113E-02  1.047370E-02
6.607415E-01  1.153092E-02  1.041486E-02
6.627255E-01  1.142720E-02  1.035296E-02
6.647094E-01  1.133032E-02  1.028672E-02
6.666934E-01  1.124063E-02  1.021460E-02
6.686774E-01  1.115845E-02  1.013511E-02
6.706613E-01  1.108715E-02  1.004592E-02
6.726453E-01  1.103501E-02  9.946401E-03
6.746293E-01  1.099742E-02  9.845118E-03
6.766132E-01  1.096879E-02  9.750134E-03
6.785972E-01  1.094363E-02  9.667349E-03
6.805812E-01  1.091654E-02  9.599811E-03
6.825651E-01  1.088222E-02  9.547490E-03
6.845491E-01  1.083546E-02  9.507526E-03
6.865331E-01  1.077113E-02  9.474960E-03
6.885170E-01  1.068497E-02  9.444064E-03
6.905010E-01  1.058184E-02  9.413081E-03
6.924850E-01  1.046549E-02  9.383831E-03
6.944689E-01  1.033816E-02  9.358519E-03
6.964529E-01  1.020201E-02  9.339025E-03
6.984369E-01  1.005921E-02  9.326439E-03
7.004208E-01  9.911875E-03  9.320886E-03
7.024048E-01  9.762074E-03  9.321663E-03
7.043888E-01  9.611855E-03  9.327640E-03
7.063727E-01  9.463137E-03  9.337965E-03
7.083567E-01  9.310908E-03  9.356338E-03
7.103407E-01  9.152566E-03  9.388971E-03
7.123246E-01  8.989792E-03  9.440061E-03
7.143086E-01  8.824237E-03  9.511567E-03
7.162926E-01  8.657528E-03  9.602427E-03
7.182766E-01  8.491262E-03  9.708356E-03
7.202605E-01  8.327013E-03  9.822166E-03
7.222445E-01  8.166326E-03  9.934500E-03
7.242285E-01  8.010722E-03  1.003484E-02
7.262124E-01  7.861662E-03  1.012082E-02
7.281964E-01  7.718607E-03  1.020260E-02
7.301804E-01  7.579695E-03  1.028236E-02
7.321643E-01  7.443086E-03  1.036161E-02
7.341483E-01  7.306968E-03  1.044089E-02
7.361323E-01  7.169559E-03  1.051950E-02
7.381162E-01  7.029107E-03  1.059567E-02
7.401002E-01  6.883886E-03  1.066679E-02
7.420842E-01  6.732198E-03  1.072992E-02
7.440681E-01  6.571768E-03  1.078333E-02
7.460521E-01  6.400635E-03  1.083091E-02
7.480361E-01  6.221600E-03  1.087722E-02
7.500200E-01  6.037786E-03  1.092600E-02
7.520040E-01  5.852265E-03  1.097956E-02
7.539880E-01  5.668061E-03  1.103846E-02
7.559719E-01  5.488153E-03  1.110146E-02
7.579559E-01  5.315470E-03  1.116593E-02
7.599399E-01  5.152896E-03  1.122846E-02
7.619238E-01  5.002722E-03  1.128550E-02
7.639078E-01  4.860401E-03  1.133524E-02
7.658918E-01  4.724098E-03  1.138767E-02
7.678758E-01  4.593623E-03  1.145334E-02
7.698597E-01  4.468789E-03  1.153974E-02
7.718437E-01  4.349411E-03  1.165049E-02
7.738277E-01  4.235308E-03  1.178499E-02
7.758116E-01  4.126300E-03  1.193885E-02
7.777956E-01  4.022212E-03  1.210474E-02
7.797796E-01  3.922863E-03  1.227380E-02
7.817635E-01  3.827635E-03  1.244974E-02
7.837475E-01  3.736509E-03  1.263633E-02
7.857315E-01  3.649955E-03  1.283006E-02
7.877154E-01  3.568433E-03  1.302721E-02
7.896994E-01  3.492398E-03  1.322345E-02
7.916834E-01  3.422295E-03  1.341373E-02
7.936673E-01  3.358565E-03  1.359248E-02
7.956513E-01  3.301642E-03  1.375398E-02
7.976353E-01  3.251950E-03  1.389287E-02
7.996192E-01  3.209549E-03  1.400886E-02
8.016032E-01  3.173846E-03  1.411143E-02
8.035872E-01  3.144630E-03  1.420700E-02
8.055711E-01  3.121702E-03  1.430065E-02
8.075551E-01  3.104865E-03  1.439555E-02
8.095391E-01  3.093926E-03  1.449267E-02
8.115230E-01  3.088694E-03  1.459079E-02
8.135070E-01  3.088980E-03  1.468675E-02
8.154910E-01  3.094598E-03  1.477608E-02
8.174749E-01  3.106975E-03  1.485352E-02
8.194589E-01  3.131802E-03  1.491806E-02
8.214429E-01  3.166807E-03  1.497616E-02
8.234269E-01  3.208823E-03  1.503406E-02
8.254108E-01  3.254726E-03  1.509637E-02
8.273948E-01  3.301438E-03  1.516560E-02
8.293788E-01  3.345924E-03  1.524225E-02
8.313627E-01  3.385193E-03  1.532536E-02
8.333467E-01  3.416298E-03  1.541345E-02
8.353307E-01  3.436382E-03  1.550680E-02
8.373146E-01  3.444973E-03  1.561868E-02
8.392986E-01  3.444775E-03  1.575520E-02
8.412826E-01  3.438669E-03  1.591709E-02
8.432665E-01  3.429499E-03  1.610195E-02
8.452505E-01  3.420068E-03  1.630359E-02
8.472345E-01  3.413139E-03  1.651236E-02
8.492184E-01  3.411437E-03  1.671604E-02
8.512024E-01  3.417648E-03  1.690137E-02
8.531864E-01  3.434444E-03  1.705604E-02
8.551703E-01  3.469020E-03  1.719391E-02
8.571543E-01  3.521098E-03  1.734852E-02
8.591383E-01  3.584170E-03  1.754022E-02
8.611222E-01  3.651821E-03  1.777911E-02
8.631062E-01  3.717722E-03  1.806191E-02
8.650902E-01  3.775632E-03  1.837161E-02
8.670741E-01  3.819395E-03  1.867932E-02
8.690581E-01  3.842939E-03  1.894779E-02
8.710421E-01  3.840278E-03  1.913564E-02
8.730261E-01  3.806908E-03  1.921018E-02
8.750100E-01  3.746190E-03  1.917831E-02
8.769940E-01  3.663972E-03  1.905749E-02
8.789780E-01  3.566014E-03  1.886718E-02
8.809619E-01  3.457999E-03  1.862744E-02
8.829459E-01  3.345536E-03  1.835775E-02
8.849299E-01  3.234156E-03  1.807632E-02
8.869138E-01  3.129318E-03  1.779960E-02
8.888978E-01  3.036407E-03  1.754236E-02
8.908818E-01  2.958383E-03  1.730851E-02
8.928657E-01  2.886381E-03  1.705939E-02
8.948497E-01  2.818290E-03  1.679220E-02
8.968337E-01  2.753411E-03  1.651050E-02
8.988176E-01  2.691058E-03  1.621783E-02
9.008016E-01  2.630552E-03  1.591766E-02
9.027856E-01  2.571223E-03  1.561324E-02
9.047695E-01  2.512409E-03  1.530760E-02
9.067535E-01  2.453459E-03  1.500354E-02
9.087375E-01  2.393858E-03  1.470307E-02
9.107214E-01  2.335229E-03  1.439864E-02
9.127054E-01  2.277977E-03  1.408813E-02
9.146894E-01  2.221755E-03  1.377271E-02
9.166733E-01  2.166220E-03  1.345347E-02
9.186573E-01  2.111033E-03  1.313136E-02
9.206413E-01  2.055861E-03  1.280710E-02
9.226253E-01  2.000374E-03  1.248121E-02
9.246092E-01  1.944247E-03  1.215400E-02
9.265932E-01  1.887158E-03  1.182558E-02
9.285772E-01  1.829224E-03  1.149224E-02
9.305611E-01  1.770807E-03  1.115158E-02
9.325451E-01  1.712016E-03  1.080503E-02
9.345291E-01  1.652960E-03  1.045411E-02
9.365130E-01  1.593746E-03  1.010038E-02
9.384970E-01  1.534481E-03  9.745431E-03
9.404810E-01  1.475267E-03  9.390848E-03
9.424649E-01  1.416210E-03  9.038215E-03
9.444489E-01  1.357410E-03  8.689093E-03
9.464329E-01  1.298586E-03  8.342182E-03
9.484168E-01  1.239099E-03  7.992520E-03
9.504008E-01  1.179249E-03  7.641258E-03
9.523848E-01  1.119368E-03  7.289770E-03
9.543687E-01  1.059783E-03  6.939382E-03
9.563527E-01  1.000817E-03  6.591358E-03
9.583367E-01  9.427893E-04  6.246874E-03
9.603206E-01  8.860153E-04  5.907004E-03
9.623046E-01  8.308062E-04  5.572715E-03
9.642886E-01  7.773203E-04  5.243836E-03
9.662725E-01  7.249173E-04  4.915600E-03
9.682565E-01  6.735054E-04  4.588455E-03
9.702405E-01  6.231130E-04  4.263726E-03
9.722244E-01  5.737681E-04  3.942655E-03
9.742084E-01  5.254981E-04  3.626378E-03
9.761924E-01  4.783304E-04  3.315900E-03
9.781764E-01  4.322918E-04  3.012068E-03
9.801603E-01  3.874087E-04  2.715559E-03
9.821443E-01  3.437378E-04  2.426861E-03
9.841283E-01  3.018386E-04  2.145472E-03
9.861122E-01  2.616510E-04  1.869653E-03
9.880962E-01  2.228325E-04  1.597932E-03
9.900802E-01  1.850447E-04  1.329162E-03
9.920641E-01  1.479531E-04  1.062423E-03
9.940481E-01  1.112273E-04  7.969277E-04
9.960321E-01  7.454102E-05  5.319238E-04
9.980160E-01  3.757149E-05  2.666004E-04
1.000000E+00  0.000000E+00  0.000000E+00
