x	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
2.374356E-07	3.350762E+01	3.290726E+01	3.416786E+01	3.464854E+01	3.131199E+01	3.392403E+01	3.302158E+01	3.396570E+01	3.318635E+01	3.390731E+01	3.301375E+01	3.437769E+01	3.304880E+01	3.442837E+01	3.282321E+01	3.280223E+01	3.405567E+01	3.366632E+01	3.343204E+01	3.378244E+01	3.337593E+01	3.296064E+01	3.467229E+01	3.320393E+01	3.424469E+01	3.348594E+01	3.356597E+01	4.065256E+01	2.879619E+01	3.418327E+01	3.301252E+01	3.255627E+01	3.408586E+01	3.764404E+01	2.337236E+01	2.735666E+01	3.877823E+01	1.439403E+01	5.699654E+01	3.184355E+01	3.992402E+01	2.957148E+01	3.773301E+01	2.754396E+01	4.490683E+01	4.930647E+01	1.920860E+01	3.430005E+01	3.377364E+01	3.131452E+01	3.798952E+01	
2.411259E-07	3.241045E+01	3.183208E+01	3.304664E+01	3.350978E+01	3.029445E+01	3.281170E+01	3.194225E+01	3.285186E+01	3.210085E+01	3.279559E+01	3.193451E+01	3.324882E+01	3.196829E+01	3.329765E+01	3.175088E+01	3.173066E+01	3.293855E+01	3.256337E+01	3.233761E+01	3.267527E+01	3.228354E+01	3.188333E+01	3.353318E+01	3.211778E+01	3.312068E+01	3.238955E+01	3.246657E+01	3.929299E+01	2.786898E+01	3.306289E+01	3.193209E+01	3.149129E+01	3.296891E+01	3.641892E+01	2.259413E+01	2.646063E+01	3.751016E+01	1.392401E+01	5.512230E+01	3.081598E+01	3.856834E+01	2.860117E+01	3.649808E+01	2.665437E+01	4.339651E+01	4.768707E+01	1.858044E+01	3.317480E+01	3.266830E+01	3.029059E+01	3.674298E+01	
2.448736E-07	3.134269E+01	3.078561E+01	3.195562E+01	3.240178E+01	2.930378E+01	3.172927E+01	3.089177E+01	3.176796E+01	3.104439E+01	3.171375E+01	3.088411E+01	3.215038E+01	3.091667E+01	3.219742E+01	3.070717E+01	3.068769E+01	3.185148E+01	3.149002E+01	3.127251E+01	3.159783E+01	3.122041E+01	3.083480E+01	3.242482E+01	3.106071E+01	3.202694E+01	3.132255E+01	3.139667E+01	3.797136E+01	2.696582E+01	3.197261E+01	3.088060E+01	3.045481E+01	3.188195E+01	3.522628E+01	2.183744E+01	2.558866E+01	3.627603E+01	1.346650E+01	5.329879E+01	2.981518E+01	3.725147E+01	2.765698E+01	3.529625E+01	2.578797E+01	4.192874E+01	4.611135E+01	1.796911E+01	3.207985E+01	3.159260E+01	2.929406E+01	3.552999E+01	
2.486796E-07	3.030363E+01	2.976716E+01	3.089404E+01	3.132377E+01	2.833935E+01	3.067601E+01	2.986943E+01	3.071328E+01	3.001626E+01	3.066107E+01	2.986186E+01	3.108164E+01	2.989322E+01	3.112694E+01	2.969140E+01	2.967263E+01	3.079373E+01	3.044555E+01	3.023603E+01	3.054940E+01	3.018584E+01	2.981435E+01	3.134645E+01	3.003199E+01	3.096273E+01	3.028423E+01	3.035553E+01	3.668669E+01	2.608615E+01	3.091166E+01	2.985736E+01	2.944612E+01	3.082424E+01	3.406534E+01	2.110175E+01	2.474015E+01	3.507501E+01	1.302120E+01	5.152473E+01	2.884049E+01	3.597240E+01	2.673827E+01	3.412670E+01	2.494423E+01	4.050241E+01	4.457822E+01	1.737418E+01	3.101448E+01	3.054581E+01	2.832427E+01	3.434974E+01	
2.525447E-07	2.929257E+01	2.877603E+01	2.986118E+01	3.027501E+01	2.740053E+01	2.965121E+01	2.887454E+01	2.968711E+01	2.901579E+01	2.963682E+01	2.886707E+01	3.004184E+01	2.889727E+01	3.008548E+01	2.870287E+01	2.868479E+01	2.976458E+01	2.942926E+01	2.922746E+01	2.952928E+01	2.917912E+01	2.882131E+01	3.029733E+01	2.903093E+01	2.992734E+01	2.927389E+01	2.934246E+01	3.543805E+01	2.522942E+01	2.987935E+01	2.886165E+01	2.846456E+01	2.979507E+01	3.293533E+01	2.038651E+01	2.391455E+01	3.390629E+01	1.258781E+01	4.979893E+01	2.789132E+01	3.473012E+01	2.584442E+01	3.298866E+01	2.412261E+01	3.911647E+01	4.308665E+01	1.679526E+01	2.997794E+01	2.952723E+01	2.738056E+01	3.320141E+01	
2.564699E-07	2.830882E+01	2.781157E+01	2.885634E+01	2.925479E+01	2.648669E+01	2.865417E+01	2.790644E+01	2.868873E+01	2.804228E+01	2.864031E+01	2.789906E+01	2.903029E+01	2.792815E+01	2.907230E+01	2.774093E+01	2.772352E+01	2.876333E+01	2.844045E+01	2.824612E+01	2.853676E+01	2.819957E+01	2.785499E+01	2.927675E+01	2.805687E+01	2.892005E+01	2.829083E+01	2.835677E+01	3.422451E+01	2.439508E+01	2.887497E+01	2.789282E+01	2.750945E+01	2.879375E+01	3.183550E+01	1.969121E+01	2.311128E+01	3.276908E+01	1.216606E+01	4.812017E+01	2.696705E+01	3.352366E+01	2.497482E+01	3.188134E+01	2.332257E+01	3.776985E+01	4.163560E+01	1.623195E+01	2.896953E+01	2.853616E+01	2.646231E+01	3.208423E+01	
2.604561E-07	2.735171E+01	2.687312E+01	2.787883E+01	2.826240E+01	2.559724E+01	2.768420E+01	2.696447E+01	2.771747E+01	2.709509E+01	2.767086E+01	2.695719E+01	2.804629E+01	2.698519E+01	2.808673E+01	2.680492E+01	2.678816E+01	2.778929E+01	2.747844E+01	2.729135E+01	2.757116E+01	2.724653E+01	2.691475E+01	2.828399E+01	2.710913E+01	2.794016E+01	2.733439E+01	2.739779E+01	3.304516E+01	2.358260E+01	2.789782E+01	2.695021E+01	2.658015E+01	2.781958E+01	3.076512E+01	1.901535E+01	2.232979E+01	3.166260E+01	1.175564E+01	4.648729E+01	2.606709E+01	3.235208E+01	2.412886E+01	3.080400E+01	2.254361E+01	3.646154E+01	4.022408E+01	1.568387E+01	2.798856E+01	2.757194E+01	2.556888E+01	3.099743E+01	
2.645043E-07	2.642059E+01	2.596005E+01	2.692798E+01	2.729714E+01	2.473159E+01	2.674064E+01	2.604799E+01	2.677266E+01	2.617356E+01	2.672780E+01	2.604081E+01	2.708915E+01	2.606777E+01	2.712807E+01	2.589422E+01	2.587808E+01	2.684179E+01	2.654258E+01	2.636248E+01	2.663183E+01	2.631934E+01	2.599995E+01	2.731838E+01	2.618708E+01	2.698700E+01	2.640392E+01	2.646486E+01	3.189914E+01	2.279147E+01	2.694725E+01	2.603316E+01	2.567603E+01	2.687190E+01	2.972347E+01	1.835842E+01	2.156956E+01	3.058611E+01	1.135630E+01	4.489916E+01	2.519087E+01	3.121446E+01	2.330597E+01	2.975590E+01	2.178522E+01	3.519055E+01	3.885111E+01	1.515066E+01	2.703435E+01	2.663390E+01	2.469967E+01	2.994025E+01	
2.686153E-07	2.551482E+01	2.507173E+01	2.600311E+01	2.635836E+01	2.388916E+01	2.582283E+01	2.515637E+01	2.585365E+01	2.527707E+01	2.581047E+01	2.514929E+01	2.615821E+01	2.517525E+01	2.619567E+01	2.500821E+01	2.499267E+01	2.592017E+01	2.563223E+01	2.545890E+01	2.571812E+01	2.541738E+01	2.510997E+01	2.637923E+01	2.529008E+01	2.605991E+01	2.549878E+01	2.555734E+01	3.078557E+01	2.202119E+01	2.602260E+01	2.514106E+01	2.479647E+01	2.595006E+01	2.870987E+01	1.771995E+01	2.083005E+01	2.953887E+01	1.096775E+01	4.335466E+01	2.433781E+01	3.010989E+01	2.250558E+01	2.873632E+01	2.104692E+01	3.395590E+01	3.751573E+01	1.463194E+01	2.610623E+01	2.572140E+01	2.385408E+01	2.891197E+01	
2.727903E-07	2.463378E+01	2.420757E+01	2.510360E+01	2.544538E+01	2.306939E+01	2.493014E+01	2.428902E+01	2.495980E+01	2.440500E+01	2.491825E+01	2.428204E+01	2.525282E+01	2.430701E+01	2.528886E+01	2.414627E+01	2.413132E+01	2.502380E+01	2.474675E+01	2.457997E+01	2.482939E+01	2.454001E+01	2.424420E+01	2.546588E+01	2.441752E+01	2.515825E+01	2.461834E+01	2.467461E+01	2.970362E+01	2.127125E+01	2.512322E+01	2.427329E+01	2.394087E+01	2.505342E+01	2.772363E+01	1.709946E+01	2.011076E+01	2.852016E+01	1.058974E+01	4.185271E+01	2.350738E+01	2.903749E+01	2.172712E+01	2.774456E+01	2.032823E+01	3.275664E+01	3.621702E+01	1.412735E+01	2.520357E+01	2.483380E+01	2.303153E+01	2.791187E+01	
2.770302E-07	2.377685E+01	2.336696E+01	2.422881E+01	2.455757E+01	2.227173E+01	2.406195E+01	2.344533E+01	2.409048E+01	2.355675E+01	2.405052E+01	2.343845E+01	2.437235E+01	2.346248E+01	2.440701E+01	2.330782E+01	2.329344E+01	2.415205E+01	2.388553E+01	2.372508E+01	2.396503E+01	2.368664E+01	2.340205E+01	2.457771E+01	2.356879E+01	2.428138E+01	2.376200E+01	2.381605E+01	2.865249E+01	2.054118E+01	2.424849E+01	2.342925E+01	2.310863E+01	2.418135E+01	2.676408E+01	1.649649E+01	1.941118E+01	2.752928E+01	1.022200E+01	4.039224E+01	2.269903E+01	2.799642E+01	2.097006E+01	2.677993E+01	1.962867E+01	3.159186E+01	3.495406E+01	1.363656E+01	2.432572E+01	2.397051E+01	2.223146E+01	2.693925E+01	
2.813359E-07	2.294344E+01	2.254933E+01	2.337813E+01	2.369430E+01	2.149565E+01	2.321766E+01	2.262472E+01	2.324509E+01	2.273173E+01	2.320665E+01	2.261794E+01	2.351618E+01	2.264106E+01	2.354951E+01	2.249229E+01	2.247845E+01	2.330431E+01	2.304797E+01	2.289365E+01	2.312444E+01	2.285667E+01	2.258293E+01	2.371407E+01	2.274332E+01	2.342869E+01	2.292916E+01	2.298106E+01	2.763136E+01	1.983051E+01	2.339781E+01	2.260835E+01	2.229919E+01	2.333326E+01	2.583057E+01	1.591060E+01	1.873084E+01	2.656555E+01	9.864289E+00	3.897222E+01	2.191224E+01	2.698584E+01	2.023386E+01	2.584176E+01	1.894780E+01	3.046065E+01	3.372596E+01	1.315922E+01	2.347208E+01	2.313091E+01	2.145331E+01	2.599343E+01	
2.857086E-07	2.213297E+01	2.175411E+01	2.255097E+01	2.285495E+01	2.074061E+01	2.239666E+01	2.182661E+01	2.242304E+01	2.192938E+01	2.238608E+01	2.181995E+01	2.268370E+01	2.184217E+01	2.271575E+01	2.169910E+01	2.168579E+01	2.247998E+01	2.223349E+01	2.208509E+01	2.230702E+01	2.204953E+01	2.178627E+01	2.287437E+01	2.194052E+01	2.259958E+01	2.211923E+01	2.216907E+01	2.663947E+01	1.913876E+01	2.257058E+01	2.181003E+01	2.151198E+01	2.250854E+01	2.492247E+01	1.534135E+01	1.806924E+01	2.562829E+01	9.516356E+00	3.759164E+01	2.114648E+01	2.600493E+01	1.951801E+01	2.492941E+01	1.828516E+01	2.936213E+01	3.253186E+01	1.269499E+01	2.264203E+01	2.231441E+01	2.069654E+01	2.507375E+01	
2.901493E-07	2.134487E+01	2.098076E+01	2.174672E+01	2.203894E+01	2.000611E+01	2.159838E+01	2.105047E+01	2.162374E+01	2.114913E+01	2.158821E+01	2.104391E+01	2.187432E+01	2.106528E+01	2.190513E+01	2.092771E+01	2.091491E+01	2.167848E+01	2.144151E+01	2.129883E+01	2.151221E+01	2.126465E+01	2.101153E+01	2.205800E+01	2.115984E+01	2.179345E+01	2.133166E+01	2.137950E+01	2.567605E+01	1.846550E+01	2.176621E+01	2.103372E+01	2.074645E+01	2.170661E+01	2.403916E+01	1.478831E+01	1.742593E+01	2.471685E+01	9.177961E+00	3.624951E+01	2.040126E+01	2.505290E+01	1.882200E+01	2.404222E+01	1.764032E+01	2.829544E+01	3.137092E+01	1.224356E+01	2.183501E+01	2.152046E+01	1.996062E+01	2.417955E+01	
2.946589E-07	2.057859E+01	2.022872E+01	2.096483E+01	2.124568E+01	1.929165E+01	2.082226E+01	2.029574E+01	2.084663E+01	2.039043E+01	2.081248E+01	2.028928E+01	2.108747E+01	2.030983E+01	2.111708E+01	2.017758E+01	2.016528E+01	2.089925E+01	2.067148E+01	2.053433E+01	2.073943E+01	2.050147E+01	2.025815E+01	2.126438E+01	2.040072E+01	2.100975E+01	2.056589E+01	2.061180E+01	2.474037E+01	1.781027E+01	2.098415E+01	2.027888E+01	2.000206E+01	2.092692E+01	2.318002E+01	1.425106E+01	1.680046E+01	2.383058E+01	8.848871E+00	3.494487E+01	1.967608E+01	2.412898E+01	1.814534E+01	2.317958E+01	1.701284E+01	2.725976E+01	3.024229E+01	1.180461E+01	2.105042E+01	2.074848E+01	1.924504E+01	2.331020E+01	
2.992387E-07	1.983358E+01	1.949748E+01	2.020474E+01	2.047460E+01	1.859674E+01	2.006774E+01	1.956189E+01	2.009116E+01	1.965275E+01	2.005834E+01	1.955554E+01	2.032258E+01	1.957529E+01	2.035103E+01	1.944818E+01	1.943636E+01	2.014172E+01	1.992284E+01	1.979105E+01	1.998814E+01	1.975947E+01	1.952562E+01	2.049293E+01	1.966265E+01	2.024790E+01	1.982138E+01	1.986542E+01	2.383170E+01	1.717266E+01	2.022382E+01	1.954498E+01	1.927830E+01	2.016890E+01	2.234447E+01	1.372920E+01	1.619237E+01	2.296888E+01	8.528855E+00	3.367678E+01	1.897046E+01	2.323243E+01	1.748754E+01	2.234088E+01	1.640231E+01	2.625426E+01	2.914517E+01	1.137782E+01	2.028771E+01	1.999794E+01	1.854928E+01	2.246508E+01	
3.038896E-07	1.910931E+01	1.878652E+01	1.946590E+01	1.972514E+01	1.792089E+01	1.933428E+01	1.884841E+01	1.935678E+01	1.893557E+01	1.932526E+01	1.884217E+01	1.957911E+01	1.886114E+01	1.960644E+01	1.873901E+01	1.872765E+01	1.940535E+01	1.919508E+01	1.906845E+01	1.925781E+01	1.903811E+01	1.881342E+01	1.974311E+01	1.894508E+01	1.950736E+01	1.909759E+01	1.913984E+01	2.294935E+01	1.655223E+01	1.948470E+01	1.883149E+01	1.857464E+01	1.943202E+01	2.153192E+01	1.322232E+01	1.560124E+01	2.213112E+01	8.217690E+00	3.244432E+01	1.828393E+01	2.236250E+01	1.684812E+01	2.152552E+01	1.580833E+01	2.527815E+01	2.807878E+01	1.096290E+01	1.954633E+01	1.926829E+01	1.787287E+01	2.164359E+01	
3.086129E-07	1.840527E+01	1.809534E+01	1.874778E+01	1.899676E+01	1.726365E+01	1.862136E+01	1.815479E+01	1.864298E+01	1.823838E+01	1.861269E+01	1.814866E+01	1.885651E+01	1.816688E+01	1.888276E+01	1.804956E+01	1.803864E+01	1.868963E+01	1.848765E+01	1.836602E+01	1.854791E+01	1.833688E+01	1.812104E+01	1.901437E+01	1.824751E+01	1.878760E+01	1.839401E+01	1.843452E+01	2.209262E+01	1.594857E+01	1.876625E+01	1.813791E+01	1.789059E+01	1.871575E+01	2.074182E+01	1.273005E+01	1.502664E+01	2.131672E+01	7.915158E+00	3.124658E+01	1.761603E+01	2.151847E+01	1.622664E+01	2.073293E+01	1.523049E+01	2.433066E+01	2.704235E+01	1.055955E+01	1.882576E+01	1.855902E+01	1.721532E+01	2.084513E+01	
3.134095E-07	1.772096E+01	1.742344E+01	1.804986E+01	1.828893E+01	1.662455E+01	1.792847E+01	1.748053E+01	1.794922E+01	1.756068E+01	1.792014E+01	1.747451E+01	1.815426E+01	1.749201E+01	1.817947E+01	1.737933E+01	1.736885E+01	1.799402E+01	1.780007E+01	1.768326E+01	1.785794E+01	1.765528E+01	1.744799E+01	1.830618E+01	1.756945E+01	1.808810E+01	1.771014E+01	1.774898E+01	2.126085E+01	1.536129E+01	1.806796E+01	1.746375E+01	1.722567E+01	1.801957E+01	1.997360E+01	1.225201E+01	1.446816E+01	2.052508E+01	7.621044E+00	3.008270E+01	1.696631E+01	2.069966E+01	1.562264E+01	1.996252E+01	1.466841E+01	2.341103E+01	2.603511E+01	1.016748E+01	1.812546E+01	1.786962E+01	1.657615E+01	2.006912E+01	
3.182807E-07	1.705587E+01	1.677034E+01	1.737163E+01	1.760113E+01	1.600316E+01	1.725509E+01	1.682517E+01	1.727502E+01	1.690199E+01	1.724710E+01	1.681925E+01	1.747185E+01	1.683606E+01	1.749605E+01	1.672786E+01	1.671780E+01	1.731803E+01	1.713183E+01	1.701968E+01	1.718738E+01	1.699281E+01	1.679379E+01	1.761803E+01	1.691041E+01	1.740834E+01	1.704549E+01	1.708271E+01	2.045338E+01	1.478998E+01	1.738932E+01	1.680851E+01	1.657939E+01	1.734298E+01	1.922674E+01	1.178782E+01	1.392540E+01	1.975565E+01	7.335141E+00	2.895182E+01	1.633434E+01	1.990539E+01	1.503569E+01	1.921376E+01	1.412169E+01	2.251852E+01	2.505634E+01	9.786410E+00	1.744492E+01	1.719959E+01	1.595492E+01	1.931501E+01	
3.232276E-07	1.640954E+01	1.613558E+01	1.671260E+01	1.693285E+01	1.539903E+01	1.660075E+01	1.618821E+01	1.661988E+01	1.626183E+01	1.659308E+01	1.618241E+01	1.680879E+01	1.619854E+01	1.683201E+01	1.609468E+01	1.608502E+01	1.666115E+01	1.648244E+01	1.637480E+01	1.653576E+01	1.634901E+01	1.615796E+01	1.694940E+01	1.626991E+01	1.674783E+01	1.639957E+01	1.643523E+01	1.966958E+01	1.423427E+01	1.672984E+01	1.617173E+01	1.595129E+01	1.668549E+01	1.850069E+01	1.133712E+01	1.339795E+01	1.900786E+01	7.057243E+00	2.785311E+01	1.571968E+01	1.913498E+01	1.446534E+01	1.848609E+01	1.358998E+01	2.165241E+01	2.410532E+01	9.416067E+00	1.678366E+01	1.654845E+01	1.535116E+01	1.858224E+01	
3.282514E-07	1.578148E+01	1.551870E+01	1.607229E+01	1.628361E+01	1.481173E+01	1.596497E+01	1.556921E+01	1.598332E+01	1.563973E+01	1.595761E+01	1.556352E+01	1.616458E+01	1.557900E+01	1.618686E+01	1.547933E+01	1.547005E+01	1.602292E+01	1.585144E+01	1.574815E+01	1.590261E+01	1.572339E+01	1.554006E+01	1.629981E+01	1.564749E+01	1.610609E+01	1.577192E+01	1.580608E+01	1.890882E+01	1.369377E+01	1.608903E+01	1.555294E+01	1.534092E+01	1.604663E+01	1.779495E+01	1.089957E+01	1.288545E+01	1.828119E+01	6.787153E+00	2.678575E+01	1.512191E+01	1.838781E+01	1.391119E+01	1.777899E+01	1.307290E+01	2.081201E+01	2.318135E+01	9.056181E+00	1.614118E+01	1.591573E+01	1.476445E+01	1.787028E+01	
3.333532E-07	1.517124E+01	1.491926E+01	1.545022E+01	1.565292E+01	1.424087E+01	1.534727E+01	1.496772E+01	1.536487E+01	1.503525E+01	1.534021E+01	1.496213E+01	1.553874E+01	1.497699E+01	1.556011E+01	1.488135E+01	1.487246E+01	1.540286E+01	1.523836E+01	1.513927E+01	1.528744E+01	1.511552E+01	1.493962E+01	1.566877E+01	1.504270E+01	1.548264E+01	1.516207E+01	1.519478E+01	1.817050E+01	1.316812E+01	1.546644E+01	1.495169E+01	1.474783E+01	1.542591E+01	1.710902E+01	1.047482E+01	1.238750E+01	1.757509E+01	6.524676E+00	2.574894E+01	1.454063E+01	1.766323E+01	1.337283E+01	1.709194E+01	1.257010E+01	1.999663E+01	2.228375E+01	8.706490E+00	1.551701E+01	1.530095E+01	1.419436E+01	1.717859E+01	
