x 	 NNPDF3 	 MMHT14 	 CJ15 	 CT14
1.846425E-03 	 -2.389034E-01 	 -1.069596E+00 	 0.000000E+00 	 0.000000E+00
1.933892E-03 	 -2.548988E-01 	 -1.056625E+00 	 0.000000E+00 	 0.000000E+00
2.025502E-03 	 -2.712216E-01 	 -1.043961E+00 	 0.000000E+00 	 0.000000E+00
2.121452E-03 	 -2.883529E-01 	 -1.031478E+00 	 0.000000E+00 	 0.000000E+00
2.221947E-03 	 -3.063137E-01 	 -1.019049E+00 	 0.000000E+00 	 0.000000E+00
2.327202E-03 	 -3.246580E-01 	 -1.006601E+00 	 0.000000E+00 	 0.000000E+00
2.437444E-03 	 -3.430029E-01 	 -9.940694E-01 	 0.000000E+00 	 0.000000E+00
2.552908E-03 	 -3.610222E-01 	 -9.814048E-01 	 0.000000E+00 	 0.000000E+00
2.673842E-03 	 -3.784408E-01 	 -9.685669E-01 	 0.000000E+00 	 0.000000E+00
2.800504E-03 	 -3.950289E-01 	 -9.555248E-01 	 0.000000E+00 	 0.000000E+00
2.933166E-03 	 -4.106380E-01 	 -9.422562E-01 	 0.000000E+00 	 0.000000E+00
3.072113E-03 	 -4.274750E-01 	 -9.287456E-01 	 0.000000E+00 	 0.000000E+00
3.217642E-03 	 -4.455325E-01 	 -9.149842E-01 	 0.000000E+00 	 0.000000E+00
3.370064E-03 	 -4.631620E-01 	 -9.009683E-01 	 0.000000E+00 	 0.000000E+00
3.529707E-03 	 -4.789905E-01 	 -8.866993E-01 	 0.000000E+00 	 0.000000E+00
3.696913E-03 	 -4.918902E-01 	 -8.721826E-01 	 0.000000E+00 	 0.000000E+00
3.872039E-03 	 -5.009510E-01 	 -8.574271E-01 	 0.000000E+00 	 0.000000E+00
4.055461E-03 	 -5.054555E-01 	 -8.424835E-01 	 0.000000E+00 	 0.000000E+00
4.247572E-03 	 -5.048675E-01 	 -8.279176E-01 	 0.000000E+00 	 0.000000E+00
4.448783E-03 	 -5.004319E-01 	 -8.137387E-01 	 0.000000E+00 	 0.000000E+00
4.659526E-03 	 -4.935485E-01 	 -7.997519E-01 	 0.000000E+00 	 0.000000E+00
4.880252E-03 	 -4.846444E-01 	 -7.857946E-01 	 0.000000E+00 	 0.000000E+00
5.111433E-03 	 -4.740992E-01 	 -7.717330E-01 	 0.000000E+00 	 0.000000E+00
5.353567E-03 	 -4.622488E-01 	 -7.574591E-01 	 0.000000E+00 	 0.000000E+00
5.607170E-03 	 -4.493900E-01 	 -7.428874E-01 	 0.000000E+00 	 0.000000E+00
5.872787E-03 	 -4.357835E-01 	 -7.279523E-01 	 0.000000E+00 	 0.000000E+00
6.150986E-03 	 -4.216540E-01 	 -7.127026E-01 	 0.000000E+00 	 0.000000E+00
6.442364E-03 	 -4.059016E-01 	 -6.975574E-01 	 0.000000E+00 	 0.000000E+00
6.747544E-03 	 -3.884093E-01 	 -6.824555E-01 	 0.000000E+00 	 0.000000E+00
7.067181E-03 	 -3.702933E-01 	 -6.672845E-01 	 0.000000E+00 	 0.000000E+00
7.401960E-03 	 -3.524931E-01 	 -6.519541E-01 	 0.000000E+00 	 0.000000E+00
7.752597E-03 	 -3.357907E-01 	 -6.363942E-01 	 0.000000E+00 	 0.000000E+00
8.119845E-03 	 -3.208277E-01 	 -6.205889E-01 	 0.000000E+00 	 0.000000E+00
8.504489E-03 	 -3.081214E-01 	 -6.049233E-01 	 0.000000E+00 	 0.000000E+00
8.907355E-03 	 -2.980786E-01 	 -5.892672E-01 	 0.000000E+00 	 0.000000E+00
9.329304E-03 	 -2.901279E-01 	 -5.733568E-01 	 0.000000E+00 	 0.000000E+00
9.771242E-03 	 -2.833673E-01 	 -5.569786E-01 	 0.000000E+00 	 0.000000E+00
1.023411E-02 	 -2.775943E-01 	 -5.401322E-01 	 0.000000E+00 	 0.000000E+00
1.071891E-02 	 -2.726300E-01 	 -5.236238E-01 	 0.000000E+00 	 0.000000E+00
1.122668E-02 	 -2.683172E-01 	 -5.073547E-01 	 0.000000E+00 	 0.000000E+00
1.175850E-02 	 -2.645180E-01 	 -4.910976E-01 	 0.000000E+00 	 0.000000E+00
1.231551E-02 	 -2.611123E-01 	 -4.746674E-01 	 0.000000E+00 	 0.000000E+00
1.289890E-02 	 -2.579956E-01 	 -4.579159E-01 	 0.000000E+00 	 0.000000E+00
1.350994E-02 	 -2.552355E-01 	 -4.407280E-01 	 0.000000E+00 	 0.000000E+00
1.414991E-02 	 -2.528800E-01 	 -4.230515E-01 	 0.000000E+00 	 0.000000E+00
1.482021E-02 	 -2.507934E-01 	 -4.056375E-01 	 0.000000E+00 	 0.000000E+00
1.552225E-02 	 -2.488594E-01 	 -3.886060E-01 	 0.000000E+00 	 0.000000E+00
1.625756E-02 	 -2.469792E-01 	 -3.717138E-01 	 0.000000E+00 	 0.000000E+00
1.702769E-02 	 -2.450696E-01 	 -3.547620E-01 	 0.000000E+00 	 0.000000E+00
1.783431E-02 	 -2.430616E-01 	 -3.375902E-01 	 0.000000E+00 	 0.000000E+00
1.867914E-02 	 -2.408988E-01 	 -3.200728E-01 	 0.000000E+00 	 0.000000E+00
1.956398E-02 	 -2.388939E-01 	 -3.021139E-01 	 0.000000E+00 	 0.000000E+00
2.049075E-02 	 -2.372752E-01 	 -2.837763E-01 	 0.000000E+00 	 0.000000E+00
2.146141E-02 	 -2.357294E-01 	 -2.657228E-01 	 0.000000E+00 	 0.000000E+00
2.247806E-02 	 -2.339929E-01 	 -2.480051E-01 	 0.000000E+00 	 0.000000E+00
2.354286E-02 	 -2.318485E-01 	 -2.305763E-01 	 0.000000E+00 	 0.000000E+00
2.465811E-02 	 -2.291205E-01 	 -2.133992E-01 	 0.000000E+00 	 0.000000E+00
2.582619E-02 	 -2.256692E-01 	 -1.964454E-01 	 0.000000E+00 	 0.000000E+00
2.704960E-02 	 -2.213875E-01 	 -1.796937E-01 	 0.000000E+00 	 0.000000E+00
2.833096E-02 	 -2.177564E-01 	 -1.631296E-01 	 0.000000E+00 	 0.000000E+00
2.967302E-02 	 -2.160547E-01 	 -1.467442E-01 	 0.000000E+00 	 0.000000E+00
3.107866E-02 	 -2.147618E-01 	 -1.305134E-01 	 0.000000E+00 	 0.000000E+00
3.255089E-02 	 -2.125870E-01 	 -1.144136E-01 	 0.000000E+00 	 0.000000E+00
3.409285E-02 	 -2.084676E-01 	 -9.848427E-02 	 0.000000E+00 	 0.000000E+00
3.570786E-02 	 -2.015436E-01 	 -8.276342E-02 	 0.000000E+00 	 0.000000E+00
3.739937E-02 	 -1.911344E-01 	 -6.728556E-02 	 0.000000E+00 	 0.000000E+00
3.917101E-02 	 -1.767175E-01 	 -5.208179E-02 	 0.000000E+00 	 0.000000E+00
4.102658E-02 	 -1.586441E-01 	 -3.718089E-02 	 0.000000E+00 	 0.000000E+00
4.297005E-02 	 -1.384910E-01 	 -2.266274E-02 	 0.000000E+00 	 0.000000E+00
4.500558E-02 	 -1.169758E-01 	 -8.660208E-03 	 0.000000E+00 	 0.000000E+00
4.713753E-02 	 -9.470218E-02 	 4.713832E-03 	 0.000000E+00 	 0.000000E+00
4.937048E-02 	 -7.218828E-02 	 1.736803E-02 	 0.000000E+00 	 0.000000E+00
5.170920E-02 	 -4.987514E-02 	 2.923019E-02 	 0.000000E+00 	 0.000000E+00
5.415871E-02 	 -2.813470E-02 	 4.024510E-02 	 0.000000E+00 	 0.000000E+00
5.672426E-02 	 -7.277102E-03 	 5.037255E-02 	 0.000000E+00 	 0.000000E+00
5.941134E-02 	 1.336866E-02 	 5.958555E-02 	 0.000000E+00 	 0.000000E+00
6.222571E-02 	 3.490498E-02 	 6.812464E-02 	 0.000000E+00 	 0.000000E+00
6.517340E-02 	 5.634284E-02 	 7.637143E-02 	 0.000000E+00 	 0.000000E+00
6.826072E-02 	 7.680638E-02 	 8.407028E-02 	 0.000000E+00 	 0.000000E+00
7.149429E-02 	 9.557137E-02 	 9.099431E-02 	 0.000000E+00 	 0.000000E+00
7.488104E-02 	 1.120485E-01 	 9.696106E-02 	 0.000000E+00 	 0.000000E+00
7.842822E-02 	 1.257680E-01 	 1.018274E-01 	 0.000000E+00 	 0.000000E+00
8.214344E-02 	 1.363662E-01 	 1.056160E-01 	 0.000000E+00 	 0.000000E+00
8.603464E-02 	 1.439448E-01 	 1.087790E-01 	 0.000000E+00 	 0.000000E+00
9.011018E-02 	 1.492824E-01 	 1.111891E-01 	 0.000000E+00 	 0.000000E+00
9.437878E-02 	 1.524811E-01 	 1.126825E-01 	 0.000000E+00 	 0.000000E+00
9.884959E-02 	 1.536229E-01 	 1.131323E-01 	 0.000000E+00 	 0.000000E+00
1.035322E-01 	 1.527621E-01 	 1.126044E-01 	 0.000000E+00 	 0.000000E+00
1.084366E-01 	 1.501096E-01 	 1.114303E-01 	 0.000000E+00 	 0.000000E+00
1.135733E-01 	 1.461120E-01 	 1.095936E-01 	 0.000000E+00 	 0.000000E+00
1.189534E-01 	 1.411566E-01 	 1.070741E-01 	 0.000000E+00 	 0.000000E+00
1.245883E-01 	 1.349645E-01 	 1.038633E-01 	 0.000000E+00 	 0.000000E+00
1.304902E-01 	 1.279549E-01 	 9.995809E-02 	 0.000000E+00 	 0.000000E+00
1.366716E-01 	 1.210211E-01 	 9.545728E-02 	 0.000000E+00 	 0.000000E+00
1.431459E-01 	 1.144485E-01 	 9.051082E-02 	 0.000000E+00 	 0.000000E+00
1.499268E-01 	 1.078925E-01 	 8.525003E-02 	 0.000000E+00 	 0.000000E+00
1.570290E-01 	 1.012204E-01 	 7.963436E-02 	 0.000000E+00 	 0.000000E+00
1.644676E-01 	 9.435530E-02 	 7.370482E-02 	 0.000000E+00 	 0.000000E+00
1.722586E-01 	 8.760150E-02 	 6.768520E-02 	 0.000000E+00 	 0.000000E+00
1.804186E-01 	 8.122615E-02 	 6.167163E-02 	 0.000000E+00 	 0.000000E+00
1.889652E-01 	 7.500699E-02 	 5.557310E-02 	 0.000000E+00 	 0.000000E+00
1.979167E-01 	 6.866146E-02 	 4.961399E-02 	 0.000000E+00 	 0.000000E+00
2.072922E-01 	 6.223994E-02 	 4.388480E-02 	 0.000000E+00 	 0.000000E+00
2.171118E-01 	 5.563571E-02 	 3.832750E-02 	 0.000000E+00 	 0.000000E+00
2.273966E-01 	 4.901162E-02 	 3.312992E-02 	 0.000000E+00 	 0.000000E+00
2.381686E-01 	 4.265698E-02 	 2.825202E-02 	 0.000000E+00 	 0.000000E+00
2.494508E-01 	 3.681669E-02 	 2.377196E-02 	 0.000000E+00 	 0.000000E+00
2.612675E-01 	 3.177018E-02 	 1.973511E-02 	 0.000000E+00 	 0.000000E+00
2.736440E-01 	 2.652759E-02 	 1.612264E-02 	 0.000000E+00 	 0.000000E+00
2.866068E-01 	 2.077450E-02 	 1.296114E-02 	 0.000000E+00 	 0.000000E+00
3.001836E-01 	 1.418892E-02 	 1.022676E-02 	 0.000000E+00 	 0.000000E+00
3.144035E-01 	 7.995148E-03 	 7.919713E-03 	 0.000000E+00 	 0.000000E+00
3.292971E-01 	 3.276488E-03 	 6.002123E-03 	 0.000000E+00 	 0.000000E+00
3.448962E-01 	 6.062333E-04 	 4.448418E-03 	 0.000000E+00 	 0.000000E+00
3.612343E-01 	 7.204702E-04 	 3.212708E-03 	 0.000000E+00 	 0.000000E+00
3.783463E-01 	 4.114098E-03 	 2.256410E-03 	 0.000000E+00 	 0.000000E+00
3.962689E-01 	 7.675610E-03 	 1.539262E-03 	 0.000000E+00 	 0.000000E+00
4.150405E-01 	 9.091955E-03 	 1.013093E-03 	 0.000000E+00 	 0.000000E+00
4.347013E-01 	 1.005283E-02 	 6.417673E-04 	 0.000000E+00 	 0.000000E+00
4.552935E-01 	 1.263695E-02 	 3.904800E-04 	 0.000000E+00 	 0.000000E+00
4.768612E-01 	 1.515650E-02 	 2.267145E-04 	 0.000000E+00 	 0.000000E+00
4.994505E-01 	 1.718198E-02 	 1.247559E-04 	 0.000000E+00 	 0.000000E+00
5.231099E-01 	 1.783823E-02 	 6.442976E-05 	 0.000000E+00 	 0.000000E+00
5.478901E-01 	 1.736658E-02 	 3.090401E-05 	 0.000000E+00 	 0.000000E+00
5.738442E-01 	 1.596891E-02 	 1.373274E-05 	 0.000000E+00 	 0.000000E+00
6.010277E-01 	 1.352881E-02 	 5.514606E-06 	 0.000000E+00 	 0.000000E+00
6.294989E-01 	 1.011480E-02 	 1.957914E-06 	 0.000000E+00 	 0.000000E+00
6.593188E-01 	 6.970223E-03 	 6.000638E-07 	 0.000000E+00 	 0.000000E+00
6.905514E-01 	 6.160862E-03 	 1.568599E-07 	 0.000000E+00 	 0.000000E+00
7.232634E-01 	 4.349512E-03 	 3.392297E-08 	 0.000000E+00 	 0.000000E+00
7.575250E-01 	 2.634178E-03 	 4.828392E-09 	 0.000000E+00 	 0.000000E+00
7.934097E-01 	 1.364737E-03 	 5.268281E-10 	 0.000000E+00 	 0.000000E+00
8.309942E-01 	 7.509269E-04 	 2.331533E-11 	 0.000000E+00 	 0.000000E+00
8.703591E-01 	 2.368714E-04 	 6.231509E-13 	 0.000000E+00 	 0.000000E+00
9.115888E-01 	 1.238702E-04 	 -1.369092E-14 	 0.000000E+00 	 0.000000E+00
9.547716E-01 	 3.117061E-05 	 -2.147270E-17 	 0.000000E+00 	 0.000000E+00
1.000000E+00 	 0.000000E+00 	 0.000000E+00 	 0.000000E+00 	 0.000000E+00
