x	s-sbar	delta
1.2705E-01	-1.3127E-03	3.8708E-04
1.2904E-01	-9.0973E-04	4.8983E-04
1.3102E-01	-5.1354E-04	6.0250E-04
1.3301E-01	-1.2410E-04	7.1906E-04
1.3499E-01	2.5866E-04	8.3676E-04
1.3697E-01	6.3480E-04	9.5419E-04
1.3896E-01	1.0044E-03	1.0706E-03
1.4094E-01	1.3674E-03	1.1856E-03
1.4293E-01	1.7241E-03	1.2989E-03
1.4491E-01	2.0743E-03	1.4104E-03
1.4689E-01	2.4181E-03	1.5199E-03
1.4888E-01	2.7556E-03	1.6274E-03
1.5086E-01	3.0869E-03	1.7328E-03
1.5285E-01	3.4119E-03	1.8361E-03
1.5483E-01	3.7307E-03	1.9374E-03
1.5681E-01	4.0433E-03	2.0365E-03
1.5880E-01	4.3498E-03	2.1335E-03
1.6078E-01	4.6503E-03	2.2284E-03
1.6277E-01	4.9447E-03	2.3213E-03
1.6475E-01	5.2330E-03	2.4120E-03
1.6673E-01	5.5154E-03	2.5006E-03
1.6872E-01	5.7918E-03	2.5872E-03
1.7070E-01	6.0624E-03	2.6717E-03
1.7269E-01	6.3270E-03	2.7542E-03
1.7467E-01	6.5858E-03	2.8346E-03
1.7665E-01	6.8388E-03	2.9130E-03
1.7864E-01	7.0860E-03	2.9894E-03
1.8062E-01	7.3274E-03	3.0639E-03
1.8261E-01	7.5631E-03	3.1363E-03
1.8459E-01	7.7932E-03	3.2067E-03
1.8657E-01	8.0175E-03	3.2752E-03
1.8856E-01	8.2363E-03	3.3418E-03
1.9054E-01	8.4495E-03	3.4065E-03
1.9253E-01	8.6571E-03	3.4692E-03
1.9451E-01	8.8592E-03	3.5301E-03
1.9649E-01	9.0559E-03	3.5890E-03
1.9848E-01	9.2471E-03	3.6461E-03
2.0046E-01	9.4328E-03	3.7014E-03
2.0244E-01	9.6132E-03	3.7548E-03
2.0443E-01	9.7883E-03	3.8065E-03
2.0641E-01	9.9581E-03	3.8563E-03
2.0840E-01	1.0123E-02	3.9043E-03
2.1038E-01	1.0282E-02	3.9506E-03
2.1236E-01	1.0436E-02	3.9951E-03
2.1435E-01	1.0585E-02	4.0379E-03
2.1633E-01	1.0729E-02	4.0790E-03
2.1832E-01	1.0868E-02	4.1184E-03
2.2030E-01	1.1001E-02	4.1560E-03
2.2228E-01	1.1130E-02	4.1921E-03
2.2427E-01	1.1254E-02	4.2264E-03
2.2625E-01	1.1373E-02	4.2592E-03
2.2824E-01	1.1487E-02	4.2903E-03
2.3022E-01	1.1596E-02	4.3198E-03
2.3220E-01	1.1701E-02	4.3478E-03
2.3419E-01	1.1801E-02	4.3742E-03
2.3617E-01	1.1896E-02	4.3990E-03
2.3816E-01	1.1986E-02	4.4224E-03
2.4014E-01	1.2072E-02	4.4442E-03
2.4212E-01	1.2154E-02	4.4645E-03
2.4411E-01	1.2231E-02	4.4834E-03
2.4609E-01	1.2303E-02	4.5008E-03
2.4808E-01	1.2371E-02	4.5167E-03
2.5006E-01	1.2435E-02	4.5313E-03
2.5204E-01	1.2495E-02	4.5445E-03
2.5403E-01	1.2550E-02	4.5562E-03
2.5601E-01	1.2601E-02	4.5667E-03
2.5800E-01	1.2648E-02	4.5758E-03
2.5998E-01	1.2691E-02	4.5835E-03
2.6196E-01	1.2730E-02	4.5900E-03
2.6395E-01	1.2765E-02	4.5952E-03
2.6593E-01	1.2796E-02	4.5991E-03
2.6792E-01	1.2823E-02	4.6018E-03
2.6990E-01	1.2846E-02	4.6033E-03
2.7188E-01	1.2866E-02	4.6035E-03
2.7387E-01	1.2882E-02	4.6026E-03
2.7585E-01	1.2894E-02	4.6006E-03
2.7784E-01	1.2903E-02	4.5973E-03
2.7982E-01	1.2908E-02	4.5930E-03
2.8180E-01	1.2910E-02	4.5876E-03
2.8379E-01	1.2908E-02	4.5810E-03
2.8577E-01	1.2903E-02	4.5735E-03
2.8776E-01	1.2895E-02	4.5648E-03
2.8974E-01	1.2883E-02	4.5552E-03
2.9172E-01	1.2868E-02	4.5445E-03
2.9371E-01	1.2850E-02	4.5329E-03
2.9569E-01	1.2829E-02	4.5203E-03
2.9768E-01	1.2805E-02	4.5068E-03
2.9966E-01	1.2778E-02	4.4923E-03
3.0164E-01	1.2749E-02	4.4770E-03
3.0363E-01	1.2716E-02	4.4607E-03
3.0561E-01	1.2681E-02	4.4436E-03
3.0760E-01	1.2642E-02	4.4257E-03
3.0958E-01	1.2602E-02	4.4069E-03
3.1156E-01	1.2558E-02	4.3874E-03
3.1355E-01	1.2512E-02	4.3670E-03
3.1553E-01	1.2464E-02	4.3459E-03
3.1752E-01	1.2413E-02	4.3241E-03
3.1950E-01	1.2360E-02	4.3015E-03
3.2148E-01	1.2304E-02	4.2783E-03
3.2347E-01	1.2246E-02	4.2543E-03
3.2545E-01	1.2186E-02	4.2297E-03
3.2743E-01	1.2124E-02	4.2044E-03
3.2942E-01	1.2060E-02	4.1786E-03
3.3140E-01	1.1994E-02	4.1521E-03
3.3339E-01	1.1925E-02	4.1250E-03
3.3537E-01	1.1855E-02	4.0973E-03
3.3735E-01	1.1783E-02	4.0691E-03
3.3934E-01	1.1709E-02	4.0404E-03
3.4132E-01	1.1634E-02	4.0112E-03
3.4331E-01	1.1557E-02	3.9815E-03
3.4529E-01	1.1478E-02	3.9512E-03
3.4727E-01	1.1397E-02	3.9206E-03
3.4926E-01	1.1315E-02	3.8895E-03
3.5124E-01	1.1232E-02	3.8580E-03
3.5323E-01	1.1147E-02	3.8260E-03
3.5521E-01	1.1061E-02	3.7937E-03
3.5719E-01	1.0973E-02	3.7610E-03
3.5918E-01	1.0885E-02	3.7280E-03
3.6116E-01	1.0795E-02	3.6946E-03
3.6315E-01	1.0704E-02	3.6609E-03
3.6513E-01	1.0611E-02	3.6269E-03
3.6711E-01	1.0518E-02	3.5927E-03
3.6910E-01	1.0424E-02	3.5581E-03
3.7108E-01	1.0329E-02	3.5233E-03
3.7307E-01	1.0233E-02	3.4883E-03
3.7505E-01	1.0136E-02	3.4530E-03
3.7703E-01	1.0038E-02	3.4176E-03
3.7902E-01	9.9392E-03	3.3819E-03
3.8100E-01	9.8400E-03	3.3461E-03
3.8299E-01	9.7401E-03	3.3101E-03
3.8497E-01	9.6395E-03	3.2740E-03
3.8695E-01	9.5384E-03	3.2377E-03
3.8894E-01	9.4368E-03	3.2014E-03
3.9092E-01	9.3347E-03	3.1649E-03
3.9291E-01	9.2321E-03	3.1283E-03
3.9489E-01	9.1292E-03	3.0917E-03
3.9687E-01	9.0258E-03	3.0550E-03
3.9886E-01	8.9222E-03	3.0182E-03
4.0084E-01	8.8183E-03	2.9814E-03
4.0283E-01	8.7142E-03	2.9446E-03
4.0481E-01	8.6099E-03	2.9078E-03
4.0679E-01	8.5054E-03	2.8710E-03
4.0878E-01	8.4008E-03	2.8342E-03
4.1076E-01	8.2961E-03	2.7974E-03
4.1275E-01	8.1914E-03	2.7607E-03
4.1473E-01	8.0867E-03	2.7240E-03
4.1671E-01	7.9820E-03	2.6874E-03
4.1870E-01	7.8774E-03	2.6508E-03
4.2068E-01	7.7728E-03	2.6144E-03
4.2267E-01	7.6684E-03	2.5780E-03
4.2465E-01	7.5642E-03	2.5417E-03
4.2663E-01	7.4602E-03	2.5056E-03
4.2862E-01	7.3564E-03	2.4695E-03
4.3060E-01	7.2528E-03	2.4336E-03
4.3259E-01	7.1496E-03	2.3978E-03
4.3457E-01	7.0467E-03	2.3622E-03
4.3655E-01	6.9441E-03	2.3268E-03
4.3854E-01	6.8419E-03	2.2915E-03
4.4052E-01	6.7401E-03	2.2564E-03
4.4251E-01	6.6387E-03	2.2215E-03
4.4449E-01	6.5378E-03	2.1867E-03
4.4647E-01	6.4374E-03	2.1522E-03
4.4846E-01	6.3375E-03	2.1179E-03
4.5044E-01	6.2381E-03	2.0837E-03
4.5242E-01	6.1392E-03	2.0498E-03
4.5441E-01	6.0410E-03	2.0162E-03
4.5639E-01	5.9433E-03	1.9828E-03
4.5838E-01	5.8462E-03	1.9496E-03
4.6036E-01	5.7498E-03	1.9166E-03
4.6234E-01	5.6541E-03	1.8839E-03
4.6433E-01	5.5590E-03	1.8515E-03
4.6631E-01	5.4646E-03	1.8193E-03
4.6830E-01	5.3709E-03	1.7874E-03
4.7028E-01	5.2780E-03	1.7558E-03
4.7226E-01	5.1858E-03	1.7245E-03
4.7425E-01	5.0944E-03	1.6934E-03
4.7623E-01	5.0037E-03	1.6626E-03
4.7822E-01	4.9138E-03	1.6321E-03
4.8020E-01	4.8248E-03	1.6020E-03
4.8218E-01	4.7366E-03	1.5721E-03
4.8417E-01	4.6491E-03	1.5425E-03
4.8615E-01	4.5626E-03	1.5132E-03
4.8814E-01	4.4769E-03	1.4842E-03
4.9012E-01	4.3920E-03	1.4556E-03
4.9210E-01	4.3081E-03	1.4272E-03
4.9409E-01	4.2250E-03	1.3992E-03
4.9607E-01	4.1428E-03	1.3715E-03
4.9806E-01	4.0615E-03	1.3441E-03
5.0004E-01	3.9811E-03	1.3171E-03
5.0202E-01	3.9017E-03	1.2903E-03
5.0401E-01	3.8231E-03	1.2639E-03
5.0599E-01	3.7455E-03	1.2378E-03
5.0798E-01	3.6689E-03	1.2121E-03
5.0996E-01	3.5931E-03	1.1867E-03
5.1194E-01	3.5184E-03	1.1616E-03
5.1393E-01	3.4445E-03	1.1368E-03
5.1591E-01	3.3717E-03	1.1124E-03
5.1790E-01	3.2997E-03	1.0883E-03
5.1988E-01	3.2288E-03	1.0646E-03
5.2186E-01	3.1588E-03	1.0412E-03
5.2385E-01	3.0898E-03	1.0181E-03
5.2583E-01	3.0217E-03	9.9533E-04
5.2782E-01	2.9546E-03	9.7292E-04
5.2980E-01	2.8884E-03	9.5084E-04
5.3178E-01	2.8233E-03	9.2909E-04
5.3377E-01	2.7591E-03	9.0768E-04
5.3575E-01	2.6958E-03	8.8661E-04
5.3774E-01	2.6335E-03	8.6586E-04
5.3972E-01	2.5722E-03	8.4544E-04
5.4170E-01	2.5119E-03	8.2536E-04
5.4369E-01	2.4525E-03	8.0560E-04
5.4567E-01	2.3940E-03	7.8616E-04
5.4766E-01	2.3365E-03	7.6706E-04
5.4964E-01	2.2800E-03	7.4827E-04
5.5162E-01	2.2244E-03	7.2981E-04
5.5361E-01	2.1697E-03	7.1167E-04
5.5559E-01	2.1160E-03	6.9385E-04
5.5758E-01	2.0632E-03	6.7634E-04
5.5956E-01	2.0113E-03	6.5915E-04
5.6154E-01	1.9604E-03	6.4227E-04
5.6353E-01	1.9103E-03	6.2570E-04
5.6551E-01	1.8612E-03	6.0944E-04
5.6749E-01	1.8130E-03	5.9349E-04
5.6948E-01	1.7656E-03	5.7783E-04
5.7146E-01	1.7192E-03	5.6248E-04
5.7345E-01	1.6736E-03	5.4743E-04
5.7543E-01	1.6289E-03	5.3267E-04
5.7741E-01	1.5851E-03	5.1820E-04
5.7940E-01	1.5422E-03	5.0402E-04
5.8138E-01	1.5001E-03	4.9013E-04
5.8337E-01	1.4588E-03	4.7653E-04
5.8535E-01	1.4184E-03	4.6320E-04
5.8733E-01	1.3788E-03	4.5016E-04
5.8932E-01	1.3400E-03	4.3739E-04
5.9130E-01	1.3021E-03	4.2489E-04
5.9329E-01	1.2649E-03	4.1266E-04
5.9527E-01	1.2285E-03	4.0069E-04
5.9725E-01	1.1930E-03	3.8899E-04
5.9924E-01	1.1582E-03	3.7755E-04
6.0122E-01	1.1241E-03	3.6636E-04
6.0321E-01	1.0908E-03	3.5543E-04
6.0519E-01	1.0583E-03	3.4474E-04
6.0717E-01	1.0265E-03	3.3430E-04
6.0916E-01	9.9544E-04	3.2411E-04
6.1114E-01	9.6510E-04	3.1415E-04
6.1313E-01	9.3546E-04	3.0443E-04
6.1511E-01	9.0652E-04	2.9494E-04
6.1709E-01	8.7827E-04	2.8568E-04
6.1908E-01	8.5070E-04	2.7665E-04
6.2106E-01	8.2380E-04	2.6784E-04
6.2305E-01	7.9756E-04	2.5925E-04
6.2503E-01	7.7197E-04	2.5087E-04
6.2701E-01	7.4701E-04	2.4271E-04
6.2900E-01	7.2269E-04	2.3475E-04
6.3098E-01	6.9899E-04	2.2700E-04
6.3297E-01	6.7589E-04	2.1945E-04
6.3495E-01	6.5339E-04	2.1210E-04
6.3693E-01	6.3149E-04	2.0494E-04
6.3892E-01	6.1016E-04	1.9797E-04
6.4090E-01	5.8939E-04	1.9119E-04
6.4289E-01	5.6919E-04	1.8460E-04
6.4487E-01	5.4954E-04	1.7819E-04
6.4685E-01	5.3042E-04	1.7195E-04
6.4884E-01	5.1183E-04	1.6589E-04
6.5082E-01	4.9376E-04	1.6000E-04
6.5281E-01	4.7620E-04	1.5428E-04
6.5479E-01	4.5914E-04	1.4872E-04
6.5677E-01	4.4257E-04	1.4332E-04
6.5876E-01	4.2647E-04	1.3808E-04
6.6074E-01	4.1085E-04	1.3299E-04
6.6273E-01	3.9568E-04	1.2806E-04
6.6471E-01	3.8097E-04	1.2327E-04
6.6669E-01	3.6670E-04	1.1863E-04
6.6868E-01	3.5286E-04	1.1412E-04
6.7066E-01	3.3944E-04	1.0976E-04
6.7265E-01	3.2643E-04	1.0553E-04
6.7463E-01	3.1383E-04	1.0144E-04
6.7661E-01	3.0162E-04	9.7474E-05
6.7860E-01	2.8980E-04	9.3635E-05
6.8058E-01	2.7835E-04	8.9919E-05
6.8257E-01	2.6727E-04	8.6323E-05
6.8455E-01	2.5656E-04	8.2846E-05
6.8653E-01	2.4619E-04	7.9482E-05
6.8852E-01	2.3616E-04	7.6231E-05
6.9050E-01	2.2647E-04	7.3089E-05
6.9248E-01	2.1711E-04	7.0054E-05
6.9447E-01	2.0806E-04	6.7122E-05
6.9645E-01	1.9933E-04	6.4291E-05
6.9844E-01	1.9089E-04	6.1558E-05
7.0042E-01	1.8275E-04	5.8922E-05
7.0240E-01	1.7489E-04	5.6378E-05
7.0439E-01	1.6732E-04	5.3926E-05
7.0637E-01	1.6001E-04	5.1562E-05
7.0836E-01	1.5297E-04	4.9283E-05
7.1034E-01	1.4618E-04	4.7088E-05
7.1232E-01	1.3964E-04	4.4974E-05
7.1431E-01	1.3335E-04	4.2940E-05
7.1629E-01	1.2729E-04	4.0981E-05
7.1828E-01	1.2146E-04	3.9097E-05
7.2026E-01	1.1585E-04	3.7285E-05
7.2224E-01	1.1046E-04	3.5543E-05
7.2423E-01	1.0528E-04	3.3869E-05
7.2621E-01	1.0030E-04	3.2261E-05
7.2820E-01	9.5511E-05	3.0717E-05
7.3018E-01	9.0917E-05	2.9234E-05
7.3216E-01	8.6508E-05	2.7812E-05
7.3415E-01	8.2278E-05	2.6447E-05
7.3613E-01	7.8221E-05	2.5139E-05
7.3812E-01	7.4331E-05	2.3885E-05
7.4010E-01	7.0604E-05	2.2683E-05
7.4208E-01	6.7034E-05	2.1533E-05
7.4407E-01	6.3615E-05	2.0431E-05
7.4605E-01	6.0343E-05	1.9377E-05
7.4804E-01	5.7212E-05	1.8368E-05
7.5002E-01	5.4218E-05	1.7404E-05
7.5200E-01	5.1356E-05	1.6483E-05
7.5399E-01	4.8621E-05	1.5603E-05
7.5597E-01	4.6010E-05	1.4762E-05
7.5796E-01	4.3516E-05	1.3960E-05
7.5994E-01	4.1137E-05	1.3195E-05
7.6192E-01	3.8868E-05	1.2465E-05
7.6391E-01	3.6704E-05	1.1769E-05
7.6589E-01	3.4643E-05	1.1106E-05
7.6788E-01	3.2680E-05	1.0475E-05
7.6986E-01	3.0811E-05	9.8745E-06
7.7184E-01	2.9032E-05	9.3031E-06
7.7383E-01	2.7341E-05	8.7597E-06
7.7581E-01	2.5733E-05	8.2434E-06
7.7780E-01	2.4206E-05	7.7529E-06
7.7978E-01	2.2756E-05	7.2873E-06
7.8176E-01	2.1379E-05	6.8455E-06
7.8375E-01	2.0074E-05	6.4265E-06
7.8573E-01	1.8836E-05	6.0294E-06
7.8772E-01	1.7664E-05	5.6532E-06
7.8970E-01	1.6553E-05	5.2970E-06
7.9168E-01	1.5503E-05	4.9600E-06
7.9367E-01	1.4509E-05	4.6414E-06
7.9565E-01	1.3569E-05	4.3402E-06
7.9764E-01	1.2682E-05	4.0557E-06
7.9962E-01	1.1844E-05	3.7872E-06
8.0160E-01	1.1053E-05	3.5339E-06
8.0359E-01	1.0308E-05	3.2952E-06
8.0557E-01	9.6058E-06	3.0702E-06
8.0756E-01	8.9444E-06	2.8584E-06
8.0954E-01	8.3221E-06	2.6592E-06
8.1152E-01	7.7370E-06	2.4718E-06
8.1351E-01	7.1871E-06	2.2958E-06
8.1549E-01	6.6708E-06	2.1306E-06
8.1747E-01	6.1863E-06	1.9756E-06
8.1946E-01	5.7321E-06	1.8303E-06
8.2144E-01	5.3065E-06	1.6942E-06
8.2343E-01	4.9081E-06	1.5667E-06
8.2541E-01	4.5355E-06	1.4476E-06
8.2739E-01	4.1871E-06	1.3362E-06
8.2938E-01	3.8619E-06	1.2323E-06
8.3136E-01	3.5584E-06	1.1353E-06
8.3335E-01	3.2754E-06	1.0448E-06
8.3533E-01	3.0119E-06	9.6064E-07
8.3731E-01	2.7666E-06	8.8230E-07
8.3930E-01	2.5386E-06	8.0947E-07
8.4128E-01	2.3268E-06	7.4184E-07
8.4327E-01	2.1302E-06	6.7909E-07
8.4525E-01	1.9481E-06	6.2093E-07
8.4723E-01	1.7793E-06	5.6707E-07
8.4922E-01	1.6232E-06	5.1726E-07
8.5120E-01	1.4790E-06	4.7124E-07
8.5319E-01	1.3459E-06	4.2876E-07
8.5517E-01	1.2231E-06	3.8960E-07
8.5715E-01	1.1100E-06	3.5354E-07
8.5914E-01	1.0060E-06	3.2037E-07
8.6112E-01	9.1045E-07	2.8990E-07
8.6311E-01	8.2276E-07	2.6194E-07
8.6509E-01	7.4239E-07	2.3633E-07
8.6707E-01	6.6884E-07	2.1289E-07
8.6906E-01	6.0162E-07	1.9147E-07
8.7104E-01	5.4026E-07	1.7192E-07
8.7303E-01	4.8434E-07	1.5411E-07
8.7501E-01	4.3346E-07	1.3790E-07
8.7699E-01	3.8722E-07	1.2317E-07
8.7898E-01	3.4527E-07	1.0982E-07
8.8096E-01	3.0728E-07	9.7720E-08
8.8295E-01	2.7292E-07	8.6784E-08
8.8493E-01	2.4192E-07	7.6915E-08
8.8691E-01	2.1398E-07	6.8024E-08
8.8890E-01	1.8885E-07	6.0030E-08
8.9088E-01	1.6630E-07	5.2855E-08
8.9287E-01	1.4610E-07	4.6428E-08
8.9485E-01	1.2804E-07	4.0684E-08
8.9683E-01	1.1192E-07	3.5560E-08
8.9882E-01	9.7585E-08	3.1001E-08
9.0080E-01	8.4850E-08	2.6952E-08
9.0279E-01	7.3568E-08	2.3366E-08
9.0477E-01	6.3599E-08	2.0197E-08
9.0675E-01	5.4812E-08	1.7404E-08
9.0874E-01	4.7087E-08	1.4950E-08
9.1072E-01	4.0317E-08	1.2799E-08
9.1271E-01	3.4399E-08	1.0919E-08
9.1469E-01	2.9243E-08	9.2815E-09
9.1667E-01	2.4766E-08	7.8594E-09
9.1866E-01	2.0890E-08	6.6286E-09
9.2064E-01	1.7546E-08	5.5671E-09
9.2263E-01	1.4673E-08	4.6551E-09
9.2461E-01	1.2214E-08	3.8744E-09
9.2659E-01	1.0117E-08	3.2090E-09
9.2858E-01	8.3375E-09	2.6442E-09
9.3056E-01	6.8335E-09	2.1670E-09
9.3255E-01	5.5688E-09	1.7657E-09
9.3453E-01	4.5105E-09	1.4300E-09
9.3651E-01	3.6298E-09	1.1507E-09
9.3850E-01	2.9011E-09	9.1957E-10
9.4048E-01	2.3018E-09	7.2952E-10
9.4246E-01	1.8120E-09	5.7424E-10
9.4445E-01	1.4146E-09	4.4825E-10
9.4643E-01	1.0945E-09	3.4678E-10
9.4842E-01	8.3868E-10	2.6570E-10
9.5040E-01	6.3602E-10	2.0148E-10
9.5238E-01	4.7694E-10	1.5107E-10
9.5437E-01	3.5331E-10	1.1190E-10
9.5635E-01	2.5828E-10	8.1791E-11
9.5834E-01	1.8609E-10	5.8924E-11
9.6032E-01	1.3196E-10	4.1779E-11
9.6230E-01	9.1943E-11	2.9107E-11
9.6429E-01	6.2829E-11	1.9888E-11
9.6627E-01	4.2013E-11	1.3298E-11
9.6826E-01	2.7420E-11	8.6780E-12
9.7024E-01	1.7411E-11	5.5099E-12
9.7222E-01	1.0716E-11	3.3909E-12
9.7421E-01	6.3634E-12	2.0133E-12
9.7619E-01	3.6248E-12	1.1467E-12
9.7818E-01	1.9664E-12	6.2203E-13
9.8016E-01	1.0065E-12	3.1836E-13
9.8214E-01	4.8017E-13	1.5186E-13
9.8413E-01	2.0999E-13	6.6407E-14
9.8611E-01	8.2245E-14	2.6007E-14
9.8810E-01	2.7882E-14	8.8157E-15
9.9008E-01	7.7604E-15	2.4534E-15
9.9206E-01	1.6230E-15	5.1307E-16
9.9405E-01	2.1605E-16	6.8292E-17
9.9603E-01	1.2610E-17	3.9854E-18
9.9802E-01	9.8235E-20	3.1045E-20
1.0000E+00	0.0000E+00	0.0000E+00
