x	s-sbar	delta
1.0523E-01	-4.8417E-03	1.7772E-03
1.0721E-01	-4.3775E-03	1.6069E-03
1.0920E-01	-3.9216E-03	1.4395E-03
1.1118E-01	-3.4738E-03	1.2751E-03
1.1317E-01	-3.0339E-03	1.1137E-03
1.1515E-01	-2.6018E-03	9.5506E-04
1.1713E-01	-2.1774E-03	7.9925E-04
1.1912E-01	-1.7604E-03	6.4620E-04
1.2110E-01	-1.3509E-03	4.9587E-04
1.2309E-01	-9.4861E-04	3.4821E-04
1.2507E-01	-5.5351E-04	2.0318E-04
1.2705E-01	-1.6549E-04	6.0748E-05
1.2904E-01	2.1554E-04	7.9119E-05
1.3102E-01	5.8968E-04	2.1645E-04
1.3301E-01	9.5700E-04	3.5129E-04
1.3499E-01	1.3176E-03	4.8365E-04
1.3697E-01	1.6715E-03	6.1356E-04
1.3896E-01	2.0188E-03	7.4105E-04
1.4094E-01	2.3596E-03	8.6615E-04
1.4293E-01	2.6939E-03	9.8887E-04
1.4491E-01	3.0219E-03	1.1092E-03
1.4689E-01	3.3434E-03	1.2273E-03
1.4888E-01	3.6587E-03	1.3430E-03
1.5086E-01	3.9677E-03	1.4564E-03
1.5285E-01	4.2705E-03	1.5676E-03
1.5483E-01	4.5672E-03	1.6765E-03
1.5681E-01	4.8578E-03	1.7832E-03
1.5880E-01	5.1424E-03	1.8876E-03
1.6078E-01	5.4209E-03	1.9899E-03
1.6277E-01	5.6935E-03	2.0899E-03
1.6475E-01	5.9601E-03	2.1878E-03
1.6673E-01	6.2209E-03	2.2835E-03
1.6872E-01	6.4758E-03	2.3771E-03
1.7070E-01	6.7250E-03	2.4685E-03
1.7269E-01	6.9683E-03	2.5579E-03
1.7467E-01	7.2060E-03	2.6451E-03
1.7665E-01	7.4380E-03	2.7303E-03
1.7864E-01	7.6644E-03	2.8134E-03
1.8062E-01	7.8851E-03	2.8944E-03
1.8261E-01	8.1003E-03	2.9734E-03
1.8459E-01	8.3100E-03	3.0504E-03
1.8657E-01	8.5142E-03	3.1253E-03
1.8856E-01	8.7130E-03	3.1983E-03
1.9054E-01	8.9063E-03	3.2692E-03
1.9253E-01	9.0943E-03	3.3383E-03
1.9451E-01	9.2770E-03	3.4053E-03
1.9649E-01	9.4543E-03	3.4704E-03
1.9848E-01	9.6265E-03	3.5336E-03
2.0046E-01	9.7934E-03	3.5949E-03
2.0244E-01	9.9551E-03	3.6542E-03
2.0443E-01	1.0112E-02	3.7117E-03
2.0641E-01	1.0263E-02	3.7674E-03
2.0840E-01	1.0410E-02	3.8211E-03
2.1038E-01	1.0551E-02	3.8731E-03
2.1236E-01	1.0688E-02	3.9232E-03
2.1435E-01	1.0819E-02	3.9715E-03
2.1633E-01	1.0946E-02	4.0180E-03
2.1832E-01	1.1068E-02	4.0628E-03
2.2030E-01	1.1185E-02	4.1058E-03
2.2228E-01	1.1298E-02	4.1470E-03
2.2427E-01	1.1405E-02	4.1866E-03
2.2625E-01	1.1508E-02	4.2244E-03
2.2824E-01	1.1607E-02	4.2605E-03
2.3022E-01	1.1701E-02	4.2950E-03
2.3220E-01	1.1790E-02	4.3278E-03
2.3419E-01	1.1875E-02	4.3590E-03
2.3617E-01	1.1955E-02	4.3885E-03
2.3816E-01	1.2032E-02	4.4164E-03
2.4014E-01	1.2103E-02	4.4428E-03
2.4212E-01	1.2171E-02	4.4676E-03
2.4411E-01	1.2234E-02	4.4908E-03
2.4609E-01	1.2293E-02	4.5125E-03
2.4808E-01	1.2348E-02	4.5327E-03
2.5006E-01	1.2399E-02	4.5514E-03
2.5204E-01	1.2446E-02	4.5686E-03
2.5403E-01	1.2489E-02	4.5843E-03
2.5601E-01	1.2528E-02	4.5986E-03
2.5800E-01	1.2563E-02	4.6115E-03
2.5998E-01	1.2594E-02	4.6230E-03
2.6196E-01	1.2622E-02	4.6332E-03
2.6395E-01	1.2646E-02	4.6419E-03
2.6593E-01	1.2666E-02	4.6493E-03
2.6792E-01	1.2683E-02	4.6554E-03
2.6990E-01	1.2696E-02	4.6602E-03
2.7188E-01	1.2705E-02	4.6637E-03
2.7387E-01	1.2711E-02	4.6659E-03
2.7585E-01	1.2714E-02	4.6669E-03
2.7784E-01	1.2713E-02	4.6667E-03
2.7982E-01	1.2710E-02	4.6653E-03
2.8180E-01	1.2702E-02	4.6627E-03
2.8379E-01	1.2692E-02	4.6589E-03
2.8577E-01	1.2679E-02	4.6540E-03
2.8776E-01	1.2662E-02	4.6480E-03
2.8974E-01	1.2643E-02	4.6409E-03
2.9172E-01	1.2621E-02	4.6326E-03
2.9371E-01	1.2595E-02	4.6234E-03
2.9569E-01	1.2567E-02	4.6131E-03
2.9768E-01	1.2536E-02	4.6017E-03
2.9966E-01	1.2503E-02	4.5894E-03
3.0164E-01	1.2467E-02	4.5761E-03
3.0363E-01	1.2428E-02	4.5619E-03
3.0561E-01	1.2386E-02	4.5467E-03
3.0760E-01	1.2343E-02	4.5306E-03
3.0958E-01	1.2296E-02	4.5136E-03
3.1156E-01	1.2248E-02	4.4957E-03
3.1355E-01	1.2197E-02	4.4770E-03
3.1553E-01	1.2143E-02	4.4574E-03
3.1752E-01	1.2088E-02	4.4371E-03
3.1950E-01	1.2030E-02	4.4159E-03
3.2148E-01	1.1970E-02	4.3940E-03
3.2347E-01	1.1909E-02	4.3713E-03
3.2545E-01	1.1845E-02	4.3479E-03
3.2743E-01	1.1779E-02	4.3238E-03
3.2942E-01	1.1712E-02	4.2990E-03
3.3140E-01	1.1642E-02	4.2735E-03
3.3339E-01	1.1571E-02	4.2473E-03
3.3537E-01	1.1498E-02	4.2206E-03
3.3735E-01	1.1423E-02	4.1932E-03
3.3934E-01	1.1347E-02	4.1652E-03
3.4132E-01	1.1269E-02	4.1367E-03
3.4331E-01	1.1190E-02	4.1076E-03
3.4529E-01	1.1109E-02	4.0780E-03
3.4727E-01	1.1027E-02	4.0478E-03
3.4926E-01	1.0944E-02	4.0172E-03
3.5124E-01	1.0859E-02	3.9861E-03
3.5323E-01	1.0773E-02	3.9545E-03
3.5521E-01	1.0686E-02	3.9225E-03
3.5719E-01	1.0598E-02	3.8901E-03
3.5918E-01	1.0508E-02	3.8572E-03
3.6116E-01	1.0418E-02	3.8240E-03
3.6315E-01	1.0326E-02	3.7904E-03
3.6513E-01	1.0234E-02	3.7565E-03
3.6711E-01	1.0140E-02	3.7222E-03
3.6910E-01	1.0046E-02	3.6876E-03
3.7108E-01	9.9510E-03	3.6527E-03
3.7307E-01	9.8552E-03	3.6175E-03
3.7505E-01	9.7586E-03	3.5821E-03
3.7703E-01	9.6614E-03	3.5464E-03
3.7902E-01	9.5636E-03	3.5105E-03
3.8100E-01	9.4652E-03	3.4744E-03
3.8299E-01	9.3662E-03	3.4381E-03
3.8497E-01	9.2667E-03	3.4016E-03
3.8695E-01	9.1668E-03	3.3649E-03
3.8894E-01	9.0665E-03	3.3280E-03
3.9092E-01	8.9657E-03	3.2911E-03
3.9291E-01	8.8647E-03	3.2540E-03
3.9489E-01	8.7633E-03	3.2168E-03
3.9687E-01	8.6617E-03	3.1795E-03
3.9886E-01	8.5599E-03	3.1421E-03
4.0084E-01	8.4579E-03	3.1047E-03
4.0283E-01	8.3558E-03	3.0672E-03
4.0481E-01	8.2535E-03	3.0296E-03
4.0679E-01	8.1512E-03	2.9921E-03
4.0878E-01	8.0488E-03	2.9545E-03
4.1076E-01	7.9465E-03	2.9169E-03
4.1275E-01	7.8442E-03	2.8794E-03
4.1473E-01	7.7419E-03	2.8418E-03
4.1671E-01	7.6397E-03	2.8043E-03
4.1870E-01	7.5377E-03	2.7669E-03
4.2068E-01	7.4359E-03	2.7295E-03
4.2267E-01	7.3342E-03	2.6922E-03
4.2465E-01	7.2328E-03	2.6549E-03
4.2663E-01	7.1316E-03	2.6178E-03
4.2862E-01	7.0307E-03	2.5808E-03
4.3060E-01	6.9301E-03	2.5439E-03
4.3259E-01	6.8299E-03	2.5071E-03
4.3457E-01	6.7300E-03	2.4704E-03
4.3655E-01	6.6306E-03	2.4339E-03
4.3854E-01	6.5315E-03	2.3975E-03
4.4052E-01	6.4329E-03	2.3613E-03
4.4251E-01	6.3347E-03	2.3253E-03
4.4449E-01	6.2371E-03	2.2895E-03
4.4647E-01	6.1399E-03	2.2538E-03
4.4846E-01	6.0433E-03	2.2183E-03
4.5044E-01	5.9473E-03	2.1831E-03
4.5242E-01	5.8518E-03	2.1480E-03
4.5441E-01	5.7570E-03	2.1132E-03
4.5639E-01	5.6627E-03	2.0786E-03
4.5838E-01	5.5691E-03	2.0443E-03
4.6036E-01	5.4761E-03	2.0101E-03
4.6234E-01	5.3839E-03	1.9763E-03
4.6433E-01	5.2923E-03	1.9426E-03
4.6631E-01	5.2014E-03	1.9093E-03
4.6830E-01	5.1112E-03	1.8762E-03
4.7028E-01	5.0218E-03	1.8434E-03
4.7226E-01	4.9331E-03	1.8108E-03
4.7425E-01	4.8452E-03	1.7785E-03
4.7623E-01	4.7581E-03	1.7466E-03
4.7822E-01	4.6718E-03	1.7149E-03
4.8020E-01	4.5863E-03	1.6835E-03
4.8218E-01	4.5016E-03	1.6524E-03
4.8417E-01	4.4177E-03	1.6216E-03
4.8615E-01	4.3346E-03	1.5911E-03
4.8814E-01	4.2525E-03	1.5610E-03
4.9012E-01	4.1711E-03	1.5311E-03
4.9210E-01	4.0907E-03	1.5016E-03
4.9409E-01	4.0111E-03	1.4723E-03
4.9607E-01	3.9324E-03	1.4435E-03
4.9806E-01	3.8545E-03	1.4149E-03
5.0004E-01	3.7776E-03	1.3866E-03
5.0202E-01	3.7016E-03	1.3587E-03
5.0401E-01	3.6265E-03	1.3312E-03
5.0599E-01	3.5523E-03	1.3039E-03
5.0798E-01	3.4790E-03	1.2770E-03
5.0996E-01	3.4066E-03	1.2505E-03
5.1194E-01	3.3352E-03	1.2242E-03
5.1393E-01	3.2646E-03	1.1984E-03
5.1591E-01	3.1951E-03	1.1728E-03
5.1790E-01	3.1264E-03	1.1476E-03
5.1988E-01	3.0587E-03	1.1228E-03
5.2186E-01	2.9919E-03	1.0982E-03
5.2385E-01	2.9261E-03	1.0741E-03
5.2583E-01	2.8612E-03	1.0503E-03
5.2782E-01	2.7972E-03	1.0268E-03
5.2980E-01	2.7342E-03	1.0036E-03
5.3178E-01	2.6721E-03	9.8084E-04
5.3377E-01	2.6109E-03	9.5839E-04
5.3575E-01	2.5507E-03	9.3628E-04
5.3774E-01	2.4914E-03	9.1452E-04
5.3972E-01	2.4330E-03	8.9309E-04
5.4170E-01	2.3756E-03	8.7201E-04
5.4369E-01	2.3191E-03	8.5127E-04
5.4567E-01	2.2635E-03	8.3086E-04
5.4766E-01	2.2088E-03	8.1079E-04
5.4964E-01	2.1550E-03	7.9105E-04
5.5162E-01	2.1022E-03	7.7165E-04
5.5361E-01	2.0502E-03	7.5259E-04
5.5559E-01	1.9992E-03	7.3385E-04
5.5758E-01	1.9490E-03	7.1544E-04
5.5956E-01	1.8998E-03	6.9735E-04
5.6154E-01	1.8514E-03	6.7960E-04
5.6353E-01	1.8039E-03	6.6216E-04
5.6551E-01	1.7573E-03	6.4504E-04
5.6749E-01	1.7115E-03	6.2825E-04
5.6948E-01	1.6666E-03	6.1176E-04
5.7146E-01	1.6226E-03	5.9559E-04
5.7345E-01	1.5794E-03	5.7973E-04
5.7543E-01	1.5370E-03	5.6418E-04
5.7741E-01	1.4955E-03	5.4894E-04
5.7940E-01	1.4547E-03	5.3399E-04
5.8138E-01	1.4148E-03	5.1935E-04
5.8337E-01	1.3758E-03	5.0500E-04
5.8535E-01	1.3375E-03	4.9095E-04
5.8733E-01	1.3000E-03	4.7718E-04
5.8932E-01	1.2633E-03	4.6371E-04
5.9130E-01	1.2273E-03	4.5051E-04
5.9329E-01	1.1922E-03	4.3760E-04
5.9527E-01	1.1577E-03	4.2497E-04
5.9725E-01	1.1241E-03	4.1262E-04
5.9924E-01	1.0911E-03	4.0053E-04
6.0122E-01	1.0590E-03	3.8871E-04
6.0321E-01	1.0275E-03	3.7716E-04
6.0519E-01	9.9672E-04	3.6587E-04
6.0717E-01	9.6667E-04	3.5484E-04
6.0916E-01	9.3730E-04	3.4406E-04
6.1114E-01	9.0862E-04	3.3353E-04
6.1313E-01	8.8062E-04	3.2325E-04
6.1511E-01	8.5328E-04	3.1321E-04
6.1709E-01	8.2660E-04	3.0342E-04
6.1908E-01	8.0056E-04	2.9386E-04
6.2106E-01	7.7516E-04	2.8454E-04
6.2305E-01	7.5038E-04	2.7544E-04
6.2503E-01	7.2622E-04	2.6658E-04
6.2701E-01	7.0267E-04	2.5793E-04
6.2900E-01	6.7972E-04	2.4951E-04
6.3098E-01	6.5735E-04	2.4130E-04
6.3297E-01	6.3556E-04	2.3330E-04
6.3495E-01	6.1434E-04	2.2551E-04
6.3693E-01	5.9368E-04	2.1792E-04
6.3892E-01	5.7357E-04	2.1054E-04
6.4090E-01	5.5399E-04	2.0336E-04
6.4289E-01	5.3495E-04	1.9636E-04
6.4487E-01	5.1642E-04	1.8956E-04
6.4685E-01	4.9841E-04	1.8295E-04
6.4884E-01	4.8089E-04	1.7652E-04
6.5082E-01	4.6387E-04	1.7027E-04
6.5281E-01	4.4732E-04	1.6420E-04
6.5479E-01	4.3125E-04	1.5830E-04
6.5677E-01	4.1565E-04	1.5257E-04
6.5876E-01	4.0049E-04	1.4701E-04
6.6074E-01	3.8578E-04	1.4161E-04
6.6273E-01	3.7150E-04	1.3637E-04
6.6471E-01	3.5765E-04	1.3128E-04
6.6669E-01	3.4422E-04	1.2635E-04
6.6868E-01	3.3119E-04	1.2157E-04
6.7066E-01	3.1857E-04	1.1694E-04
6.7265E-01	3.0633E-04	1.1245E-04
6.7463E-01	2.9448E-04	1.0809E-04
6.7661E-01	2.8299E-04	1.0388E-04
6.7860E-01	2.7188E-04	9.9798E-05
6.8058E-01	2.6111E-04	9.5848E-05
6.8257E-01	2.5070E-04	9.2025E-05
6.8455E-01	2.4062E-04	8.8326E-05
6.8653E-01	2.3088E-04	8.4749E-05
6.8852E-01	2.2146E-04	8.1291E-05
6.9050E-01	2.1235E-04	7.7949E-05
6.9248E-01	2.0355E-04	7.4719E-05
6.9447E-01	1.9505E-04	7.1599E-05
6.9645E-01	1.8685E-04	6.8586E-05
6.9844E-01	1.7892E-04	6.5677E-05
7.0042E-01	1.7128E-04	6.2871E-05
7.0240E-01	1.6390E-04	6.0163E-05
7.0439E-01	1.5678E-04	5.7551E-05
7.0637E-01	1.4993E-04	5.5033E-05
7.0836E-01	1.4331E-04	5.2607E-05
7.1034E-01	1.3694E-04	5.0269E-05
7.1232E-01	1.3081E-04	4.8017E-05
7.1431E-01	1.2490E-04	4.5848E-05
7.1629E-01	1.1922E-04	4.3762E-05
7.1828E-01	1.1375E-04	4.1754E-05
7.2026E-01	1.0849E-04	3.9822E-05
7.2224E-01	1.0343E-04	3.7965E-05
7.2423E-01	9.8566E-05	3.6181E-05
7.2621E-01	9.3895E-05	3.4466E-05
7.2820E-01	8.9409E-05	3.2819E-05
7.3018E-01	8.5102E-05	3.1238E-05
7.3216E-01	8.0968E-05	2.9721E-05
7.3415E-01	7.7002E-05	2.8265E-05
7.3613E-01	7.3200E-05	2.6869E-05
7.3812E-01	6.9554E-05	2.5531E-05
7.4010E-01	6.6061E-05	2.4249E-05
7.4208E-01	6.2716E-05	2.3021E-05
7.4407E-01	5.9512E-05	2.1845E-05
7.4605E-01	5.6447E-05	2.0720E-05
7.4804E-01	5.3514E-05	1.9643E-05
7.5002E-01	5.0710E-05	1.8614E-05
7.5200E-01	4.8029E-05	1.7630E-05
7.5399E-01	4.5468E-05	1.6690E-05
7.5597E-01	4.3023E-05	1.5792E-05
7.5796E-01	4.0688E-05	1.4935E-05
7.5994E-01	3.8460E-05	1.4118E-05
7.6192E-01	3.6336E-05	1.3338E-05
7.6391E-01	3.4311E-05	1.2595E-05
7.6589E-01	3.2382E-05	1.1886E-05
7.6788E-01	3.0544E-05	1.1212E-05
7.6986E-01	2.8795E-05	1.0570E-05
7.7184E-01	2.7131E-05	9.9590E-06
7.7383E-01	2.5549E-05	9.3782E-06
7.7581E-01	2.4045E-05	8.8261E-06
7.7780E-01	2.2616E-05	8.3016E-06
7.7978E-01	2.1259E-05	7.8037E-06
7.8176E-01	1.9972E-05	7.3312E-06
7.8375E-01	1.8751E-05	6.8830E-06
7.8573E-01	1.7594E-05	6.4582E-06
7.8772E-01	1.6497E-05	6.0558E-06
7.8970E-01	1.5459E-05	5.6747E-06
7.9168E-01	1.4477E-05	5.3141E-06
7.9367E-01	1.3548E-05	4.9731E-06
7.9565E-01	1.2670E-05	4.6507E-06
7.9764E-01	1.1840E-05	4.3463E-06
7.9962E-01	1.1057E-05	4.0588E-06
8.0160E-01	1.0319E-05	3.7877E-06
8.0359E-01	9.6222E-06	3.5320E-06
8.0557E-01	8.9660E-06	3.2912E-06
8.0756E-01	8.3482E-06	3.0644E-06
8.0954E-01	7.7669E-06	2.8510E-06
8.1152E-01	7.2203E-06	2.6504E-06
8.1351E-01	6.7067E-06	2.4618E-06
8.1549E-01	6.2245E-06	2.2848E-06
8.1747E-01	5.7720E-06	2.1187E-06
8.1946E-01	5.3479E-06	1.9630E-06
8.2144E-01	4.9505E-06	1.8172E-06
8.2343E-01	4.5785E-06	1.6806E-06
8.2541E-01	4.2306E-06	1.5529E-06
8.2739E-01	3.9055E-06	1.4336E-06
8.2938E-01	3.6018E-06	1.3221E-06
8.3136E-01	3.3186E-06	1.2181E-06
8.3335E-01	3.0545E-06	1.1212E-06
8.3533E-01	2.8085E-06	1.0309E-06
8.3731E-01	2.5797E-06	9.4693E-07
8.3930E-01	2.3669E-06	8.6883E-07
8.4128E-01	2.1693E-06	7.9629E-07
8.4327E-01	1.9859E-06	7.2898E-07
8.4525E-01	1.8160E-06	6.6660E-07
8.4723E-01	1.6586E-06	6.0883E-07
8.4922E-01	1.5130E-06	5.5539E-07
8.5120E-01	1.3785E-06	5.0600E-07
8.5319E-01	1.2543E-06	4.6042E-07
8.5517E-01	1.1398E-06	4.1840E-07
8.5715E-01	1.0344E-06	3.7970E-07
8.5914E-01	9.3742E-07	3.4410E-07
8.6112E-01	8.4832E-07	3.1139E-07
8.6311E-01	7.6657E-07	2.8138E-07
8.6509E-01	6.9165E-07	2.5389E-07
8.6707E-01	6.2309E-07	2.2872E-07
8.6906E-01	5.6043E-07	2.0572E-07
8.7104E-01	5.0325E-07	1.8473E-07
8.7303E-01	4.5113E-07	1.6560E-07
8.7501E-01	4.0371E-07	1.4819E-07
8.7699E-01	3.6063E-07	1.3238E-07
8.7898E-01	3.2154E-07	1.1803E-07
8.8096E-01	2.8614E-07	1.0504E-07
8.8295E-01	2.5414E-07	9.3287E-08
8.8493E-01	2.2525E-07	8.2684E-08
8.8691E-01	1.9923E-07	7.3131E-08
8.8890E-01	1.7583E-07	6.4540E-08
8.9088E-01	1.5482E-07	5.6830E-08
8.9287E-01	1.3600E-07	4.9923E-08
8.9485E-01	1.1918E-07	4.3749E-08
8.9683E-01	1.0418E-07	3.8242E-08
8.9882E-01	9.0828E-08	3.3340E-08
9.0080E-01	7.8971E-08	2.8988E-08
9.0279E-01	6.8468E-08	2.5132E-08
9.0477E-01	5.9186E-08	2.1726E-08
9.0675E-01	5.1006E-08	1.8723E-08
9.0874E-01	4.3816E-08	1.6083E-08
9.1072E-01	3.7514E-08	1.3770E-08
9.1271E-01	3.2006E-08	1.1748E-08
9.1469E-01	2.7207E-08	9.9870E-09
9.1667E-01	2.3040E-08	8.4573E-09
9.1866E-01	1.9433E-08	7.1333E-09
9.2064E-01	1.6322E-08	5.9914E-09
9.2263E-01	1.3649E-08	5.0101E-09
9.2461E-01	1.1361E-08	4.1702E-09
9.2659E-01	9.4100E-09	3.4541E-09
9.2858E-01	7.7542E-09	2.8463E-09
9.3056E-01	6.3552E-09	2.3328E-09
9.3255E-01	5.1787E-09	1.9009E-09
9.3453E-01	4.1944E-09	1.5396E-09
9.3651E-01	3.3752E-09	1.2390E-09
9.3850E-01	2.6975E-09	9.9017E-10
9.4048E-01	2.1401E-09	7.8557E-10
9.4246E-01	1.6847E-09	6.1839E-10
9.4445E-01	1.3151E-09	4.8274E-10
9.4643E-01	1.0175E-09	3.7348E-10
9.4842E-01	7.7963E-10	2.8618E-10
9.5040E-01	5.9121E-10	2.1702E-10
9.5238E-01	4.4332E-10	1.6273E-10
9.5437E-01	3.2839E-10	1.2054E-10
9.5635E-01	2.4005E-10	8.8115E-11
9.5834E-01	1.7294E-10	6.3483E-11
9.6032E-01	1.2263E-10	4.5014E-11
9.6230E-01	8.5441E-11	3.1363E-11
9.6429E-01	5.8383E-11	2.1431E-11
9.6627E-01	3.9039E-11	1.4330E-11
9.6826E-01	2.5477E-11	9.3520E-12
9.7024E-01	1.6177E-11	5.9382E-12
9.7222E-01	9.9562E-12	3.6546E-12
9.7421E-01	5.9118E-12	2.1700E-12
9.7619E-01	3.3674E-12	1.2361E-12
9.7818E-01	1.8267E-12	6.7052E-13
9.8016E-01	9.3495E-13	3.4319E-13
9.8214E-01	4.4602E-13	1.6372E-13
9.8413E-01	1.9504E-13	7.1595E-14
9.8611E-01	7.6388E-14	2.8040E-14
9.8810E-01	2.5895E-14	9.5054E-15
9.9008E-01	7.2071E-15	2.6455E-15
9.9206E-01	1.5073E-15	5.5327E-16
9.9405E-01	2.0063E-16	7.3646E-17
9.9603E-01	1.1709E-17	4.2981E-18
9.9802E-01	9.1216E-20	3.3483E-20
1.0000E+00	0.0000E+00	0.0000E+00
