x	s-sbar	delta
1.2904E-01	3.1829E-02	8.4941E-03
1.3102E-01	3.1647E-02	8.4057E-03
1.3301E-01	3.1446E-02	8.3173E-03
1.3499E-01	3.1228E-02	8.2289E-03
1.3697E-01	3.0993E-02	8.1406E-03
1.3896E-01	3.0743E-02	8.0523E-03
1.4094E-01	3.0479E-02	7.9643E-03
1.4293E-01	3.0202E-02	7.8765E-03
1.4491E-01	2.9913E-02	7.7890E-03
1.4689E-01	2.9613E-02	7.7018E-03
1.4888E-01	2.9304E-02	7.6149E-03
1.5086E-01	2.8985E-02	7.5284E-03
1.5285E-01	2.8659E-02	7.4423E-03
1.5483E-01	2.8325E-02	7.3567E-03
1.5681E-01	2.7984E-02	7.2715E-03
1.5880E-01	2.7637E-02	7.1867E-03
1.6078E-01	2.7286E-02	7.1025E-03
1.6277E-01	2.6929E-02	7.0187E-03
1.6475E-01	2.6569E-02	6.9355E-03
1.6673E-01	2.6205E-02	6.8528E-03
1.6872E-01	2.5838E-02	6.7706E-03
1.7070E-01	2.5469E-02	6.6889E-03
1.7269E-01	2.5098E-02	6.6078E-03
1.7467E-01	2.4725E-02	6.5272E-03
1.7665E-01	2.4352E-02	6.4472E-03
1.7864E-01	2.3977E-02	6.3677E-03
1.8062E-01	2.3602E-02	6.2888E-03
1.8261E-01	2.3228E-02	6.2105E-03
1.8459E-01	2.2853E-02	6.1327E-03
1.8657E-01	2.2480E-02	6.0555E-03
1.8856E-01	2.2107E-02	5.9789E-03
1.9054E-01	2.1735E-02	5.9028E-03
1.9253E-01	2.1365E-02	5.8272E-03
1.9451E-01	2.0997E-02	5.7523E-03
1.9649E-01	2.0631E-02	5.6779E-03
1.9848E-01	2.0267E-02	5.6040E-03
2.0046E-01	1.9905E-02	5.5307E-03
2.0244E-01	1.9545E-02	5.4580E-03
2.0443E-01	1.9189E-02	5.3858E-03
2.0641E-01	1.8835E-02	5.3142E-03
2.0840E-01	1.8484E-02	5.2431E-03
2.1038E-01	1.8137E-02	5.1726E-03
2.1236E-01	1.7792E-02	5.1026E-03
2.1435E-01	1.7451E-02	5.0332E-03
2.1633E-01	1.7114E-02	4.9643E-03
2.1832E-01	1.6780E-02	4.8960E-03
2.2030E-01	1.6449E-02	4.8282E-03
2.2228E-01	1.6123E-02	4.7610E-03
2.2427E-01	1.5800E-02	4.6943E-03
2.2625E-01	1.5481E-02	4.6281E-03
2.2824E-01	1.5166E-02	4.5625E-03
2.3022E-01	1.4855E-02	4.4974E-03
2.3220E-01	1.4548E-02	4.4328E-03
2.3419E-01	1.4245E-02	4.3688E-03
2.3617E-01	1.3946E-02	4.3053E-03
2.3816E-01	1.3651E-02	4.2424E-03
2.4014E-01	1.3361E-02	4.1799E-03
2.4212E-01	1.3074E-02	4.1181E-03
2.4411E-01	1.2792E-02	4.0567E-03
2.4609E-01	1.2514E-02	3.9959E-03
2.4808E-01	1.2240E-02	3.9356E-03
2.5006E-01	1.1971E-02	3.8758E-03
2.5204E-01	1.1705E-02	3.8166E-03
2.5403E-01	1.1444E-02	3.7579E-03
2.5601E-01	1.1187E-02	3.6998E-03
2.5800E-01	1.0934E-02	3.6421E-03
2.5998E-01	1.0685E-02	3.5850E-03
2.6196E-01	1.0441E-02	3.5285E-03
2.6395E-01	1.0200E-02	3.4724E-03
2.6593E-01	9.9640E-03	3.4169E-03
2.6792E-01	9.7318E-03	3.3620E-03
2.6990E-01	9.5036E-03	3.3075E-03
2.7188E-01	9.2795E-03	3.2536E-03
2.7387E-01	9.0593E-03	3.2002E-03
2.7585E-01	8.8432E-03	3.1474E-03
2.7784E-01	8.6310E-03	3.0951E-03
2.7982E-01	8.4227E-03	3.0433E-03
2.8180E-01	8.2183E-03	2.9921E-03
2.8379E-01	8.0178E-03	2.9414E-03
2.8577E-01	7.8210E-03	2.8912E-03
2.8776E-01	7.6280E-03	2.8415E-03
2.8974E-01	7.4388E-03	2.7924E-03
2.9172E-01	7.2532E-03	2.7439E-03
2.9371E-01	7.0713E-03	2.6958E-03
2.9569E-01	6.8930E-03	2.6483E-03
2.9768E-01	6.7182E-03	2.6013E-03
2.9966E-01	6.5470E-03	2.5549E-03
3.0164E-01	6.3793E-03	2.5090E-03
3.0363E-01	6.2150E-03	2.4636E-03
3.0561E-01	6.0541E-03	2.4188E-03
3.0760E-01	5.8965E-03	2.3744E-03
3.0958E-01	5.7422E-03	2.3307E-03
3.1156E-01	5.5912E-03	2.2874E-03
3.1355E-01	5.4434E-03	2.2447E-03
3.1553E-01	5.2988E-03	2.2025E-03
3.1752E-01	5.1573E-03	2.1608E-03
3.1950E-01	5.0189E-03	2.1197E-03
3.2148E-01	4.8835E-03	2.0791E-03
3.2347E-01	4.7510E-03	2.0390E-03
3.2545E-01	4.6216E-03	1.9994E-03
3.2743E-01	4.4950E-03	1.9604E-03
3.2942E-01	4.3712E-03	1.9218E-03
3.3140E-01	4.2503E-03	1.8838E-03
3.3339E-01	4.1321E-03	1.8463E-03
3.3537E-01	4.0166E-03	1.8094E-03
3.3735E-01	3.9038E-03	1.7729E-03
3.3934E-01	3.7936E-03	1.7370E-03
3.4132E-01	3.6860E-03	1.7015E-03
3.4331E-01	3.5809E-03	1.6666E-03
3.4529E-01	3.4783E-03	1.6322E-03
3.4727E-01	3.3782E-03	1.5982E-03
3.4926E-01	3.2804E-03	1.5648E-03
3.5124E-01	3.1850E-03	1.5319E-03
3.5323E-01	3.0920E-03	1.4994E-03
3.5521E-01	3.0012E-03	1.4675E-03
3.5719E-01	2.9126E-03	1.4361E-03
3.5918E-01	2.8262E-03	1.4051E-03
3.6116E-01	2.7420E-03	1.3746E-03
3.6315E-01	2.6598E-03	1.3446E-03
3.6513E-01	2.5798E-03	1.3151E-03
3.6711E-01	2.5017E-03	1.2860E-03
3.6910E-01	2.4257E-03	1.2575E-03
3.7108E-01	2.3516E-03	1.2293E-03
3.7307E-01	2.2794E-03	1.2017E-03
3.7505E-01	2.2090E-03	1.1745E-03
3.7703E-01	2.1405E-03	1.1478E-03
3.7902E-01	2.0738E-03	1.1215E-03
3.8100E-01	2.0089E-03	1.0957E-03
3.8299E-01	1.9456E-03	1.0703E-03
3.8497E-01	1.8841E-03	1.0454E-03
3.8695E-01	1.8242E-03	1.0209E-03
3.8894E-01	1.7659E-03	9.9679E-04
3.9092E-01	1.7092E-03	9.7316E-04
3.9291E-01	1.6541E-03	9.4995E-04
3.9489E-01	1.6004E-03	9.2716E-04
3.9687E-01	1.5483E-03	9.0478E-04
3.9886E-01	1.4975E-03	8.8282E-04
4.0084E-01	1.4482E-03	8.6127E-04
4.0283E-01	1.4003E-03	8.4013E-04
4.0481E-01	1.3538E-03	8.1938E-04
4.0679E-01	1.3085E-03	7.9903E-04
4.0878E-01	1.2645E-03	7.7907E-04
4.1076E-01	1.2219E-03	7.5950E-04
4.1275E-01	1.1804E-03	7.4031E-04
4.1473E-01	1.1401E-03	7.2150E-04
4.1671E-01	1.1010E-03	7.0306E-04
4.1870E-01	1.0631E-03	6.8500E-04
4.2068E-01	1.0263E-03	6.6729E-04
4.2267E-01	9.9054E-04	6.4995E-04
4.2465E-01	9.5587E-04	6.3296E-04
4.2663E-01	9.2225E-04	6.1632E-04
4.2862E-01	8.8963E-04	6.0002E-04
4.3060E-01	8.5801E-04	5.8407E-04
4.3259E-01	8.2736E-04	5.6845E-04
4.3457E-01	7.9764E-04	5.5317E-04
4.3655E-01	7.6884E-04	5.3821E-04
4.3854E-01	7.4094E-04	5.2358E-04
4.4052E-01	7.1390E-04	5.0926E-04
4.4251E-01	6.8772E-04	4.9526E-04
4.4449E-01	6.6236E-04	4.8156E-04
4.4647E-01	6.3780E-04	4.6817E-04
4.4846E-01	6.1403E-04	4.5508E-04
4.5044E-01	5.9103E-04	4.4229E-04
4.5242E-01	5.6877E-04	4.2978E-04
4.5441E-01	5.4723E-04	4.1756E-04
4.5639E-01	5.2639E-04	4.0562E-04
4.5838E-01	5.0624E-04	3.9395E-04
4.6036E-01	4.8675E-04	3.8256E-04
4.6234E-01	4.6791E-04	3.7144E-04
4.6433E-01	4.4971E-04	3.6058E-04
4.6631E-01	4.3211E-04	3.4998E-04
4.6830E-01	4.1511E-04	3.3963E-04
4.7028E-01	3.9869E-04	3.2953E-04
4.7226E-01	3.8283E-04	3.1968E-04
4.7425E-01	3.6752E-04	3.1006E-04
4.7623E-01	3.5273E-04	3.0069E-04
4.7822E-01	3.3846E-04	2.9154E-04
4.8020E-01	3.2470E-04	2.8263E-04
4.8218E-01	3.1141E-04	2.7394E-04
4.8417E-01	2.9860E-04	2.6547E-04
4.8615E-01	2.8625E-04	2.5721E-04
4.8814E-01	2.7434E-04	2.4917E-04
4.9012E-01	2.6286E-04	2.4133E-04
4.9210E-01	2.5179E-04	2.3370E-04
4.9409E-01	2.4113E-04	2.2626E-04
4.9607E-01	2.3087E-04	2.1903E-04
4.9806E-01	2.2098E-04	2.1198E-04
5.0004E-01	2.1146E-04	2.0512E-04
5.0202E-01	2.0230E-04	1.9845E-04
5.0401E-01	1.9348E-04	1.9195E-04
5.0599E-01	1.8500E-04	1.8564E-04
5.0798E-01	1.7684E-04	1.7949E-04
5.0996E-01	1.6899E-04	1.7352E-04
5.1194E-01	1.6145E-04	1.6771E-04
5.1393E-01	1.5420E-04	1.6206E-04
5.1591E-01	1.4724E-04	1.5657E-04
5.1790E-01	1.4055E-04	1.5124E-04
5.1988E-01	1.3412E-04	1.4605E-04
5.2186E-01	1.2795E-04	1.4102E-04
5.2385E-01	1.2203E-04	1.3613E-04
5.2583E-01	1.1634E-04	1.3138E-04
5.2782E-01	1.1089E-04	1.2678E-04
5.2980E-01	1.0566E-04	1.2230E-04
5.3178E-01	1.0065E-04	1.1796E-04
5.3377E-01	9.5846E-05	1.1375E-04
5.3575E-01	9.1241E-05	1.0967E-04
5.3774E-01	8.6829E-05	1.0570E-04
5.3972E-01	8.2605E-05	1.0186E-04
5.4170E-01	7.8560E-05	9.8137E-05
5.4369E-01	7.4688E-05	9.4527E-05
5.4567E-01	7.0984E-05	9.1029E-05
5.4766E-01	6.7440E-05	8.7640E-05
5.4964E-01	6.4051E-05	8.4356E-05
5.5162E-01	6.0812E-05	8.1177E-05
5.5361E-01	5.7716E-05	7.8098E-05
5.5559E-01	5.4759E-05	7.5118E-05
5.5758E-01	5.1934E-05	7.2234E-05
5.5956E-01	4.9237E-05	6.9443E-05
5.6154E-01	4.6663E-05	6.6744E-05
5.6353E-01	4.4208E-05	6.4133E-05
5.6551E-01	4.1865E-05	6.1608E-05
5.6749E-01	3.9632E-05	5.9167E-05
5.6948E-01	3.7504E-05	5.6808E-05
5.7146E-01	3.5475E-05	5.4529E-05
5.7345E-01	3.3544E-05	5.2327E-05
5.7543E-01	3.1705E-05	5.0200E-05
5.7741E-01	2.9954E-05	4.8146E-05
5.7940E-01	2.8289E-05	4.6164E-05
5.8138E-01	2.6705E-05	4.4250E-05
5.8337E-01	2.5200E-05	4.2404E-05
5.8535E-01	2.3769E-05	4.0624E-05
5.8733E-01	2.2409E-05	3.8906E-05
5.8932E-01	2.1118E-05	3.7250E-05
5.9130E-01	1.9893E-05	3.5654E-05
5.9329E-01	1.8731E-05	3.4116E-05
5.9527E-01	1.7628E-05	3.2635E-05
5.9725E-01	1.6583E-05	3.1208E-05
5.9924E-01	1.5592E-05	2.9834E-05
6.0122E-01	1.4654E-05	2.8511E-05
6.0321E-01	1.3766E-05	2.7238E-05
6.0519E-01	1.2925E-05	2.6014E-05
6.0717E-01	1.2129E-05	2.4836E-05
6.0916E-01	1.1377E-05	2.3704E-05
6.1114E-01	1.0667E-05	2.2616E-05
6.1313E-01	9.9950E-06	2.1570E-05
6.1511E-01	9.3609E-06	2.0565E-05
6.1709E-01	8.7624E-06	1.9600E-05
6.1908E-01	8.1978E-06	1.8674E-05
6.2106E-01	7.6655E-06	1.7785E-05
6.2305E-01	7.1638E-06	1.6932E-05
6.2503E-01	6.6912E-06	1.6114E-05
6.2701E-01	6.2463E-06	1.5330E-05
6.2900E-01	5.8277E-06	1.4578E-05
6.3098E-01	5.4339E-06	1.3858E-05
6.3297E-01	5.0638E-06	1.3168E-05
6.3495E-01	4.7161E-06	1.2507E-05
6.3693E-01	4.3896E-06	1.1875E-05
6.3892E-01	4.0832E-06	1.1270E-05
6.4090E-01	3.7958E-06	1.0691E-05
6.4289E-01	3.5264E-06	1.0138E-05
6.4487E-01	3.2741E-06	9.6091E-06
6.4685E-01	3.0378E-06	9.1039E-06
6.4884E-01	2.8167E-06	8.6214E-06
6.5082E-01	2.6099E-06	8.1607E-06
6.5281E-01	2.4167E-06	7.7212E-06
6.5479E-01	2.2362E-06	7.3019E-06
6.5677E-01	2.0678E-06	6.9021E-06
6.5876E-01	1.9107E-06	6.5210E-06
6.6074E-01	1.7642E-06	6.1580E-06
6.6273E-01	1.6278E-06	5.8123E-06
6.6471E-01	1.5007E-06	5.4832E-06
6.6669E-01	1.3826E-06	5.1702E-06
6.6868E-01	1.2728E-06	4.8724E-06
6.7066E-01	1.1707E-06	4.5894E-06
6.7265E-01	1.0760E-06	4.3205E-06
6.7463E-01	9.8816E-07	4.0651E-06
6.7661E-01	9.0673E-07	3.8227E-06
6.7860E-01	8.3132E-07	3.5927E-06
6.8058E-01	7.6153E-07	3.3746E-06
6.8257E-01	6.9699E-07	3.1679E-06
6.8455E-01	6.3735E-07	2.9721E-06
6.8653E-01	5.8230E-07	2.7867E-06
6.8852E-01	5.3152E-07	2.6113E-06
6.9050E-01	4.8471E-07	2.4454E-06
6.9248E-01	4.4161E-07	2.2885E-06
6.9447E-01	4.0196E-07	2.1404E-06
6.9645E-01	3.6550E-07	2.0005E-06
6.9844E-01	3.3202E-07	1.8685E-06
7.0042E-01	3.0131E-07	1.7440E-06
7.0240E-01	2.7315E-07	1.6267E-06
7.0439E-01	2.4736E-07	1.5162E-06
7.0637E-01	2.2377E-07	1.4122E-06
7.0836E-01	2.0220E-07	1.3144E-06
7.1034E-01	1.8251E-07	1.2224E-06
7.1232E-01	1.6456E-07	1.1360E-06
7.1431E-01	1.4819E-07	1.0549E-06
7.1629E-01	1.3330E-07	9.7876E-07
7.1828E-01	1.1976E-07	9.0742E-07
7.2026E-01	1.0746E-07	8.4060E-07
7.2224E-01	9.6310E-08	7.7804E-07
7.2423E-01	8.6204E-08	7.1953E-07
7.2621E-01	7.7059E-08	6.6483E-07
7.2820E-01	6.8792E-08	6.1376E-07
7.3018E-01	6.1330E-08	5.6609E-07
7.3216E-01	5.4602E-08	5.2165E-07
7.3415E-01	4.8543E-08	4.8024E-07
7.3613E-01	4.3095E-08	4.4170E-07
7.3812E-01	3.8202E-08	4.0585E-07
7.4010E-01	3.3814E-08	3.7254E-07
7.4208E-01	2.9885E-08	3.4161E-07
7.4407E-01	2.6371E-08	3.1293E-07
7.4605E-01	2.3233E-08	2.8635E-07
7.4804E-01	2.0435E-08	2.6174E-07
7.5002E-01	1.7944E-08	2.3899E-07
7.5200E-01	1.5730E-08	2.1796E-07
7.5399E-01	1.3765E-08	1.9856E-07
7.5597E-01	1.2024E-08	1.8067E-07
7.5796E-01	1.0484E-08	1.6419E-07
7.5994E-01	9.1247E-09	1.4903E-07
7.6192E-01	7.9263E-09	1.3510E-07
7.6391E-01	6.8718E-09	1.2232E-07
7.6589E-01	5.9458E-09	1.1060E-07
7.6788E-01	5.1340E-09	9.9865E-08
7.6986E-01	4.4238E-09	9.0049E-08
7.7184E-01	3.8037E-09	8.1083E-08
7.7383E-01	3.2634E-09	7.2905E-08
7.7581E-01	2.7935E-09	6.5454E-08
7.7780E-01	2.3857E-09	5.8676E-08
7.7978E-01	2.0327E-09	5.2518E-08
7.8176E-01	1.7277E-09	4.6932E-08
7.8375E-01	1.4648E-09	4.1871E-08
7.8573E-01	1.2388E-09	3.7294E-08
7.8772E-01	1.0449E-09	3.3161E-08
7.8970E-01	8.7894E-10	2.9434E-08
7.9168E-01	7.3733E-10	2.6079E-08
7.9367E-01	6.1678E-10	2.3063E-08
7.9565E-01	5.1445E-10	2.0358E-08
7.9764E-01	4.2780E-10	1.7935E-08
7.9962E-01	3.5466E-10	1.5769E-08
8.0160E-01	2.9310E-10	1.3836E-08
8.0359E-01	2.4143E-10	1.2115E-08
8.0557E-01	1.9821E-10	1.0584E-08
8.0756E-01	1.6217E-10	9.2269E-09
8.0954E-01	1.3221E-10	8.0251E-09
8.1152E-01	1.0739E-10	6.9635E-09
8.1351E-01	8.6904E-11	6.0277E-09
8.1549E-01	7.0053E-11	5.2047E-09
8.1747E-01	5.6245E-11	4.4826E-09
8.1946E-01	4.4973E-11	3.8505E-09
8.2144E-01	3.5807E-11	3.2985E-09
8.2343E-01	2.8385E-11	2.8178E-09
8.2541E-01	2.2400E-11	2.4002E-09
8.2739E-01	1.7594E-11	2.0384E-09
8.2938E-01	1.3753E-11	1.7258E-09
8.3136E-01	1.0696E-11	1.4566E-09
8.3335E-01	8.2766E-12	1.2253E-09
8.3533E-01	6.3702E-12	1.0273E-09
8.3731E-01	4.8758E-12	8.5827E-10
8.3930E-01	3.7108E-12	7.1447E-10
8.4128E-01	2.8074E-12	5.9255E-10
8.4327E-01	2.1110E-12	4.8955E-10
8.4525E-01	1.5773E-12	4.0283E-10
8.4723E-01	1.1707E-12	3.3011E-10
8.4922E-01	8.6306E-13	2.6936E-10
8.5120E-01	6.3174E-13	2.1881E-10
8.5319E-01	4.5901E-13	1.7694E-10
8.5517E-01	3.3097E-13	1.4239E-10
8.5715E-01	2.3675E-13	1.1402E-10
8.5914E-01	1.6795E-13	9.0836E-11
8.6112E-01	1.1812E-13	7.1978E-11
8.6311E-01	8.2328E-14	5.6718E-11
8.6509E-01	5.6848E-14	4.4434E-11
8.6707E-01	3.8871E-14	3.4601E-11
8.6906E-01	2.6309E-14	2.6775E-11
8.7104E-01	1.7618E-14	2.0584E-11
8.7303E-01	1.1668E-14	1.5716E-11
8.7501E-01	7.6374E-15	1.1913E-11
8.7699E-01	4.9387E-15	8.9639E-12
8.7898E-01	3.1531E-15	6.6921E-12
8.8096E-01	1.9863E-15	4.9553E-12
8.8295E-01	1.2339E-15	3.6380E-12
8.8493E-01	7.5527E-16	2.6469E-12
8.8691E-01	4.5520E-16	1.9078E-12
8.8890E-01	2.6992E-16	1.3615E-12
8.9088E-01	1.5734E-16	9.6161E-13
8.9287E-01	9.0071E-17	6.7176E-13
8.9485E-01	5.0591E-17	4.6389E-13
8.9683E-01	2.7850E-17	3.1648E-13
8.9882E-01	1.5009E-17	2.1315E-13
9.0080E-01	7.9091E-18	1.4163E-13
9.0279E-01	4.0696E-18	9.2765E-14
9.0477E-01	2.0418E-18	5.9843E-14
9.0675E-01	9.9732E-19	3.7988E-14
9.0874E-01	4.7345E-19	2.3706E-14
9.1072E-01	2.1804E-19	1.4526E-14
9.1271E-01	9.7216E-20	8.7305E-15
9.1469E-01	4.1873E-20	5.1399E-15
9.1667E-01	1.7382E-20	2.9600E-15
9.1866E-01	6.9350E-21	1.6648E-15
9.2064E-01	2.6520E-21	9.1300E-16
9.2263E-01	9.6886E-22	4.8728E-16
9.2461E-01	3.3698E-22	2.5258E-16
9.2659E-01	1.1115E-22	1.2687E-16
9.2858E-01	3.4618E-23	6.1598E-17
9.3056E-01	1.0132E-23	2.8827E-17
9.3255E-01	2.7720E-24	1.2963E-17
9.3453E-01	7.0460E-25	5.5818E-18
9.3651E-01	1.6529E-25	2.2925E-18
9.3850E-01	3.5515E-26	8.9409E-19
9.4048E-01	6.9292E-27	3.2949E-19
9.4246E-01	1.2157E-27	1.1408E-19
9.4445E-01	1.8967E-28	3.6875E-20
9.4643E-01	2.5980E-29	1.1045E-20
9.4842E-01	3.0787E-30	3.0395E-21
9.5040E-01	3.1027E-31	7.6098E-22
9.5238E-01	2.6069E-32	1.7136E-22
9.5437E-01	1.7841E-33	3.4243E-23
9.5635E-01	9.6744E-35	5.9771E-24
9.5834E-01	4.0231E-36	8.9431E-25
9.6032E-01	1.2336E-37	1.1215E-25
9.6230E-01	2.6601E-39	1.1471E-26
9.6429E-01	3.8071E-41	9.2575E-28
9.6627E-01	3.3669E-43	5.6590E-29
9.6826E-01	1.6832E-45	2.4900E-30
9.7024E-01	4.2492E-48	7.3944E-32
9.7222E-01	4.6871E-51	1.3645E-33
9.7421E-01	1.8699E-54	1.4048E-35
9.7619E-01	2.0976E-58	6.9911E-38
9.7818E-01	4.6962E-63	1.3838E-40
9.8016E-01	1.2994E-68	8.2965E-44
9.8214E-01	2.2255E-75	1.0175E-47
9.8413E-01	8.3765E-84	1.4186E-52
9.8611E-01	1.3640E-94	8.9537E-59
9.8810E-01	6.4255E-109	5.5332E-67
9.9008E-01	6.7712E-129	2.1421E-78
9.9206E-01	9.6737E-159	2.1552E-95
9.9405E-01	2.7907E-208	1.6090E-123
9.9603E-01	5.9274E-307	0.0000E+00
9.9802E-01	0.0000E+00	0.0000E+00
1.0000E+00	0.0000E+00	0.0000E+00
