x	s-sbar	delta
2.0324E-04	-1.6953E-01	2.1693E-01
2.0512E-04	-1.6995E-01	2.1698E-01
2.0701E-04	-1.7036E-01	2.1703E-01
2.0893E-04	-1.7078E-01	2.1708E-01
2.1086E-04	-1.7120E-01	2.1712E-01
2.1281E-04	-1.7161E-01	2.1717E-01
2.1478E-04	-1.7203E-01	2.1721E-01
2.1677E-04	-1.7244E-01	2.1726E-01
2.1878E-04	-1.7286E-01	2.1730E-01
2.2080E-04	-1.7328E-01	2.1734E-01
2.2284E-04	-1.7369E-01	2.1738E-01
2.2491E-04	-1.7411E-01	2.1741E-01
2.2699E-04	-1.7453E-01	2.1745E-01
2.2909E-04	-1.7494E-01	2.1748E-01
2.3121E-04	-1.7536E-01	2.1752E-01
2.3335E-04	-1.7578E-01	2.1755E-01
2.3550E-04	-1.7620E-01	2.1758E-01
2.3768E-04	-1.7661E-01	2.1761E-01
2.3988E-04	-1.7703E-01	2.1764E-01
2.4210E-04	-1.7745E-01	2.1766E-01
2.4434E-04	-1.7786E-01	2.1769E-01
2.4660E-04	-1.7828E-01	2.1771E-01
2.4889E-04	-1.7870E-01	2.1774E-01
2.5119E-04	-1.7912E-01	2.1776E-01
2.5351E-04	-1.7953E-01	2.1778E-01
2.5586E-04	-1.7995E-01	2.1779E-01
2.5823E-04	-1.8037E-01	2.1781E-01
2.6062E-04	-1.8078E-01	2.1782E-01
2.6303E-04	-1.8120E-01	2.1784E-01
2.6546E-04	-1.8162E-01	2.1785E-01
2.6792E-04	-1.8203E-01	2.1786E-01
2.7040E-04	-1.8245E-01	2.1787E-01
2.7290E-04	-1.8287E-01	2.1788E-01
2.7542E-04	-1.8328E-01	2.1788E-01
2.7797E-04	-1.8370E-01	2.1789E-01
2.8054E-04	-1.8412E-01	2.1789E-01
2.8314E-04	-1.8453E-01	2.1789E-01
2.8576E-04	-1.8495E-01	2.1789E-01
2.8840E-04	-1.8537E-01	2.1789E-01
2.9107E-04	-1.8578E-01	2.1789E-01
2.9376E-04	-1.8620E-01	2.1789E-01
2.9648E-04	-1.8661E-01	2.1788E-01
2.9923E-04	-1.8703E-01	2.1787E-01
3.0200E-04	-1.8744E-01	2.1786E-01
3.0479E-04	-1.8786E-01	2.1785E-01
3.0761E-04	-1.8827E-01	2.1784E-01
3.1046E-04	-1.8869E-01	2.1783E-01
3.1333E-04	-1.8910E-01	2.1781E-01
3.1623E-04	-1.8951E-01	2.1779E-01
3.1915E-04	-1.8993E-01	2.1778E-01
3.2211E-04	-1.9034E-01	2.1776E-01
3.2509E-04	-1.9076E-01	2.1773E-01
3.2810E-04	-1.9117E-01	2.1771E-01
3.3113E-04	-1.9158E-01	2.1769E-01
3.3420E-04	-1.9199E-01	2.1766E-01
3.3729E-04	-1.9241E-01	2.1763E-01
3.4041E-04	-1.9282E-01	2.1760E-01
3.4356E-04	-1.9323E-01	2.1757E-01
3.4674E-04	-1.9364E-01	2.1754E-01
3.4995E-04	-1.9405E-01	2.1750E-01
3.5318E-04	-1.9446E-01	2.1747E-01
3.5645E-04	-1.9487E-01	2.1743E-01
3.5975E-04	-1.9528E-01	2.1739E-01
3.6308E-04	-1.9569E-01	2.1735E-01
3.6644E-04	-1.9610E-01	2.1730E-01
3.6983E-04	-1.9651E-01	2.1726E-01
3.7325E-04	-1.9691E-01	2.1721E-01
3.7670E-04	-1.9732E-01	2.1716E-01
3.8019E-04	-1.9773E-01	2.1711E-01
3.8371E-04	-1.9814E-01	2.1706E-01
3.8726E-04	-1.9854E-01	2.1701E-01
3.9084E-04	-1.9895E-01	2.1695E-01
3.9446E-04	-1.9935E-01	2.1690E-01
3.9811E-04	-1.9976E-01	2.1684E-01
4.0179E-04	-2.0016E-01	2.1678E-01
4.0551E-04	-2.0061E-01	2.1671E-01
4.0926E-04	-2.0097E-01	2.1665E-01
4.1305E-04	-2.0137E-01	2.1658E-01
4.1687E-04	-2.0177E-01	2.1652E-01
4.2073E-04	-2.0218E-01	2.1645E-01
4.2462E-04	-2.0258E-01	2.1638E-01
4.2855E-04	-2.0298E-01	2.1630E-01
4.3251E-04	-2.0338E-01	2.1623E-01
4.3652E-04	-2.0378E-01	2.1615E-01
4.4055E-04	-2.0417E-01	2.1607E-01
4.4463E-04	-2.0457E-01	2.1599E-01
4.4875E-04	-2.0497E-01	2.1591E-01
4.5290E-04	-2.0537E-01	2.1583E-01
4.5709E-04	-2.0576E-01	2.1574E-01
4.6132E-04	-2.0616E-01	2.1565E-01
4.6559E-04	-2.0655E-01	2.1556E-01
4.6989E-04	-2.0694E-01	2.1547E-01
4.7424E-04	-2.0734E-01	2.1538E-01
4.7863E-04	-2.0773E-01	2.1528E-01
4.8306E-04	-2.0812E-01	2.1519E-01
4.8753E-04	-2.0851E-01	2.1509E-01
4.9204E-04	-2.0890E-01	2.1499E-01
4.9659E-04	-2.0929E-01	2.1488E-01
5.0119E-04	-2.0968E-01	2.1478E-01
5.0582E-04	-2.1007E-01	2.1467E-01
5.1050E-04	-2.1045E-01	2.1456E-01
5.1523E-04	-2.1084E-01	2.1445E-01
5.2000E-04	-2.1122E-01	2.1434E-01
5.2481E-04	-2.1161E-01	2.1423E-01
5.2966E-04	-2.1199E-01	2.1411E-01
5.3456E-04	-2.1237E-01	2.1399E-01
5.3951E-04	-2.1275E-01	2.1387E-01
5.4450E-04	-2.1313E-01	2.1375E-01
5.4954E-04	-2.1351E-01	2.1362E-01
5.5463E-04	-2.1389E-01	2.1350E-01
5.5976E-04	-2.1427E-01	2.1337E-01
5.6494E-04	-2.1464E-01	2.1324E-01
5.7016E-04	-2.1502E-01	2.1311E-01
5.7544E-04	-2.1539E-01	2.1297E-01
5.8076E-04	-2.1577E-01	2.1284E-01
5.8614E-04	-2.1614E-01	2.1270E-01
5.9156E-04	-2.1651E-01	2.1256E-01
5.9704E-04	-2.1688E-01	2.1241E-01
6.0256E-04	-2.1725E-01	2.1227E-01
6.0814E-04	-2.1762E-01	2.1212E-01
6.1376E-04	-2.1798E-01	2.1197E-01
6.1944E-04	-2.1835E-01	2.1182E-01
6.2517E-04	-2.1871E-01	2.1167E-01
6.3096E-04	-2.1908E-01	2.1152E-01
6.3680E-04	-2.1944E-01	2.1136E-01
6.4269E-04	-2.1980E-01	2.1120E-01
6.4863E-04	-2.2016E-01	2.1104E-01
6.5464E-04	-2.2052E-01	2.1088E-01
6.6069E-04	-2.2088E-01	2.1071E-01
6.6681E-04	-2.2123E-01	2.1054E-01
6.7298E-04	-2.2159E-01	2.1037E-01
6.7920E-04	-2.2194E-01	2.1020E-01
6.8549E-04	-2.2229E-01	2.1003E-01
6.9183E-04	-2.2264E-01	2.0985E-01
6.9823E-04	-2.2299E-01	2.0967E-01
7.0469E-04	-2.2334E-01	2.0949E-01
7.1121E-04	-2.2369E-01	2.0931E-01
7.1779E-04	-2.2403E-01	2.0913E-01
7.2444E-04	-2.2438E-01	2.0894E-01
7.3114E-04	-2.2472E-01	2.0875E-01
7.3790E-04	-2.2506E-01	2.0856E-01
7.4473E-04	-2.2540E-01	2.0837E-01
7.5162E-04	-2.2574E-01	2.0817E-01
7.5858E-04	-2.2607E-01	2.0798E-01
7.6560E-04	-2.2641E-01	2.0778E-01
7.7268E-04	-2.2674E-01	2.0757E-01
7.7983E-04	-2.2707E-01	2.0737E-01
7.8705E-04	-2.2741E-01	2.0716E-01
7.9433E-04	-2.2773E-01	2.0696E-01
8.0168E-04	-2.2806E-01	2.0674E-01
8.0910E-04	-2.2839E-01	2.0653E-01
8.1658E-04	-2.2871E-01	2.0632E-01
8.2414E-04	-2.2903E-01	2.0610E-01
8.3176E-04	-2.2935E-01	2.0588E-01
8.3946E-04	-2.2967E-01	2.0566E-01
8.4723E-04	-2.2999E-01	2.0543E-01
8.5507E-04	-2.3031E-01	2.0521E-01
8.6298E-04	-2.3062E-01	2.0498E-01
8.7096E-04	-2.3093E-01	2.0475E-01
8.7902E-04	-2.3124E-01	2.0451E-01
8.8716E-04	-2.3155E-01	2.0428E-01
8.9536E-04	-2.3186E-01	2.0404E-01
9.0365E-04	-2.3216E-01	2.0380E-01
9.1201E-04	-2.3247E-01	2.0356E-01
9.2045E-04	-2.3277E-01	2.0331E-01
9.2897E-04	-2.3307E-01	2.0307E-01
9.3756E-04	-2.3336E-01	2.0282E-01
9.4624E-04	-2.3366E-01	2.0257E-01
9.5499E-04	-2.3395E-01	2.0231E-01
9.6383E-04	-2.3424E-01	2.0206E-01
9.7275E-04	-2.3453E-01	2.0180E-01
9.8175E-04	-2.3482E-01	2.0154E-01
9.9083E-04	-2.3511E-01	2.0128E-01
1.0000E-03	-2.3539E-01	2.0101E-01
1.0093E-03	-2.3567E-01	2.0074E-01
1.0186E-03	-2.3595E-01	2.0047E-01
1.0280E-03	-2.3623E-01	2.0020E-01
1.0375E-03	-2.3651E-01	1.9993E-01
1.0471E-03	-2.3678E-01	1.9965E-01
1.0568E-03	-2.3705E-01	1.9937E-01
1.0666E-03	-2.3732E-01	1.9909E-01
1.0765E-03	-2.3759E-01	1.9880E-01
1.0864E-03	-2.3785E-01	1.9852E-01
1.0965E-03	-2.3811E-01	1.9823E-01
1.1066E-03	-2.3837E-01	1.9794E-01
1.1169E-03	-2.3863E-01	1.9764E-01
1.1272E-03	-2.3889E-01	1.9735E-01
1.1376E-03	-2.3914E-01	1.9705E-01
1.1482E-03	-2.3939E-01	1.9675E-01
1.1588E-03	-2.3964E-01	1.9645E-01
1.1695E-03	-2.3989E-01	1.9614E-01
1.1803E-03	-2.4013E-01	1.9583E-01
1.1912E-03	-2.4037E-01	1.9552E-01
1.2023E-03	-2.4061E-01	1.9521E-01
1.2134E-03	-2.4085E-01	1.9490E-01
1.2246E-03	-2.4108E-01	1.9458E-01
1.2359E-03	-2.4131E-01	1.9426E-01
1.2474E-03	-2.4154E-01	1.9394E-01
1.2589E-03	-2.4177E-01	1.9361E-01
1.2706E-03	-2.4199E-01	1.9329E-01
1.2823E-03	-2.4222E-01	1.9296E-01
1.2942E-03	-2.4243E-01	1.9263E-01
1.3062E-03	-2.4265E-01	1.9229E-01
1.3183E-03	-2.4287E-01	1.9196E-01
1.3305E-03	-2.4308E-01	1.9162E-01
1.3428E-03	-2.4329E-01	1.9128E-01
1.3552E-03	-2.4349E-01	1.9093E-01
1.3677E-03	-2.4369E-01	1.9059E-01
1.3804E-03	-2.4389E-01	1.9024E-01
1.3932E-03	-2.4409E-01	1.8989E-01
1.4060E-03	-2.4429E-01	1.8953E-01
1.4191E-03	-2.4448E-01	1.8918E-01
1.4322E-03	-2.4467E-01	1.8882E-01
1.4454E-03	-2.4486E-01	1.8846E-01
1.4588E-03	-2.4504E-01	1.8810E-01
1.4723E-03	-2.4522E-01	1.8773E-01
1.4859E-03	-2.4540E-01	1.8736E-01
1.4997E-03	-2.4557E-01	1.8699E-01
1.5136E-03	-2.4575E-01	1.8662E-01
1.5276E-03	-2.4592E-01	1.8625E-01
1.5417E-03	-2.4608E-01	1.8587E-01
1.5560E-03	-2.4624E-01	1.8549E-01
1.5704E-03	-2.4641E-01	1.8511E-01
1.5849E-03	-2.4656E-01	1.8472E-01
1.5996E-03	-2.4672E-01	1.8434E-01
1.6144E-03	-2.4687E-01	1.8395E-01
1.6293E-03	-2.4702E-01	1.8356E-01
1.6444E-03	-2.4716E-01	1.8316E-01
1.6596E-03	-2.4730E-01	1.8276E-01
1.6749E-03	-2.4744E-01	1.8237E-01
1.6904E-03	-2.4758E-01	1.8196E-01
1.7061E-03	-2.4771E-01	1.8156E-01
1.7219E-03	-2.4784E-01	1.8115E-01
1.7378E-03	-2.4796E-01	1.8075E-01
1.7539E-03	-2.4809E-01	1.8034E-01
1.7701E-03	-2.4820E-01	1.7992E-01
1.7865E-03	-2.4832E-01	1.7951E-01
1.8030E-03	-2.4843E-01	1.7909E-01
1.8197E-03	-2.4854E-01	1.7867E-01
1.8365E-03	-2.4865E-01	1.7824E-01
1.8535E-03	-2.4875E-01	1.7782E-01
1.8707E-03	-2.4885E-01	1.7739E-01
1.8880E-03	-2.4894E-01	1.7696E-01
1.9055E-03	-2.4904E-01	1.7653E-01
1.9231E-03	-2.4912E-01	1.7609E-01
1.9409E-03	-2.4921E-01	1.7566E-01
1.9588E-03	-2.4929E-01	1.7522E-01
1.9770E-03	-2.4937E-01	1.7478E-01
1.9953E-03	-2.4944E-01	1.7433E-01
2.0137E-03	-2.4951E-01	1.7389E-01
2.0324E-03	-2.4958E-01	1.7344E-01
2.0512E-03	-2.4965E-01	1.7298E-01
2.0701E-03	-2.4970E-01	1.7253E-01
2.0893E-03	-2.4976E-01	1.7208E-01
2.1086E-03	-2.4981E-01	1.7162E-01
2.1281E-03	-2.4986E-01	1.7116E-01
2.1478E-03	-2.4991E-01	1.7069E-01
2.1677E-03	-2.4995E-01	1.7023E-01
2.1878E-03	-2.4999E-01	1.6976E-01
2.2080E-03	-2.5002E-01	1.6929E-01
2.2284E-03	-2.5005E-01	1.6882E-01
2.2491E-03	-2.5008E-01	1.6834E-01
2.2699E-03	-2.5010E-01	1.6787E-01
2.2909E-03	-2.5012E-01	1.6739E-01
2.3121E-03	-2.5013E-01	1.6691E-01
2.3335E-03	-2.5014E-01	1.6642E-01
2.3550E-03	-2.5015E-01	1.6594E-01
2.3768E-03	-2.5015E-01	1.6545E-01
2.3988E-03	-2.5015E-01	1.6496E-01
2.4210E-03	-2.5014E-01	1.6447E-01
2.4434E-03	-2.5013E-01	1.6397E-01
2.4660E-03	-2.5012E-01	1.6347E-01
2.4889E-03	-2.5010E-01	1.6297E-01
2.5119E-03	-2.5008E-01	1.6247E-01
2.5351E-03	-2.5005E-01	1.6197E-01
2.5586E-03	-2.5002E-01	1.6146E-01
2.5823E-03	-2.4999E-01	1.6095E-01
2.6062E-03	-2.4995E-01	1.6044E-01
2.6303E-03	-2.4990E-01	1.5993E-01
2.6546E-03	-2.4986E-01	1.5942E-01
2.6792E-03	-2.4981E-01	1.5890E-01
2.7040E-03	-2.4975E-01	1.5838E-01
2.7290E-03	-2.4969E-01	1.5786E-01
2.7542E-03	-2.4963E-01	1.5734E-01
2.7797E-03	-2.4956E-01	1.5681E-01
2.8054E-03	-2.4948E-01	1.5628E-01
2.8314E-03	-2.4941E-01	1.5575E-01
2.8576E-03	-2.4932E-01	1.5522E-01
2.8840E-03	-2.4924E-01	1.5469E-01
2.9107E-03	-2.4915E-01	1.5415E-01
2.9376E-03	-2.4905E-01	1.5361E-01
2.9648E-03	-2.4895E-01	1.5307E-01
2.9923E-03	-2.4885E-01	1.5253E-01
3.0200E-03	-2.4874E-01	1.5199E-01
3.0479E-03	-2.4863E-01	1.5144E-01
3.0761E-03	-2.4851E-01	1.5089E-01
3.1046E-03	-2.4839E-01	1.5034E-01
3.1333E-03	-2.4826E-01	1.4979E-01
3.1623E-03	-2.4813E-01	1.4923E-01
3.1915E-03	-2.4799E-01	1.4868E-01
3.2211E-03	-2.4785E-01	1.4812E-01
3.2509E-03	-2.4770E-01	1.4756E-01
3.2810E-03	-2.4755E-01	1.4700E-01
3.3113E-03	-2.4740E-01	1.4643E-01
3.3420E-03	-2.4724E-01	1.4587E-01
3.3729E-03	-2.4707E-01	1.4530E-01
3.4041E-03	-2.4690E-01	1.4473E-01
3.4356E-03	-2.4673E-01	1.4416E-01
3.4674E-03	-2.4655E-01	1.4358E-01
3.4995E-03	-2.4637E-01	1.4301E-01
3.5318E-03	-2.4618E-01	1.4243E-01
3.5645E-03	-2.4599E-01	1.4185E-01
3.5975E-03	-2.4579E-01	1.4127E-01
3.6308E-03	-2.4558E-01	1.4069E-01
3.6644E-03	-2.4537E-01	1.4010E-01
3.6983E-03	-2.4516E-01	1.3952E-01
3.7325E-03	-2.4494E-01	1.3893E-01
3.7670E-03	-2.4472E-01	1.3834E-01
3.8019E-03	-2.4449E-01	1.3775E-01
3.8371E-03	-2.4426E-01	1.3715E-01
3.8726E-03	-2.4402E-01	1.3656E-01
3.9084E-03	-2.4378E-01	1.3596E-01
3.9446E-03	-2.4353E-01	1.3536E-01
3.9811E-03	-2.4327E-01	1.3476E-01
4.0179E-03	-2.4302E-01	1.3416E-01
4.0551E-03	-2.4275E-01	1.3356E-01
4.0926E-03	-2.4248E-01	1.3295E-01
4.1305E-03	-2.4221E-01	1.3235E-01
4.1687E-03	-2.4193E-01	1.3174E-01
4.2073E-03	-2.4165E-01	1.3113E-01
4.2462E-03	-2.4136E-01	1.3052E-01
4.2855E-03	-2.4106E-01	1.2991E-01
4.3251E-03	-2.4076E-01	1.2929E-01
4.3652E-03	-2.4046E-01	1.2868E-01
4.4055E-03	-2.4015E-01	1.2806E-01
4.4463E-03	-2.3983E-01	1.2744E-01
4.4875E-03	-2.3951E-01	1.2682E-01
4.5290E-03	-2.3918E-01	1.2620E-01
4.5709E-03	-2.3885E-01	1.2558E-01
4.6132E-03	-2.3851E-01	1.2496E-01
4.6559E-03	-2.3817E-01	1.2433E-01
4.6989E-03	-2.3782E-01	1.2370E-01
4.7424E-03	-2.3747E-01	1.2308E-01
4.7863E-03	-2.3711E-01	1.2245E-01
4.8306E-03	-2.3675E-01	1.2182E-01
4.8753E-03	-2.3638E-01	1.2119E-01
4.9204E-03	-2.3601E-01	1.2055E-01
4.9659E-03	-2.3563E-01	1.1992E-01
5.0119E-03	-2.3524E-01	1.1928E-01
5.0582E-03	-2.3485E-01	1.1865E-01
5.1050E-03	-2.3445E-01	1.1801E-01
5.1523E-03	-2.3405E-01	1.1737E-01
5.2000E-03	-2.3364E-01	1.1673E-01
5.2481E-03	-2.3323E-01	1.1609E-01
5.2966E-03	-2.3281E-01	1.1545E-01
5.3456E-03	-2.3239E-01	1.1481E-01
5.3951E-03	-2.3196E-01	1.1416E-01
5.4450E-03	-2.3152E-01	1.1352E-01
5.4954E-03	-2.3108E-01	1.1287E-01
5.5463E-03	-2.3064E-01	1.1223E-01
5.5976E-03	-2.3019E-01	1.1158E-01
5.6494E-03	-2.2973E-01	1.1093E-01
5.7016E-03	-2.2927E-01	1.1028E-01
5.7544E-03	-2.2880E-01	1.0963E-01
5.8076E-03	-2.2832E-01	1.0898E-01
5.8614E-03	-2.2784E-01	1.0833E-01
5.9156E-03	-2.2736E-01	1.0768E-01
5.9704E-03	-2.2687E-01	1.0702E-01
6.0256E-03	-2.2637E-01	1.0637E-01
6.0814E-03	-2.2587E-01	1.0571E-01
6.1376E-03	-2.2536E-01	1.0506E-01
6.1944E-03	-2.2485E-01	1.0440E-01
6.2517E-03	-2.2433E-01	1.0375E-01
6.3096E-03	-2.2381E-01	1.0309E-01
6.3680E-03	-2.2328E-01	1.0243E-01
6.4269E-03	-2.2274E-01	1.0177E-01
6.4863E-03	-2.2220E-01	1.0111E-01
6.5464E-03	-2.2165E-01	1.0046E-01
6.6069E-03	-2.2110E-01	9.9796E-02
6.6681E-03	-2.2054E-01	9.9136E-02
6.7298E-03	-2.1998E-01	9.8476E-02
6.7920E-03	-2.1941E-01	9.7815E-02
6.8549E-03	-2.1883E-01	9.7154E-02
6.9183E-03	-2.1825E-01	9.6492E-02
6.9823E-03	-2.1766E-01	9.5831E-02
7.0469E-03	-2.1707E-01	9.5169E-02
7.1121E-03	-2.1647E-01	9.4506E-02
7.1779E-03	-2.1587E-01	9.3844E-02
7.2444E-03	-2.1526E-01	9.3181E-02
7.3114E-03	-2.1465E-01	9.2518E-02
7.3790E-03	-2.1403E-01	9.1856E-02
7.4473E-03	-2.1340E-01	9.1193E-02
7.5162E-03	-2.1277E-01	9.0530E-02
7.5858E-03	-2.1213E-01	8.9866E-02
7.6560E-03	-2.1149E-01	8.9203E-02
7.7268E-03	-2.1084E-01	8.8540E-02
7.7983E-03	-2.1018E-01	8.7877E-02
7.8705E-03	-2.0952E-01	8.7214E-02
7.9433E-03	-2.0886E-01	8.6552E-02
8.0168E-03	-2.0819E-01	8.5889E-02
8.0910E-03	-2.0751E-01	8.5227E-02
8.1658E-03	-2.0683E-01	8.4564E-02
8.2414E-03	-2.0614E-01	8.3902E-02
8.3176E-03	-2.0544E-01	8.3241E-02
8.3946E-03	-2.0474E-01	8.2579E-02
8.4723E-03	-2.0404E-01	8.1918E-02
8.5507E-03	-2.0333E-01	8.1257E-02
8.6298E-03	-2.0261E-01	8.0597E-02
8.7096E-03	-2.0189E-01	7.9937E-02
8.7902E-03	-2.0116E-01	7.9278E-02
8.8716E-03	-2.0043E-01	7.8618E-02
8.9536E-03	-1.9969E-01	7.7960E-02
9.0365E-03	-1.9895E-01	7.7302E-02
9.1201E-03	-1.9820E-01	7.6645E-02
9.2045E-03	-1.9745E-01	7.5988E-02
9.2897E-03	-1.9669E-01	7.5332E-02
9.3756E-03	-1.9592E-01	7.4676E-02
9.4624E-03	-1.9515E-01	7.4022E-02
9.5499E-03	-1.9437E-01	7.3368E-02
9.6383E-03	-1.9359E-01	7.2715E-02
9.7275E-03	-1.9280E-01	7.2062E-02
9.8175E-03	-1.9201E-01	7.1411E-02
9.9083E-03	-1.9121E-01	7.0760E-02
1.0000E-02	-1.9041E-01	7.0110E-02
1.1984E-02	-1.7357E-01	5.7575E-02
1.3968E-02	-1.5785E-01	4.7437E-02
1.5952E-02	-1.4327E-01	3.9127E-02
1.7936E-02	-1.2977E-01	3.2248E-02
1.9920E-02	-1.1729E-01	2.6514E-02
2.1904E-02	-1.0576E-01	2.1715E-02
2.3888E-02	-9.5102E-02	1.7695E-02
2.5872E-02	-8.5239E-02	1.4340E-02
2.7856E-02	-7.6111E-02	1.1570E-02
2.9840E-02	-6.7656E-02	9.3358E-03
3.1824E-02	-5.9822E-02	7.6173E-03
3.3808E-02	-5.2558E-02	6.4156E-03
3.5792E-02	-4.5821E-02	5.7258E-03
3.7776E-02	-3.9570E-02	5.4950E-03
3.9760E-02	-3.3767E-02	5.6089E-03
4.1743E-02	-2.8381E-02	5.9329E-03
4.3727E-02	-2.3380E-02	6.3588E-03
4.5711E-02	-1.8736E-02	6.8170E-03
4.7695E-02	-1.4425E-02	7.2681E-03
4.9679E-02	-1.0422E-02	7.6918E-03
5.1663E-02	-6.7063E-03	8.0787E-03
5.3647E-02	-3.2587E-03	8.4252E-03
5.5631E-02	-6.0682E-05	8.7312E-03
5.7615E-02	2.9043E-03	8.9982E-03
5.9599E-02	5.6516E-03	9.2289E-03
6.1583E-02	8.1955E-03	9.4258E-03
6.3567E-02	1.0549E-02	9.5919E-03
6.5551E-02	1.2725E-02	9.7301E-03
6.7535E-02	1.4735E-02	9.8430E-03
6.9519E-02	1.6588E-02	9.9332E-03
7.1503E-02	1.8295E-02	1.0003E-02
7.3487E-02	1.9865E-02	1.0054E-02
7.5471E-02	2.1306E-02	1.0090E-02
7.7455E-02	2.2627E-02	1.0110E-02
7.9439E-02	2.3835E-02	1.0117E-02
8.1423E-02	2.4937E-02	1.0113E-02
8.3407E-02	2.5939E-02	1.0098E-02
8.5391E-02	2.6847E-02	1.0074E-02
8.7375E-02	2.7668E-02	1.0042E-02
8.9359E-02	2.8406E-02	1.0003E-02
9.1343E-02	2.9067E-02	9.9565E-03
9.3327E-02	2.9655E-02	9.9047E-03
9.5311E-02	3.0175E-02	9.8478E-03
9.7295E-02	3.0631E-02	9.7863E-03
9.9279E-02	3.1027E-02	9.7209E-03
1.0126E-01	3.1366E-02	9.6519E-03
1.0325E-01	3.1653E-02	9.5799E-03
1.0523E-01	3.1890E-02	9.5051E-03
1.0721E-01	3.2080E-02	9.4281E-03
1.0920E-01	3.2227E-02	9.3489E-03
1.1118E-01	3.2333E-02	9.2680E-03
1.1317E-01	3.2400E-02	9.1856E-03
1.1515E-01	3.2432E-02	9.1019E-03
1.1713E-01	3.2430E-02	9.0171E-03
1.1912E-01	3.2397E-02	8.9313E-03
1.2110E-01	3.2334E-02	8.8448E-03
1.2309E-01	3.2244E-02	8.7578E-03
1.2507E-01	3.2129E-02	8.6702E-03
1.2705E-01	3.1990E-02	8.5823E-03
