x	s-sbar	delta
1.2110E-01	-6.0718E-04	1.0970E-03
1.2309E-01	-5.1735E-04	9.3412E-04
1.2507E-01	-4.2898E-04	7.7387E-04
1.2705E-01	-3.4206E-04	6.1623E-04
1.2904E-01	-2.5657E-04	4.6118E-04
1.3102E-01	-1.7249E-04	3.0869E-04
1.3301E-01	-8.9818E-05	1.5875E-04
1.3499E-01	-8.5335E-06	1.1515E-05
1.3697E-01	7.1373E-05	1.3367E-04
1.3896E-01	1.4991E-04	2.7612E-04
1.4094E-01	2.2709E-04	4.1613E-04
1.4293E-01	3.0293E-04	5.5370E-04
1.4491E-01	3.7743E-04	6.8885E-04
1.4689E-01	4.5060E-04	8.2160E-04
1.4888E-01	5.2244E-04	9.5195E-04
1.5086E-01	5.9298E-04	1.0799E-03
1.5285E-01	6.6221E-04	1.2055E-03
1.5483E-01	7.3015E-04	1.3288E-03
1.5681E-01	7.9679E-04	1.4498E-03
1.5880E-01	8.6215E-04	1.5684E-03
1.6078E-01	9.2624E-04	1.6847E-03
1.6277E-01	9.8906E-04	1.7987E-03
1.6475E-01	1.0506E-03	1.9104E-03
1.6673E-01	1.1109E-03	2.0198E-03
1.6872E-01	1.1700E-03	2.1270E-03
1.7070E-01	1.2278E-03	2.2319E-03
1.7269E-01	1.2844E-03	2.3346E-03
1.7467E-01	1.3397E-03	2.4351E-03
1.7665E-01	1.3938E-03	2.5333E-03
1.7864E-01	1.4467E-03	2.6294E-03
1.8062E-01	1.4984E-03	2.7232E-03
1.8261E-01	1.5489E-03	2.8149E-03
1.8459E-01	1.5982E-03	2.9044E-03
1.8657E-01	1.6463E-03	2.9917E-03
1.8856E-01	1.6933E-03	3.0769E-03
1.9054E-01	1.7390E-03	3.1600E-03
1.9253E-01	1.7836E-03	3.2409E-03
1.9451E-01	1.8270E-03	3.3198E-03
1.9649E-01	1.8692E-03	3.3965E-03
1.9848E-01	1.9103E-03	3.4711E-03
2.0046E-01	1.9503E-03	3.5437E-03
2.0244E-01	1.9891E-03	3.6142E-03
2.0443E-01	2.0268E-03	3.6827E-03
2.0641E-01	2.0634E-03	3.7492E-03
2.0840E-01	2.0989E-03	3.8136E-03
2.1038E-01	2.1332E-03	3.8760E-03
2.1236E-01	2.1665E-03	3.9364E-03
2.1435E-01	2.1987E-03	3.9949E-03
2.1633E-01	2.2298E-03	4.0514E-03
2.1832E-01	2.2598E-03	4.1059E-03
2.2030E-01	2.2888E-03	4.1586E-03
2.2228E-01	2.3167E-03	4.2093E-03
2.2427E-01	2.3435E-03	4.2581E-03
2.2625E-01	2.3694E-03	4.3050E-03
2.2824E-01	2.3942E-03	4.3501E-03
2.3022E-01	2.4179E-03	4.3933E-03
2.3220E-01	2.4407E-03	4.4347E-03
2.3419E-01	2.4625E-03	4.4742E-03
2.3617E-01	2.4833E-03	4.5120E-03
2.3816E-01	2.5031E-03	4.5480E-03
2.4014E-01	2.5219E-03	4.5822E-03
2.4212E-01	2.5397E-03	4.6147E-03
2.4411E-01	2.5567E-03	4.6454E-03
2.4609E-01	2.5726E-03	4.6745E-03
2.4808E-01	2.5877E-03	4.7018E-03
2.5006E-01	2.6018E-03	4.7275E-03
2.5204E-01	2.6150E-03	4.7515E-03
2.5403E-01	2.6273E-03	4.7739E-03
2.5601E-01	2.6387E-03	4.7947E-03
2.5800E-01	2.6493E-03	4.8139E-03
2.5998E-01	2.6590E-03	4.8315E-03
2.6196E-01	2.6678E-03	4.8476E-03
2.6395E-01	2.6758E-03	4.8621E-03
2.6593E-01	2.6829E-03	4.8751E-03
2.6792E-01	2.6892E-03	4.8867E-03
2.6990E-01	2.6947E-03	4.8967E-03
2.7188E-01	2.6994E-03	4.9053E-03
2.7387E-01	2.7034E-03	4.9125E-03
2.7585E-01	2.7065E-03	4.9182E-03
2.7784E-01	2.7089E-03	4.9226E-03
2.7982E-01	2.7105E-03	4.9256E-03
2.8180E-01	2.7114E-03	4.9273E-03
2.8379E-01	2.7116E-03	4.9276E-03
2.8577E-01	2.7111E-03	4.9267E-03
2.8776E-01	2.7098E-03	4.9244E-03
2.8974E-01	2.7079E-03	4.9209E-03
2.9172E-01	2.7052E-03	4.9162E-03
2.9371E-01	2.7019E-03	4.9102E-03
2.9569E-01	2.6980E-03	4.9031E-03
2.9768E-01	2.6934E-03	4.8948E-03
2.9966E-01	2.6882E-03	4.8853E-03
3.0164E-01	2.6823E-03	4.8748E-03
3.0363E-01	2.6759E-03	4.8631E-03
3.0561E-01	2.6688E-03	4.8503E-03
3.0760E-01	2.6612E-03	4.8365E-03
3.0958E-01	2.6530E-03	4.8216E-03
3.1156E-01	2.6443E-03	4.8058E-03
3.1355E-01	2.6350E-03	4.7889E-03
3.1553E-01	2.6251E-03	4.7711E-03
3.1752E-01	2.6148E-03	4.7523E-03
3.1950E-01	2.6039E-03	4.7326E-03
3.2148E-01	2.5926E-03	4.7120E-03
3.2347E-01	2.5807E-03	4.6905E-03
3.2545E-01	2.5684E-03	4.6682E-03
3.2743E-01	2.5556E-03	4.6450E-03
3.2942E-01	2.5424E-03	4.6210E-03
3.3140E-01	2.5288E-03	4.5963E-03
3.3339E-01	2.5147E-03	4.5707E-03
3.3537E-01	2.5002E-03	4.5444E-03
3.3735E-01	2.4853E-03	4.5174E-03
3.3934E-01	2.4700E-03	4.4897E-03
3.4132E-01	2.4544E-03	4.4612E-03
3.4331E-01	2.4384E-03	4.4322E-03
3.4529E-01	2.4220E-03	4.4025E-03
3.4727E-01	2.4053E-03	4.3721E-03
3.4926E-01	2.3883E-03	4.3412E-03
3.5124E-01	2.3709E-03	4.3097E-03
3.5323E-01	2.3533E-03	4.2776E-03
3.5521E-01	2.3353E-03	4.2450E-03
3.5719E-01	2.3171E-03	4.2119E-03
3.5918E-01	2.2986E-03	4.1783E-03
3.6116E-01	2.2798E-03	4.1442E-03
3.6315E-01	2.2608E-03	4.1097E-03
3.6513E-01	2.2415E-03	4.0747E-03
3.6711E-01	2.2220E-03	4.0393E-03
3.6910E-01	2.2023E-03	4.0035E-03
3.7108E-01	2.1824E-03	3.9673E-03
3.7307E-01	2.1623E-03	3.9308E-03
3.7505E-01	2.1420E-03	3.8939E-03
3.7703E-01	2.1215E-03	3.8567E-03
3.7902E-01	2.1009E-03	3.8192E-03
3.8100E-01	2.0801E-03	3.7815E-03
3.8299E-01	2.0591E-03	3.7434E-03
3.8497E-01	2.0381E-03	3.7051E-03
3.8695E-01	2.0168E-03	3.6666E-03
3.8894E-01	1.9955E-03	3.6279E-03
3.9092E-01	1.9741E-03	3.5889E-03
3.9291E-01	1.9526E-03	3.5498E-03
3.9489E-01	1.9309E-03	3.5106E-03
3.9687E-01	1.9092E-03	3.4711E-03
3.9886E-01	1.8875E-03	3.4316E-03
4.0084E-01	1.8656E-03	3.3919E-03
4.0283E-01	1.8438E-03	3.3521E-03
4.0481E-01	1.8218E-03	3.3123E-03
4.0679E-01	1.7998E-03	3.2724E-03
4.0878E-01	1.7778E-03	3.2324E-03
4.1076E-01	1.7558E-03	3.1924E-03
4.1275E-01	1.7338E-03	3.1523E-03
4.1473E-01	1.7117E-03	3.1123E-03
4.1671E-01	1.6897E-03	3.0722E-03
4.1870E-01	1.6677E-03	3.0322E-03
4.2068E-01	1.6457E-03	2.9922E-03
4.2267E-01	1.6237E-03	2.9522E-03
4.2465E-01	1.6017E-03	2.9123E-03
4.2663E-01	1.5798E-03	2.8725E-03
4.2862E-01	1.5579E-03	2.8327E-03
4.3060E-01	1.5361E-03	2.7931E-03
4.3259E-01	1.5143E-03	2.7535E-03
4.3457E-01	1.4926E-03	2.7141E-03
4.3655E-01	1.4710E-03	2.6748E-03
4.3854E-01	1.4494E-03	2.6356E-03
4.4052E-01	1.4280E-03	2.5965E-03
4.4251E-01	1.4066E-03	2.5577E-03
4.4449E-01	1.3853E-03	2.5190E-03
4.4647E-01	1.3641E-03	2.4804E-03
4.4846E-01	1.3430E-03	2.4421E-03
4.5044E-01	1.3220E-03	2.4040E-03
4.5242E-01	1.3011E-03	2.3660E-03
4.5441E-01	1.2804E-03	2.3283E-03
4.5639E-01	1.2598E-03	2.2908E-03
4.5838E-01	1.2393E-03	2.2536E-03
4.6036E-01	1.2189E-03	2.2165E-03
4.6234E-01	1.1987E-03	2.1798E-03
4.6433E-01	1.1786E-03	2.1433E-03
4.6631E-01	1.1586E-03	2.1070E-03
4.6830E-01	1.1388E-03	2.0710E-03
4.7028E-01	1.1192E-03	2.0353E-03
4.7226E-01	1.0997E-03	1.9999E-03
4.7425E-01	1.0804E-03	1.9647E-03
4.7623E-01	1.0612E-03	1.9299E-03
4.7822E-01	1.0422E-03	1.8953E-03
4.8020E-01	1.0234E-03	1.8611E-03
4.8218E-01	1.0047E-03	1.8272E-03
4.8417E-01	9.8621E-04	1.7936E-03
4.8615E-01	9.6789E-04	1.7603E-03
4.8814E-01	9.4976E-04	1.7273E-03
4.9012E-01	9.3181E-04	1.6947E-03
4.9210E-01	9.1404E-04	1.6624E-03
4.9409E-01	8.9646E-04	1.6304E-03
4.9607E-01	8.7906E-04	1.5988E-03
4.9806E-01	8.6186E-04	1.5675E-03
5.0004E-01	8.4484E-04	1.5366E-03
5.0202E-01	8.2802E-04	1.5060E-03
5.0401E-01	8.1139E-04	1.4757E-03
5.0599E-01	7.9496E-04	1.4459E-03
5.0798E-01	7.7872E-04	1.4163E-03
5.0996E-01	7.6269E-04	1.3872E-03
5.1194E-01	7.4685E-04	1.3584E-03
5.1393E-01	7.3121E-04	1.3299E-03
5.1591E-01	7.1577E-04	1.3019E-03
5.1790E-01	7.0054E-04	1.2742E-03
5.1988E-01	6.8550E-04	1.2468E-03
5.2186E-01	6.7067E-04	1.2199E-03
5.2385E-01	6.5604E-04	1.1933E-03
5.2583E-01	6.4162E-04	1.1670E-03
5.2782E-01	6.2740E-04	1.1412E-03
5.2980E-01	6.1338E-04	1.1157E-03
5.3178E-01	5.9957E-04	1.0906E-03
5.3377E-01	5.8596E-04	1.0658E-03
5.3575E-01	5.7255E-04	1.0414E-03
5.3774E-01	5.5935E-04	1.0174E-03
5.3972E-01	5.4635E-04	9.9379E-04
5.4170E-01	5.3355E-04	9.7052E-04
5.4369E-01	5.2095E-04	9.4761E-04
5.4567E-01	5.0856E-04	9.2507E-04
5.4766E-01	4.9636E-04	9.0290E-04
5.4964E-01	4.8437E-04	8.8109E-04
5.5162E-01	4.7258E-04	8.5964E-04
5.5361E-01	4.6098E-04	8.3855E-04
5.5559E-01	4.4958E-04	8.1782E-04
5.5758E-01	4.3838E-04	7.9745E-04
5.5956E-01	4.2738E-04	7.7744E-04
5.6154E-01	4.1657E-04	7.5778E-04
5.6353E-01	4.0595E-04	7.3847E-04
5.6551E-01	3.9552E-04	7.1951E-04
5.6749E-01	3.8529E-04	7.0089E-04
5.6948E-01	3.7524E-04	6.8262E-04
5.7146E-01	3.6539E-04	6.6470E-04
5.7345E-01	3.5572E-04	6.4711E-04
5.7543E-01	3.4623E-04	6.2986E-04
5.7741E-01	3.3693E-04	6.1294E-04
5.7940E-01	3.2781E-04	5.9636E-04
5.8138E-01	3.1888E-04	5.8010E-04
5.8337E-01	3.1012E-04	5.6417E-04
5.8535E-01	3.0153E-04	5.4856E-04
5.8733E-01	2.9313E-04	5.3327E-04
5.8932E-01	2.8489E-04	5.1829E-04
5.9130E-01	2.7683E-04	5.0363E-04
5.9329E-01	2.6894E-04	4.8928E-04
5.9527E-01	2.6122E-04	4.7523E-04
5.9725E-01	2.5366E-04	4.6149E-04
5.9924E-01	2.4627E-04	4.4804E-04
6.0122E-01	2.3904E-04	4.3489E-04
6.0321E-01	2.3197E-04	4.2203E-04
6.0519E-01	2.2506E-04	4.0946E-04
6.0717E-01	2.1831E-04	3.9718E-04
6.0916E-01	2.1171E-04	3.8517E-04
6.1114E-01	2.0526E-04	3.7344E-04
6.1313E-01	1.9896E-04	3.6199E-04
6.1511E-01	1.9281E-04	3.5080E-04
6.1709E-01	1.8681E-04	3.3988E-04
6.1908E-01	1.8095E-04	3.2923E-04
6.2106E-01	1.7524E-04	3.1883E-04
6.2305E-01	1.6966E-04	3.0868E-04
6.2503E-01	1.6422E-04	2.9879E-04
6.2701E-01	1.5892E-04	2.8914E-04
6.2900E-01	1.5375E-04	2.7974E-04
6.3098E-01	1.4871E-04	2.7057E-04
6.3297E-01	1.4380E-04	2.6164E-04
6.3495E-01	1.3902E-04	2.5294E-04
6.3693E-01	1.3436E-04	2.4447E-04
6.3892E-01	1.2983E-04	2.3622E-04
6.4090E-01	1.2541E-04	2.2819E-04
6.4289E-01	1.2112E-04	2.2038E-04
6.4487E-01	1.1694E-04	2.1277E-04
6.4685E-01	1.1288E-04	2.0538E-04
6.4884E-01	1.0892E-04	1.9819E-04
6.5082E-01	1.0508E-04	1.9120E-04
6.5281E-01	1.0135E-04	1.8441E-04
6.5479E-01	9.7718E-05	1.7780E-04
6.5677E-01	9.4193E-05	1.7139E-04
6.5876E-01	9.0771E-05	1.6517E-04
6.6074E-01	8.7447E-05	1.5912E-04
6.6273E-01	8.4222E-05	1.5325E-04
6.6471E-01	8.1092E-05	1.4756E-04
6.6669E-01	7.8056E-05	1.4203E-04
6.6868E-01	7.5112E-05	1.3668E-04
6.7066E-01	7.2257E-05	1.3148E-04
6.7265E-01	6.9490E-05	1.2645E-04
6.7463E-01	6.6809E-05	1.2157E-04
6.7661E-01	6.4212E-05	1.1685E-04
6.7860E-01	6.1697E-05	1.1227E-04
6.8058E-01	5.9262E-05	1.0784E-04
6.8257E-01	5.6905E-05	1.0355E-04
6.8455E-01	5.4625E-05	9.9401E-05
6.8653E-01	5.2419E-05	9.5387E-05
6.8852E-01	5.0286E-05	9.1506E-05
6.9050E-01	4.8224E-05	8.7754E-05
6.9248E-01	4.6231E-05	8.4128E-05
6.9447E-01	4.4305E-05	8.0625E-05
6.9645E-01	4.2446E-05	7.7242E-05
6.9844E-01	4.0651E-05	7.3975E-05
7.0042E-01	3.8918E-05	7.0822E-05
7.0240E-01	3.7246E-05	6.7780E-05
7.0439E-01	3.5633E-05	6.4845E-05
7.0637E-01	3.4078E-05	6.2015E-05
7.0836E-01	3.2579E-05	5.9288E-05
7.1034E-01	3.1134E-05	5.6659E-05
7.1232E-01	2.9743E-05	5.4127E-05
7.1431E-01	2.8403E-05	5.1689E-05
7.1629E-01	2.7113E-05	4.9342E-05
7.1828E-01	2.5872E-05	4.7083E-05
7.2026E-01	2.4678E-05	4.4910E-05
7.2224E-01	2.3530E-05	4.2821E-05
7.2423E-01	2.2426E-05	4.0813E-05
7.2621E-01	2.1366E-05	3.8883E-05
7.2820E-01	2.0347E-05	3.7029E-05
7.3018E-01	1.9369E-05	3.5249E-05
7.3216E-01	1.8430E-05	3.3541E-05
7.3415E-01	1.7529E-05	3.1901E-05
7.3613E-01	1.6665E-05	3.0329E-05
7.3812E-01	1.5837E-05	2.8822E-05
7.4010E-01	1.5043E-05	2.7377E-05
7.4208E-01	1.4283E-05	2.5994E-05
7.4407E-01	1.3554E-05	2.4669E-05
7.4605E-01	1.2858E-05	2.3400E-05
7.4804E-01	1.2191E-05	2.2187E-05
7.5002E-01	1.1553E-05	2.1026E-05
7.5200E-01	1.0943E-05	1.9917E-05
7.5399E-01	1.0361E-05	1.8857E-05
7.5597E-01	9.8046E-06	1.7845E-05
7.5796E-01	9.2735E-06	1.6878E-05
7.5994E-01	8.7667E-06	1.5956E-05
7.6192E-01	8.2832E-06	1.5076E-05
7.6391E-01	7.8224E-06	1.4237E-05
7.6589E-01	7.3832E-06	1.3438E-05
7.6788E-01	6.9649E-06	1.2677E-05
7.6986E-01	6.5667E-06	1.1952E-05
7.7184E-01	6.1878E-06	1.1262E-05
7.7383E-01	5.8274E-06	1.0606E-05
7.7581E-01	5.4849E-06	9.9830E-06
7.7780E-01	5.1595E-06	9.3907E-06
7.7978E-01	4.8504E-06	8.8283E-06
7.8176E-01	4.5572E-06	8.2945E-06
7.8375E-01	4.2790E-06	7.7882E-06
7.8573E-01	4.0152E-06	7.3082E-06
7.8772E-01	3.7654E-06	6.8535E-06
7.8970E-01	3.5287E-06	6.4228E-06
7.9168E-01	3.3048E-06	6.0152E-06
7.9367E-01	3.0930E-06	5.6297E-06
7.9565E-01	2.8928E-06	5.2653E-06
7.9764E-01	2.7036E-06	4.9211E-06
7.9962E-01	2.5251E-06	4.5961E-06
8.0160E-01	2.3566E-06	4.2894E-06
8.0359E-01	2.1977E-06	4.0003E-06
8.0557E-01	2.0480E-06	3.7278E-06
8.0756E-01	1.9071E-06	3.4713E-06
8.0954E-01	1.7744E-06	3.2298E-06
8.1152E-01	1.6497E-06	3.0028E-06
8.1351E-01	1.5325E-06	2.7894E-06
8.1549E-01	1.4224E-06	2.5891E-06
8.1747E-01	1.3191E-06	2.4011E-06
8.1946E-01	1.2223E-06	2.2249E-06
8.2144E-01	1.1316E-06	2.0597E-06
8.2343E-01	1.0466E-06	1.9051E-06
8.2541E-01	9.6718E-07	1.7605E-06
8.2739E-01	8.9292E-07	1.6254E-06
8.2938E-01	8.2357E-07	1.4991E-06
8.3136E-01	7.5886E-07	1.3813E-06
8.3335E-01	6.9853E-07	1.2715E-06
8.3533E-01	6.4233E-07	1.1692E-06
8.3731E-01	5.9004E-07	1.0741E-06
8.3930E-01	5.4142E-07	9.8555E-07
8.4128E-01	4.9625E-07	9.0334E-07
8.4327E-01	4.5435E-07	8.2706E-07
8.4525E-01	4.1549E-07	7.5634E-07
8.4723E-01	3.7951E-07	6.9085E-07
8.4922E-01	3.4623E-07	6.3026E-07
8.5120E-01	3.1547E-07	5.7427E-07
8.5319E-01	2.8707E-07	5.2258E-07
8.5517E-01	2.6089E-07	4.7492E-07
8.5715E-01	2.3678E-07	4.3103E-07
8.5914E-01	2.1459E-07	3.9065E-07
8.6112E-01	1.9421E-07	3.5354E-07
8.6311E-01	1.7551E-07	3.1950E-07
8.6509E-01	1.5837E-07	2.8830E-07
8.6707E-01	1.4268E-07	2.5974E-07
8.6906E-01	1.2834E-07	2.3364E-07
8.7104E-01	1.1526E-07	2.0982E-07
8.7303E-01	1.0333E-07	1.8810E-07
8.7501E-01	9.2474E-08	1.6834E-07
8.7699E-01	8.2611E-08	1.5039E-07
8.7898E-01	7.3662E-08	1.3410E-07
8.8096E-01	6.5558E-08	1.1935E-07
8.8295E-01	5.8230E-08	1.0601E-07
8.8493E-01	5.1615E-08	9.3963E-08
8.8691E-01	4.5655E-08	8.3113E-08
8.8890E-01	4.0295E-08	7.3356E-08
8.9088E-01	3.5483E-08	6.4597E-08
8.9287E-01	3.1173E-08	5.6750E-08
8.9485E-01	2.7320E-08	4.9736E-08
8.9683E-01	2.3882E-08	4.3478E-08
8.9882E-01	2.0823E-08	3.7908E-08
9.0080E-01	1.8106E-08	3.2962E-08
9.0279E-01	1.5699E-08	2.8580E-08
9.0477E-01	1.3571E-08	2.4707E-08
9.0675E-01	1.1696E-08	2.1294E-08
9.0874E-01	1.0048E-08	1.8293E-08
9.1072E-01	8.6036E-09	1.5663E-08
9.1271E-01	7.3409E-09	1.3365E-08
9.1469E-01	6.2408E-09	1.1362E-08
9.1667E-01	5.2852E-09	9.6221E-09
9.1866E-01	4.4581E-09	8.1163E-09
9.2064E-01	3.7447E-09	6.8175E-09
9.2263E-01	3.1316E-09	5.7013E-09
9.2461E-01	2.6067E-09	4.7458E-09
9.2659E-01	2.1593E-09	3.9312E-09
9.2858E-01	1.7795E-09	3.2397E-09
9.3056E-01	1.4585E-09	2.6554E-09
9.3255E-01	1.1886E-09	2.1639E-09
9.3453E-01	9.6272E-10	1.7527E-09
9.3651E-01	7.7476E-10	1.4105E-09
9.3850E-01	6.1922E-10	1.1274E-09
9.4048E-01	4.9130E-10	8.9449E-10
9.4246E-01	3.8677E-10	7.0418E-10
9.4445E-01	3.0195E-10	5.4975E-10
9.4643E-01	2.3362E-10	4.2535E-10
9.4842E-01	1.7902E-10	3.2594E-10
9.5040E-01	1.3577E-10	2.4719E-10
9.5238E-01	1.0181E-10	1.8536E-10
9.5437E-01	7.5421E-11	1.3732E-10
9.5635E-01	5.5135E-11	1.0038E-10
9.5834E-01	3.9725E-11	7.2327E-11
9.6032E-01	2.8170E-11	5.1288E-11
9.6230E-01	1.9628E-11	3.5737E-11
9.6429E-01	1.3413E-11	2.4421E-11
9.6627E-01	8.9692E-12	1.6330E-11
9.6826E-01	5.8538E-12	1.0658E-11
9.7024E-01	3.7172E-12	6.7679E-12
9.7222E-01	2.2878E-12	4.1656E-12
9.7421E-01	1.3586E-12	2.4736E-12
9.7619E-01	7.7388E-13	1.4090E-12
9.7818E-01	4.1983E-13	7.6440E-13
9.8016E-01	2.1489E-13	3.9127E-13
9.8214E-01	1.0252E-13	1.8666E-13
9.8413E-01	4.4835E-14	8.1634E-14
9.8611E-01	1.7560E-14	3.1973E-14
9.8810E-01	5.9532E-15	1.0839E-14
9.9008E-01	1.6570E-15	3.0170E-15
9.9206E-01	3.4655E-16	6.3099E-16
9.9405E-01	4.6132E-17	8.3996E-17
9.9603E-01	2.6925E-18	4.9025E-18
9.9802E-01	2.0976E-20	3.8193E-20
1.0000E+00	0.0000E+00	0.0000E+00
