x	s-sbar	delta
1.2507E-01	-3.2863E-02	4.4381E-03
1.2705E-01	-3.2640E-02	4.2006E-03
1.2904E-01	-3.2386E-02	4.0262E-03
1.3102E-01	-3.2101E-02	3.9174E-03
1.3301E-01	-3.1788E-02	3.8736E-03
1.3499E-01	-3.1447E-02	3.8902E-03
1.3697E-01	-3.1080E-02	3.9596E-03
1.3896E-01	-3.0686E-02	4.0725E-03
1.4094E-01	-3.0269E-02	4.2186E-03
1.4293E-01	-2.9827E-02	4.3884E-03
1.4491E-01	-2.9364E-02	4.5733E-03
1.4689E-01	-2.8879E-02	4.7662E-03
1.4888E-01	-2.8374E-02	4.9609E-03
1.5086E-01	-2.7849E-02	5.1527E-03
1.5285E-01	-2.7307E-02	5.3377E-03
1.5483E-01	-2.6747E-02	5.5130E-03
1.5681E-01	-2.6171E-02	5.6762E-03
1.5880E-01	-2.5580E-02	5.8254E-03
1.6078E-01	-2.4975E-02	5.9594E-03
1.6277E-01	-2.4357E-02	6.0771E-03
1.6475E-01	-2.3726E-02	6.1777E-03
1.6673E-01	-2.3084E-02	6.2608E-03
1.6872E-01	-2.2432E-02	6.3261E-03
1.7070E-01	-2.1770E-02	6.3735E-03
1.7269E-01	-2.1099E-02	6.4030E-03
1.7467E-01	-2.0421E-02	6.4147E-03
1.7665E-01	-1.9735E-02	6.4090E-03
1.7864E-01	-1.9043E-02	6.3861E-03
1.8062E-01	-1.8345E-02	6.3464E-03
1.8261E-01	-1.7643E-02	6.2905E-03
1.8459E-01	-1.6937E-02	6.2189E-03
1.8657E-01	-1.6227E-02	6.1322E-03
1.8856E-01	-1.5515E-02	6.0310E-03
1.9054E-01	-1.4801E-02	5.9159E-03
1.9253E-01	-1.4086E-02	5.7876E-03
1.9451E-01	-1.3370E-02	5.6470E-03
1.9649E-01	-1.2654E-02	5.4946E-03
1.9848E-01	-1.1938E-02	5.3313E-03
2.0046E-01	-1.1224E-02	5.1578E-03
2.0244E-01	-1.0511E-02	4.9749E-03
2.0443E-01	-9.8007E-03	4.7833E-03
2.0641E-01	-9.0930E-03	4.5839E-03
2.0840E-01	-8.3886E-03	4.3774E-03
2.1038E-01	-7.6879E-03	4.1645E-03
2.1236E-01	-6.9914E-03	3.9461E-03
2.1435E-01	-6.2996E-03	3.7229E-03
2.1633E-01	-5.6128E-03	3.4957E-03
2.1832E-01	-4.9315E-03	3.2653E-03
2.2030E-01	-4.2560E-03	3.0324E-03
2.2228E-01	-3.5868E-03	2.7978E-03
2.2427E-01	-2.9242E-03	2.5623E-03
2.2625E-01	-2.2685E-03	2.3267E-03
2.2824E-01	-1.6201E-03	2.0919E-03
2.3022E-01	-9.7928E-04	1.8589E-03
2.3220E-01	-3.4635E-04	1.6288E-03
2.3419E-01	2.7843E-04	1.4032E-03
2.3617E-01	8.9477E-04	1.1841E-03
2.3816E-01	1.5024E-03	9.7516E-04
2.4014E-01	2.1012E-03	7.8246E-04
2.4212E-01	2.6907E-03	6.1831E-04
2.4411E-01	3.2710E-03	5.0653E-04
2.4609E-01	3.8416E-03	4.7936E-04
2.4808E-01	4.4025E-03	5.4416E-04
2.5006E-01	4.9535E-03	6.7020E-04
2.5204E-01	5.4944E-03	8.2593E-04
2.5403E-01	6.0251E-03	9.9397E-04
2.5601E-01	6.5454E-03	1.1658E-03
2.5800E-01	7.0551E-03	1.3373E-03
2.5998E-01	7.5543E-03	1.5058E-03
2.6196E-01	8.0427E-03	1.6701E-03
2.6395E-01	8.5204E-03	1.8292E-03
2.6593E-01	8.9871E-03	1.9824E-03
2.6792E-01	9.4428E-03	2.1292E-03
2.6990E-01	9.8875E-03	2.2694E-03
2.7188E-01	1.0321E-02	2.4026E-03
2.7387E-01	1.0744E-02	2.5288E-03
2.7585E-01	1.1155E-02	2.6476E-03
2.7784E-01	1.1555E-02	2.7590E-03
2.7982E-01	1.1944E-02	2.8629E-03
2.8180E-01	1.2321E-02	2.9593E-03
2.8379E-01	1.2688E-02	3.0482E-03
2.8577E-01	1.3043E-02	3.1295E-03
2.8776E-01	1.3386E-02	3.2033E-03
2.8974E-01	1.3719E-02	3.2696E-03
2.9172E-01	1.4040E-02	3.3285E-03
2.9371E-01	1.4351E-02	3.3800E-03
2.9569E-01	1.4650E-02	3.4243E-03
2.9768E-01	1.4938E-02	3.4615E-03
2.9966E-01	1.5215E-02	3.4917E-03
3.0164E-01	1.5481E-02	3.5150E-03
3.0363E-01	1.5736E-02	3.5317E-03
3.0561E-01	1.5980E-02	3.5418E-03
3.0760E-01	1.6214E-02	3.5456E-03
3.0958E-01	1.6436E-02	3.5432E-03
3.1156E-01	1.6649E-02	3.5350E-03
3.1355E-01	1.6850E-02	3.5210E-03
3.1553E-01	1.7041E-02	3.5017E-03
3.1752E-01	1.7222E-02	3.4771E-03
3.1950E-01	1.7393E-02	3.4477E-03
3.2148E-01	1.7553E-02	3.4136E-03
3.2347E-01	1.7704E-02	3.3752E-03
3.2545E-01	1.7845E-02	3.3328E-03
3.2743E-01	1.7975E-02	3.2868E-03
3.2942E-01	1.8097E-02	3.2374E-03
3.3140E-01	1.8208E-02	3.1851E-03
3.3339E-01	1.8310E-02	3.1302E-03
3.3537E-01	1.8403E-02	3.0732E-03
3.3735E-01	1.8487E-02	3.0145E-03
3.3934E-01	1.8562E-02	2.9545E-03
3.4132E-01	1.8628E-02	2.8937E-03
3.4331E-01	1.8685E-02	2.8327E-03
3.4529E-01	1.8733E-02	2.7719E-03
3.4727E-01	1.8773E-02	2.7119E-03
3.4926E-01	1.8805E-02	2.6532E-03
3.5124E-01	1.8828E-02	2.5965E-03
3.5323E-01	1.8844E-02	2.5424E-03
3.5521E-01	1.8851E-02	2.4915E-03
3.5719E-01	1.8851E-02	2.4445E-03
3.5918E-01	1.8843E-02	2.4019E-03
3.6116E-01	1.8828E-02	2.3644E-03
3.6315E-01	1.8806E-02	2.3325E-03
3.6513E-01	1.8777E-02	2.3067E-03
3.6711E-01	1.8740E-02	2.2876E-03
3.6910E-01	1.8697E-02	2.2755E-03
3.7108E-01	1.8647E-02	2.2706E-03
3.7307E-01	1.8591E-02	2.2730E-03
3.7505E-01	1.8528E-02	2.2830E-03
3.7703E-01	1.8459E-02	2.3003E-03
3.7902E-01	1.8384E-02	2.3247E-03
3.8100E-01	1.8304E-02	2.3561E-03
3.8299E-01	1.8217E-02	2.3941E-03
3.8497E-01	1.8126E-02	2.4381E-03
3.8695E-01	1.8028E-02	2.4878E-03
3.8894E-01	1.7926E-02	2.5426E-03
3.9092E-01	1.7818E-02	2.6020E-03
3.9291E-01	1.7706E-02	2.6654E-03
3.9489E-01	1.7589E-02	2.7324E-03
3.9687E-01	1.7467E-02	2.8024E-03
3.9886E-01	1.7341E-02	2.8750E-03
4.0084E-01	1.7211E-02	2.9496E-03
4.0283E-01	1.7076E-02	3.0258E-03
4.0481E-01	1.6938E-02	3.1032E-03
4.0679E-01	1.6796E-02	3.1815E-03
4.0878E-01	1.6650E-02	3.2603E-03
4.1076E-01	1.6500E-02	3.3392E-03
4.1275E-01	1.6348E-02	3.4180E-03
4.1473E-01	1.6192E-02	3.4964E-03
4.1671E-01	1.6033E-02	3.5741E-03
4.1870E-01	1.5871E-02	3.6509E-03
4.2068E-01	1.5706E-02	3.7265E-03
4.2267E-01	1.5539E-02	3.8009E-03
4.2465E-01	1.5369E-02	3.8738E-03
4.2663E-01	1.5197E-02	3.9450E-03
4.2862E-01	1.5022E-02	4.0145E-03
4.3060E-01	1.4846E-02	4.0820E-03
4.3259E-01	1.4667E-02	4.1475E-03
4.3457E-01	1.4487E-02	4.2108E-03
4.3655E-01	1.4305E-02	4.2719E-03
4.3854E-01	1.4122E-02	4.3306E-03
4.4052E-01	1.3937E-02	4.3870E-03
4.4251E-01	1.3751E-02	4.4408E-03
4.4449E-01	1.3563E-02	4.4922E-03
4.4647E-01	1.3375E-02	4.5409E-03
4.4846E-01	1.3185E-02	4.5870E-03
4.5044E-01	1.2995E-02	4.6305E-03
4.5242E-01	1.2804E-02	4.6712E-03
4.5441E-01	1.2613E-02	4.7092E-03
4.5639E-01	1.2421E-02	4.7445E-03
4.5838E-01	1.2229E-02	4.7771E-03
4.6036E-01	1.2036E-02	4.8069E-03
4.6234E-01	1.1843E-02	4.8340E-03
4.6433E-01	1.1651E-02	4.8583E-03
4.6631E-01	1.1458E-02	4.8798E-03
4.6830E-01	1.1265E-02	4.8987E-03
4.7028E-01	1.1073E-02	4.9148E-03
4.7226E-01	1.0881E-02	4.9283E-03
4.7425E-01	1.0689E-02	4.9391E-03
4.7623E-01	1.0498E-02	4.9473E-03
4.7822E-01	1.0308E-02	4.9528E-03
4.8020E-01	1.0118E-02	4.9558E-03
4.8218E-01	9.9290E-03	4.9563E-03
4.8417E-01	9.7408E-03	4.9543E-03
4.8615E-01	9.5536E-03	4.9498E-03
4.8814E-01	9.3673E-03	4.9429E-03
4.9012E-01	9.1821E-03	4.9337E-03
4.9210E-01	8.9981E-03	4.9222E-03
4.9409E-01	8.8153E-03	4.9084E-03
4.9607E-01	8.6337E-03	4.8924E-03
4.9806E-01	8.4535E-03	4.8743E-03
5.0004E-01	8.2748E-03	4.8541E-03
5.0202E-01	8.0974E-03	4.8318E-03
5.0401E-01	7.9216E-03	4.8076E-03
5.0599E-01	7.7474E-03	4.7814E-03
5.0798E-01	7.5748E-03	4.7534E-03
5.0996E-01	7.4039E-03	4.7236E-03
5.1194E-01	7.2347E-03	4.6920E-03
5.1393E-01	7.0674E-03	4.6588E-03
5.1591E-01	6.9018E-03	4.6239E-03
5.1790E-01	6.7381E-03	4.5875E-03
5.1988E-01	6.5763E-03	4.5496E-03
5.2186E-01	6.4164E-03	4.5102E-03
5.2385E-01	6.2585E-03	4.4695E-03
5.2583E-01	6.1026E-03	4.4275E-03
5.2782E-01	5.9488E-03	4.3842E-03
5.2980E-01	5.7970E-03	4.3397E-03
5.3178E-01	5.6474E-03	4.2941E-03
5.3377E-01	5.4998E-03	4.2475E-03
5.3575E-01	5.3544E-03	4.1998E-03
5.3774E-01	5.2112E-03	4.1512E-03
5.3972E-01	5.0702E-03	4.1017E-03
5.4170E-01	4.9313E-03	4.0514E-03
5.4369E-01	4.7947E-03	4.0003E-03
5.4567E-01	4.6604E-03	3.9484E-03
5.4766E-01	4.5283E-03	3.8960E-03
5.4964E-01	4.3984E-03	3.8429E-03
5.5162E-01	4.2708E-03	3.7892E-03
5.5361E-01	4.1455E-03	3.7351E-03
5.5559E-01	4.0225E-03	3.6805E-03
5.5758E-01	3.9018E-03	3.6255E-03
5.5956E-01	3.7833E-03	3.5701E-03
5.6154E-01	3.6671E-03	3.5145E-03
5.6353E-01	3.5533E-03	3.4585E-03
5.6551E-01	3.4417E-03	3.4024E-03
5.6749E-01	3.3324E-03	3.3461E-03
5.6948E-01	3.2253E-03	3.2897E-03
5.7146E-01	3.1206E-03	3.2332E-03
5.7345E-01	3.0181E-03	3.1767E-03
5.7543E-01	2.9178E-03	3.1201E-03
5.7741E-01	2.8198E-03	3.0636E-03
5.7940E-01	2.7240E-03	3.0072E-03
5.8138E-01	2.6305E-03	2.9509E-03
5.8337E-01	2.5391E-03	2.8947E-03
5.8535E-01	2.4499E-03	2.8387E-03
5.8733E-01	2.3629E-03	2.7829E-03
5.8932E-01	2.2780E-03	2.7274E-03
5.9130E-01	2.1953E-03	2.6721E-03
5.9329E-01	2.1147E-03	2.6172E-03
5.9527E-01	2.0362E-03	2.5625E-03
5.9725E-01	1.9597E-03	2.5082E-03
5.9924E-01	1.8853E-03	2.4543E-03
6.0122E-01	1.8129E-03	2.4008E-03
6.0321E-01	1.7425E-03	2.3477E-03
6.0519E-01	1.6741E-03	2.2951E-03
6.0717E-01	1.6076E-03	2.2429E-03
6.0916E-01	1.5431E-03	2.1913E-03
6.1114E-01	1.4804E-03	2.1401E-03
6.1313E-01	1.4196E-03	2.0894E-03
6.1511E-01	1.3607E-03	2.0393E-03
6.1709E-01	1.3035E-03	1.9898E-03
6.1908E-01	1.2482E-03	1.9408E-03
6.2106E-01	1.1946E-03	1.8924E-03
6.2305E-01	1.1427E-03	1.8446E-03
6.2503E-01	1.0925E-03	1.7974E-03
6.2701E-01	1.0439E-03	1.7509E-03
6.2900E-01	9.9702E-04	1.7050E-03
6.3098E-01	9.5170E-04	1.6597E-03
6.3297E-01	9.0795E-04	1.6150E-03
6.3495E-01	8.6573E-04	1.5710E-03
6.3693E-01	8.2501E-04	1.5277E-03
6.3892E-01	7.8576E-04	1.4851E-03
6.4090E-01	7.4794E-04	1.4431E-03
6.4289E-01	7.1153E-04	1.4018E-03
6.4487E-01	6.7649E-04	1.3613E-03
6.4685E-01	6.4278E-04	1.3214E-03
6.4884E-01	6.1038E-04	1.2822E-03
6.5082E-01	5.7925E-04	1.2436E-03
6.5281E-01	5.4937E-04	1.2058E-03
6.5479E-01	5.2069E-04	1.1687E-03
6.5677E-01	4.9318E-04	1.1323E-03
6.5876E-01	4.6682E-04	1.0966E-03
6.6074E-01	4.4158E-04	1.0616E-03
6.6273E-01	4.1741E-04	1.0273E-03
6.6471E-01	3.9429E-04	9.9375E-04
6.6669E-01	3.7219E-04	9.6086E-04
6.6868E-01	3.5108E-04	9.2867E-04
6.7066E-01	3.3092E-04	8.9717E-04
6.7265E-01	3.1169E-04	8.6637E-04
6.7463E-01	2.9336E-04	8.3626E-04
6.7661E-01	2.7589E-04	8.0684E-04
6.7860E-01	2.5926E-04	7.7810E-04
6.8058E-01	2.4344E-04	7.5005E-04
6.8257E-01	2.2841E-04	7.2266E-04
6.8455E-01	2.1412E-04	6.9595E-04
6.8653E-01	2.0056E-04	6.6990E-04
6.8852E-01	1.8770E-04	6.4452E-04
6.9050E-01	1.7551E-04	6.1979E-04
6.9248E-01	1.6397E-04	5.9570E-04
6.9447E-01	1.5306E-04	5.7226E-04
6.9645E-01	1.4273E-04	5.4945E-04
6.9844E-01	1.3298E-04	5.2728E-04
7.0042E-01	1.2378E-04	5.0572E-04
7.0240E-01	1.1511E-04	4.8478E-04
7.0439E-01	1.0694E-04	4.6445E-04
7.0637E-01	9.9244E-05	4.4472E-04
7.0836E-01	9.2011E-05	4.2557E-04
7.1034E-01	8.5217E-05	4.0701E-04
7.1232E-01	7.8841E-05	3.8903E-04
7.1431E-01	7.2863E-05	3.7161E-04
7.1629E-01	6.7264E-05	3.5475E-04
7.1828E-01	6.2026E-05	3.3844E-04
7.2026E-01	5.7129E-05	3.2267E-04
7.2224E-01	5.2558E-05	3.0744E-04
7.2423E-01	4.8295E-05	2.9272E-04
7.2621E-01	4.4323E-05	2.7852E-04
7.2820E-01	4.0627E-05	2.6482E-04
7.3018E-01	3.7192E-05	2.5161E-04
7.3216E-01	3.4004E-05	2.3889E-04
7.3415E-01	3.1047E-05	2.2664E-04
7.3613E-01	2.8309E-05	2.1485E-04
7.3812E-01	2.5777E-05	2.0352E-04
7.4010E-01	2.3438E-05	1.9264E-04
7.4208E-01	2.1281E-05	1.8219E-04
7.4407E-01	1.9293E-05	1.7216E-04
7.4605E-01	1.7465E-05	1.6255E-04
7.4804E-01	1.5785E-05	1.5334E-04
7.5002E-01	1.4245E-05	1.4452E-04
7.5200E-01	1.2834E-05	1.3609E-04
7.5399E-01	1.1543E-05	1.2803E-04
7.5597E-01	1.0365E-05	1.2034E-04
7.5796E-01	9.2909E-06	1.1300E-04
7.5994E-01	8.3132E-06	1.0600E-04
7.6192E-01	7.4250E-06	9.9332E-05
7.6391E-01	6.6192E-06	9.2988E-05
7.6589E-01	5.8896E-06	8.6957E-05
7.6788E-01	5.2302E-06	8.1229E-05
7.6986E-01	4.6353E-06	7.5793E-05
7.7184E-01	4.0996E-06	7.0641E-05
7.7383E-01	3.6182E-06	6.5762E-05
7.7581E-01	3.1863E-06	6.1146E-05
7.7780E-01	2.7998E-06	5.6784E-05
7.7978E-01	2.4546E-06	5.2667E-05
7.8176E-01	2.1469E-06	4.8785E-05
7.8375E-01	1.8733E-06	4.5130E-05
7.8573E-01	1.6305E-06	4.1691E-05
7.8772E-01	1.4155E-06	3.8460E-05
7.8970E-01	1.2257E-06	3.5429E-05
7.9168E-01	1.0586E-06	3.2589E-05
7.9367E-01	9.1166E-07	2.9930E-05
7.9565E-01	7.8292E-07	2.7446E-05
7.9764E-01	6.7040E-07	2.5128E-05
7.9962E-01	5.7234E-07	2.2967E-05
8.0160E-01	4.8711E-07	2.0957E-05
8.0359E-01	4.1326E-07	1.9089E-05
8.0557E-01	3.4946E-07	1.7357E-05
8.0756E-01	2.9451E-07	1.5752E-05
8.0954E-01	2.4734E-07	1.4269E-05
8.1152E-01	2.0698E-07	1.2900E-05
8.1351E-01	1.7257E-07	1.1639E-05
8.1549E-01	1.4333E-07	1.0479E-05
8.1747E-01	1.1858E-07	9.4146E-06
8.1946E-01	9.7700E-08	8.4394E-06
8.2144E-01	8.0162E-08	7.5479E-06
8.2343E-01	6.5488E-08	6.7347E-06
8.2541E-01	5.3261E-08	5.9944E-06
8.2739E-01	4.3116E-08	5.3220E-06
8.2938E-01	3.4737E-08	4.7127E-06
8.3136E-01	2.7848E-08	4.1619E-06
8.3335E-01	2.2211E-08	3.6653E-06
8.3533E-01	1.7621E-08	3.2186E-06
8.3731E-01	1.3902E-08	2.8178E-06
8.3930E-01	1.0906E-08	2.4594E-06
8.4128E-01	8.5056E-09	2.1396E-06
8.4327E-01	6.5926E-09	1.8552E-06
8.4525E-01	5.0774E-09	1.6031E-06
8.4723E-01	3.8847E-09	1.3803E-06
8.4922E-01	2.9518E-09	1.1840E-06
8.5120E-01	2.2270E-09	1.0117E-06
8.5319E-01	1.6677E-09	8.6105E-07
8.5517E-01	1.2392E-09	7.2974E-07
8.5715E-01	9.1348E-10	6.1577E-07
8.5914E-01	6.6773E-10	5.1725E-07
8.6112E-01	4.8385E-10	4.3245E-07
8.6311E-01	3.4742E-10	3.5977E-07
8.6509E-01	2.4710E-10	2.9778E-07
8.6707E-01	1.7401E-10	2.4515E-07
8.6906E-01	1.2128E-10	2.0069E-07
8.7104E-01	8.3612E-11	1.6334E-07
8.7303E-01	5.6993E-11	1.3213E-07
8.7501E-01	3.8390E-11	1.0620E-07
8.7699E-01	2.5539E-11	8.4788E-08
8.7898E-01	1.6769E-11	6.7219E-08
8.8096E-01	1.0861E-11	5.2899E-08
8.8295E-01	6.9337E-12	4.1308E-08
8.8493E-01	4.3600E-12	3.1996E-08
8.8691E-01	2.6984E-12	2.4572E-08
8.8890E-01	1.6422E-12	1.8701E-08
8.9088E-01	9.8196E-13	1.4099E-08
8.9287E-01	5.7630E-13	1.0523E-08
8.9485E-01	3.3163E-13	7.7719E-09
8.9683E-01	1.8691E-13	5.6762E-09
8.9882E-01	1.0304E-13	4.0970E-09
9.0080E-01	5.5500E-14	2.9204E-09
9.0279E-01	2.9161E-14	2.0543E-09
9.0477E-01	1.4924E-14	1.4248E-09
9.0675E-01	7.4277E-15	9.7357E-10
9.0874E-01	3.5883E-15	6.5474E-10
9.1072E-01	1.6793E-15	4.3291E-10
9.1271E-01	7.5977E-16	2.8110E-10
9.1469E-01	3.3151E-16	1.7903E-10
9.1667E-01	1.3914E-16	1.1169E-10
9.1866E-01	5.6021E-17	6.8145E-11
9.2064E-01	2.1569E-17	4.0598E-11
9.2263E-01	7.9145E-18	2.3574E-11
9.2461E-01	2.7573E-18	1.3315E-11
9.2659E-01	9.0819E-19	7.2996E-12
9.2858E-01	2.8152E-19	3.8744E-12
9.3056E-01	8.1703E-20	1.9855E-12
9.3255E-01	2.2072E-20	9.7944E-13
9.3453E-01	5.5146E-21	4.6349E-13
9.3651E-01	1.2650E-21	2.0959E-13
9.3850E-01	2.6424E-22	9.0178E-14
9.4048E-01	4.9797E-23	3.6735E-14
9.4246E-01	8.3772E-24	1.4089E-14
9.4445E-01	1.2429E-24	5.0547E-15
9.4643E-01	1.6038E-25	1.6841E-15
9.4842E-01	1.7714E-26	5.1669E-16
9.5040E-01	1.6439E-27	1.4454E-16
9.5238E-01	1.2542E-28	3.6450E-17
9.5437E-01	7.6702E-30	8.1756E-18
9.5635E-01	3.6484E-31	1.6054E-18
9.5834E-01	1.3024E-32	2.7080E-19
9.6032E-01	3.3428E-34	3.8366E-20
9.6230E-01	5.8566E-36	4.4420E-21
9.6429E-01	6.5737E-38	4.0645E-22
9.6627E-01	4.3712E-40	2.8206E-23
9.6826E-01	1.5614E-42	1.4098E-24
9.7024E-01	2.6468E-45	4.7550E-26
9.7222E-01	1.8159E-48	9.9516E-28
9.7421E-01	4.0942E-52	1.1582E-29
9.7619E-01	2.2985E-56	6.4782E-32
9.7818E-01	2.2011E-61	1.4271E-34
9.8016E-01	2.1174E-67	9.3731E-38
9.8214E-01	9.5268E-75	1.2281E-41
9.8413E-01	6.3709E-84	1.7573E-46
9.8611E-01	1.0459E-95	1.0664E-52
9.8810E-01	2.0981E-111	5.6760E-61
9.9008E-01	2.3255E-133	1.5570E-72
9.9206E-01	2.9234E-166	7.6242E-90
9.9405E-01	4.8504E-221	1.2207E-118
9.9603E-01	0.0000E+00	0.0000E+00
9.9802E-01	0.0000E+00	0.0000E+00
1.0000E+00	0.0000E+00	0.0000E+00
