Q2	Fs	dFs
5.8000E+00	2.3081E-05	1.1770E-04
5.8100E+00	2.2985E-05	1.1734E-04
5.8200E+00	2.2890E-05	1.1699E-04
5.8300E+00	2.2795E-05	1.1664E-04
5.8400E+00	2.2701E-05	1.1629E-04
5.8500E+00	2.2608E-05	1.1594E-04
5.8600E+00	2.2515E-05	1.1560E-04
5.8700E+00	2.2422E-05	1.1525E-04
5.8800E+00	2.2330E-05	1.1491E-04
5.8900E+00	2.2238E-05	1.1456E-04
5.9000E+00	2.2147E-05	1.1422E-04
5.9100E+00	2.2056E-05	1.1388E-04
5.9200E+00	2.1966E-05	1.1354E-04
5.9300E+00	2.1876E-05	1.1320E-04
5.9400E+00	2.1787E-05	1.1287E-04
5.9500E+00	2.1698E-05	1.1253E-04
5.9600E+00	2.1609E-05	1.1220E-04
5.9700E+00	2.1521E-05	1.1186E-04
5.9800E+00	2.1434E-05	1.1153E-04
5.9900E+00	2.1346E-05	1.1120E-04
6.0000E+00	2.1260E-05	1.1087E-04
6.0100E+00	2.1173E-05	1.1054E-04
6.0200E+00	2.1088E-05	1.1021E-04
6.0300E+00	2.1002E-05	1.0989E-04
6.0400E+00	2.0917E-05	1.0956E-04
6.0500E+00	2.0833E-05	1.0924E-04
6.0600E+00	2.0749E-05	1.0892E-04
6.0700E+00	2.0665E-05	1.0860E-04
6.0800E+00	2.0582E-05	1.0828E-04
6.0900E+00	2.0499E-05	1.0796E-04
6.1000E+00	2.0416E-05	1.0764E-04
6.1100E+00	2.0334E-05	1.0732E-04
6.1200E+00	2.0253E-05	1.0701E-04
6.1300E+00	2.0172E-05	1.0669E-04
6.1400E+00	2.0091E-05	1.0638E-04
6.1500E+00	2.0010E-05	1.0607E-04
6.1600E+00	1.9930E-05	1.0575E-04
6.1700E+00	1.9851E-05	1.0544E-04
6.1800E+00	1.9772E-05	1.0514E-04
6.1900E+00	1.9693E-05	1.0483E-04
6.2000E+00	1.9614E-05	1.0452E-04
6.2100E+00	1.9536E-05	1.0422E-04
6.2200E+00	1.9459E-05	1.0391E-04
6.2300E+00	1.9381E-05	1.0361E-04
6.2400E+00	1.9304E-05	1.0331E-04
6.2500E+00	1.9228E-05	1.0300E-04
6.2600E+00	1.9152E-05	1.0270E-04
6.2700E+00	1.9076E-05	1.0240E-04
6.2800E+00	1.9001E-05	1.0211E-04
6.2900E+00	1.8926E-05	1.0181E-04
6.3000E+00	1.8851E-05	1.0151E-04
6.3100E+00	1.8777E-05	1.0122E-04
6.3200E+00	1.8703E-05	1.0093E-04
6.3300E+00	1.8629E-05	1.0063E-04
6.3400E+00	1.8556E-05	1.0034E-04
6.3500E+00	1.8483E-05	1.0005E-04
6.3600E+00	1.8411E-05	9.9760E-05
6.3700E+00	1.8339E-05	9.9472E-05
6.3800E+00	1.8267E-05	9.9184E-05
6.3900E+00	1.8196E-05	9.8898E-05
6.4000E+00	1.8124E-05	9.8612E-05
6.4100E+00	1.8054E-05	9.8327E-05
6.4200E+00	1.7983E-05	9.8044E-05
6.4300E+00	1.7913E-05	9.7761E-05
6.4400E+00	1.7844E-05	9.7480E-05
6.4500E+00	1.7774E-05	9.7199E-05
6.4600E+00	1.7705E-05	9.6920E-05
6.4700E+00	1.7637E-05	9.6641E-05
6.4800E+00	1.7568E-05	9.6364E-05
6.4900E+00	1.7500E-05	9.6087E-05
6.5000E+00	1.7432E-05	9.5811E-05
6.5100E+00	1.7365E-05	9.5537E-05
6.5200E+00	1.7298E-05	9.5263E-05
6.5300E+00	1.7231E-05	9.4990E-05
6.5400E+00	1.7165E-05	9.4718E-05
6.5500E+00	1.7099E-05	9.4448E-05
6.5600E+00	1.7033E-05	9.4178E-05
6.5700E+00	1.6968E-05	9.3909E-05
6.5800E+00	1.6902E-05	9.3641E-05
6.5900E+00	1.6838E-05	9.3374E-05
6.6000E+00	1.6773E-05	9.3108E-05
6.6100E+00	1.6709E-05	9.2843E-05
6.6200E+00	1.6645E-05	9.2578E-05
6.6300E+00	1.6581E-05	9.2315E-05
6.6400E+00	1.6518E-05	9.2053E-05
6.6500E+00	1.6455E-05	9.1791E-05
6.6600E+00	1.6392E-05	9.1531E-05
6.6700E+00	1.6330E-05	9.1271E-05
6.6800E+00	1.6268E-05	9.1012E-05
6.6900E+00	1.6206E-05	9.0754E-05
6.7000E+00	1.6144E-05	9.0497E-05
6.7100E+00	1.6083E-05	9.0241E-05
6.7200E+00	1.6022E-05	8.9986E-05
6.7300E+00	1.5962E-05	8.9732E-05
6.7400E+00	1.5901E-05	8.9478E-05
6.7500E+00	1.5841E-05	8.9226E-05
6.7600E+00	1.5781E-05	8.8974E-05
6.7700E+00	1.5722E-05	8.8723E-05
6.7800E+00	1.5662E-05	8.8474E-05
6.7900E+00	1.5604E-05	8.8225E-05
6.8000E+00	1.5545E-05	8.7976E-05
6.8100E+00	1.5486E-05	8.7729E-05
6.8200E+00	1.5428E-05	8.7483E-05
6.8300E+00	1.5370E-05	8.7237E-05
6.8400E+00	1.5313E-05	8.6992E-05
6.8500E+00	1.5255E-05	8.6748E-05
6.8600E+00	1.5198E-05	8.6505E-05
6.8700E+00	1.5142E-05	8.6263E-05
6.8800E+00	1.5085E-05	8.6022E-05
6.8900E+00	1.5029E-05	8.5781E-05
6.9000E+00	1.4973E-05	8.5541E-05
6.9100E+00	1.4917E-05	8.5302E-05
6.9200E+00	1.4862E-05	8.5064E-05
6.9300E+00	1.4806E-05	8.4827E-05
6.9400E+00	1.4751E-05	8.4591E-05
6.9500E+00	1.4697E-05	8.4355E-05
6.9600E+00	1.4642E-05	8.4120E-05
6.9700E+00	1.4588E-05	8.3886E-05
6.9800E+00	1.4534E-05	8.3653E-05
6.9900E+00	1.4480E-05	8.3420E-05
7.0000E+00	1.4427E-05	8.3189E-05
7.0100E+00	1.4374E-05	8.2958E-05
7.0200E+00	1.4321E-05	8.2728E-05
7.0300E+00	1.4268E-05	8.2499E-05
7.0400E+00	1.4215E-05	8.2270E-05
7.0500E+00	1.4163E-05	8.2042E-05
7.0600E+00	1.4111E-05	8.1815E-05
7.0700E+00	1.4059E-05	8.1589E-05
7.0800E+00	1.4008E-05	8.1364E-05
7.0900E+00	1.3956E-05	8.1139E-05
7.1000E+00	1.3905E-05	8.0915E-05
7.1100E+00	1.3855E-05	8.0692E-05
7.1200E+00	1.3804E-05	8.0470E-05
7.1300E+00	1.3754E-05	8.0248E-05
7.1400E+00	1.3703E-05	8.0028E-05
7.1500E+00	1.3653E-05	7.9807E-05
7.1600E+00	1.3604E-05	7.9588E-05
7.1700E+00	1.3554E-05	7.9370E-05
7.1800E+00	1.3505E-05	7.9152E-05
7.1900E+00	1.3456E-05	7.8935E-05
7.2000E+00	1.3407E-05	7.8718E-05
7.2100E+00	1.3359E-05	7.8503E-05
7.2200E+00	1.3310E-05	7.8288E-05
7.2300E+00	1.3262E-05	7.8073E-05
7.2400E+00	1.3214E-05	7.7860E-05
7.2500E+00	1.3167E-05	7.7647E-05
7.2600E+00	1.3119E-05	7.7435E-05
7.2700E+00	1.3072E-05	7.7224E-05
7.2800E+00	1.3025E-05	7.7013E-05
7.2900E+00	1.2978E-05	7.6803E-05
7.3000E+00	1.2931E-05	7.6594E-05
7.3100E+00	1.2885E-05	7.6386E-05
7.3200E+00	1.2838E-05	7.6178E-05
7.3300E+00	1.2792E-05	7.5971E-05
7.3400E+00	1.2747E-05	7.5764E-05
7.3500E+00	1.2701E-05	7.5559E-05
7.3600E+00	1.2656E-05	7.5354E-05
7.3700E+00	1.2610E-05	7.5149E-05
7.3800E+00	1.2565E-05	7.4946E-05
7.3900E+00	1.2521E-05	7.4743E-05
7.4000E+00	1.2476E-05	7.4540E-05
7.4100E+00	1.2432E-05	7.4339E-05
7.4200E+00	1.2387E-05	7.4138E-05
7.4300E+00	1.2343E-05	7.3938E-05
7.4400E+00	1.2300E-05	7.3738E-05
7.4500E+00	1.2256E-05	7.3539E-05
7.4600E+00	1.2212E-05	7.3341E-05
7.4700E+00	1.2169E-05	7.3143E-05
7.4800E+00	1.2126E-05	7.2946E-05
7.4900E+00	1.2083E-05	7.2750E-05
7.5000E+00	1.2041E-05	7.2554E-05
7.5100E+00	1.1998E-05	7.2359E-05
7.5200E+00	1.1956E-05	7.2165E-05
7.5300E+00	1.1914E-05	7.1971E-05
7.5400E+00	1.1872E-05	7.1778E-05
7.5500E+00	1.1830E-05	7.1586E-05
7.5600E+00	1.1789E-05	7.1394E-05
7.5700E+00	1.1747E-05	7.1203E-05
7.5800E+00	1.1706E-05	7.1012E-05
7.5900E+00	1.1665E-05	7.0822E-05
7.6000E+00	1.1624E-05	7.0633E-05
7.6100E+00	1.1583E-05	7.0444E-05
7.6200E+00	1.1543E-05	7.0256E-05
7.6300E+00	1.1503E-05	7.0069E-05
7.6400E+00	1.1462E-05	6.9882E-05
7.6500E+00	1.1423E-05	6.9696E-05
7.6600E+00	1.1383E-05	6.9511E-05
7.6700E+00	1.1343E-05	6.9326E-05
7.6800E+00	1.1304E-05	6.9141E-05
7.6900E+00	1.1264E-05	6.8958E-05
7.7000E+00	1.1225E-05	6.8774E-05
7.7100E+00	1.1186E-05	6.8592E-05
7.7200E+00	1.1148E-05	6.8410E-05
7.7300E+00	1.1109E-05	6.8229E-05
7.7400E+00	1.1071E-05	6.8048E-05
7.7500E+00	1.1032E-05	6.7868E-05
7.7600E+00	1.0994E-05	6.7688E-05
7.7700E+00	1.0956E-05	6.7509E-05
7.7800E+00	1.0919E-05	6.7331E-05
7.7900E+00	1.0881E-05	6.7153E-05
7.8000E+00	1.0844E-05	6.6976E-05
7.8100E+00	1.0806E-05	6.6799E-05
7.8200E+00	1.0769E-05	6.6623E-05
7.8300E+00	1.0732E-05	6.6448E-05
7.8400E+00	1.0695E-05	6.6273E-05
7.8500E+00	1.0659E-05	6.6098E-05
7.8600E+00	1.0622E-05	6.5925E-05
7.8700E+00	1.0586E-05	6.5751E-05
7.8800E+00	1.0550E-05	6.5579E-05
7.8900E+00	1.0514E-05	6.5407E-05
7.9000E+00	1.0478E-05	6.5235E-05
7.9100E+00	1.0442E-05	6.5064E-05
7.9200E+00	1.0406E-05	6.4894E-05
7.9300E+00	1.0371E-05	6.4724E-05
7.9400E+00	1.0336E-05	6.4555E-05
7.9500E+00	1.0301E-05	6.4386E-05
7.9600E+00	1.0266E-05	6.4218E-05
7.9700E+00	1.0231E-05	6.4050E-05
7.9800E+00	1.0196E-05	6.3883E-05
7.9900E+00	1.0162E-05	6.3716E-05
8.0000E+00	1.0127E-05	6.3550E-05
8.0100E+00	1.0093E-05	6.3385E-05
8.0200E+00	1.0059E-05	6.3220E-05
8.0300E+00	1.0025E-05	6.3055E-05
8.0400E+00	9.9912E-06	6.2891E-05
8.0500E+00	9.9575E-06	6.2728E-05
8.0600E+00	9.9240E-06	6.2565E-05
8.0700E+00	9.8906E-06	6.2403E-05
8.0800E+00	9.8574E-06	6.2241E-05
8.0900E+00	9.8243E-06	6.2079E-05
8.1000E+00	9.7913E-06	6.1919E-05
8.1100E+00	9.7585E-06	6.1758E-05
8.1200E+00	9.7258E-06	6.1599E-05
8.1300E+00	9.6932E-06	6.1439E-05
8.1400E+00	9.6608E-06	6.1281E-05
8.1500E+00	9.6285E-06	6.1122E-05
8.1600E+00	9.5964E-06	6.0965E-05
8.1700E+00	9.5644E-06	6.0807E-05
8.1800E+00	9.5325E-06	6.0651E-05
8.1900E+00	9.5008E-06	6.0494E-05
8.2000E+00	9.4691E-06	6.0339E-05
8.2100E+00	9.4377E-06	6.0184E-05
8.2200E+00	9.4063E-06	6.0029E-05
8.2300E+00	9.3751E-06	5.9875E-05
8.2400E+00	9.3440E-06	5.9721E-05
8.2500E+00	9.3130E-06	5.9568E-05
8.2600E+00	9.2822E-06	5.9415E-05
8.2700E+00	9.2515E-06	5.9262E-05
8.2800E+00	9.2209E-06	5.9111E-05
8.2900E+00	9.1904E-06	5.8959E-05
8.3000E+00	9.1601E-06	5.8809E-05
8.3100E+00	9.1299E-06	5.8658E-05
8.3200E+00	9.0998E-06	5.8508E-05
8.3300E+00	9.0698E-06	5.8359E-05
8.3400E+00	9.0400E-06	5.8210E-05
8.3500E+00	9.0103E-06	5.8061E-05
8.3600E+00	8.9807E-06	5.7913E-05
8.3700E+00	8.9512E-06	5.7766E-05
8.3800E+00	8.9219E-06	5.7619E-05
8.3900E+00	8.8926E-06	5.7472E-05
8.4000E+00	8.8635E-06	5.7326E-05
8.4100E+00	8.8345E-06	5.7180E-05
8.4200E+00	8.8057E-06	5.7035E-05
8.4300E+00	8.7769E-06	5.6890E-05
8.4400E+00	8.7483E-06	5.6746E-05
8.4500E+00	8.7198E-06	5.6602E-05
8.4600E+00	8.6913E-06	5.6459E-05
8.4700E+00	8.6631E-06	5.6316E-05
8.4800E+00	8.6349E-06	5.6173E-05
8.4900E+00	8.6068E-06	5.6031E-05
8.5000E+00	8.5789E-06	5.5890E-05
8.5100E+00	8.5510E-06	5.5748E-05
8.5200E+00	8.5233E-06	5.5608E-05
8.5300E+00	8.4957E-06	5.5467E-05
8.5400E+00	8.4682E-06	5.5328E-05
8.5500E+00	8.4408E-06	5.5188E-05
8.5600E+00	8.4135E-06	5.5049E-05
8.5700E+00	8.3864E-06	5.4911E-05
8.5800E+00	8.3593E-06	5.4773E-05
8.5900E+00	8.3324E-06	5.4635E-05
8.6000E+00	8.3055E-06	5.4498E-05
8.6100E+00	8.2788E-06	5.4361E-05
8.6200E+00	8.2522E-06	5.4224E-05
8.6300E+00	8.2256E-06	5.4088E-05
8.6400E+00	8.1992E-06	5.3953E-05
8.6500E+00	8.1729E-06	5.3818E-05
8.6600E+00	8.1467E-06	5.3683E-05
8.6700E+00	8.1206E-06	5.3549E-05
8.6800E+00	8.0946E-06	5.3415E-05
8.6900E+00	8.0688E-06	5.3281E-05
8.7000E+00	8.0430E-06	5.3148E-05
8.7100E+00	8.0173E-06	5.3016E-05
8.7200E+00	7.9917E-06	5.2883E-05
8.7300E+00	7.9662E-06	5.2752E-05
8.7400E+00	7.9409E-06	5.2620E-05
8.7500E+00	7.9156E-06	5.2489E-05
8.7600E+00	7.8904E-06	5.2359E-05
8.7700E+00	7.8653E-06	5.2228E-05
8.7800E+00	7.8403E-06	5.2099E-05
8.7900E+00	7.8155E-06	5.1969E-05
8.8000E+00	7.7907E-06	5.1840E-05
8.8100E+00	7.7660E-06	5.1712E-05
8.8200E+00	7.7414E-06	5.1583E-05
8.8300E+00	7.7169E-06	5.1456E-05
8.8400E+00	7.6926E-06	5.1328E-05
8.8500E+00	7.6683E-06	5.1201E-05
8.8600E+00	7.6441E-06	5.1075E-05
8.8700E+00	7.6200E-06	5.0948E-05
8.8800E+00	7.5960E-06	5.0822E-05
8.8900E+00	7.5720E-06	5.0697E-05
8.9000E+00	7.5482E-06	5.0572E-05
8.9100E+00	7.5245E-06	5.0447E-05
8.9200E+00	7.5009E-06	5.0323E-05
8.9300E+00	7.4773E-06	5.0199E-05
8.9400E+00	7.4539E-06	5.0075E-05
8.9500E+00	7.4305E-06	4.9952E-05
8.9600E+00	7.4073E-06	4.9829E-05
8.9700E+00	7.3841E-06	4.9707E-05
8.9800E+00	7.3610E-06	4.9585E-05
8.9900E+00	7.3380E-06	4.9463E-05
9.0000E+00	7.3151E-06	4.9342E-05
9.0100E+00	7.2923E-06	4.9221E-05
9.0200E+00	7.2696E-06	4.9100E-05
9.0300E+00	7.2469E-06	4.8980E-05
9.0400E+00	7.2244E-06	4.8860E-05
9.0500E+00	7.2019E-06	4.8741E-05
9.0600E+00	7.1795E-06	4.8622E-05
9.0700E+00	7.1573E-06	4.8503E-05
9.0800E+00	7.1351E-06	4.8385E-05
9.0900E+00	7.1129E-06	4.8266E-05
9.1000E+00	7.0909E-06	4.8149E-05
9.1100E+00	7.0690E-06	4.8031E-05
9.1200E+00	7.0471E-06	4.7914E-05
9.1300E+00	7.0253E-06	4.7798E-05
9.1400E+00	7.0036E-06	4.7682E-05
9.1500E+00	6.9820E-06	4.7566E-05
9.1600E+00	6.9605E-06	4.7450E-05
9.1700E+00	6.9391E-06	4.7335E-05
9.1800E+00	6.9177E-06	4.7220E-05
9.1900E+00	6.8964E-06	4.7105E-05
9.2000E+00	6.8752E-06	4.6991E-05
9.2100E+00	6.8541E-06	4.6877E-05
9.2200E+00	6.8331E-06	4.6764E-05
9.2300E+00	6.8121E-06	4.6651E-05
9.2400E+00	6.7912E-06	4.6538E-05
9.2500E+00	6.7705E-06	4.6426E-05
9.2600E+00	6.7497E-06	4.6313E-05
9.2700E+00	6.7291E-06	4.6202E-05
9.2800E+00	6.7086E-06	4.6090E-05
9.2900E+00	6.6881E-06	4.5979E-05
9.3000E+00	6.6677E-06	4.5868E-05
9.3100E+00	6.6474E-06	4.5758E-05
9.3200E+00	6.6271E-06	4.5648E-05
9.3300E+00	6.6069E-06	4.5538E-05
9.3400E+00	6.5868E-06	4.5428E-05
9.3500E+00	6.5668E-06	4.5319E-05
9.3600E+00	6.5469E-06	4.5210E-05
9.3700E+00	6.5270E-06	4.5102E-05
9.3800E+00	6.5072E-06	4.4994E-05
9.3900E+00	6.4875E-06	4.4886E-05
9.4000E+00	6.4679E-06	4.4778E-05
9.4100E+00	6.4483E-06	4.4671E-05
9.4200E+00	6.4288E-06	4.4564E-05
9.4300E+00	6.4094E-06	4.4458E-05
9.4400E+00	6.3901E-06	4.4351E-05
9.4500E+00	6.3708E-06	4.4245E-05
9.4600E+00	6.3516E-06	4.4140E-05
9.4700E+00	6.3325E-06	4.4034E-05
9.4800E+00	6.3134E-06	4.3929E-05
9.4900E+00	6.2944E-06	4.3825E-05
9.5000E+00	6.2755E-06	4.3720E-05
9.5100E+00	6.2567E-06	4.3616E-05
9.5200E+00	6.2379E-06	4.3512E-05
9.5300E+00	6.2192E-06	4.3409E-05
9.5400E+00	6.2006E-06	4.3306E-05
9.5500E+00	6.1820E-06	4.3203E-05
9.5600E+00	6.1635E-06	4.3100E-05
9.5700E+00	6.1451E-06	4.2998E-05
9.5800E+00	6.1268E-06	4.2896E-05
9.5900E+00	6.1085E-06	4.2795E-05
9.6000E+00	6.0903E-06	4.2693E-05
9.6100E+00	6.0721E-06	4.2592E-05
9.6200E+00	6.0540E-06	4.2491E-05
9.6300E+00	6.0360E-06	4.2391E-05
9.6400E+00	6.0181E-06	4.2291E-05
9.6500E+00	6.0002E-06	4.2191E-05
9.6600E+00	5.9824E-06	4.2091E-05
9.6700E+00	5.9646E-06	4.1992E-05
9.6800E+00	5.9469E-06	4.1893E-05
9.6900E+00	5.9293E-06	4.1794E-05
9.7000E+00	5.9118E-06	4.1696E-05
9.7100E+00	5.8943E-06	4.1598E-05
9.7200E+00	5.8769E-06	4.1500E-05
9.7300E+00	5.8595E-06	4.1402E-05
9.7400E+00	5.8422E-06	4.1305E-05
9.7500E+00	5.8250E-06	4.1208E-05
9.7600E+00	5.8078E-06	4.1112E-05
9.7700E+00	5.7907E-06	4.1015E-05
9.7800E+00	5.7737E-06	4.0919E-05
9.7900E+00	5.7567E-06	4.0823E-05
9.8000E+00	5.7398E-06	4.0728E-05
9.8100E+00	5.7229E-06	4.0632E-05
9.8200E+00	5.7061E-06	4.0537E-05
9.8300E+00	5.6894E-06	4.0442E-05
9.8400E+00	5.6727E-06	4.0348E-05
9.8500E+00	5.6561E-06	4.0254E-05
9.8600E+00	5.6396E-06	4.0160E-05
9.8700E+00	5.6231E-06	4.0066E-05
9.8800E+00	5.6067E-06	3.9973E-05
9.8900E+00	5.5903E-06	3.9880E-05
9.9000E+00	5.5740E-06	3.9787E-05
9.9100E+00	5.5577E-06	3.9694E-05
9.9200E+00	5.5415E-06	3.9602E-05
9.9300E+00	5.5254E-06	3.9510E-05
9.9400E+00	5.5093E-06	3.9418E-05
9.9500E+00	5.4933E-06	3.9327E-05
9.9600E+00	5.4774E-06	3.9236E-05
9.9700E+00	5.4615E-06	3.9145E-05
9.9800E+00	5.4456E-06	3.9054E-05
9.9900E+00	5.4298E-06	3.8963E-05
