Q2	Fs	dFs
1.8200E+00	1.1310E-03	9.6088E-04
1.8300E+00	1.1254E-03	9.5996E-04
1.8400E+00	1.1199E-03	9.5902E-04
1.8500E+00	1.1144E-03	9.5805E-04
1.8600E+00	1.1089E-03	9.5705E-04
1.8700E+00	1.1034E-03	9.5603E-04
1.8800E+00	1.0980E-03	9.5499E-04
1.8900E+00	1.0926E-03	9.5392E-04
1.9000E+00	1.0872E-03	9.5283E-04
1.9100E+00	1.0818E-03	9.5172E-04
1.9200E+00	1.0765E-03	9.5058E-04
1.9300E+00	1.0712E-03	9.4942E-04
1.9400E+00	1.0659E-03	9.4825E-04
1.9500E+00	1.0606E-03	9.4705E-04
1.9600E+00	1.0554E-03	9.4583E-04
1.9700E+00	1.0501E-03	9.4459E-04
1.9800E+00	1.0449E-03	9.4333E-04
1.9900E+00	1.0398E-03	9.4205E-04
2.0000E+00	1.0346E-03	9.4076E-04
2.0100E+00	1.0295E-03	9.3944E-04
2.0200E+00	1.0244E-03	9.3811E-04
2.0300E+00	1.0193E-03	9.3676E-04
2.0400E+00	1.0142E-03	9.3540E-04
2.0500E+00	1.0092E-03	9.3402E-04
2.0600E+00	1.0042E-03	9.3262E-04
2.0700E+00	9.9923E-04	9.3120E-04
2.0800E+00	9.9427E-04	9.2977E-04
2.0900E+00	9.8934E-04	9.2833E-04
2.1000E+00	9.8443E-04	9.2687E-04
2.1100E+00	9.7954E-04	9.2540E-04
2.1200E+00	9.7468E-04	9.2391E-04
2.1300E+00	9.6984E-04	9.2241E-04
2.1400E+00	9.6503E-04	9.2089E-04
2.1500E+00	9.6024E-04	9.1937E-04
2.1600E+00	9.5547E-04	9.1783E-04
2.1700E+00	9.5073E-04	9.1627E-04
2.1800E+00	9.4601E-04	9.1471E-04
2.1900E+00	9.4132E-04	9.1313E-04
2.2000E+00	9.3664E-04	9.1154E-04
2.2100E+00	9.3200E-04	9.0994E-04
2.2200E+00	9.2737E-04	9.0833E-04
2.2300E+00	9.2277E-04	9.0671E-04
2.2400E+00	9.1820E-04	9.0508E-04
2.2500E+00	9.1364E-04	9.0344E-04
2.2600E+00	9.0911E-04	9.0179E-04
2.2700E+00	9.0461E-04	9.0013E-04
2.2800E+00	9.0013E-04	8.9846E-04
2.2900E+00	8.9567E-04	8.9678E-04
2.3000E+00	8.9123E-04	8.9509E-04
2.3100E+00	8.8682E-04	8.9339E-04
2.3200E+00	8.8243E-04	8.9169E-04
2.3300E+00	8.7806E-04	8.8998E-04
2.3400E+00	8.7371E-04	8.8826E-04
2.3500E+00	8.6939E-04	8.8653E-04
2.3600E+00	8.6509E-04	8.8479E-04
2.3700E+00	8.6082E-04	8.8305E-04
2.3800E+00	8.5656E-04	8.8130E-04
2.3900E+00	8.5233E-04	8.7954E-04
2.4000E+00	8.4812E-04	8.7778E-04
2.4100E+00	8.4394E-04	8.7601E-04
2.4200E+00	8.3977E-04	8.7423E-04
2.4300E+00	8.3563E-04	8.7245E-04
2.4400E+00	8.3151E-04	8.7067E-04
2.4500E+00	8.2741E-04	8.6887E-04
2.4600E+00	8.2334E-04	8.6707E-04
2.4700E+00	8.1928E-04	8.6527E-04
2.4800E+00	8.1525E-04	8.6346E-04
2.4900E+00	8.1124E-04	8.6165E-04
2.5000E+00	8.0725E-04	8.5983E-04
2.5100E+00	8.0329E-04	8.5801E-04
2.5200E+00	7.9934E-04	8.5618E-04
2.5300E+00	7.9541E-04	8.5435E-04
2.5400E+00	7.9151E-04	8.5252E-04
2.5500E+00	7.8763E-04	8.5068E-04
2.5600E+00	7.8377E-04	8.4884E-04
2.5700E+00	7.7993E-04	8.4699E-04
2.5800E+00	7.7611E-04	8.4514E-04
2.5900E+00	7.7231E-04	8.4329E-04
2.6000E+00	7.6853E-04	8.4144E-04
2.6100E+00	7.6477E-04	8.3958E-04
2.6200E+00	7.6104E-04	8.3772E-04
2.6300E+00	7.5732E-04	8.3585E-04
2.6400E+00	7.5362E-04	8.3399E-04
2.6500E+00	7.4995E-04	8.3212E-04
2.6600E+00	7.4629E-04	8.3025E-04
2.6700E+00	7.4265E-04	8.2838E-04
2.6800E+00	7.3904E-04	8.2650E-04
2.6900E+00	7.3544E-04	8.2463E-04
2.7000E+00	7.3186E-04	8.2275E-04
2.7100E+00	7.2831E-04	8.2087E-04
2.7200E+00	7.2477E-04	8.1899E-04
2.7300E+00	7.2125E-04	8.1711E-04
2.7400E+00	7.1775E-04	8.1522E-04
2.7500E+00	7.1427E-04	8.1334E-04
2.7600E+00	7.1081E-04	8.1145E-04
2.7700E+00	7.0737E-04	8.0957E-04
2.7800E+00	7.0395E-04	8.0768E-04
2.7900E+00	7.0054E-04	8.0579E-04
2.8000E+00	6.9716E-04	8.0390E-04
2.8100E+00	6.9379E-04	8.0201E-04
2.8200E+00	6.9045E-04	8.0012E-04
2.8300E+00	6.8712E-04	7.9823E-04
2.8400E+00	6.8381E-04	7.9634E-04
2.8500E+00	6.8051E-04	7.9445E-04
2.8600E+00	6.7724E-04	7.9256E-04
2.8700E+00	6.7398E-04	7.9067E-04
2.8800E+00	6.7074E-04	7.8878E-04
2.8900E+00	6.6752E-04	7.8689E-04
2.9000E+00	6.6432E-04	7.8500E-04
2.9100E+00	6.6113E-04	7.8311E-04
2.9200E+00	6.5797E-04	7.8123E-04
2.9300E+00	6.5482E-04	7.7934E-04
2.9400E+00	6.5168E-04	7.7745E-04
2.9500E+00	6.4857E-04	7.7556E-04
2.9600E+00	6.4547E-04	7.7368E-04
2.9700E+00	6.4239E-04	7.7179E-04
2.9800E+00	6.3932E-04	7.6991E-04
2.9900E+00	6.3628E-04	7.6803E-04
3.0000E+00	6.3325E-04	7.6614E-04
3.0100E+00	6.3023E-04	7.6426E-04
3.0200E+00	6.2724E-04	7.6238E-04
3.0300E+00	6.2426E-04	7.6051E-04
3.0400E+00	6.2129E-04	7.5863E-04
3.0500E+00	6.1834E-04	7.5675E-04
3.0600E+00	6.1541E-04	7.5488E-04
3.0700E+00	6.1250E-04	7.5301E-04
3.0800E+00	6.0960E-04	7.5114E-04
3.0900E+00	6.0672E-04	7.4927E-04
3.1000E+00	6.0385E-04	7.4740E-04
3.1100E+00	6.0100E-04	7.4554E-04
3.1200E+00	5.9816E-04	7.4367E-04
3.1300E+00	5.9534E-04	7.4181E-04
3.1400E+00	5.9254E-04	7.3995E-04
3.1500E+00	5.8975E-04	7.3809E-04
3.1600E+00	5.8698E-04	7.3624E-04
3.1700E+00	5.8422E-04	7.3438E-04
3.1800E+00	5.8147E-04	7.3253E-04
3.1900E+00	5.7875E-04	7.3068E-04
3.2000E+00	5.7603E-04	7.2884E-04
3.2100E+00	5.7334E-04	7.2699E-04
3.2200E+00	5.7065E-04	7.2515E-04
3.2300E+00	5.6798E-04	7.2331E-04
3.2400E+00	5.6533E-04	7.2147E-04
3.2500E+00	5.6269E-04	7.1964E-04
3.2600E+00	5.6007E-04	7.1780E-04
3.2700E+00	5.5746E-04	7.1597E-04
3.2800E+00	5.5486E-04	7.1415E-04
3.2900E+00	5.5228E-04	7.1232E-04
3.3000E+00	5.4971E-04	7.1050E-04
3.3100E+00	5.4716E-04	7.0868E-04
3.3200E+00	5.4462E-04	7.0686E-04
3.3300E+00	5.4210E-04	7.0505E-04
3.3400E+00	5.3958E-04	7.0324E-04
3.3500E+00	5.3709E-04	7.0143E-04
3.3600E+00	5.3460E-04	6.9962E-04
3.3700E+00	5.3213E-04	6.9782E-04
3.3800E+00	5.2968E-04	6.9602E-04
3.3900E+00	5.2723E-04	6.9422E-04
3.4000E+00	5.2480E-04	6.9243E-04
3.4100E+00	5.2239E-04	6.9064E-04
3.4200E+00	5.1998E-04	6.8885E-04
3.4300E+00	5.1759E-04	6.8707E-04
3.4400E+00	5.1522E-04	6.8529E-04
3.4500E+00	5.1285E-04	6.8351E-04
3.4600E+00	5.1050E-04	6.8173E-04
3.4700E+00	5.0816E-04	6.7996E-04
3.4800E+00	5.0584E-04	6.7819E-04
3.4900E+00	5.0352E-04	6.7643E-04
3.5000E+00	5.0122E-04	6.7467E-04
3.5100E+00	4.9894E-04	6.7291E-04
3.5200E+00	4.9666E-04	6.7115E-04
3.5300E+00	4.9440E-04	6.6940E-04
3.5400E+00	4.9215E-04	6.6765E-04
3.5500E+00	4.8991E-04	6.6591E-04
3.5600E+00	4.8768E-04	6.6416E-04
3.5700E+00	4.8547E-04	6.6242E-04
3.5800E+00	4.8326E-04	6.6069E-04
3.5900E+00	4.8107E-04	6.5896E-04
3.6000E+00	4.7890E-04	6.5723E-04
3.6100E+00	4.7673E-04	6.5550E-04
3.6200E+00	4.7457E-04	6.5378E-04
3.6300E+00	4.7243E-04	6.5207E-04
3.6400E+00	4.7030E-04	6.5035E-04
3.6500E+00	4.6818E-04	6.4864E-04
3.6600E+00	4.6607E-04	6.4693E-04
3.6700E+00	4.6397E-04	6.4523E-04
3.6800E+00	4.6189E-04	6.4353E-04
3.6900E+00	4.5981E-04	6.4183E-04
3.7000E+00	4.5775E-04	6.4014E-04
3.7100E+00	4.5570E-04	6.3845E-04
3.7200E+00	4.5366E-04	6.3677E-04
3.7300E+00	4.5163E-04	6.3509E-04
3.7400E+00	4.4961E-04	6.3341E-04
3.7500E+00	4.4760E-04	6.3173E-04
3.7600E+00	4.4560E-04	6.3006E-04
3.7700E+00	4.4361E-04	6.2840E-04
3.7800E+00	4.4164E-04	6.2673E-04
3.7900E+00	4.3967E-04	6.2508E-04
3.8000E+00	4.3772E-04	6.2342E-04
3.8100E+00	4.3577E-04	6.2177E-04
3.8200E+00	4.3384E-04	6.2012E-04
3.8300E+00	4.3191E-04	6.1848E-04
3.8400E+00	4.3000E-04	6.1684E-04
3.8500E+00	4.2810E-04	6.1520E-04
3.8600E+00	4.2620E-04	6.1357E-04
3.8700E+00	4.2432E-04	6.1194E-04
3.8800E+00	4.2245E-04	6.1031E-04
3.8900E+00	4.2058E-04	6.0869E-04
3.9000E+00	4.1873E-04	6.0707E-04
3.9100E+00	4.1689E-04	6.0546E-04
3.9200E+00	4.1505E-04	6.0385E-04
3.9300E+00	4.1323E-04	6.0224E-04
3.9400E+00	4.1141E-04	6.0064E-04
3.9500E+00	4.0961E-04	5.9904E-04
3.9600E+00	4.0781E-04	5.9745E-04
3.9700E+00	4.0603E-04	5.9586E-04
3.9800E+00	4.0425E-04	5.9427E-04
3.9900E+00	4.0249E-04	5.9269E-04
4.0000E+00	4.0073E-04	5.9111E-04
4.0100E+00	3.9898E-04	5.8954E-04
4.0200E+00	3.9724E-04	5.8796E-04
4.0300E+00	3.9551E-04	5.8640E-04
4.0400E+00	3.9379E-04	5.8483E-04
4.0500E+00	3.9208E-04	5.8327E-04
4.0600E+00	3.9038E-04	5.8172E-04
4.0700E+00	3.8868E-04	5.8017E-04
4.0800E+00	3.8700E-04	5.7862E-04
4.0900E+00	3.8532E-04	5.7708E-04
4.1000E+00	3.8366E-04	5.7554E-04
4.1100E+00	3.8200E-04	5.7400E-04
4.1200E+00	3.8035E-04	5.7247E-04
4.1300E+00	3.7871E-04	5.7094E-04
4.1400E+00	3.7708E-04	5.6942E-04
4.1500E+00	3.7545E-04	5.6790E-04
4.1600E+00	3.7384E-04	5.6638E-04
4.1700E+00	3.7223E-04	5.6487E-04
4.1800E+00	3.7063E-04	5.6336E-04
4.1900E+00	3.6904E-04	5.6185E-04
4.2000E+00	3.6746E-04	5.6035E-04
4.2100E+00	3.6589E-04	5.5886E-04
4.2200E+00	3.6432E-04	5.5736E-04
4.2300E+00	3.6277E-04	5.5587E-04
4.2400E+00	3.6122E-04	5.5439E-04
4.2500E+00	3.5968E-04	5.5291E-04
4.2600E+00	3.5814E-04	5.5143E-04
4.2700E+00	3.5662E-04	5.4996E-04
4.2800E+00	3.5510E-04	5.4849E-04
4.2900E+00	3.5359E-04	5.4702E-04
4.3000E+00	3.5209E-04	5.4556E-04
4.3100E+00	3.5060E-04	5.4410E-04
4.3200E+00	3.4911E-04	5.4265E-04
4.3300E+00	3.4763E-04	5.4120E-04
4.3400E+00	3.4616E-04	5.3975E-04
4.3500E+00	3.4470E-04	5.3831E-04
4.3600E+00	3.4324E-04	5.3687E-04
4.3700E+00	3.4179E-04	5.3544E-04
4.3800E+00	3.4035E-04	5.3401E-04
4.3900E+00	3.3892E-04	5.3258E-04
4.4000E+00	3.3749E-04	5.3116E-04
4.4100E+00	3.3608E-04	5.2974E-04
4.4200E+00	3.3466E-04	5.2832E-04
4.4300E+00	3.3326E-04	5.2691E-04
4.4400E+00	3.3186E-04	5.2550E-04
4.4500E+00	3.3047E-04	5.2410E-04
4.4600E+00	3.2909E-04	5.2270E-04
4.4700E+00	3.2772E-04	5.2130E-04
4.4800E+00	3.2635E-04	5.1991E-04
4.4900E+00	3.2499E-04	5.1852E-04
4.5000E+00	3.2363E-04	5.1714E-04
4.5100E+00	3.2228E-04	5.1576E-04
4.5200E+00	3.2094E-04	5.1438E-04
4.5300E+00	3.1961E-04	5.1301E-04
4.5400E+00	3.1828E-04	5.1164E-04
4.5500E+00	3.1696E-04	5.1027E-04
4.5600E+00	3.1565E-04	5.0891E-04
4.5700E+00	3.1434E-04	5.0755E-04
4.5800E+00	3.1304E-04	5.0620E-04
4.5900E+00	3.1174E-04	5.0485E-04
4.6000E+00	3.1046E-04	5.0350E-04
4.6100E+00	3.0918E-04	5.0216E-04
4.6200E+00	3.0790E-04	5.0082E-04
4.6300E+00	3.0663E-04	4.9949E-04
4.6400E+00	3.0537E-04	4.9815E-04
4.6500E+00	3.0412E-04	4.9683E-04
4.6600E+00	3.0287E-04	4.9550E-04
4.6700E+00	3.0163E-04	4.9418E-04
4.6800E+00	3.0039E-04	4.9287E-04
4.6900E+00	2.9916E-04	4.9155E-04
4.7000E+00	2.9793E-04	4.9024E-04
4.7100E+00	2.9672E-04	4.8894E-04
4.7200E+00	2.9550E-04	4.8764E-04
4.7300E+00	2.9430E-04	4.8634E-04
4.7400E+00	2.9310E-04	4.8504E-04
4.7500E+00	2.9191E-04	4.8375E-04
4.7600E+00	2.9072E-04	4.8247E-04
4.7700E+00	2.8954E-04	4.8118E-04
4.7800E+00	2.8836E-04	4.7990E-04
4.7900E+00	2.8719E-04	4.7863E-04
4.8000E+00	2.8603E-04	4.7735E-04
4.8100E+00	2.8487E-04	4.7609E-04
4.8200E+00	2.8371E-04	4.7482E-04
4.8300E+00	2.8257E-04	4.7356E-04
4.8400E+00	2.8143E-04	4.7230E-04
4.8500E+00	2.8029E-04	4.7105E-04
4.8600E+00	2.7916E-04	4.6980E-04
4.8700E+00	2.7804E-04	4.6855E-04
4.8800E+00	2.7692E-04	4.6731E-04
4.8900E+00	2.7580E-04	4.6607E-04
4.9000E+00	2.7470E-04	4.6483E-04
4.9100E+00	2.7359E-04	4.6360E-04
4.9200E+00	2.7250E-04	4.6237E-04
4.9300E+00	2.7140E-04	4.6114E-04
4.9400E+00	2.7032E-04	4.5992E-04
4.9500E+00	2.6924E-04	4.5870E-04
4.9600E+00	2.6816E-04	4.5749E-04
4.9700E+00	2.6709E-04	4.5627E-04
4.9800E+00	2.6603E-04	4.5507E-04
4.9900E+00	2.6497E-04	4.5386E-04
5.0000E+00	2.6391E-04	4.5266E-04
5.0100E+00	2.6286E-04	4.5146E-04
5.0200E+00	2.6182E-04	4.5027E-04
5.0300E+00	2.6078E-04	4.4908E-04
5.0400E+00	2.5975E-04	4.4789E-04
5.0500E+00	2.5872E-04	4.4671E-04
5.0600E+00	2.5769E-04	4.4553E-04
5.0700E+00	2.5667E-04	4.4435E-04
5.0800E+00	2.5566E-04	4.4318E-04
5.0900E+00	2.5465E-04	4.4201E-04
5.1000E+00	2.5365E-04	4.4084E-04
5.1100E+00	2.5265E-04	4.3968E-04
5.1200E+00	2.5165E-04	4.3852E-04
5.1300E+00	2.5066E-04	4.3736E-04
5.1400E+00	2.4968E-04	4.3621E-04
5.1500E+00	2.4870E-04	4.3506E-04
5.1600E+00	2.4772E-04	4.3391E-04
5.1700E+00	2.4675E-04	4.3277E-04
5.1800E+00	2.4578E-04	4.3163E-04
5.1900E+00	2.4482E-04	4.3049E-04
5.2000E+00	2.4387E-04	4.2936E-04
5.2100E+00	2.4291E-04	4.2823E-04
5.2200E+00	2.4197E-04	4.2710E-04
5.2300E+00	2.4102E-04	4.2598E-04
5.2400E+00	2.4008E-04	4.2486E-04
5.2500E+00	2.3915E-04	4.2374E-04
5.2600E+00	2.3822E-04	4.2263E-04
5.2700E+00	2.3729E-04	4.2152E-04
5.2800E+00	2.3637E-04	4.2041E-04
5.2900E+00	2.3546E-04	4.1931E-04
5.3000E+00	2.3455E-04	4.1821E-04
5.3100E+00	2.3364E-04	4.1711E-04
5.3200E+00	2.3273E-04	4.1602E-04
5.3300E+00	2.3184E-04	4.1493E-04
5.3400E+00	2.3094E-04	4.1384E-04
5.3500E+00	2.3005E-04	4.1276E-04
5.3600E+00	2.2916E-04	4.1168E-04
5.3700E+00	2.2828E-04	4.1060E-04
5.3800E+00	2.2740E-04	4.0953E-04
5.3900E+00	2.2653E-04	4.0845E-04
5.4000E+00	2.2566E-04	4.0739E-04
5.4100E+00	2.2480E-04	4.0632E-04
5.4200E+00	2.2393E-04	4.0526E-04
5.4300E+00	2.2308E-04	4.0420E-04
5.4400E+00	2.2222E-04	4.0315E-04
5.4500E+00	2.2138E-04	4.0209E-04
5.4600E+00	2.2053E-04	4.0104E-04
5.4700E+00	2.1969E-04	4.0000E-04
5.4800E+00	2.1885E-04	3.9896E-04
5.4900E+00	2.1802E-04	3.9792E-04
5.5000E+00	2.1719E-04	3.9688E-04
5.5100E+00	2.1636E-04	3.9584E-04
5.5200E+00	2.1554E-04	3.9481E-04
5.5300E+00	2.1472E-04	3.9379E-04
5.5400E+00	2.1391E-04	3.9276E-04
5.5500E+00	2.1310E-04	3.9174E-04
5.5600E+00	2.1229E-04	3.9072E-04
5.5700E+00	2.1149E-04	3.8971E-04
5.5800E+00	2.1069E-04	3.8869E-04
5.5900E+00	2.0990E-04	3.8768E-04
5.6000E+00	2.0911E-04	3.8668E-04
5.6100E+00	2.0832E-04	3.8567E-04
5.6200E+00	2.0753E-04	3.8467E-04
5.6300E+00	2.0675E-04	3.8368E-04
5.6400E+00	2.0598E-04	3.8268E-04
5.6500E+00	2.0520E-04	3.8169E-04
5.6600E+00	2.0443E-04	3.8070E-04
5.6700E+00	2.0367E-04	3.7971E-04
5.6800E+00	2.0291E-04	3.7873E-04
5.6900E+00	2.0215E-04	3.7775E-04
5.7000E+00	2.0139E-04	3.7677E-04
5.7100E+00	2.0064E-04	3.7580E-04
5.7200E+00	1.9989E-04	3.7483E-04
5.7300E+00	1.9915E-04	3.7386E-04
5.7400E+00	1.9840E-04	3.7290E-04
5.7500E+00	1.9767E-04	3.7193E-04
5.7600E+00	1.9693E-04	3.7097E-04
5.7700E+00	1.9620E-04	3.7002E-04
5.7800E+00	1.9547E-04	3.6906E-04
5.7900E+00	1.9475E-04	3.6811E-04
5.8000E+00	1.9403E-04	3.6716E-04
5.8100E+00	1.9331E-04	3.6622E-04
