Q2	Fs	dFs
5.7700E+00	1.3029E-04	3.3474E-16
5.7800E+00	1.2958E-04	3.3296E-16
5.7900E+00	1.2888E-04	3.3119E-16
5.8000E+00	1.2818E-04	3.2943E-16
5.8100E+00	1.2749E-04	3.2767E-16
5.8200E+00	1.2680E-04	3.2593E-16
5.8300E+00	1.2612E-04	3.2421E-16
5.8400E+00	1.2544E-04	3.2247E-16
5.8500E+00	1.2476E-04	3.2075E-16
5.8600E+00	1.2409E-04	3.1906E-16
5.8700E+00	1.2342E-04	3.1736E-16
5.8800E+00	1.2275E-04	3.1568E-16
5.8900E+00	1.2209E-04	3.1402E-16
5.9000E+00	1.2143E-04	3.1236E-16
5.9100E+00	1.2078E-04	3.1071E-16
5.9200E+00	1.2013E-04	3.0907E-16
5.9300E+00	1.1948E-04	3.0743E-16
5.9400E+00	1.1884E-04	3.0580E-16
5.9500E+00	1.1820E-04	3.0419E-16
5.9600E+00	1.1757E-04	3.0259E-16
5.9700E+00	1.1694E-04	3.0100E-16
5.9800E+00	1.1631E-04	2.9941E-16
5.9900E+00	1.1568E-04	2.9783E-16
6.0000E+00	1.1506E-04	2.9625E-16
6.0100E+00	1.1445E-04	2.9470E-16
6.0200E+00	1.1383E-04	2.9316E-16
6.0300E+00	1.1323E-04	2.9160E-16
6.0400E+00	1.1262E-04	2.9007E-16
6.0500E+00	1.1202E-04	2.8855E-16
6.0600E+00	1.1142E-04	2.8704E-16
6.0700E+00	1.1082E-04	2.8553E-16
6.0800E+00	1.1023E-04	2.8403E-16
6.0900E+00	1.0964E-04	2.8253E-16
6.1000E+00	1.0906E-04	2.8107E-16
6.1100E+00	1.0848E-04	2.7958E-16
6.1200E+00	1.0790E-04	2.7811E-16
6.1300E+00	1.0732E-04	2.7667E-16
6.1400E+00	1.0675E-04	2.7522E-16
6.1500E+00	1.0618E-04	2.7378E-16
6.1600E+00	1.0562E-04	2.7234E-16
6.1700E+00	1.0506E-04	2.7092E-16
6.1800E+00	1.0450E-04	2.6951E-16
6.1900E+00	1.0394E-04	2.6810E-16
6.2000E+00	1.0339E-04	2.6671E-16
6.2100E+00	1.0284E-04	2.6532E-16
6.2200E+00	1.0230E-04	2.6393E-16
6.2300E+00	1.0176E-04	2.6256E-16
6.2400E+00	1.0122E-04	2.6120E-16
6.2500E+00	1.0068E-04	2.5983E-16
6.2600E+00	1.0015E-04	2.5848E-16
6.2700E+00	9.9616E-05	2.5713E-16
6.2800E+00	9.9089E-05	2.5580E-16
6.2900E+00	9.8565E-05	2.5447E-16
6.3000E+00	9.8044E-05	2.5316E-16
6.3100E+00	9.7526E-05	2.5185E-16
6.3200E+00	9.7011E-05	2.5054E-16
6.3300E+00	9.6499E-05	2.4924E-16
6.3400E+00	9.5990E-05	2.4794E-16
6.3500E+00	9.5484E-05	2.4666E-16
6.3600E+00	9.4981E-05	2.4538E-16
6.3700E+00	9.4481E-05	2.4413E-16
6.3800E+00	9.3983E-05	2.4285E-16
6.3900E+00	9.3488E-05	2.4160E-16
6.4000E+00	9.2997E-05	2.4036E-16
6.4100E+00	9.2508E-05	2.3911E-16
6.4200E+00	9.2021E-05	2.3787E-16
6.4300E+00	9.1538E-05	2.3666E-16
6.4400E+00	9.1057E-05	2.3543E-16
6.4500E+00	9.0579E-05	2.3422E-16
6.4600E+00	9.0104E-05	2.3301E-16
6.4700E+00	8.9632E-05	2.3181E-16
6.4800E+00	8.9162E-05	2.3061E-16
6.4900E+00	8.8695E-05	2.2943E-16
6.5000E+00	8.8230E-05	2.2825E-16
6.5100E+00	8.7768E-05	2.2709E-16
6.5200E+00	8.7309E-05	2.2591E-16
6.5300E+00	8.6853E-05	2.2474E-16
6.5400E+00	8.6399E-05	2.2361E-16
6.5500E+00	8.5947E-05	2.2246E-16
6.5600E+00	8.5499E-05	2.2131E-16
6.5700E+00	8.5052E-05	2.2018E-16
6.5800E+00	8.4609E-05	2.1906E-16
6.5900E+00	8.4167E-05	2.1794E-16
6.6000E+00	8.3729E-05	2.1681E-16
6.6100E+00	8.3292E-05	2.1571E-16
6.6200E+00	8.2859E-05	2.1461E-16
6.6300E+00	8.2427E-05	2.1351E-16
6.6400E+00	8.1999E-05	2.1241E-16
6.6500E+00	8.1572E-05	2.1134E-16
6.6600E+00	8.1148E-05	2.1025E-16
6.6700E+00	8.0727E-05	2.0919E-16
6.6800E+00	8.0307E-05	2.0812E-16
6.6900E+00	7.9891E-05	2.0706E-16
6.7000E+00	7.9476E-05	2.0600E-16
6.7100E+00	7.9064E-05	2.0496E-16
6.7200E+00	7.8654E-05	2.0391E-16
6.7300E+00	7.8247E-05	2.0288E-16
6.7400E+00	7.7841E-05	2.0185E-16
6.7500E+00	7.7438E-05	2.0082E-16
6.7600E+00	7.7038E-05	1.9979E-16
6.7700E+00	7.6639E-05	1.9878E-16
6.7800E+00	7.6243E-05	1.9777E-16
6.7900E+00	7.5849E-05	1.9678E-16
6.8000E+00	7.5458E-05	1.9578E-16
6.8100E+00	7.5068E-05	1.9479E-16
6.8200E+00	7.4681E-05	1.9380E-16
6.8300E+00	7.4296E-05	1.9282E-16
6.8400E+00	7.3913E-05	1.9184E-16
6.8500E+00	7.3532E-05	1.9087E-16
6.8600E+00	7.3153E-05	1.8991E-16
6.8700E+00	7.2776E-05	1.8895E-16
6.8800E+00	7.2402E-05	1.8799E-16
6.8900E+00	7.2030E-05	1.8705E-16
6.9000E+00	7.1659E-05	1.8611E-16
6.9100E+00	7.1291E-05	1.8516E-16
6.9200E+00	7.0925E-05	1.8424E-16
6.9300E+00	7.0561E-05	1.8329E-16
6.9400E+00	7.0199E-05	1.8238E-16
6.9500E+00	6.9839E-05	1.8146E-16
6.9600E+00	6.9481E-05	1.8055E-16
6.9700E+00	6.9125E-05	1.7964E-16
6.9800E+00	6.8771E-05	1.7874E-16
6.9900E+00	6.8418E-05	1.7785E-16
7.0000E+00	6.8068E-05	1.7695E-16
7.0100E+00	6.7720E-05	1.7606E-16
7.0200E+00	6.7374E-05	1.7518E-16
7.0300E+00	6.7030E-05	1.7430E-16
7.0400E+00	6.6687E-05	1.7343E-16
7.0500E+00	6.6347E-05	1.7256E-16
7.0600E+00	6.6008E-05	1.7170E-16
7.0700E+00	6.5671E-05	1.7084E-16
7.0800E+00	6.5337E-05	1.6998E-16
7.0900E+00	6.5004E-05	1.6914E-16
7.1000E+00	6.4672E-05	1.6828E-16
7.1100E+00	6.4343E-05	1.6745E-16
7.1200E+00	6.4016E-05	1.6662E-16
7.1300E+00	6.3690E-05	1.6578E-16
7.1400E+00	6.3366E-05	1.6494E-16
7.1500E+00	6.3044E-05	1.6412E-16
7.1600E+00	6.2724E-05	1.6331E-16
7.1700E+00	6.2405E-05	1.6250E-16
7.1800E+00	6.2088E-05	1.6169E-16
7.1900E+00	6.1773E-05	1.6089E-16
7.2000E+00	6.1460E-05	1.6008E-16
7.2100E+00	6.1149E-05	1.5929E-16
7.2200E+00	6.0839E-05	1.5850E-16
7.2300E+00	6.0531E-05	1.5771E-16
7.2400E+00	6.0224E-05	1.5693E-16
7.2500E+00	5.9920E-05	1.5615E-16
7.2600E+00	5.9617E-05	1.5538E-16
7.2700E+00	5.9315E-05	1.5461E-16
7.2800E+00	5.9015E-05	1.5384E-16
7.2900E+00	5.8717E-05	1.5308E-16
7.3000E+00	5.8421E-05	1.5232E-16
7.3100E+00	5.8126E-05	1.5156E-16
7.3200E+00	5.7833E-05	1.5082E-16
7.3300E+00	5.7541E-05	1.5007E-16
7.3400E+00	5.7251E-05	1.4933E-16
7.3500E+00	5.6963E-05	1.4860E-16
7.3600E+00	5.6676E-05	1.4786E-16
7.3700E+00	5.6391E-05	1.4712E-16
7.3800E+00	5.6107E-05	1.4640E-16
7.3900E+00	5.5825E-05	1.4568E-16
7.4000E+00	5.5545E-05	1.4496E-16
7.4100E+00	5.5266E-05	1.4425E-16
7.4200E+00	5.4988E-05	1.4354E-16
7.4300E+00	5.4712E-05	1.4283E-16
7.4400E+00	5.4438E-05	1.4214E-16
7.4500E+00	5.4165E-05	1.4143E-16
7.4600E+00	5.3893E-05	1.4074E-16
7.4700E+00	5.3623E-05	1.4004E-16
7.4800E+00	5.3355E-05	1.3936E-16
7.4900E+00	5.3088E-05	1.3868E-16
7.5000E+00	5.2822E-05	1.3799E-16
7.5100E+00	5.2558E-05	1.3732E-16
7.5200E+00	5.2295E-05	1.3664E-16
7.5300E+00	5.2034E-05	1.3597E-16
7.5400E+00	5.1774E-05	1.3531E-16
7.5500E+00	5.1515E-05	1.3465E-16
7.5600E+00	5.1258E-05	1.3399E-16
7.5700E+00	5.1003E-05	1.3333E-16
7.5800E+00	5.0748E-05	1.3269E-16
7.5900E+00	5.0495E-05	1.3203E-16
7.6000E+00	5.0244E-05	1.3138E-16
7.6100E+00	4.9994E-05	1.3075E-16
7.6200E+00	4.9745E-05	1.3011E-16
7.6300E+00	4.9497E-05	1.2948E-16
7.6400E+00	4.9251E-05	1.2885E-16
7.6500E+00	4.9006E-05	1.2822E-16
7.6600E+00	4.8763E-05	1.2760E-16
7.6700E+00	4.8521E-05	1.2697E-16
7.6800E+00	4.8280E-05	1.2635E-16
7.6900E+00	4.8040E-05	1.2574E-16
7.7000E+00	4.7802E-05	1.2513E-16
7.7100E+00	4.7565E-05	1.2452E-16
7.7200E+00	4.7330E-05	1.2392E-16
7.7300E+00	4.7095E-05	1.2331E-16
7.7400E+00	4.6862E-05	1.2271E-16
7.7500E+00	4.6630E-05	1.2212E-16
7.7600E+00	4.6399E-05	1.2153E-16
7.7700E+00	4.6170E-05	1.2094E-16
7.7800E+00	4.5942E-05	1.2036E-16
7.7900E+00	4.5715E-05	1.1977E-16
7.8000E+00	4.5489E-05	1.1919E-16
7.8100E+00	4.5265E-05	1.1862E-16
7.8200E+00	4.5041E-05	1.1804E-16
7.8300E+00	4.4819E-05	1.1748E-16
7.8400E+00	4.4598E-05	1.1690E-16
7.8500E+00	4.4379E-05	1.1634E-16
7.8600E+00	4.4160E-05	1.1578E-16
7.8700E+00	4.3943E-05	1.1522E-16
7.8800E+00	4.3727E-05	1.1466E-16
7.8900E+00	4.3511E-05	1.1411E-16
7.9000E+00	4.3298E-05	1.1356E-16
7.9100E+00	4.3085E-05	1.1302E-16
7.9200E+00	4.2873E-05	1.1247E-16
7.9300E+00	4.2663E-05	1.1193E-16
7.9400E+00	4.2453E-05	1.1139E-16
7.9500E+00	4.2245E-05	1.1086E-16
7.9600E+00	4.2038E-05	1.1033E-16
7.9700E+00	4.1832E-05	1.0980E-16
7.9800E+00	4.1627E-05	1.0927E-16
7.9900E+00	4.1423E-05	1.0875E-16
8.0000E+00	4.1220E-05	1.0823E-16
8.0100E+00	4.1019E-05	1.0771E-16
8.0200E+00	4.0818E-05	1.0719E-16
8.0300E+00	4.0619E-05	1.0667E-16
8.0400E+00	4.0420E-05	1.0617E-16
8.0500E+00	4.0223E-05	1.0566E-16
8.0600E+00	4.0026E-05	1.0516E-16
8.0700E+00	3.9831E-05	1.0465E-16
8.0800E+00	3.9637E-05	1.0415E-16
8.0900E+00	3.9443E-05	1.0365E-16
8.1000E+00	3.9251E-05	1.0316E-16
8.1100E+00	3.9060E-05	1.0266E-16
8.1200E+00	3.8870E-05	1.0218E-16
8.1300E+00	3.8681E-05	1.0169E-16
8.1400E+00	3.8492E-05	1.0121E-16
8.1500E+00	3.8305E-05	1.0072E-16
8.1600E+00	3.8119E-05	1.0024E-16
8.1700E+00	3.7934E-05	9.9768E-17
8.1800E+00	3.7750E-05	9.9288E-17
8.1900E+00	3.7566E-05	9.8818E-17
8.2000E+00	3.7384E-05	9.8350E-17
8.2100E+00	3.7203E-05	9.7884E-17
8.2200E+00	3.7022E-05	9.7416E-17
8.2300E+00	3.6843E-05	9.6955E-17
8.2400E+00	3.6664E-05	9.6500E-17
8.2500E+00	3.6487E-05	9.6039E-17
8.2600E+00	3.6310E-05	9.5580E-17
8.2700E+00	3.6135E-05	9.5129E-17
8.2800E+00	3.5960E-05	9.4676E-17
8.2900E+00	3.5786E-05	9.4230E-17
8.3000E+00	3.5613E-05	9.3784E-17
8.3100E+00	3.5441E-05	9.3342E-17
8.3200E+00	3.5270E-05	9.2898E-17
8.3300E+00	3.5100E-05	9.2462E-17
8.3400E+00	3.4930E-05	9.2020E-17
8.3500E+00	3.4762E-05	9.1587E-17
8.3600E+00	3.4594E-05	9.1157E-17
8.3700E+00	3.4428E-05	9.0725E-17
8.3800E+00	3.4262E-05	9.0300E-17
8.3900E+00	3.4097E-05	8.9874E-17
8.4000E+00	3.3933E-05	8.9451E-17
8.4100E+00	3.3770E-05	8.9031E-17
8.4200E+00	3.3607E-05	8.8612E-17
8.4300E+00	3.3446E-05	8.8192E-17
8.4400E+00	3.3285E-05	8.7778E-17
8.4500E+00	3.3126E-05	8.7369E-17
8.4600E+00	3.2967E-05	8.6955E-17
8.4700E+00	3.2808E-05	8.6545E-17
8.4800E+00	3.2651E-05	8.6145E-17
8.4900E+00	3.2495E-05	8.5738E-17
8.5000E+00	3.2339E-05	8.5334E-17
8.5100E+00	3.2184E-05	8.4937E-17
8.5200E+00	3.2030E-05	8.4538E-17
8.5300E+00	3.1877E-05	8.4140E-17
8.5400E+00	3.1724E-05	8.3743E-17
8.5500E+00	3.1573E-05	8.3355E-17
8.5600E+00	3.1422E-05	8.2965E-17
8.5700E+00	3.1272E-05	8.2578E-17
8.5800E+00	3.1122E-05	8.2189E-17
8.5900E+00	3.0974E-05	8.1806E-17
8.6000E+00	3.0826E-05	8.1426E-17
8.6100E+00	3.0679E-05	8.1045E-17
8.6200E+00	3.0533E-05	8.0668E-17
8.6300E+00	3.0387E-05	8.0290E-17
8.6400E+00	3.0242E-05	7.9916E-17
8.6500E+00	3.0098E-05	7.9545E-17
8.6600E+00	2.9955E-05	7.9173E-17
8.6700E+00	2.9813E-05	7.8806E-17
8.6800E+00	2.9671E-05	7.8437E-17
8.6900E+00	2.9530E-05	7.8073E-17
8.7000E+00	2.9390E-05	7.7714E-17
8.7100E+00	2.9250E-05	7.7347E-17
8.7200E+00	2.9111E-05	7.6989E-17
8.7300E+00	2.8973E-05	7.6633E-17
8.7400E+00	2.8836E-05	7.6276E-17
8.7500E+00	2.8699E-05	7.5922E-17
8.7600E+00	2.8563E-05	7.5571E-17
8.7700E+00	2.8428E-05	7.5218E-17
8.7800E+00	2.8293E-05	7.4872E-17
8.7900E+00	2.8159E-05	7.4523E-17
8.8000E+00	2.8026E-05	7.4178E-17
8.8100E+00	2.7893E-05	7.3833E-17
8.8200E+00	2.7761E-05	7.3495E-17
8.8300E+00	2.7630E-05	7.3154E-17
8.8400E+00	2.7500E-05	7.2815E-17
8.8500E+00	2.7370E-05	7.2482E-17
8.8600E+00	2.7241E-05	7.2144E-17
8.8700E+00	2.7112E-05	7.1812E-17
8.8800E+00	2.6984E-05	7.1480E-17
8.8900E+00	2.6857E-05	7.1149E-17
8.9000E+00	2.6731E-05	7.0823E-17
8.9100E+00	2.6605E-05	7.0497E-17
8.9200E+00	2.6479E-05	7.0172E-17
8.9300E+00	2.6355E-05	6.9851E-17
8.9400E+00	2.6231E-05	6.9528E-17
8.9500E+00	2.6108E-05	6.9207E-17
8.9600E+00	2.5985E-05	6.8888E-17
8.9700E+00	2.5863E-05	6.8572E-17
8.9800E+00	2.5741E-05	6.8254E-17
8.9900E+00	2.5620E-05	6.7943E-17
9.0000E+00	2.5500E-05	6.7630E-17
9.0100E+00	2.5381E-05	6.7321E-17
9.0200E+00	2.5262E-05	6.7012E-17
9.0300E+00	2.5143E-05	6.6708E-17
9.0400E+00	2.5025E-05	6.6398E-17
9.0500E+00	2.4908E-05	6.6097E-17
9.0600E+00	2.4792E-05	6.5793E-17
9.0700E+00	2.4676E-05	6.5490E-17
9.0800E+00	2.4560E-05	6.5190E-17
9.0900E+00	2.4445E-05	6.4892E-17
9.1000E+00	2.4331E-05	6.4595E-17
9.1100E+00	2.4218E-05	6.4302E-17
9.1200E+00	2.4104E-05	6.4008E-17
9.1300E+00	2.3992E-05	6.3716E-17
9.1400E+00	2.3880E-05	6.3425E-17
9.1500E+00	2.3769E-05	6.3136E-17
9.1600E+00	2.3658E-05	6.2844E-17
9.1700E+00	2.3548E-05	6.2562E-17
9.1800E+00	2.3438E-05	6.2275E-17
9.1900E+00	2.3329E-05	6.1992E-17
9.2000E+00	2.3220E-05	6.1711E-17
9.2100E+00	2.3112E-05	6.1428E-17
9.2200E+00	2.3005E-05	6.1150E-17
9.2300E+00	2.2898E-05	6.0873E-17
9.2400E+00	2.2791E-05	6.0593E-17
9.2500E+00	2.2685E-05	6.0318E-17
9.2600E+00	2.2580E-05	6.0048E-17
9.2700E+00	2.2475E-05	5.9771E-17
9.2800E+00	2.2371E-05	5.9502E-17
9.2900E+00	2.2267E-05	5.9233E-17
9.3000E+00	2.2164E-05	5.8963E-17
9.3100E+00	2.2061E-05	5.8698E-17
9.3200E+00	2.1959E-05	5.8431E-17
9.3300E+00	2.1858E-05	5.8165E-17
9.3400E+00	2.1756E-05	5.7904E-17
9.3500E+00	2.1656E-05	5.7639E-17
9.3600E+00	2.1556E-05	5.7378E-17
9.3700E+00	2.1456E-05	5.7121E-17
9.3800E+00	2.1357E-05	5.6861E-17
9.3900E+00	2.1258E-05	5.6606E-17
9.4000E+00	2.1160E-05	5.6349E-17
9.4100E+00	2.1062E-05	5.6095E-17
9.4200E+00	2.0965E-05	5.5840E-17
9.4300E+00	2.0869E-05	5.5593E-17
9.4400E+00	2.0772E-05	5.5339E-17
9.4500E+00	2.0677E-05	5.5094E-17
9.4600E+00	2.0581E-05	5.4843E-17
9.4700E+00	2.0487E-05	5.4598E-17
9.4800E+00	2.0392E-05	5.4349E-17
9.4900E+00	2.0299E-05	5.4105E-17
9.5000E+00	2.0205E-05	5.3864E-17
9.5100E+00	2.0112E-05	5.3622E-17
9.5200E+00	2.0020E-05	5.3377E-17
9.5300E+00	1.9928E-05	5.3140E-17
9.5400E+00	1.9837E-05	5.2901E-17
9.5500E+00	1.9745E-05	5.2663E-17
9.5600E+00	1.9655E-05	5.2427E-17
9.5700E+00	1.9565E-05	5.2192E-17
9.5800E+00	1.9475E-05	5.1960E-17
9.5900E+00	1.9386E-05	5.1726E-17
9.6000E+00	1.9297E-05	5.1494E-17
9.6100E+00	1.9209E-05	5.1265E-17
9.6200E+00	1.9121E-05	5.1036E-17
9.6300E+00	1.9033E-05	5.0806E-17
9.6400E+00	1.8946E-05	5.0583E-17
9.6500E+00	1.8860E-05	5.0352E-17
9.6600E+00	1.8774E-05	5.0130E-17
9.6700E+00	1.8688E-05	4.9904E-17
9.6800E+00	1.8602E-05	4.9681E-17
9.6900E+00	1.8518E-05	4.9460E-17
9.7000E+00	1.8433E-05	4.9240E-17
9.7100E+00	1.8349E-05	4.9020E-17
9.7200E+00	1.8265E-05	4.8802E-17
9.7300E+00	1.8182E-05	4.8584E-17
9.7400E+00	1.8099E-05	4.8368E-17
9.7500E+00	1.8017E-05	4.8150E-17
9.7600E+00	1.7935E-05	4.7938E-17
9.7700E+00	1.7853E-05	4.7726E-17
9.7800E+00	1.7772E-05	4.7512E-17
9.7900E+00	1.7691E-05	4.7302E-17
9.8000E+00	1.7611E-05	4.7090E-17
9.8100E+00	1.7531E-05	4.6880E-17
9.8200E+00	1.7451E-05	4.6674E-17
9.8300E+00	1.7372E-05	4.6469E-17
9.8400E+00	1.7293E-05	4.6262E-17
9.8500E+00	1.7215E-05	4.6054E-17
9.8600E+00	1.7137E-05	4.5852E-17
9.8700E+00	1.7059E-05	4.5649E-17
9.8800E+00	1.6982E-05	4.5446E-17
9.8900E+00	1.6905E-05	4.5244E-17
9.9000E+00	1.6828E-05	4.5043E-17
9.9100E+00	1.6752E-05	4.4846E-17
9.9200E+00	1.6677E-05	4.4645E-17
9.9300E+00	1.6601E-05	4.4449E-17
9.9400E+00	1.6526E-05	4.4252E-17
9.9500E+00	1.6451E-05	4.4058E-17
9.9600E+00	1.6377E-05	4.3863E-17
9.9700E+00	1.6303E-05	4.3671E-17
9.9800E+00	1.6230E-05	4.3480E-17
9.9900E+00	1.6156E-05	4.3286E-17
