x	s-sbar	delta
1.2705E-01	-3.7770E-02	7.4830E-03
1.2904E-01	-3.7760E-02	7.0818E-03
1.3102E-01	-3.7705E-02	6.6965E-03
1.3301E-01	-3.7605E-02	6.3300E-03
1.3499E-01	-3.7461E-02	5.9850E-03
1.3697E-01	-3.7274E-02	5.6643E-03
1.3896E-01	-3.7045E-02	5.3704E-03
1.4094E-01	-3.6776E-02	5.1055E-03
1.4293E-01	-3.6467E-02	4.8716E-03
1.4491E-01	-3.6119E-02	4.6698E-03
1.4689E-01	-3.5734E-02	4.5007E-03
1.4888E-01	-3.5313E-02	4.3641E-03
1.5086E-01	-3.4856E-02	4.2588E-03
1.5285E-01	-3.4366E-02	4.1826E-03
1.5483E-01	-3.3844E-02	4.1328E-03
1.5681E-01	-3.3290E-02	4.1058E-03
1.5880E-01	-3.2706E-02	4.0979E-03
1.6078E-01	-3.2094E-02	4.1050E-03
1.6277E-01	-3.1455E-02	4.1233E-03
1.6475E-01	-3.0790E-02	4.1491E-03
1.6673E-01	-3.0100E-02	4.1789E-03
1.6872E-01	-2.9387E-02	4.2099E-03
1.7070E-01	-2.8651E-02	4.2394E-03
1.7269E-01	-2.7896E-02	4.2653E-03
1.7467E-01	-2.7120E-02	4.2858E-03
1.7665E-01	-2.6327E-02	4.2994E-03
1.7864E-01	-2.5517E-02	4.3050E-03
1.8062E-01	-2.4692E-02	4.3016E-03
1.8261E-01	-2.3852E-02	4.2887E-03
1.8459E-01	-2.2999E-02	4.2658E-03
1.8657E-01	-2.2134E-02	4.2326E-03
1.8856E-01	-2.1259E-02	4.1889E-03
1.9054E-01	-2.0374E-02	4.1349E-03
1.9253E-01	-1.9480E-02	4.0706E-03
1.9451E-01	-1.8580E-02	3.9962E-03
1.9649E-01	-1.7673E-02	3.9121E-03
1.9848E-01	-1.6762E-02	3.8186E-03
2.0046E-01	-1.5846E-02	3.7161E-03
2.0244E-01	-1.4928E-02	3.6051E-03
2.0443E-01	-1.4007E-02	3.4862E-03
2.0641E-01	-1.3086E-02	3.3599E-03
2.0840E-01	-1.2165E-02	3.2267E-03
2.1038E-01	-1.1244E-02	3.0873E-03
2.1236E-01	-1.0326E-02	2.9424E-03
2.1435E-01	-9.4099E-03	2.7926E-03
2.1633E-01	-8.4976E-03	2.6385E-03
2.1832E-01	-7.5896E-03	2.4810E-03
2.2030E-01	-6.6868E-03	2.3207E-03
2.2228E-01	-5.7900E-03	2.1584E-03
2.2427E-01	-4.8998E-03	1.9950E-03
2.2625E-01	-4.0169E-03	1.8313E-03
2.2824E-01	-3.1421E-03	1.6685E-03
2.3022E-01	-2.2760E-03	1.5077E-03
2.3220E-01	-1.4192E-03	1.3503E-03
2.3419E-01	-5.7229E-04	1.1983E-03
2.3617E-01	2.6412E-04	1.0543E-03
2.3816E-01	1.0895E-03	9.2191E-04
2.4014E-01	1.9034E-03	8.0628E-04
2.4212E-01	2.7052E-03	7.1456E-04
2.4411E-01	3.4945E-03	6.5527E-04
2.4609E-01	4.2709E-03	6.3551E-04
2.4808E-01	5.0339E-03	6.5653E-04
2.5006E-01	5.7832E-03	7.1233E-04
2.5204E-01	6.5184E-03	7.9328E-04
2.5403E-01	7.2391E-03	8.9031E-04
2.5601E-01	7.9451E-03	9.9661E-04
2.5800E-01	8.6360E-03	1.1076E-03
2.5998E-01	9.3115E-03	1.2201E-03
2.6196E-01	9.9715E-03	1.3321E-03
2.6395E-01	1.0616E-02	1.4421E-03
2.6593E-01	1.1244E-02	1.5493E-03
2.6792E-01	1.1856E-02	1.6527E-03
2.6990E-01	1.2451E-02	1.7520E-03
2.7188E-01	1.3030E-02	1.8467E-03
2.7387E-01	1.3593E-02	1.9366E-03
2.7585E-01	1.4138E-02	2.0214E-03
2.7784E-01	1.4667E-02	2.1011E-03
2.7982E-01	1.5179E-02	2.1755E-03
2.8180E-01	1.5674E-02	2.2446E-03
2.8379E-01	1.6151E-02	2.3085E-03
2.8577E-01	1.6612E-02	2.3671E-03
2.8776E-01	1.7056E-02	2.4205E-03
2.8974E-01	1.7483E-02	2.4689E-03
2.9172E-01	1.7893E-02	2.5124E-03
2.9371E-01	1.8286E-02	2.5511E-03
2.9569E-01	1.8662E-02	2.5853E-03
2.9768E-01	1.9021E-02	2.6151E-03
2.9966E-01	1.9363E-02	2.6407E-03
3.0164E-01	1.9689E-02	2.6625E-03
3.0363E-01	1.9998E-02	2.6808E-03
3.0561E-01	2.0291E-02	2.6957E-03
3.0760E-01	2.0568E-02	2.7078E-03
3.0958E-01	2.0828E-02	2.7172E-03
3.1156E-01	2.1073E-02	2.7243E-03
3.1355E-01	2.1301E-02	2.7297E-03
3.1553E-01	2.1514E-02	2.7335E-03
3.1752E-01	2.1712E-02	2.7363E-03
3.1950E-01	2.1894E-02	2.7384E-03
3.2148E-01	2.2061E-02	2.7403E-03
3.2347E-01	2.2214E-02	2.7424E-03
3.2545E-01	2.2351E-02	2.7451E-03
3.2743E-01	2.2474E-02	2.7488E-03
3.2942E-01	2.2584E-02	2.7540E-03
3.3140E-01	2.2679E-02	2.7610E-03
3.3339E-01	2.2760E-02	2.7702E-03
3.3537E-01	2.2828E-02	2.7819E-03
3.3735E-01	2.2883E-02	2.7964E-03
3.3934E-01	2.2924E-02	2.8140E-03
3.4132E-01	2.2953E-02	2.8350E-03
3.4331E-01	2.2970E-02	2.8594E-03
3.4529E-01	2.2974E-02	2.8874E-03
3.4727E-01	2.2967E-02	2.9192E-03
3.4926E-01	2.2948E-02	2.9547E-03
3.5124E-01	2.2917E-02	2.9939E-03
3.5323E-01	2.2875E-02	3.0368E-03
3.5521E-01	2.2823E-02	3.0833E-03
3.5719E-01	2.2760E-02	3.1333E-03
3.5918E-01	2.2687E-02	3.1865E-03
3.6116E-01	2.2604E-02	3.2428E-03
3.6315E-01	2.2511E-02	3.3020E-03
3.6513E-01	2.2409E-02	3.3638E-03
3.6711E-01	2.2298E-02	3.4280E-03
3.6910E-01	2.2178E-02	3.4943E-03
3.7108E-01	2.2050E-02	3.5625E-03
3.7307E-01	2.1913E-02	3.6322E-03
3.7505E-01	2.1769E-02	3.7033E-03
3.7703E-01	2.1616E-02	3.7754E-03
3.7902E-01	2.1457E-02	3.8482E-03
3.8100E-01	2.1290E-02	3.9216E-03
3.8299E-01	2.1117E-02	3.9952E-03
3.8497E-01	2.0937E-02	4.0688E-03
3.8695E-01	2.0750E-02	4.1422E-03
3.8894E-01	2.0558E-02	4.2151E-03
3.9092E-01	2.0360E-02	4.2874E-03
3.9291E-01	2.0157E-02	4.3587E-03
3.9489E-01	1.9949E-02	4.4291E-03
3.9687E-01	1.9735E-02	4.4981E-03
3.9886E-01	1.9518E-02	4.5657E-03
4.0084E-01	1.9295E-02	4.6317E-03
4.0283E-01	1.9069E-02	4.6960E-03
4.0481E-01	1.8839E-02	4.7583E-03
4.0679E-01	1.8605E-02	4.8187E-03
4.0878E-01	1.8368E-02	4.8768E-03
4.1076E-01	1.8127E-02	4.9327E-03
4.1275E-01	1.7884E-02	4.9863E-03
4.1473E-01	1.7638E-02	5.0373E-03
4.1671E-01	1.7390E-02	5.0858E-03
4.1870E-01	1.7140E-02	5.1317E-03
4.2068E-01	1.6887E-02	5.1749E-03
4.2267E-01	1.6633E-02	5.2153E-03
4.2465E-01	1.6378E-02	5.2528E-03
4.2663E-01	1.6121E-02	5.2876E-03
4.2862E-01	1.5863E-02	5.3194E-03
4.3060E-01	1.5604E-02	5.3482E-03
4.3259E-01	1.5344E-02	5.3742E-03
4.3457E-01	1.5084E-02	5.3971E-03
4.3655E-01	1.4823E-02	5.4170E-03
4.3854E-01	1.4562E-02	5.4340E-03
4.4052E-01	1.4301E-02	5.4479E-03
4.4251E-01	1.4041E-02	5.4589E-03
4.4449E-01	1.3781E-02	5.4668E-03
4.4647E-01	1.3521E-02	5.4718E-03
4.4846E-01	1.3262E-02	5.4739E-03
4.5044E-01	1.3004E-02	5.4730E-03
4.5242E-01	1.2746E-02	5.4693E-03
4.5441E-01	1.2490E-02	5.4627E-03
4.5639E-01	1.2235E-02	5.4533E-03
4.5838E-01	1.1982E-02	5.4411E-03
4.6036E-01	1.1730E-02	5.4261E-03
4.6234E-01	1.1479E-02	5.4085E-03
4.6433E-01	1.1231E-02	5.3883E-03
4.6631E-01	1.0984E-02	5.3655E-03
4.6830E-01	1.0739E-02	5.3402E-03
4.7028E-01	1.0496E-02	5.3124E-03
4.7226E-01	1.0256E-02	5.2823E-03
4.7425E-01	1.0017E-02	5.2498E-03
4.7623E-01	9.7816E-03	5.2151E-03
4.7822E-01	9.5481E-03	5.1782E-03
4.8020E-01	9.3173E-03	5.1391E-03
4.8218E-01	9.0890E-03	5.0981E-03
4.8417E-01	8.8634E-03	5.0550E-03
4.8615E-01	8.6406E-03	5.0101E-03
4.8814E-01	8.4206E-03	4.9633E-03
4.9012E-01	8.2035E-03	4.9148E-03
4.9210E-01	7.9893E-03	4.8646E-03
4.9409E-01	7.7781E-03	4.8128E-03
4.9607E-01	7.5700E-03	4.7595E-03
4.9806E-01	7.3649E-03	4.7048E-03
5.0004E-01	7.1630E-03	4.6487E-03
5.0202E-01	6.9643E-03	4.5914E-03
5.0401E-01	6.7687E-03	4.5328E-03
5.0599E-01	6.5764E-03	4.4731E-03
5.0798E-01	6.3874E-03	4.4124E-03
5.0996E-01	6.2016E-03	4.3506E-03
5.1194E-01	6.0191E-03	4.2880E-03
5.1393E-01	5.8400E-03	4.2246E-03
5.1591E-01	5.6642E-03	4.1604E-03
5.1790E-01	5.4917E-03	4.0955E-03
5.1988E-01	5.3226E-03	4.0300E-03
5.2186E-01	5.1568E-03	3.9640E-03
5.2385E-01	4.9944E-03	3.8975E-03
5.2583E-01	4.8353E-03	3.8306E-03
5.2782E-01	4.6796E-03	3.7634E-03
5.2980E-01	4.5272E-03	3.6959E-03
5.3178E-01	4.3781E-03	3.6282E-03
5.3377E-01	4.2324E-03	3.5603E-03
5.3575E-01	4.0900E-03	3.4924E-03
5.3774E-01	3.9508E-03	3.4244E-03
5.3972E-01	3.8149E-03	3.3565E-03
5.4170E-01	3.6823E-03	3.2887E-03
5.4369E-01	3.5529E-03	3.2210E-03
5.4567E-01	3.4267E-03	3.1535E-03
5.4766E-01	3.3037E-03	3.0862E-03
5.4964E-01	3.1838E-03	3.0192E-03
5.5162E-01	3.0670E-03	2.9526E-03
5.5361E-01	2.9533E-03	2.8863E-03
5.5559E-01	2.8427E-03	2.8205E-03
5.5758E-01	2.7350E-03	2.7551E-03
5.5956E-01	2.6304E-03	2.6902E-03
5.6154E-01	2.5287E-03	2.6259E-03
5.6353E-01	2.4298E-03	2.5622E-03
5.6551E-01	2.3339E-03	2.4990E-03
5.6749E-01	2.2407E-03	2.4365E-03
5.6948E-01	2.1504E-03	2.3747E-03
5.7146E-01	2.0627E-03	2.3136E-03
5.7345E-01	1.9778E-03	2.2532E-03
5.7543E-01	1.8955E-03	2.1935E-03
5.7741E-01	1.8158E-03	2.1347E-03
5.7940E-01	1.7386E-03	2.0766E-03
5.8138E-01	1.6639E-03	2.0194E-03
5.8337E-01	1.5917E-03	1.9630E-03
5.8535E-01	1.5219E-03	1.9074E-03
5.8733E-01	1.4545E-03	1.8527E-03
5.8932E-01	1.3894E-03	1.7989E-03
5.9130E-01	1.3265E-03	1.7460E-03
5.9329E-01	1.2659E-03	1.6940E-03
5.9527E-01	1.2074E-03	1.6429E-03
5.9725E-01	1.1511E-03	1.5928E-03
5.9924E-01	1.0968E-03	1.5436E-03
6.0122E-01	1.0445E-03	1.4953E-03
6.0321E-01	9.9418E-04	1.4480E-03
6.0519E-01	9.4579E-04	1.4016E-03
6.0717E-01	8.9927E-04	1.3562E-03
6.0916E-01	8.5457E-04	1.3117E-03
6.1114E-01	8.1164E-04	1.2682E-03
6.1313E-01	7.7044E-04	1.2256E-03
6.1511E-01	7.3092E-04	1.1840E-03
6.1709E-01	6.9302E-04	1.1433E-03
6.1908E-01	6.5671E-04	1.1036E-03
6.2106E-01	6.2194E-04	1.0648E-03
6.2305E-01	5.8866E-04	1.0270E-03
6.2503E-01	5.5682E-04	9.9005E-04
6.2701E-01	5.2638E-04	9.5406E-04
6.2900E-01	4.9729E-04	9.1899E-04
6.3098E-01	4.6952E-04	8.8483E-04
6.3297E-01	4.4302E-04	8.5157E-04
6.3495E-01	4.1774E-04	8.1921E-04
6.3693E-01	3.9364E-04	7.8772E-04
6.3892E-01	3.7069E-04	7.5711E-04
6.4090E-01	3.4885E-04	7.2736E-04
6.4289E-01	3.2806E-04	6.9847E-04
6.4487E-01	3.0830E-04	6.7041E-04
6.4685E-01	2.8953E-04	6.4318E-04
6.4884E-01	2.7171E-04	6.1677E-04
6.5082E-01	2.5480E-04	5.9117E-04
6.5281E-01	2.3876E-04	5.6635E-04
6.5479E-01	2.2357E-04	5.4231E-04
6.5677E-01	2.0919E-04	5.1904E-04
6.5876E-01	1.9558E-04	4.9652E-04
6.6074E-01	1.8271E-04	4.7474E-04
6.6273E-01	1.7056E-04	4.5368E-04
6.6471E-01	1.5908E-04	4.3333E-04
6.6669E-01	1.4826E-04	4.1368E-04
6.6868E-01	1.3806E-04	3.9470E-04
6.7066E-01	1.2845E-04	3.7640E-04
6.7265E-01	1.1941E-04	3.5875E-04
6.7463E-01	1.1090E-04	3.4174E-04
6.7661E-01	1.0291E-04	3.2535E-04
6.7860E-01	9.5416E-05	3.0957E-04
6.8058E-01	8.8382E-05	2.9439E-04
6.8257E-01	8.1791E-05	2.7978E-04
6.8455E-01	7.5620E-05	2.6575E-04
6.8653E-01	6.9847E-05	2.5226E-04
6.8852E-01	6.4451E-05	2.3931E-04
6.9050E-01	5.9413E-05	2.2688E-04
6.9248E-01	5.4714E-05	2.1497E-04
6.9447E-01	5.0334E-05	2.0354E-04
6.9645E-01	4.6256E-05	1.9260E-04
6.9844E-01	4.2463E-05	1.8213E-04
7.0042E-01	3.8938E-05	1.7211E-04
7.0240E-01	3.5667E-05	1.6252E-04
7.0439E-01	3.2633E-05	1.5337E-04
7.0637E-01	2.9823E-05	1.4462E-04
7.0836E-01	2.7223E-05	1.3628E-04
7.1034E-01	2.4821E-05	1.2832E-04
7.1232E-01	2.2602E-05	1.2074E-04
7.1431E-01	2.0557E-05	1.1352E-04
7.1629E-01	1.8673E-05	1.0664E-04
7.1828E-01	1.6939E-05	1.0010E-04
7.2026E-01	1.5347E-05	9.3893E-05
7.2224E-01	1.3885E-05	8.7994E-05
7.2423E-01	1.2546E-05	8.2396E-05
7.2621E-01	1.1320E-05	7.7088E-05
7.2820E-01	1.0199E-05	7.2060E-05
7.3018E-01	9.1759E-06	6.7299E-05
7.3216E-01	8.2431E-06	6.2797E-05
7.3415E-01	7.3940E-06	5.8541E-05
7.3613E-01	6.6221E-06	5.4522E-05
7.3812E-01	5.9214E-06	5.0730E-05
7.4010E-01	5.2863E-06	4.7156E-05
7.4208E-01	4.7116E-06	4.3789E-05
7.4407E-01	4.1922E-06	4.0621E-05
7.4605E-01	3.7237E-06	3.7643E-05
7.4804E-01	3.3018E-06	3.4847E-05
7.5002E-01	2.9224E-06	3.2222E-05
7.5200E-01	2.5818E-06	2.9763E-05
7.5399E-01	2.2767E-06	2.7459E-05
7.5597E-01	2.0037E-06	2.5305E-05
7.5796E-01	1.7600E-06	2.3292E-05
7.5994E-01	1.5428E-06	2.1412E-05
7.6192E-01	1.3497E-06	1.9660E-05
7.6391E-01	1.1782E-06	1.8029E-05
7.6589E-01	1.0263E-06	1.6511E-05
7.6788E-01	8.9200E-07	1.5101E-05
7.6986E-01	7.7351E-07	1.3793E-05
7.7184E-01	6.6920E-07	1.2580E-05
7.7383E-01	5.7758E-07	1.1457E-05
7.7581E-01	4.9729E-07	1.0420E-05
7.7780E-01	4.2708E-07	9.4620E-06
7.7978E-01	3.6585E-07	8.5789E-06
7.8176E-01	3.1257E-07	7.7661E-06
7.8375E-01	2.6632E-07	7.0189E-06
7.8573E-01	2.2629E-07	6.3330E-06
7.8772E-01	1.9173E-07	5.7045E-06
7.8970E-01	1.6197E-07	5.1293E-06
7.9168E-01	1.3642E-07	4.6039E-06
7.9367E-01	1.1454E-07	4.1247E-06
7.9565E-01	9.5866E-08	3.6884E-06
7.9764E-01	7.9975E-08	3.2919E-06
7.9962E-01	6.6494E-08	2.9321E-06
8.0160E-01	5.5094E-08	2.6063E-06
8.0359E-01	4.5486E-08	2.3118E-06
8.0557E-01	3.7416E-08	2.0461E-06
8.0756E-01	3.0662E-08	1.8070E-06
8.0954E-01	2.5030E-08	1.5921E-06
8.1152E-01	2.0350E-08	1.3995E-06
8.1351E-01	1.6478E-08	1.2271E-06
8.1549E-01	1.3285E-08	1.0733E-06
8.1747E-01	1.0664E-08	9.3637E-07
8.1946E-01	8.5215E-09	8.1472E-07
8.2144E-01	6.7776E-09	7.0692E-07
8.2343E-01	5.3646E-09	6.1165E-07
8.2541E-01	4.2251E-09	5.2767E-07
8.2739E-01	3.3105E-09	4.5384E-07
8.2938E-01	2.5801E-09	3.8913E-07
8.3136E-01	1.9998E-09	3.3257E-07
8.3335E-01	1.5412E-09	2.8328E-07
8.3533E-01	1.1808E-09	2.4047E-07
8.3731E-01	8.9911E-10	2.0340E-07
8.3930E-01	6.8033E-10	1.7141E-07
8.4128E-01	5.1142E-10	1.4389E-07
8.4327E-01	3.8183E-10	1.2032E-07
8.4525E-01	2.8308E-10	1.0020E-07
8.4723E-01	2.0834E-10	8.3084E-08
8.4922E-01	1.5217E-10	6.8590E-08
8.5120E-01	1.1027E-10	5.6365E-08
8.5319E-01	7.9251E-11	4.6098E-08
8.5517E-01	5.6475E-11	3.7515E-08
8.5715E-01	3.9889E-11	3.0374E-08
8.5914E-01	2.7914E-11	2.4460E-08
8.6112E-01	1.9347E-11	1.9588E-08
8.6311E-01	1.3275E-11	1.5596E-08
8.6509E-01	9.0141E-12	1.2342E-08
8.6707E-01	6.0542E-12	9.7061E-09
8.6906E-01	4.0200E-12	7.5827E-09
8.7104E-01	2.6377E-12	5.8833E-09
8.7303E-01	1.7092E-12	4.5320E-09
8.7501E-01	1.0932E-12	3.4649E-09
8.7699E-01	6.8971E-13	2.6284E-09
8.7898E-01	4.2895E-13	1.9774E-09
8.8096E-01	2.6280E-13	1.4749E-09
8.8295E-01	1.5848E-13	1.0901E-09
8.8493E-01	9.4005E-14	7.9815E-10
8.8691E-01	5.4796E-14	5.7855E-10
8.8890E-01	3.1360E-14	4.1499E-10
8.9088E-01	1.7604E-14	2.9439E-10
8.9287E-01	9.6828E-15	2.0642E-10
8.9485E-01	5.2125E-15	1.4297E-10
8.9683E-01	2.7430E-15	9.7750E-11
8.9882E-01	1.4092E-15	6.5921E-11
9.0080E-01	7.0578E-16	4.3816E-11
9.0279E-01	3.4407E-16	2.8679E-11
9.0477E-01	1.6300E-16	1.8468E-11
9.0675E-01	7.4906E-17	1.1688E-11
9.0874E-01	3.3326E-17	7.2628E-12
9.1072E-01	1.4324E-17	4.4253E-12
9.1271E-01	5.9344E-18	2.6407E-12
9.1469E-01	2.3637E-18	1.5410E-12
9.1667E-01	9.0267E-19	8.7805E-13
9.1866E-01	3.2951E-19	4.8770E-13
9.2064E-01	1.1459E-19	2.6356E-13
9.2263E-01	3.7826E-20	1.3829E-13
9.2461E-01	1.1804E-20	7.0298E-14
9.2659E-01	3.4667E-21	3.4532E-14
9.2858E-01	9.5341E-22	1.6346E-14
9.3056E-01	2.4418E-22	7.4333E-15
9.3255E-01	5.7878E-23	3.2361E-15
9.3453E-01	1.2609E-23	1.3435E-15
9.3651E-01	2.5050E-24	5.2964E-16
9.3850E-01	4.4985E-25	1.9728E-16
9.4048E-01	7.2300E-26	6.9048E-17
9.4246E-01	1.0282E-26	2.2565E-17
9.4445E-01	1.2772E-27	6.8360E-18
9.4643E-01	1.3653E-28	1.9041E-18
9.4842E-01	1.2346E-29	4.8297E-19
9.5040E-01	9.2588E-31	1.1034E-19
9.5238E-01	5.6262E-32	2.2417E-20
9.5437E-01	2.6960E-33	3.9890E-21
9.5635E-01	9.8653E-35	6.1078E-22
9.5834E-01	2.6535E-36	7.8790E-23
9.6032E-01	5.0113E-38	8.3487E-24
9.6230E-01	6.2871E-40	7.0473E-25
9.6429E-01	4.8971E-42	4.5651E-26
9.6627E-01	2.1784E-44	2.1671E-27
9.6826E-01	4.9860E-47	7.1170E-29
9.7024E-01	5.1456E-50	1.5034E-30
9.7222E-01	2.0207E-53	1.8605E-32
9.7421E-01	2.4194E-57	1.1937E-34
9.7619E-01	6.5730E-62	3.3750E-37
9.7818E-01	2.7094E-67	3.3695E-40
9.8016E-01	9.6503E-74	8.7162E-44
9.8214E-01	1.3176E-81	3.7374E-48
9.8413E-01	2.0400E-91	1.3607E-53
9.8611E-01	5.2885E-104	1.4718E-60
9.8810E-01	9.4927E-121	8.2398E-70
9.9008E-01	3.8313E-144	1.0319E-82
9.9206E-01	3.6986E-179	5.4472E-102
9.9405E-01	2.1685E-237	5.4238E-134
9.9603E-01	0.0000E+00	0.0000E+00
9.9802E-01	0.0000E+00	0.0000E+00
1.0000E+00	0.0000E+00	0.0000E+00
