x	s-sbar	delta
1.7219E-04	-1.7126E-44	1.1567E-26
1.7378E-04	-2.8880E-44	1.5443E-26
1.7539E-04	-4.8476E-44	2.0567E-26
1.7701E-04	-8.0997E-44	2.7324E-26
1.7865E-04	-1.3472E-43	3.6212E-26
1.8030E-04	-2.2307E-43	4.7876E-26
1.8197E-04	-3.6771E-43	6.3144E-26
1.8365E-04	-6.0345E-43	8.3084E-26
1.8535E-04	-9.8601E-43	1.0906E-25
1.8707E-04	-1.6041E-42	1.4283E-25
1.8880E-04	-2.5985E-42	1.8661E-25
1.9055E-04	-4.1913E-42	2.4325E-25
1.9231E-04	-6.7321E-42	3.1636E-25
1.9409E-04	-1.0768E-41	4.1050E-25
1.9588E-04	-1.7152E-41	5.3147E-25
1.9770E-04	-2.7209E-41	6.8656E-25
1.9953E-04	-4.2987E-41	8.8494E-25
2.0137E-04	-6.7643E-41	1.1382E-24
2.0324E-04	-1.0602E-40	1.4606E-24
2.0512E-04	-1.6550E-40	1.8705E-24
2.0701E-04	-2.5735E-40	2.3902E-24
2.0893E-04	-3.9863E-40	3.0480E-24
2.1086E-04	-6.1510E-40	3.8786E-24
2.1281E-04	-9.4550E-40	4.9254E-24
2.1478E-04	-1.4479E-39	6.2420E-24
2.1677E-04	-2.2090E-39	7.8945E-24
2.1878E-04	-3.3578E-39	9.9644E-24
2.2080E-04	-5.0852E-39	1.2552E-23
2.2284E-04	-7.6733E-39	1.5781E-23
2.2491E-04	-1.1537E-38	1.9801E-23
2.2699E-04	-1.7285E-38	2.4799E-23
2.2909E-04	-2.5805E-38	3.0998E-23
2.3121E-04	-3.8389E-38	3.8675E-23
2.3335E-04	-5.6914E-38	4.8163E-23
2.3550E-04	-8.4088E-38	5.9868E-23
2.3768E-04	-1.2382E-37	7.4284E-23
2.3988E-04	-1.8170E-37	9.2005E-23
2.4210E-04	-2.6576E-37	1.1375E-22
2.4434E-04	-3.8741E-37	1.4040E-22
2.4660E-04	-5.6292E-37	1.7298E-22
2.4889E-04	-8.1530E-37	2.1276E-22
2.5119E-04	-1.1770E-36	2.6126E-22
2.5351E-04	-1.6939E-36	3.2028E-22
2.5586E-04	-2.4300E-36	3.9200E-22
2.5823E-04	-3.4752E-36	4.7900E-22
2.6062E-04	-4.9547E-36	5.8440E-22
2.6303E-04	-7.0424E-36	7.1189E-22
2.6546E-04	-9.9797E-36	8.6588E-22
2.6792E-04	-1.4100E-35	1.0516E-21
2.7040E-04	-1.9863E-35	1.2753E-21
2.7290E-04	-2.7899E-35	1.5444E-21
2.7542E-04	-3.9073E-35	1.8677E-21
2.7797E-04	-5.4567E-35	2.2555E-21
2.8054E-04	-7.5990E-35	2.7203E-21
2.8314E-04	-1.0553E-34	3.2766E-21
2.8576E-04	-1.4615E-34	3.9417E-21
2.8840E-04	-2.0186E-34	4.7361E-21
2.9107E-04	-2.7807E-34	5.6839E-21
2.9376E-04	-3.8204E-34	6.8136E-21
2.9648E-04	-5.2355E-34	8.1588E-21
2.9923E-04	-7.1566E-34	9.7594E-21
3.0200E-04	-9.7584E-34	1.1662E-20
3.0479E-04	-1.3274E-33	1.3922E-20
3.0761E-04	-1.8014E-33	1.6606E-20
3.1046E-04	-2.4391E-33	1.9788E-20
3.1333E-04	-3.2953E-33	2.3562E-20
3.1623E-04	-4.4426E-33	2.8033E-20
3.1915E-04	-5.9772E-33	3.3329E-20
3.2211E-04	-8.0263E-33	3.9599E-20
3.2509E-04	-1.0758E-32	4.7018E-20
3.2810E-04	-1.4396E-32	5.5795E-20
3.3113E-04	-1.9232E-32	6.6176E-20
3.3420E-04	-2.5657E-32	7.8450E-20
3.3729E-04	-3.4185E-32	9.2962E-20
3.4041E-04	-4.5497E-32	1.1012E-19
3.4356E-04	-6.0495E-32	1.3039E-19
3.4674E-04	-8.0380E-32	1.5435E-19
3.4995E-04	-1.0675E-31	1.8267E-19
3.5318E-04	-1.4172E-31	2.1615E-19
3.5645E-04	-1.8813E-31	2.5571E-19
3.5975E-04	-2.4979E-31	3.0247E-19
3.6308E-04	-3.3180E-31	3.5774E-19
3.6644E-04	-4.4102E-31	4.2308E-19
3.6983E-04	-5.8672E-31	5.0032E-19
3.7325E-04	-7.8143E-31	5.9164E-19
3.7670E-04	-1.0422E-30	6.9962E-19
3.8019E-04	-1.3920E-30	8.2729E-19
3.8371E-04	-1.8625E-30	9.7826E-19
3.8726E-04	-2.4966E-30	1.1568E-18
3.9084E-04	-3.3530E-30	1.3679E-18
3.9446E-04	-4.5123E-30	1.6175E-18
3.9811E-04	-6.0845E-30	1.9126E-18
4.0179E-04	-8.2210E-30	2.2616E-18
4.0551E-04	-1.1129E-29	2.6740E-18
4.0926E-04	-1.5093E-29	3.1615E-18
4.1305E-04	-2.0503E-29	3.7376E-18
4.1687E-04	-2.7895E-29	4.4181E-18
4.2073E-04	-3.8000E-29	5.2219E-18
4.2462E-04	-5.1823E-29	6.1709E-18
4.2855E-04	-7.0735E-29	7.2909E-18
4.3251E-04	-9.6609E-29	8.6123E-18
4.3652E-04	-1.3200E-28	1.0170E-17
4.4055E-04	-1.8038E-28	1.2007E-17
4.4463E-04	-2.4647E-28	1.4171E-17
4.4875E-04	-3.3668E-28	1.6718E-17
4.5290E-04	-4.5967E-28	1.9716E-17
4.5709E-04	-6.2716E-28	2.3241E-17
4.6132E-04	-8.5490E-28	2.7385E-17
4.6559E-04	-1.1641E-27	3.2251E-17
4.6989E-04	-1.5833E-27	3.7962E-17
4.7424E-04	-2.1505E-27	4.4660E-17
4.7863E-04	-2.9167E-27	5.2509E-17
4.8306E-04	-3.9497E-27	6.1700E-17
4.8753E-04	-5.3395E-27	7.2455E-17
4.9204E-04	-7.2059E-27	8.5029E-17
4.9659E-04	-9.7068E-27	9.9718E-17
5.0119E-04	-1.3051E-26	1.1686E-16
5.0582E-04	-1.7514E-26	1.3686E-16
5.1050E-04	-2.3455E-26	1.6016E-16
5.1523E-04	-3.1350E-26	1.8729E-16
5.2000E-04	-4.1814E-26	1.3294E-16
5.2481E-04	-5.5657E-26	2.5551E-16
5.2966E-04	-7.3926E-26	2.9810E-16
5.3456E-04	-9.7985E-26	3.4750E-16
5.3951E-04	-1.2960E-25	4.0477E-16
5.4450E-04	-1.7105E-25	4.7110E-16
5.4954E-04	-2.2527E-25	5.4784E-16
5.5463E-04	-2.9604E-25	6.3657E-16
5.5976E-04	-3.8823E-25	7.3907E-16
5.6494E-04	-5.0805E-25	8.5736E-16
5.7016E-04	-6.6344E-25	9.9376E-16
5.7544E-04	-8.6454E-25	1.1509E-15
5.8076E-04	-1.1242E-24	1.3318E-15
5.8614E-04	-1.4589E-24	1.5399E-15
5.9156E-04	-1.8893E-24	1.7790E-15
5.9704E-04	-2.4417E-24	2.0536E-15
6.0256E-04	-3.1492E-24	2.3687E-15
6.0814E-04	-4.0536E-24	2.7299E-15
6.1376E-04	-5.2073E-24	3.1437E-15
6.1944E-04	-6.6764E-24	3.6173E-15
6.2517E-04	-8.5433E-24	4.1590E-15
6.3096E-04	-1.0911E-23	4.7781E-15
6.3680E-04	-1.3910E-23	5.4851E-15
6.4269E-04	-1.7699E-23	6.2920E-15
6.4863E-04	-2.2479E-23	7.2122E-15
6.5464E-04	-2.8499E-23	8.2607E-15
6.6069E-04	-3.6067E-23	9.4548E-15
6.6681E-04	-4.5566E-23	1.0814E-14
6.7298E-04	-5.7469E-23	1.2359E-14
6.7920E-04	-7.2359E-23	1.4115E-14
6.8549E-04	-9.0958E-23	1.6109E-14
6.9183E-04	-1.1416E-22	1.8373E-14
6.9823E-04	-1.4304E-22	2.0940E-14
7.0469E-04	-1.7897E-22	2.3851E-14
7.1121E-04	-2.2358E-22	2.7148E-14
7.1779E-04	-2.7891E-22	3.0881E-14
7.2444E-04	-3.4744E-22	3.5104E-14
7.3114E-04	-4.3221E-22	3.9881E-14
7.3790E-04	-5.3695E-22	4.5279E-14
7.4473E-04	-6.6621E-22	5.1377E-14
7.5162E-04	-8.2555E-22	5.8262E-14
7.5858E-04	-1.0218E-21	6.6030E-14
7.6560E-04	-1.2632E-21	7.4790E-14
7.7268E-04	-1.5598E-21	8.4664E-14
7.7983E-04	-1.9241E-21	9.5788E-14
7.8705E-04	-2.3710E-21	1.0831E-13
7.9433E-04	-2.9187E-21	1.2241E-13
8.0168E-04	-3.5896E-21	1.3826E-13
8.0910E-04	-4.4107E-21	1.5609E-13
8.1658E-04	-5.4150E-21	1.7612E-13
8.2414E-04	-6.6423E-21	1.9862E-13
8.3176E-04	-8.1415E-21	2.2388E-13
8.3946E-04	-9.9715E-21	2.5223E-13
8.4723E-04	-1.2204E-20	2.8402E-13
8.5507E-04	-1.4926E-20	3.1966E-13
8.6298E-04	-1.8244E-20	3.5960E-13
8.7096E-04	-2.2285E-20	4.0433E-13
8.7902E-04	-2.7205E-20	4.5441E-13
8.8716E-04	-3.3193E-20	5.1045E-13
8.9536E-04	-4.0477E-20	5.7313E-13
9.0365E-04	-4.9333E-20	6.4321E-13
9.1201E-04	-6.0096E-20	7.2152E-13
9.2045E-04	-7.3172E-20	8.0900E-13
9.2897E-04	-8.9050E-20	9.0667E-13
9.3756E-04	-1.0832E-19	1.0157E-12
9.4624E-04	-1.3171E-19	1.1373E-12
9.5499E-04	-1.6006E-19	1.2728E-12
9.6383E-04	-1.9444E-19	1.4240E-12
9.7275E-04	-2.3608E-19	1.5923E-12
9.8175E-04	-2.8652E-19	1.7798E-12
9.9083E-04	-3.4756E-19	1.9885E-12
1.0000E-03	-4.2141E-19	2.2206E-12
1.0093E-03	-5.1071E-19	2.4788E-12
1.0186E-03	-6.1862E-19	2.7659E-12
1.0280E-03	-7.4895E-19	3.0848E-12
1.0375E-03	-9.0627E-19	3.4390E-12
1.0471E-03	-1.0960E-18	3.8323E-12
1.0568E-03	-1.3248E-18	4.2687E-12
1.0666E-03	-1.6004E-18	4.7528E-12
1.0765E-03	-1.9323E-18	5.2884E-12
1.0864E-03	-2.3315E-18	5.8847E-12
1.0965E-03	-2.8114E-18	6.5449E-12
1.1066E-03	-3.3880E-18	7.2764E-12
1.1169E-03	-4.0802E-18	8.0860E-12
1.1272E-03	-4.9105E-18	8.9817E-12
1.1376E-03	-5.9057E-18	9.9724E-12
1.1482E-03	-7.0976E-18	1.1067E-11
1.1588E-03	-8.5239E-18	1.2278E-11
1.1695E-03	-1.0229E-17	1.3614E-11
1.1803E-03	-1.2267E-17	1.5089E-11
1.1912E-03	-1.4699E-17	1.6718E-11
1.2023E-03	-1.7600E-17	1.8514E-11
1.2134E-03	-2.1056E-17	2.0494E-11
1.2246E-03	-2.5172E-17	2.2677E-11
1.2359E-03	-3.0069E-17	2.5081E-11
1.2474E-03	-3.5889E-17	2.7729E-11
1.2589E-03	-4.2800E-17	3.0644E-11
1.2706E-03	-5.1001E-17	3.3851E-11
1.2823E-03	-6.0724E-17	3.7379E-11
1.2942E-03	-7.2240E-17	4.1257E-11
1.3062E-03	-8.5868E-17	4.5518E-11
1.3183E-03	-1.0198E-16	5.0200E-11
1.3305E-03	-1.2102E-16	5.5341E-11
1.3428E-03	-1.4350E-16	6.0984E-11
1.3552E-03	-1.7000E-16	6.7175E-11
1.3677E-03	-2.0124E-16	7.3965E-11
1.3804E-03	-2.3802E-16	8.1409E-11
1.3932E-03	-2.8129E-16	8.9567E-11
1.4060E-03	-3.3215E-16	9.8504E-11
1.4191E-03	-3.9189E-16	1.0829E-10
1.4322E-03	-4.6199E-16	1.1900E-10
1.4454E-03	-5.4420E-16	1.3072E-10
1.4588E-03	-6.4053E-16	1.4354E-10
1.4723E-03	-7.5330E-16	1.5756E-10
1.4859E-03	-8.8524E-16	1.7288E-10
1.4997E-03	-1.0395E-15	1.8961E-10
1.5136E-03	-1.2196E-15	2.0789E-10
1.5276E-03	-1.4299E-15	2.2784E-10
1.5417E-03	-1.6751E-15	2.4961E-10
1.5560E-03	-1.9610E-15	2.7336E-10
1.5704E-03	-2.2939E-15	2.9926E-10
1.5849E-03	-2.6813E-15	3.2749E-10
1.5996E-03	-3.1318E-15	3.5825E-10
1.6144E-03	-3.6554E-15	3.9176E-10
1.6293E-03	-4.2635E-15	4.2824E-10
1.6444E-03	-4.9692E-15	4.6795E-10
1.6596E-03	-5.7876E-15	5.1116E-10
1.6749E-03	-6.7361E-15	5.5815E-10
1.6904E-03	-7.8347E-15	6.0925E-10
1.7061E-03	-9.1061E-15	6.6479E-10
1.7219E-03	-9.3290E-15	7.2513E-10
1.7378E-03	-1.2277E-14	7.9066E-10
1.7539E-03	-1.4241E-14	8.6181E-10
1.7701E-03	-1.6508E-14	9.3904E-10
1.7865E-03	-1.9123E-14	1.0228E-09
1.8030E-03	-2.2138E-14	1.1137E-09
1.8197E-03	-2.5613E-14	1.2122E-09
1.8365E-03	-2.9614E-14	1.3190E-09
1.8535E-03	-3.4218E-14	1.4347E-09
1.8707E-03	-3.9514E-14	1.5600E-09
1.8880E-03	-4.5601E-14	1.6957E-09
1.9055E-03	-5.2593E-14	1.8426E-09
1.9231E-03	-6.0620E-14	2.0015E-09
1.9409E-03	-6.9829E-14	2.1734E-09
1.9588E-03	-8.0390E-14	2.3592E-09
1.9770E-03	-9.2492E-14	2.5601E-09
1.9953E-03	-1.0635E-13	2.7771E-09
2.0137E-03	-1.2222E-13	3.0116E-09
2.0324E-03	-1.4036E-13	3.2648E-09
2.0512E-03	-1.6111E-13	3.5381E-09
2.0701E-03	-1.8482E-13	3.8331E-09
2.0893E-03	-2.1190E-13	4.1513E-09
2.1086E-03	-2.4280E-13	4.4944E-09
2.1281E-03	-2.7804E-13	4.8644E-09
2.1478E-03	-3.1822E-13	5.2631E-09
2.1677E-03	-3.6400E-13	5.6926E-09
2.1878E-03	-4.1613E-13	6.1553E-09
2.2080E-03	-4.7545E-13	6.6535E-09
2.2284E-03	-5.4293E-13	7.1897E-09
2.2491E-03	-6.1963E-13	7.7667E-09
2.2699E-03	-7.0678E-13	8.3874E-09
2.2909E-03	-8.0574E-13	9.0549E-09
2.3121E-03	-9.1804E-13	9.7725E-09
2.3335E-03	-1.0454E-12	1.0544E-08
2.3550E-03	-1.1898E-12	1.1372E-08
2.3768E-03	-1.3534E-12	1.2262E-08
2.3988E-03	-1.5387E-12	1.3218E-08
2.4210E-03	-1.7484E-12	1.4244E-08
2.4434E-03	-1.9855E-12	1.5344E-08
2.4660E-03	-2.2536E-12	1.6525E-08
2.4889E-03	-2.5566E-12	1.7792E-08
2.5119E-03	-2.8987E-12	1.9149E-08
2.5351E-03	-3.2848E-12	2.0605E-08
2.5586E-03	-3.7204E-12	2.2164E-08
2.5823E-03	-4.2116E-12	2.3834E-08
2.6062E-03	-4.7650E-12	2.5623E-08
2.6303E-03	-5.3884E-12	2.7538E-08
2.6546E-03	-6.0925E-12	2.9587E-08
2.6792E-03	-6.8823E-12	3.1780E-08
2.7040E-03	-7.7705E-12	3.4126E-08
2.7290E-03	-8.7688E-12	3.6634E-08
2.7542E-03	-9.8901E-12	3.9315E-08
2.7797E-03	-1.1149E-11	4.2181E-08
2.8054E-03	-1.2562E-11	4.5243E-08
2.8314E-03	-1.4147E-11	4.8513E-08
2.8576E-03	-1.5923E-11	5.2006E-08
2.8840E-03	-1.7913E-11	5.5734E-08
2.9107E-03	-2.0143E-11	5.9713E-08
2.9376E-03	-2.2638E-11	6.3958E-08
2.9648E-03	-2.5429E-11	6.8486E-08
2.9923E-03	-2.8551E-11	7.3315E-08
3.0200E-03	-3.2039E-11	7.8463E-08
3.0479E-03	-3.5937E-11	8.3949E-08
3.0761E-03	-4.0288E-11	8.9795E-08
3.1046E-03	-4.5145E-11	9.6022E-08
3.1333E-03	-5.0562E-11	1.0265E-07
3.1623E-03	-5.6602E-11	1.0971E-07
3.1915E-03	-6.3333E-11	1.1723E-07
3.2211E-03	-7.0830E-11	1.2523E-07
3.2509E-03	-7.9177E-11	1.3373E-07
3.2810E-03	-8.8465E-11	1.4278E-07
3.3113E-03	-9.8796E-11	1.5240E-07
3.3420E-03	-1.1028E-10	1.6262E-07
3.3729E-03	-1.2304E-10	1.7349E-07
3.4041E-03	-1.3722E-10	1.8504E-07
3.4356E-03	-1.5296E-10	1.9730E-07
3.4674E-03	-1.7042E-10	2.1032E-07
3.4995E-03	-1.8979E-10	2.2414E-07
3.5318E-03	-2.1127E-10	2.3881E-07
3.5645E-03	-2.3506E-10	2.5438E-07
3.5975E-03	-2.6142E-10	2.7090E-07
3.6308E-03	-2.9060E-10	2.8841E-07
3.6644E-03	-3.2289E-10	3.0698E-07
3.6983E-03	-3.5861E-10	3.2667E-07
3.7325E-03	-3.9811E-10	3.4753E-07
3.7670E-03	-4.4175E-10	3.6964E-07
3.8019E-03	-4.8997E-10	3.9305E-07
3.8371E-03	-5.4320E-10	4.1785E-07
3.8726E-03	-6.0195E-10	4.4410E-07
3.9084E-03	-6.6677E-10	4.7189E-07
3.9446E-03	-7.3825E-10	5.0129E-07
3.9811E-03	-8.1703E-10	5.3240E-07
4.0179E-03	-9.0382E-10	5.6531E-07
4.0551E-03	-9.9941E-10	6.0010E-07
4.0926E-03	-1.1046E-09	6.3689E-07
4.1305E-03	-1.2204E-09	6.7578E-07
4.1687E-03	-1.3478E-09	7.1687E-07
4.2073E-03	-1.4878E-09	7.6028E-07
4.2462E-03	-1.6416E-09	8.0613E-07
4.2855E-03	-1.8106E-09	8.5455E-07
4.3251E-03	-1.9962E-09	9.0567E-07
4.3652E-03	-2.1998E-09	9.5963E-07
4.4055E-03	-2.4233E-09	1.0166E-06
4.4463E-03	-2.6683E-09	1.0766E-06
4.4875E-03	-2.9370E-09	1.1400E-06
4.5290E-03	-3.2313E-09	1.2068E-06
4.5709E-03	-3.5537E-09	1.2773E-06
4.6132E-03	-3.9067E-09	1.3515E-06
4.6559E-03	-4.2930E-09	1.4298E-06
4.6989E-03	-4.7156E-09	1.5122E-06
4.7424E-03	-5.1777E-09	1.5991E-06
4.7863E-03	-5.6828E-09	1.6906E-06
4.8306E-03	-6.2348E-09	1.7869E-06
4.8753E-03	-6.8377E-09	1.8883E-06
4.9204E-03	-7.4959E-09	1.9950E-06
4.9659E-03	-8.2143E-09	2.1073E-06
5.0119E-03	-8.9980E-09	2.2254E-06
5.0582E-03	-9.8527E-09	2.3496E-06
5.1050E-03	-1.0784E-08	2.4802E-06
5.1523E-03	-1.1800E-08	2.6176E-06
5.2000E-03	-1.2905E-08	2.7619E-06
5.2481E-03	-1.4110E-08	2.9136E-06
5.2966E-03	-1.5420E-08	3.0730E-06
5.3456E-03	-1.6846E-08	3.2405E-06
5.3951E-03	-1.8397E-08	3.4163E-06
5.4450E-03	-2.0083E-08	3.6010E-06
5.4954E-03	-2.1915E-08	3.7948E-06
5.5463E-03	-2.3906E-08	3.9982E-06
5.5976E-03	-2.6068E-08	4.2117E-06
5.6494E-03	-2.8415E-08	4.4357E-06
5.7016E-03	-3.0962E-08	4.6706E-06
5.7544E-03	-3.3725E-08	4.9170E-06
5.8076E-03	-3.6721E-08	5.1753E-06
5.8614E-03	-3.9969E-08	5.4461E-06
5.9156E-03	-4.3488E-08	5.7299E-06
5.9704E-03	-4.7300E-08	6.0273E-06
6.0256E-03	-5.1428E-08	6.3389E-06
6.0814E-03	-5.5896E-08	6.6652E-06
6.1376E-03	-6.0730E-08	7.0070E-06
6.1944E-03	-6.5960E-08	7.3649E-06
6.2517E-03	-7.1614E-08	7.7395E-06
6.3096E-03	-7.7727E-08	8.1316E-06
6.3680E-03	-8.4331E-08	8.5418E-06
6.4269E-03	-9.1464E-08	8.9711E-06
6.4863E-03	-9.9167E-08	9.4201E-06
6.5464E-03	-1.0748E-07	9.8897E-06
6.6069E-03	-1.1645E-07	1.0381E-05
6.6681E-03	-1.2613E-07	1.0894E-05
6.7298E-03	-1.3656E-07	1.1430E-05
6.7920E-03	-1.4781E-07	1.1991E-05
6.8549E-03	-1.5993E-07	1.2577E-05
6.9183E-03	-1.7299E-07	1.3189E-05
6.9823E-03	-1.8705E-07	1.3828E-05
7.0469E-03	-2.0218E-07	1.4495E-05
7.1121E-03	-2.1847E-07	1.5192E-05
7.1779E-03	-2.3598E-07	1.5920E-05
7.2444E-03	-2.5482E-07	1.6679E-05
7.3114E-03	-2.7508E-07	1.7471E-05
7.3790E-03	-2.9684E-07	1.8297E-05
7.4473E-03	-3.2023E-07	1.9159E-05
7.5162E-03	-3.4534E-07	2.0058E-05
7.5858E-03	-3.7231E-07	2.0995E-05
7.6560E-03	-4.0125E-07	2.1972E-05
7.7268E-03	-4.3230E-07	2.2991E-05
7.7983E-03	-4.6560E-07	2.4052E-05
7.8705E-03	-5.0132E-07	2.5158E-05
7.9433E-03	-5.3960E-07	2.6310E-05
8.0168E-03	-5.8062E-07	2.7510E-05
8.0910E-03	-6.2456E-07	2.8760E-05
8.1658E-03	-6.7162E-07	3.0061E-05
8.2414E-03	-7.2200E-07	3.1416E-05
8.3176E-03	-7.7592E-07	3.2826E-05
8.3946E-03	-8.3360E-07	3.4293E-05
8.4723E-03	-8.9530E-07	3.5819E-05
8.5507E-03	-9.6128E-07	3.7407E-05
8.6298E-03	-1.0318E-06	3.9059E-05
8.7096E-03	-1.1071E-06	4.0777E-05
8.7902E-03	-1.1876E-06	4.2563E-05
8.8716E-03	-1.2736E-06	4.4420E-05
8.9536E-03	-1.3654E-06	4.6349E-05
9.0365E-03	-1.4633E-06	4.8355E-05
9.1201E-03	-1.5679E-06	5.0439E-05
9.2045E-03	-1.6793E-06	5.2603E-05
9.2897E-03	-1.7982E-06	5.4852E-05
9.3756E-03	-1.9249E-06	5.7187E-05
9.4624E-03	-2.0600E-06	5.9612E-05
9.5499E-03	-2.2039E-06	6.2129E-05
9.6383E-03	-2.3571E-06	6.4741E-05
9.7275E-03	-2.5203E-06	6.7453E-05
9.8175E-03	-2.6939E-06	7.0266E-05
9.9083E-03	-2.8787E-06	7.3185E-05
1.0000E-02	-3.0754E-06	7.6213E-05
1.1984E-02	-1.0644E-05	1.6367E-04
1.3968E-02	-2.8095E-05	2.9843E-04
1.5952E-02	-6.1613E-05	4.8613E-04
1.7936E-02	-1.1824E-04	7.2966E-04
1.9920E-02	-2.0533E-04	1.0296E-03
2.1904E-02	-3.3006E-04	1.3847E-03
2.3888E-02	-4.9907E-04	1.7921E-03
2.5872E-02	-7.1817E-04	2.2480E-03
2.7856E-02	-9.9220E-04	2.7478E-03
2.9840E-02	-1.3249E-03	3.2864E-03
3.1824E-02	-1.7190E-03	3.8580E-03
3.3808E-02	-2.1761E-03	4.4570E-03
3.5792E-02	-2.6966E-03	5.0775E-03
3.7776E-02	-3.2803E-03	5.7136E-03
3.9760E-02	-3.9260E-03	6.3595E-03
4.1743E-02	-4.6316E-03	7.0097E-03
4.3727E-02	-5.3945E-03	7.6586E-03
4.5711E-02	-6.2115E-03	8.3011E-03
4.7695E-02	-7.0788E-03	8.9321E-03
4.9679E-02	-7.9925E-03	9.5471E-03
5.1663E-02	-8.9482E-03	1.0142E-02
5.3647E-02	-9.9412E-03	1.0712E-02
5.5631E-02	-1.0967E-02	1.1255E-02
5.7615E-02	-1.2020E-02	1.1766E-02
5.9599E-02	-1.3097E-02	1.2243E-02
6.1583E-02	-1.4191E-02	1.2684E-02
6.3567E-02	-1.5299E-02	1.3086E-02
6.5551E-02	-1.6414E-02	1.3447E-02
6.7535E-02	-1.7534E-02	1.3766E-02
6.9519E-02	-1.8653E-02	1.4042E-02
7.1503E-02	-1.9767E-02	1.4275E-02
7.3487E-02	-2.0872E-02	1.4463E-02
7.5471E-02	-2.1964E-02	1.4607E-02
7.7455E-02	-2.3039E-02	1.4707E-02
7.9439E-02	-2.4093E-02	1.4763E-02
8.1423E-02	-2.5124E-02	1.4776E-02
8.3407E-02	-2.6128E-02	1.4748E-02
8.5391E-02	-2.7102E-02	1.4678E-02
8.7375E-02	-2.8044E-02	1.4570E-02
8.9359E-02	-2.8951E-02	1.4423E-02
9.1343E-02	-2.9821E-02	1.4241E-02
9.3327E-02	-3.0652E-02	1.4024E-02
9.5311E-02	-3.1442E-02	1.3776E-02
9.7295E-02	-3.2190E-02	1.3498E-02
9.9279E-02	-3.2894E-02	1.3192E-02
1.0126E-01	-3.3553E-02	1.2862E-02
1.0325E-01	-3.4166E-02	1.2509E-02
1.0523E-01	-3.4732E-02	1.2136E-02
1.0721E-01	-3.5250E-02	1.1746E-02
1.0920E-01	-3.5720E-02	1.1341E-02
1.1118E-01	-3.6142E-02	1.0924E-02
1.1317E-01	-3.6515E-02	1.0497E-02
1.1515E-01	-3.6839E-02	1.0064E-02
1.1713E-01	-3.7115E-02	9.6275E-03
1.1912E-01	-3.7342E-02	9.1896E-03
1.2110E-01	-3.7520E-02	8.7533E-03
1.2309E-01	-3.7651E-02	8.3216E-03
1.2507E-01	-3.7734E-02	7.8972E-03
